year,moins_ADV eu_VERB,moins_ADV dû_VERB
1881,2.29395496376128e-07,9.27343535295222e-08
1882,2.016581674979534e-07,7.387477296560974e-08
1883,1.8262889511788671e-07,5.371438049905919e-08
1884,2.3171956797796156e-07,5.941527092545584e-08
1885,1.8627886788635806e-07,9.861822292123179e-08
1886,2.3038866459046403e-07,4.646494033977433e-08
1887,1.6975204175651015e-07,6.659502815864471e-08
1888,1.7183066347570275e-07,6.974676125537371e-08
1889,2.2491840923066775e-07,6.139833885754342e-08
1890,2.169501982507427e-07,5.309053108248918e-08
1891,1.9313887378302752e-07,4.6531805963923034e-08
1892,2.1250257020710706e-07,4.2625885043889866e-08
1893,2.087703165898347e-07,7.328515749804865e-08
1894,2.0227940922268317e-07,7.687877712214686e-08
1895,2.0704034398022486e-07,7.342709551494409e-08
1896,1.9990928024071764e-07,7.371286159241208e-08
1897,2.0684832691131305e-07,3.96216535136773e-08
1898,1.8672571400202287e-07,4.6964345301603316e-08
1899,1.7301320553997357e-07,4.5878898902174114e-08
1900,2.1075675249448977e-07,5.4506056557102056e-08
1901,2.095777063004789e-07,2.9061443029831935e-08
1902,1.551649688735779e-07,3.4863013809172116e-08
1903,1.981880899393218e-07,4.212171944573129e-08
1904,1.6983815953608428e-07,4.407192477628996e-08
1905,1.9817315433101612e-07,5.26397414546409e-08
1906,1.5072460257670173e-07,5.65860283074926e-08
1907,1.8874234797294775e-07,4.319988278211895e-08
1908,1.7189861978295085e-07,5.6972112361108884e-08
1909,1.6612970910045988e-07,4.455796798197298e-08
1910,1.7689139042431634e-07,3.046165986120286e-08
1911,1.7610437907933374e-07,4.149891807969652e-08
1912,1.755574885464739e-07,3.80287765722187e-08
1913,1.5802909558715328e-07,4.613600879110891e-08
1914,1.5938249475766497e-07,3.683209115479258e-08
1915,1.5314989809667168e-07,3.7698438148936475e-08
1916,1.6261444102383393e-07,4.8344833913915863e-08
1917,1.4366015932409937e-07,2.631941953268324e-08
1918,1.6540381864160736e-07,6.547234221443432e-08
1919,1.7218675907315628e-07,6.44549373873815e-08
1920,1.3630017292598495e-07,6.13350792377787e-08
1921,1.6584317563683726e-07,5.6038331308627676e-08
1922,1.9330191491917503e-07,5.5334517412575224e-08
1923,1.7516313732812705e-07,4.2463792482294593e-08
1924,1.4825367600224126e-07,1.4180787211159895e-08
1925,1.9906701709260233e-07,4.5092530598367375e-08
1926,1.515874856750088e-07,3.232380052509143e-08
1927,1.438250052387957e-07,6.13207333799437e-08
1928,1.3711249380321533e-07,3.085031252680892e-08
1929,1.570797252270495e-07,4.567566591617833e-08
1930,1.680576531271072e-07,3.2561171536826805e-08
1931,1.6879927500212943e-07,3.763767608688795e-08
1932,1.5562541477720515e-07,4.931791508511196e-08
1933,1.3650088703798247e-07,5.1617981000617874e-08
1934,1.4497712186312128e-07,2.3963160344919743e-08
1935,1.579813471153102e-07,4.547948151412129e-08
1936,1.3458432590596203e-07,2.0612015205756506e-08
1937,1.3346584637474734e-07,3.273690651894867e-08
1938,1.335417039172171e-07,2.5930429359277696e-08
1939,1.3152883582279173e-07,5.047036566452334e-08
1940,1.4200384157447843e-07,4.3108308034334186e-08
1941,1.4167213180371618e-07,5.017554371988808e-08
1942,1.2136847260535433e-07,3.3376331032286544e-08
1943,1.2774235358392616e-07,6.67744117777147e-08
1944,1.5101974781828176e-07,1.6065930807940276e-08
1945,1.7428033061150927e-07,3.703456741277478e-08
1946,1.531321487391324e-07,3.6194869323935563e-08
1947,1.4305045681339834e-07,6.07964452115084e-08
1948,1.108932536908469e-07,2.8266908813634473e-08
1949,1.1878579897484087e-07,5.4975245689092844e-08
1950,1.414503145724666e-07,6.38121662177582e-08
1951,1.0661401717015906e-07,4.371174711081949e-08
1952,1.539541329975691e-07,4.323369751091377e-08
1953,1.4975620388213429e-07,3.44762476345295e-08
1954,1.5245156248511194e-07,4.593092128857279e-08
1955,1.1075017170014689e-07,3.472674947602172e-08
1956,1.5349209547821374e-07,3.0523995775411095e-08
1957,1.3164206791316246e-07,3.6223653410161205e-08
1958,1.0257581806172311e-07,4.9633460008635666e-08
1959,1.2633718426968699e-07,4.340418868764573e-08
1960,1.2111458147501253e-07,4.567749911643659e-08
1961,1.3687873945400497e-07,2.848745239703021e-08
1962,1.4015724048022093e-07,3.614915300431676e-08
1963,1.0281024742653244e-07,2.7157422977097667e-08
1964,1.192457830256899e-07,4.502136619066732e-08
1965,1.1983775038970634e-07,4.81539821350907e-08
1966,1.539862779509349e-07,5.317511764246774e-08
1967,1.4396579217645922e-07,4.5852122099176995e-08
1968,1.3025105261021963e-07,5.569355820966848e-08
1969,1.3988614000481903e-07,5.04135115875215e-08
1970,1.2232608526119293e-07,4.690699384468644e-08
1971,1.3205681170802563e-07,4.6759417671182746e-08
1972,1.4620918875607458e-07,2.924183739594355e-08
1973,1.1246935827102789e-07,4.741355397186453e-08
1974,1.2094979240373505e-07,4.106667361725158e-08
1975,1.1480074846303978e-07,3.998036035568475e-08
1976,1.1369918695436354e-07,3.599522102604169e-08
1977,1.1400956623219827e-07,4.995264646368014e-08
1978,1.3544548949084856e-07,3.6237608469491533e-08
1979,1.4337334164338245e-07,4.388979846225993e-08
1980,1.0574380127081895e-07,6.196814439363152e-08
1981,1.1259478327474426e-07,4.491140259688109e-08
1982,1.1732179672208076e-07,5.2143018791639406e-08
1983,9.978199244642383e-08,4.483874249672226e-08
1984,1.1540026889633737e-07,4.001315900836744e-08
1985,1.1489716200685507e-07,4.511668549866954e-08
1986,1.342764761602666e-07,4.555808885697843e-08
1987,1.2588282061187783e-07,3.360949207831254e-08
1988,1.2652728287321224e-07,3.1182079140990027e-08
1989,1.081160050375729e-07,3.896566624916886e-08
1990,1.394854649561239e-07,3.378163526690514e-08
1991,1.324691112358778e-07,3.341035181847474e-08
1992,1.2066777799191186e-07,5.56504353710352e-08
1993,1.3183313285480835e-07,3.600484888011124e-08
1994,1.2554325223845808e-07,4.800183361908239e-08
1995,1.3447677815747738e-07,5.802022329248757e-08
1996,1.233099311548358e-07,4.964425670550554e-08
1997,1.2370827562335762e-07,3.931813452595634e-08
1998,1.2444817798495933e-07,5.9124801055077114e-08
1999,1.375630489519608e-07,3.427650696607998e-08
2000,1.4226061750832741e-07,4.152949628632996e-08
2001,1.253026624681297e-07,4.381211837767296e-08
2002,1.1522612197722992e-07,4.8631559224077137e-08
2003,1.4292545813532342e-07,5.083645859826902e-08
2004,1.2906038193705172e-07,3.876216325693349e-08
2005,1.360132415584303e-07,4.3235996116663955e-08
2006,1.3794931419397471e-07,5.3120778886750486e-08
2007,1.6936593283389811e-07,3.8746449604332156e-08
2008,1.3581232849446678e-07,3.746546894944913e-08
2009,1.4781396373564348e-07,4.8635563132393145e-08
2010,1.591918277199511e-07,4.2514137987836875e-08
2011,1.9311057997128955e-07,4.665245967316878e-08
2012,1.8008496738275426e-07,5.2425491503527155e-08
2013,2.0165373371128226e-07,6.331313784357917e-08
2014,2.1351289092308434e-07,6.626262205600142e-08
2015,2.0658482924318378e-07,5.78526169192628e-08
2016,2.444181177452265e-07,7.726098516513957e-08
2017,2.2766282370412227e-07,6.41480895069435e-08
2018,2.398182630258816e-07,6.685998954480965e-08
2019,2.438744388655323e-07,7.755002684461942e-08
