year,quels_DET doutes_NOUN
1984,1.7397025486864948e-09
1985,7.820225356169885e-09
1986,5.994485408056249e-09
1987,7.332980445085013e-09
1988,4.797243047249822e-09
1989,3.841685414229801e-09
1990,5.993516016822298e-09
1991,7.033758298025106e-09
1992,4.958949695321735e-09
1993,2.769603768548734e-09
1994,6.8574046441227665e-09
1995,8.675921647771645e-09
1996,7.473329066698398e-09
1997,3.3564260260021683e-09
1998,1.9072516899143466e-09
1999,6.855301770691824e-09
2000,3.976228346580513e-09
2001,3.0668482198237257e-09
2002,6.133709984368352e-09
2003,6.250384432249234e-09
2004,5.285749393735273e-09
2005,4.053374746959548e-09
2006,4.529678854225949e-09
2007,5.9917192318792445e-09
2008,7.2376473703172906e-09
2009,7.1522885392028e-09
2010,2.3618965672156378e-09
2011,4.971163480860241e-09
2012,6.127654827992046e-09
2013,1.0877587275359701e-08
2014,1.3642305063399363e-08
2015,1.0861219479352258e-08
2016,1.2220906064897008e-08
2017,1.3081179250917785e-08
2018,1.058401322140412e-08
2019,1.0459050070465992e-08
