year,jeunes_ADJ années_NOUN
1973,3.533963592872169e-07
1974,3.5441101431388233e-07
1975,3.672481625471846e-07
1976,3.4224026990159473e-07
1977,3.31450507928821e-07
1978,3.8910872035557986e-07
1979,3.9676379515185545e-07
1980,4.042142052185227e-07
1981,3.89653848742455e-07
1982,4.053499083056522e-07
1983,3.618676203132054e-07
1984,3.9317276900874276e-07
1985,4.150735151142726e-07
1986,3.776525829835009e-07
1987,3.9048120470397407e-07
1988,4.0236875520349713e-07
1989,4.028281637147302e-07
1990,4.021104302864842e-07
1991,4.085441105416976e-07
1992,4.2095973640243756e-07
1993,4.6252381480371696e-07
1994,4.404563753723778e-07
1995,3.844517664219893e-07
1996,4.419940466959815e-07
1997,4.272251032944041e-07
1998,4.3771424884653243e-07
1999,4.0126366229742416e-07
2000,4.6831132749503013e-07
2001,5.055918563812156e-07
2002,4.5739952270196227e-07
2003,5.129481905896682e-07
2004,4.5501494128075137e-07
2005,4.5803133730260015e-07
2006,5.501501050275692e-07
2007,5.79598975036788e-07
2008,5.781603249488398e-07
2009,5.917327143833973e-07
2010,6.008664854562085e-07
2011,6.068643756407255e-07
2012,6.658718234575645e-07
2013,6.939342824807682e-07
2014,7.492440090572927e-07
2015,7.53635617911641e-07
2016,7.833808126633812e-07
2017,7.136789577089075e-07
2018,7.950917506605037e-07
2019,8.048366453294875e-07
