year,les_DET eaux_NOUN,les_DET dos_NOUN
1846,4.385255556371703e-05,6.14722635017273e-08
1847,3.948055450564425e-05,5.3932237342735334e-08
1848,4.3825539705721894e-05,3.4594454578762424e-08
1849,4.31640432907443e-05,5.614208098414508e-08
1850,3.981474583270028e-05,6.177986477950981e-08
1851,4.472298724067514e-05,8.835731102330158e-08
1852,4.753544521918229e-05,7.226705278640111e-08
1853,4.7953417379176244e-05,9.316213667176498e-08
1854,4.652613529287919e-05,8.520889416274713e-08
1855,4.722218659480859e-05,4.9354515141430966e-08
1856,4.4654809698840836e-05,9.008308915481322e-08
1857,4.9362308800482424e-05,6.492407150782142e-08
1858,4.278541041458084e-05,4.4043085511979996e-08
1859,4.789290733242524e-05,7.078121044834518e-08
1860,4.40297640125209e-05,8.74242110648904e-08
1861,4.351419875092688e-05,7.922818778816065e-08
1862,4.55652457276301e-05,7.273957924880392e-08
1863,4.365847894405306e-05,8.091285597089382e-08
1864,4.697203030445962e-05,7.192091899810293e-08
1865,4.387814396977774e-05,8.519388039474052e-08
1866,4.269624105290859e-05,5.8873916630730605e-08
1867,4.248054256095202e-05,7.910082722162315e-08
1868,4.514106421993347e-05,1.7338957747359274e-07
1869,4.1994847379100975e-05,9.278686352587329e-08
1870,4.5666539335798007e-05,8.027668618737493e-08
1871,3.967434554397187e-05,8.284518004941788e-08
1872,4.122652535443194e-05,9.312902449210014e-08
1873,5.254634288576199e-05,7.063485529812397e-08
1874,4.5013302042207215e-05,9.798359146273583e-08
1875,4.4648510083789006e-05,6.636971761064814e-08
1876,4.7088783503568266e-05,1.0822366114382476e-07
1877,4.5572196768262074e-05,9.772008924269215e-08
1878,4.281834753783187e-05,1.244052262872053e-07
1879,4.3463571500979015e-05,1.1180065195848243e-07
1880,4.3280670297463075e-05,1.2322264542063976e-07
1881,4.544889452517964e-05,1.1365187502221374e-07
1882,4.390091635286808e-05,8.518892857800608e-08
1883,4.515736327448394e-05,1.1690777323991597e-07
1884,4.18494773839484e-05,9.770511244511226e-08
1885,4.54339970019646e-05,1.2117795306076928e-07
1886,4.119181630812818e-05,1.4713898177642903e-07
1887,4.354466136646806e-05,1.0315700915697334e-07
1888,4.3317812469467754e-05,1.0018171092696093e-07
1889,4.0451482846037834e-05,1.3783301094916212e-07
1890,3.9446917980967555e-05,1.4747369042611425e-07
1891,3.9439210240743705e-05,1.0708689612837219e-07
1892,4.236260747347842e-05,1.10952671050768e-07
1893,3.896676594195014e-05,1.139307050923577e-07
1894,4.26444084951072e-05,1.0838647668265367e-07
1895,3.66443339316902e-05,1.1676112299241481e-07
1896,3.8180903629836394e-05,1.5214334403435004e-07
1897,3.748616313714592e-05,1.7072270641627085e-07
1898,3.740908141480759e-05,1.60131446769185e-07
1899,3.880802159983432e-05,1.7190769519004334e-07
1900,3.731225183400966e-05,1.3289095912583093e-07
1901,3.640392628767586e-05,1.4307171808392027e-07
1902,3.319499182907748e-05,2.1703454661237132e-07
1903,4.051623409395688e-05,1.922478374272174e-07
1904,3.729345053216093e-05,1.4780218737797668e-07
1905,3.7917643567197956e-05,1.1095632035384995e-07
1906,3.8181166473805206e-05,1.6872924718525084e-07
1907,3.486436298771878e-05,1.666281193024588e-07
1908,3.541946421137254e-05,1.5814672549296915e-07
1909,3.316763081784302e-05,1.3862478320803007e-07
1910,3.7492958654183894e-05,1.4696414907255928e-07
1911,3.4798970318661304e-05,1.5109862039341948e-07
1912,3.2226522080236464e-05,1.6357583199066994e-07
1913,3.2867930485736e-05,1.6227148624814447e-07
1914,3.4012092100965674e-05,1.6273087410922926e-07
1915,3.099282935181691e-05,2.7684790637749757e-07
1916,2.7767514666265924e-05,2.417241606877951e-07
1917,2.699824017327046e-05,2.620975451117502e-07
1918,2.5906372229655972e-05,1.5506607820015006e-07
1919,2.6458752699909382e-05,1.6205813757608212e-07
1920,2.6571718080958817e-05,2.1353693879788693e-07
1921,2.8126698907726677e-05,1.7038681310310722e-07
1922,2.753593116722186e-05,2.2502703700411075e-07
1923,2.7326511826686328e-05,2.4098202011657577e-07
1924,2.9176324687796296e-05,2.5525416269545076e-07
1925,3.1013762281872914e-05,1.7817048103552224e-07
1926,2.7692580943039502e-05,2.507881120550337e-07
1927,2.8461742203944596e-05,2.5085756327758446e-07
1928,2.8264598768146243e-05,2.17094777599236e-07
1929,2.93516281999473e-05,1.8381670430223096e-07
1930,2.7889168450201396e-05,1.7751090608530973e-07
1931,2.7529109047463862e-05,1.881883786580829e-07
1932,2.97343190140964e-05,1.4904970235818382e-07
1933,2.7928768531637616e-05,1.7550113029507486e-07
1934,2.6996897076969617e-05,1.9529974970566855e-07
1935,2.5725827072164975e-05,2.2261008325585863e-07
1936,2.6657397938834038e-05,1.818707193734781e-07
1937,2.650808050930209e-05,2.2412190670006993e-07
1938,2.7645727413982968e-05,1.3872779314194617e-07
1939,2.8066112690794398e-05,1.7894039316956878e-07
1940,3.060943595301069e-05,1.6736167030018123e-07
1941,2.800090442178771e-05,1.8299316550951517e-07
1942,2.8175689749332378e-05,1.1833425861418334e-07
1943,3.047816267098824e-05,2.845170448129153e-07
1944,2.251479622827901e-05,2.602680719832051e-07
1945,2.1432122707665258e-05,3.158830925720224e-07
1946,2.188536768699123e-05,2.464035464555536e-07
1947,2.1142856098776974e-05,2.503382852125924e-07
1948,2.4086668418021873e-05,2.489662307425533e-07
1949,2.523756484151818e-05,1.992852678434076e-07
1950,2.4971829134301515e-05,2.1589783916198257e-07
1951,2.5193958208546974e-05,2.5800592950986356e-07
1952,2.7510338895808673e-05,2.224953590257428e-07
1953,2.7471106022858294e-05,1.9931580652610137e-07
1954,2.543204777794017e-05,2.149957898378574e-07
1955,2.4735770011830027e-05,2.421486753334534e-07
1956,2.3406671971315518e-05,2.284939109031825e-07
1957,2.666591149136366e-05,2.0939039729883646e-07
1958,2.492426960998273e-05,2.0763331076700808e-07
1959,2.3949811520651565e-05,1.550149534290668e-07
1960,2.3416639351125923e-05,2.1523792170796696e-07
1961,2.3215190140035702e-05,2.0358106977980128e-07
1962,2.1953949726594146e-05,1.6235408573095356e-07
1963,2.184103391300596e-05,2.0368068343046275e-07
1964,2.1922363885096274e-05,1.8921141892169757e-07
1965,2.071277936011029e-05,2.0739044481743463e-07
1966,2.14644685456733e-05,2.0162232339249186e-07
1967,2.08952558296005e-05,2.3172577057195554e-07
1968,2.136027489996195e-05,2.173845293773624e-07
1969,2.1848579194738704e-05,1.6849920692063591e-07
1970,2.304237148109678e-05,1.6509422762212012e-07
1971,2.0255562617421674e-05,1.747055144996068e-07
1972,2.0588305915225646e-05,1.677558006951685e-07
1973,2.0508015722953132e-05,1.5657499341514836e-07
1974,2.0304938061599387e-05,1.6539180880403848e-07
1975,1.9844537064273027e-05,1.3993126213307505e-07
1976,1.95579740420726e-05,1.662636304189391e-07
1977,2.0426518290150852e-05,1.9393380734644694e-07
1978,1.9726921550500265e-05,2.2336623417551493e-07
1979,1.9442010852799285e-05,1.9604110335080804e-07
1980,2.032498196058441e-05,1.47245402759566e-07
1981,1.960793792932236e-05,1.9545948465315988e-07
1982,2.147733721358236e-05,2.2471157690162613e-07
1983,1.769235859683249e-05,1.9514326954350736e-07
1984,1.9131507997371955e-05,2.6965389476885093e-07
1985,1.9714788777491776e-05,2.0633364616884364e-07
1986,1.7413381215192203e-05,1.720417355244308e-07
1987,1.8069073917104106e-05,1.894353214848543e-07
1988,1.697744278317259e-05,2.0088455432443197e-07
1989,1.778974819899304e-05,1.7177822975167345e-07
1990,1.9664726778501063e-05,1.5855573881617957e-07
1991,1.7314181832261966e-05,1.8287771119673835e-07
1992,1.727147048313782e-05,1.8458313011393557e-07
1993,1.6685200307620107e-05,2.0882811657685352e-07
1994,1.7116609683398565e-05,2.189094611693143e-07
1995,1.5510920434280706e-05,2.1744028222414613e-07
1996,1.6415167351624405e-05,2.284703493060647e-07
1997,1.4807592947363446e-05,1.6014946901954374e-07
1998,1.445076907202747e-05,1.9215560520535746e-07
1999,1.5702297332609305e-05,1.535587584311493e-07
2000,1.5205097611215024e-05,1.4137700288241462e-07
2001,1.502711859302508e-05,1.726197435547583e-07
2002,1.43392993550151e-05,1.9803121575900917e-07
2003,1.465381808429811e-05,1.5709300082988875e-07
2004,1.3170325416922424e-05,1.713463722019526e-07
2005,1.3489631157881377e-05,1.869056092118626e-07
2006,1.4077830655878643e-05,1.9559976499605725e-07
2007,1.3562456047111482e-05,1.8494439402161333e-07
2008,1.5049197713778995e-05,1.6305993510989936e-07
2009,1.572406858940667e-05,1.7308538158289366e-07
2010,1.5020716773506138e-05,2.2485255080084698e-07
2011,1.588592635926034e-05,2.3823344785789402e-07
2012,1.623828507035796e-05,2.8834019438761516e-07
2013,1.4199435554473894e-05,3.0122551208933146e-07
2014,1.524733295354963e-05,3.083593984598565e-07
2015,1.5495413208554965e-05,2.682056348124462e-07
2016,1.8074306353810243e-05,2.7238120803296795e-07
2017,1.6079032775451196e-05,2.4678147636514325e-07
2018,1.484988683841948e-05,3.1313192128124e-07
2019,1.3831200817548961e-05,2.8188414247232174e-07
