year,elles_PRON iront_VERB,elles_PRON diront_VERB
1878,7.488469977445789e-08,3.804625947623208e-08
1879,1.0019293483765068e-07,3.5434086775865126e-08
1880,6.867095514451194e-08,2.631316942114381e-08
1881,1.0040410813871858e-07,2.022027167924989e-08
1882,1.5240832240692725e-07,2.9283694580328756e-08
1883,8.531107464904153e-08,3.096476142161464e-08
1884,7.657968481566968e-08,1.7164412113856997e-08
1885,9.023890079618013e-08,9.668453371247665e-09
1886,7.744156693689774e-08,2.3877816168749177e-08
1887,8.487602087825508e-08,4.6355365768135925e-08
1888,9.193890981862296e-08,2.4728397995943396e-08
1889,7.831420933968047e-08,2.255449160770695e-08
1890,1.0355931046035494e-07,2.6872983838188702e-08
1891,9.625072294738857e-08,2.2947192590550003e-08
1892,9.904249154146783e-08,3.823792571466811e-08
1893,8.683367447304136e-08,1.1700991287000306e-08
1894,1.0901662861328987e-07,1.386338599473902e-08
1895,1.0833506447482932e-07,4.1528441130367355e-08
1896,7.902018772654174e-08,1.2973463414667208e-08
1897,7.866063178596505e-08,3.204692466951542e-08
1898,1.2844465402395144e-07,5.2056866373106914e-08
1899,1.0336571776292658e-07,3.040168117252051e-08
1900,9.759179597779166e-08,2.6474371139784125e-08
1901,1.1680464595542617e-07,1.7883964975595745e-08
1902,6.579780365001398e-08,1.9641135828862843e-08
1903,7.88432146237028e-08,1.3500550455347593e-08
1904,1.0856742704845601e-07,2.6335664315979557e-08
1905,9.082936180959678e-08,2.58037951006429e-08
1906,8.590788169726693e-08,1.6461390472954918e-08
1907,7.559979842142184e-08,1.9542804707839423e-08
1908,1.0412144924032418e-07,2.8486056180554442e-08
1909,1.1497055574238857e-07,4.1257375293923815e-08
1910,1.2077780553454431e-07,1.9238942883248455e-08
1911,1.0161914332229571e-07,2.181353409014264e-08
1912,1.0731407584785302e-07,4.48010215592376e-08
1913,7.265095636199703e-08,4.348451732028025e-08
1914,1.0446920040152463e-07,3.080502164465315e-08
1915,1.1309531444680943e-07,5.0657275707521876e-08
1916,1.087758718654186e-07,3.29623865980011e-08
1917,9.979446069507958e-08,2.7416061421092763e-08
1918,1.7344428471233186e-07,5.398597124894877e-08
1919,1.0496946956095599e-07,4.051453394993132e-08
1920,9.995346061941746e-08,1.741613342431947e-08
1921,6.436835242595862e-08,2.2718242398411803e-08
1922,1.0771785596830341e-07,2.2871600613427745e-08
1923,8.917396332464023e-08,4.034060419044749e-08
1924,9.15305369275643e-08,2.836157353414137e-08
1925,7.148815583946089e-08,3.299453332772373e-08
1926,5.238684952502126e-08,2.0063048999929833e-08
1927,7.024011772216454e-08,2.7873062968808426e-08
1928,6.398583085598375e-08,2.742249893827875e-08
1929,1.0249173776344378e-07,2.5622934884950155e-08
1930,6.827342424742255e-08,1.470504518152893e-08
1931,1.0150767604244493e-07,5.018356930008849e-08
1932,6.466126478699152e-08,1.3151443933878681e-08
1933,5.620624587976408e-08,1.8353059516584835e-08
1934,8.387106298357594e-08,1.677421224144382e-08
1935,6.941604979715521e-08,1.6755597798123745e-08
1936,8.123558536965447e-08,1.8187072292619177e-08
1937,7.680581948221743e-08,2.89595720737168e-08
1938,4.926781649317036e-08,2.3337386245714242e-08
1939,5.352917487044806e-08,1.5294050470515685e-08
1940,5.578722372945322e-08,1.2678914362851401e-08
1941,6.49330580415608e-08,0.0
1942,6.371844918362513e-08,5.461581054078124e-08
1943,6.387117412742782e-08,2.0322646232528996e-08
1944,5.1410978585408884e-08,2.2492303131116387e-08
1945,6.099811233895025e-08,1.9606535950345005e-08
1946,7.517396483081029e-08,2.5057987684817817e-08
1947,1.0967201014011607e-07,1.6689219783927456e-08
1948,7.610321262063735e-08,1.087188761239588e-08
1949,9.326157623945619e-08,1.9634017078828947e-08
1950,8.082874991544031e-08,2.1270722960764488e-08
1951,9.915103404978254e-08,1.2793681780642885e-08
1952,6.115986206367552e-08,2.4253048458433568e-08
1953,5.602390373837807e-08,1.6160741189708006e-08
1954,7.42712753520891e-08,2.247683372758047e-08
1955,7.883910413397643e-08,9.385607846468247e-09
1956,6.628067605873866e-08,1.1337484284723587e-08
1957,6.979679856300436e-08,2.3854602737571895e-08
1958,6.452349943231184e-08,1.2408365446248126e-08
1959,5.115493628693457e-08,2.2477169459023116e-08
1960,6.43637481090309e-08,2.145458388724819e-08
1961,6.183861778197297e-08,1.459113452284555e-08
1962,8.181123867245788e-08,1.2049717224016376e-08
1963,5.819448034571906e-08,1.7458343215537298e-08
1964,7.300762128181759e-08,1.2167936436213722e-08
1965,6.511731598379811e-08,2.1888173939998978e-08
1966,4.818994980837488e-08,1.3293779410616935e-08
1967,4.733122160871517e-08,1.429797302776592e-08
1968,7.231179655065034e-08,2.0211371243306075e-08
1969,7.403064916644553e-08,1.7712855626683677e-08
1970,7.174011074084774e-08,1.7015282516297248e-08
1971,6.371612926159287e-08,2.0553589941130213e-08
1972,7.38741130490439e-08,1.7955514408640738e-08
1973,6.781240635689301e-08,1.3783009400469837e-08
1974,6.188128942596904e-08,1.1813700240281833e-08
1975,5.483021059404791e-08,1.6563292959403952e-08
1976,5.884932807731502e-08,1.5997875468798384e-08
1977,6.053085321866547e-08,3.761140376923322e-08
1978,7.247521516262623e-08,1.4257419245211622e-08
1979,7.54904565525294e-08,1.58003277128671e-08
1980,5.457744656212071e-08,1.5349906679062997e-08
1981,6.325549684049747e-08,2.0241758491579276e-08
1982,6.145427233761325e-08,2.110550845202397e-08
1983,5.494324906152315e-08,1.2630632095778083e-08
1984,5.741018416216548e-08,2.4355834682410205e-08
1985,6.075713532283089e-08,1.2632671797518924e-08
1986,6.294209686785734e-08,1.6185110585098528e-08
1987,7.51630455653185e-08,1.5277041853778428e-08
1988,4.3175186092980766e-08,1.679035044332977e-08
1989,5.1039535264862934e-08,1.8659615186322753e-08
1990,5.612110598463005e-08,1.6345953035568073e-08
1991,5.7442358425419116e-08,1.3481369798284959e-08
1992,3.912060364541503e-08,1.4325854724717146e-08
1993,5.871559771719603e-08,1.938722604677423e-08
1994,5.802419345002363e-08,1.4242302004419116e-08
1995,5.802022506884441e-08,1.6809597269684673e-08
1996,5.925282131613585e-08,1.4412848692302305e-08
1997,4.842843459584856e-08,2.7810388658622287e-08
1998,5.387986146132562e-08,1.621163914222734e-08
1999,6.763897708594868e-08,3.93037282719888e-08
2000,6.892129000846126e-08,2.076474814316498e-08
2001,5.870823915898882e-08,1.4019877259130453e-08
2002,5.082216958385288e-08,2.584920633097454e-08
2003,6.667076490884938e-08,2.6668306674082487e-08
2004,5.946468029094376e-08,2.2464436089109086e-08
2005,5.764799482221861e-08,1.3511249008502091e-08
2006,4.817931298362055e-08,2.0177660431386357e-08
2007,6.151498244122422e-08,2.5964117078558502e-08
2008,5.747543418976875e-08,1.5326782509816894e-08
2009,6.341696234812844e-08,1.5735035496788896e-08
2010,7.321879280652865e-08,1.6533276081531767e-08
2011,7.800902857013625e-08,1.3766298989636994e-08
2012,9.225524877365388e-08,2.6893596682953103e-08
2013,7.363290244200016e-08,2.3149737238270518e-08
2014,8.986597421767328e-08,1.9922095084723423e-08
2015,6.583228984169409e-08,2.438232993284828e-08
2016,7.974659155252084e-08,2.60988848310717e-08
2017,7.521678035971036e-08,6.18840374499996e-08
2018,7.641141586134381e-08,2.813798705147974e-08
2019,7.98459165451959e-08,2.1683396411731337e-08
