year,autres_ADJ hommages_NOUN,autres_ADJ dommages_NOUN
1844,1.5367971784030487e-08,1.3611631288767967e-07
1845,5.022205318283568e-09,1.1160456186987133e-07
1846,1.1123552745573306e-08,1.4167893880312477e-07
1847,7.011190739092399e-09,1.2188685616365547e-07
1848,8.84974404868899e-09,9.010648227558704e-08
1849,2.513824481908955e-09,7.0387088157986e-08
1850,3.394498016007219e-09,1.4324781716368307e-07
1851,1.096404567135778e-08,8.835731080125697e-08
1852,1.9531636752390114e-08,1.4844043505490845e-07
1853,8.957897534855874e-09,7.882950114890264e-08
1854,4.1565315633818045e-09,9.611979123747005e-08
1855,2.388121700391821e-08,6.368324534378189e-08
1856,1.0354378687793542e-08,6.160855292591805e-08
1857,8.298565390418844e-09,9.47012779306533e-08
1858,1.2723557318849998e-08,1.008097285648546e-07
1859,9.675129142294736e-09,1.44108511790364e-07
1860,1.0985241161165504e-08,8.193158862468408e-08
1861,9.431927461278633e-10,9.196129013844256e-08
1862,1.2198563270615637e-08,1.3102160784095318e-07
1863,5.9935452156878455e-09,1.2636390067655157e-07
1864,8.630509973350797e-09,7.671565072087105e-08
1865,1.3179164426446732e-08,6.777855787731824e-08
1866,1.508339997347008e-08,7.93094869777633e-08
1867,4.85281148598915e-09,9.899735431417866e-08
1868,1.0373735648272486e-08,8.694178177393042e-08
1869,3.4184632902167778e-09,7.618289998845285e-08
1870,1.6628741050794815e-08,1.0435968977873245e-07
1871,4.248470908407853e-09,2.1560989527102947e-07
1872,7.256807155187062e-09,1.4332194098187756e-07
1873,7.183205141814142e-09,1.5623471938397415e-07
1874,5.377148060148329e-09,1.0694550667267322e-07
1875,1.1443054281912168e-09,1.0584825349546634e-07
1876,4.836811839936672e-09,1.765436392631159e-07
1877,1.36065949618569e-08,1.0452338727873212e-07
1878,1.1474268646338714e-08,1.0447623566278708e-07
1879,2.443730107160036e-09,1.417363475475497e-07
1880,8.984985200299889e-09,1.1167052349492224e-07
1881,1.1156012114099667e-08,1.1574362446253872e-07
1882,3.3276925659464496e-09,6.25606177973026e-08
1883,2.5277355764075082e-09,1.3270611987081793e-07
1884,1.1883054540362536e-08,1.0034579389639475e-07
1885,9.023890079618013e-09,1.33424659765069e-07
1886,1.6133659963557534e-08,9.938334244452562e-08
1887,3.264462256069578e-09,1.0707436182144647e-07
1888,3.804368819970705e-09,1.4710226503567014e-07
1889,1.1277245803853475e-08,1.6289355286858154e-07
1890,9.176140736144589e-09,1.4616281873713888e-07
1891,5.736798147637501e-09,1.491567465095045e-07
1892,8.149066310636499e-09,9.966935010652378e-08
1893,2.463366621796581e-09,1.5272872744276356e-07
1894,6.301539290376468e-09,9.200247408358564e-08
1895,4.213029924926559e-09,1.2699276297212236e-07
1896,7.66613794667137e-09,1.2619641864830555e-07
1897,9.905413378419325e-09,1.730533867316808e-07
1898,6.224190496340043e-09,1.227863056785239e-07
1899,1.0502398950507086e-08,1.5366667582839e-07
1900,1.349673794948103e-08,9.447716742272405e-08
1901,6.147612696683069e-09,1.3804184817445275e-07
1902,7.856454153909453e-09,9.133127676363983e-08
1903,3.7801539676252105e-09,1.2366504620331398e-07
1904,2.1498500757388683e-09,1.762877062105872e-07
1905,3.6125312741219773e-09,1.326315075544926e-07
1906,6.6874399351490865e-09,1.4043623508541714e-07
1907,3.0857059130084963e-09,1.5377102258185005e-07
1908,7.367083831866239e-09,7.367083743048397e-08
1909,6.601180213561264e-09,1.0616898027393518e-07
1910,2.137660271017694e-09,1.245187117859814e-07
1911,4.788336838146279e-09,1.2715694452936077e-07
1912,5.2094213387476884e-09,9.741617468250752e-08
1913,1.590896969716482e-09,1.0128710670187502e-07
1914,4.68772043404897e-09,1.5938249831037865e-07
1915,2.3561523843085297e-09,3.4988862296359e-07
1916,5.493730803607377e-09,1.9447808186079385e-07
1917,5.483212106582869e-09,1.732695054101896e-07
1918,5.743188147278033e-09,2.664839229282734e-07
1919,9.207848483683279e-09,1.6758284271389812e-07
1920,2.2716695191604686e-09,1.1358347595802343e-07
1921,5.300923255902035e-09,1.2192123399756838e-07
1922,2.951174193910333e-09,1.20998139507833e-07
1923,7.431163684401554e-09,1.3057616499168034e-07
1924,7.734974438733389e-09,1.1215713335843702e-07
1925,3.299453377181294e-09,1.3637740892136208e-07
1926,6.687683296036084e-09,1.0142986184291658e-07
1927,4.4596899506643695e-09,8.027441777969102e-08
1928,6.8556245125250825e-09,9.255093569304762e-08
1929,1.4482528065684619e-08,9.914961851542614e-08
1930,3.1510811737689437e-09,1.1238856068018777e-07
1931,5.7026783295555106e-09,1.1063196225791216e-07
1932,4.383814644626227e-09,8.000462026203081e-08
1933,3.4411986593596566e-09,7.455930273181366e-08
1934,7.188948103475923e-09,5.391711077606942e-08
1935,1.0771455727365264e-08,1.1250187093025943e-07
1936,9.699771652549316e-09,8.244805549395551e-08
1937,6.295559185076627e-09,1.2213384792403303e-07
1938,6.482607339819424e-09,9.205302475834287e-08
1939,4.588215141154706e-09,9.788192478765723e-08
1940,7.607348528892999e-09,9.382396881640886e-08
1941,0.0,1.741386483899987e-07
1942,6.068423541449874e-09,6.675266206457309e-08
1943,5.806470415592457e-09,4.3548528338988035e-08
1944,0.0,1.0603514155604898e-07
1945,6.535512131478072e-09,1.1546071476686848e-07
1946,6.960552134671616e-09,1.8375857990804434e-07
1947,3.5762612871081956e-09,1.561634057622996e-07
1948,4.348755133776194e-09,1.2502670898584256e-07
1949,9.817008317369869e-10,8.8353074190195e-08
1950,6.381216888229346e-09,1.3081494287803253e-07
1951,8.529121409139861e-09,3.1344521289611293e-07
1952,5.272402070488624e-09,1.5289965205056433e-07
1953,4.3095309543161875e-09,7.43394120705787e-08
1954,6.840775057526116e-09,1.495198063139469e-07
1955,9.385607846468247e-10,7.883910591033327e-08
1956,8.72114114258693e-09,1.0988638265985173e-07
1957,3.534015080575159e-09,4.8592708190575706e-08
1958,3.3088974338291166e-09,8.437688192586279e-08
1959,4.650448581777766e-09,1.147110708643595e-07
1960,3.460416619915918e-09,6.851625244941317e-08
1961,4.16889545107324e-09,6.878677538679767e-08
1962,6.341956404476434e-10,5.3272432243289813e-08
1963,2.5864212993553792e-09,5.948769121744135e-08
1964,2.4335873316516654e-09,6.814044417602361e-08
1965,3.2832261354087677e-09,8.1533448881288e-08
1966,3.3234448526542337e-09,5.871419261893607e-08
1967,4.930335584241163e-10,8.57878372784171e-08
1968,4.0422742653145605e-09,5.5244413488253485e-08
1969,3.1792304344691047e-09,1.0536878214395529e-07
1970,5.978342709767048e-09,6.806112717860913e-08
1971,2.0553589941130213e-09,5.395317270728839e-08
1972,4.6171320100540925e-09,9.131661471428743e-08
1973,7.1671650836435674e-09,9.262182132374619e-08
1974,2.812785782069227e-09,8.775891657819557e-08
1975,2.8557400888473694e-09,1.262237105947861e-07
1976,5.1421741309454205e-09,1.0227213209645925e-07
1977,2.3507127355770763e-09,8.580101518163019e-08
1978,4.752473081737207e-09,6.356432757925745e-08
1979,5.266775904289034e-09,6.144572139987758e-08
1980,4.548120546843393e-09,7.90235943348705e-08
1981,5.060439622894819e-09,9.235302478316498e-08
1982,4.966001831974154e-09,5.710902062361356e-08
1983,6.946847541655643e-09,9.851893167933667e-08
1984,2.3196033982486597e-09,7.712681338034599e-08
1985,2.4062232206745193e-09,1.0406915507132908e-07
1986,4.7955883708539204e-09,9.95084565857951e-08
1987,4.277571630240118e-09,8.127386230682987e-08
1988,8.395175221664886e-09,7.615623243140135e-08
1989,4.939309850016116e-09,1.1360413054717355e-07
1990,2.724325431913144e-09,1.018897739513136e-07
1991,4.689171995142516e-09,8.909427240411105e-08
1992,6.61193322315512e-09,6.446634759349479e-08
1993,7.200969598386564e-09,7.36714609317346e-08
1994,4.2199412852994556e-09,5.327675700605994e-08
1995,2.7112254663563817e-09,8.242124982515975e-08
1996,6.4057104065540216e-09,6.032044130854786e-08
1997,0.0,6.616954495441973e-08
1998,4.291316191284977e-09,7.295237525184461e-08
1999,4.570201161957499e-09,4.8901153015812326e-08
2000,4.859834756842929e-09,6.980489697383518e-08
2001,8.762423675534592e-09,5.0822056119059766e-08
2002,6.133709984368352e-09,7.272827584614561e-08
2003,3.750230681554001e-09,7.542130797677515e-08
2004,5.285749532513151e-09,5.99051614980084e-08
2005,8.557123898356167e-09,5.4044995145829944e-08
2006,9.882935358973555e-09,6.053298218233749e-08
2007,2.7961355453243186e-09,5.2727129773444403e-08
2008,3.8316958494988285e-09,6.769329252698242e-08
2009,7.152288761247405e-09,4.815874565800016e-08
2010,1.4171379625338432e-09,4.487603488811942e-08
2011,2.2943831279320648e-09,4.015170418369962e-08
2012,2.7234021704458655e-09,4.2893583407366265e-08
2013,1.9523875849358774e-09,5.243555012413026e-08
2014,6.063246349441442e-09,4.4391627485040885e-08
2015,5.098123256885856e-09,5.585769824456577e-08
2016,3.5212781579474495e-09,6.193306889556993e-08
2017,4.024978128569501e-09,5.2827838659119664e-08
2018,1.290733298020541e-09,6.014817555133334e-08
2019,4.3366790158927415e-09,4.5662680192570804e-08
