year,ils_PRON iraient_VERB,ils_PRON diraient_VERB
1874,1.5892460591970803e-07,8.902167536462002e-08
1875,1.2873436139315686e-07,1.024153331030675e-07
1876,1.5235957473436201e-07,1.1245587216990316e-07
1877,1.6575306993615868e-07,6.494056847827778e-08
1878,1.4433422190762712e-07,8.998242329028017e-08
1879,1.2340836796909116e-07,9.591640903749976e-08
1880,1.431179743605071e-07,9.370055309432246e-08
1881,1.5757867011245708e-07,7.321133033144633e-08
1882,1.3976308643748325e-07,6.921600537168615e-08
1883,1.301783791873845e-07,6.508919092595988e-08
1884,1.419364874521989e-07,1.0496697910866715e-07
1885,1.4824962679682585e-07,7.412480940161004e-08
1886,1.1809839151055712e-07,7.679621916167889e-08
1887,1.1817353584575585e-07,8.879337265454978e-08
1888,9.510922005517841e-08,6.847863787129427e-08
1889,1.2029062279594882e-07,7.643466837237156e-08
1890,1.382975582941981e-07,7.275368929526849e-08
1891,1.0772431924266357e-07,7.712806215920409e-08
1892,1.2662395043605557e-07,1.0719156051663958e-07
1893,9.915050558362282e-08,8.0675257585483e-08
1894,1.0460554999980332e-07,7.24677029495524e-08
1895,1.0352017021375559e-07,8.185315891751088e-08
1896,1.444772070868794e-07,6.781583294923621e-08
1897,1.3809310850376733e-07,7.749529018497014e-08
1898,1.4994640551435623e-07,8.713866428422534e-08
1899,1.5587771073910517e-07,8.070264456705445e-08
1900,1.6299906224759297e-07,7.163653314989915e-08
1901,1.402773452952033e-07,6.482936942830975e-08
1902,1.4976365925178925e-07,5.008489623037349e-08
1903,1.398657021312033e-07,5.8322379814512715e-08
1904,1.4081517818453904e-07,7.578221428161669e-08
1905,1.3624404182621674e-07,7.431492932141737e-08
1906,1.337487969266249e-07,8.796555484025248e-08
1907,1.3371393059458114e-07,6.47998277258921e-08
1908,1.2867839416230709e-07,6.433919708115354e-08
1909,1.1277016298549825e-07,6.876229363683706e-08
1910,1.309316930431237e-07,9.085056440483186e-08
1911,1.2130452908820644e-07,8.352987279636181e-08
1912,1.1252349985113597e-07,6.772247740371995e-08
1913,1.1348397865873494e-07,8.219634040074197e-08
1914,1.1451431447540017e-07,6.763711191126731e-08
1915,1.4725952635075146e-07,9.30680226218783e-08
1916,1.7689814413301974e-07,4.614734194774428e-08
1917,1.1076088490824532e-07,6.470190427876332e-08
1918,1.8148475078305637e-07,9.763419939190499e-08
1919,1.3535536780295843e-07,6.537572261322566e-08
1920,1.226701584755574e-07,6.890730830377834e-08
1921,9.617389462590609e-08,9.768844222435291e-08
1922,1.3722960190420963e-07,6.492583004558128e-08
1923,1.0934426697417621e-07,1.1465224147855224e-07
1924,1.0313299192432623e-07,1.0957880824946642e-07
1925,1.1658068643782826e-07,7.918688105235105e-08
1926,1.226075223570433e-07,7.46791268824154e-08
1927,1.6166375438331215e-07,6.801027296887696e-08
1928,1.4511072521372625e-07,5.713020545528025e-08
1929,1.1251810150270103e-07,6.12722352855144e-08
1930,1.2709360319718144e-07,5.7769819150621515e-08
1931,7.983750016649083e-08,5.7026782407376686e-08
1932,9.753987839644651e-08,6.246935946307985e-08
1933,9.520649868477449e-08,1.0323596377759259e-07
1934,1.3179738012070175e-07,7.188947925840239e-08
1935,1.1250187270661627e-07,7.899067533401194e-08
1936,1.1275984945768869e-07,5.8198629915295896e-08
1937,1.1961562051965302e-07,3.6514243184626594e-08
1938,9.464606876008475e-08,7.260520185070618e-08
1939,1.1164657109929976e-07,7.035263038801531e-08
1940,7.353770481444144e-08,5.0715659227762444e-08
1941,1.269146103766161e-07,6.49330580415608e-08
1942,1.0012899132050279e-07,6.371844918362513e-08
1943,1.1903264240942235e-07,6.677441000135786e-08
1944,1.317406344014671e-07,8.996921252446555e-08
1945,1.1328221205531008e-07,6.753362402633911e-08
1946,1.7262169293985608e-07,8.352662383970255e-08
1947,1.287454090004303e-07,9.417488122664963e-08
1948,1.3046265401328583e-07,8.262634665356927e-08
1949,1.2074920086035945e-07,7.166415993964392e-08
1950,1.0209947021166954e-07,5.636741384762445e-08
1951,1.1087857565428294e-07,5.650542966861849e-08
1952,1.3286452826832829e-07,8.014050933979888e-08
1953,1.4113713930896665e-07,4.3095309543161875e-08
1954,1.3290648759323176e-07,6.547599085138245e-08
1955,1.1544297784382707e-07,4.5050917663047585e-08
1956,1.220959795489307e-07,5.6687419203171885e-08
1957,1.2810804683738297e-07,4.329168401540073e-08
1958,1.1167528590760867e-07,5.1287909030861556e-08
1959,1.185864437758255e-07,5.348016074435691e-08
1960,1.2180666786321126e-07,5.329041563584269e-08
1961,1.236772337875891e-07,4.44682184408407e-08
1962,1.414256303178263e-07,6.215117309693596e-08
1963,1.3384730479515383e-07,5.237503053479031e-08
1964,1.423648576803771e-07,7.179082750496946e-08
1965,1.3078183869197346e-07,8.043903854115797e-08
1966,1.4346203869308738e-07,6.092982207661635e-08
1967,1.0846738263126099e-07,5.521975765532261e-08
1968,1.3923389019510068e-07,6.826951981508955e-08
1969,1.2853174347071672e-07,5.450109252791435e-08
1970,1.0944965644910098e-07,8.185730848708772e-08
1971,1.032817884549786e-07,6.11469310740631e-08
1972,1.000378659909984e-07,4.463227742945719e-08
1973,1.1908519859105127e-07,5.73373188927917e-08
1974,1.1251143128276908e-07,5.0630143633156877e-08
1975,9.481057361426792e-08,4.226495420311949e-08
1976,1.0455753951532643e-07,4.685092047651551e-08
1977,1.0284368379132047e-07,4.760193306196925e-08
1978,1.0930687821542051e-07,4.51484956087711e-08
1979,1.0884670587074652e-07,4.506019379846293e-08
1980,1.0233271119375331e-07,5.344041476007533e-08
1981,1.1702266711210996e-07,4.617651150340407e-08
1982,1.4091029854057524e-07,5.090152033204731e-08
1983,1.2188560205572685e-07,5.4943251726058406e-08
1984,1.1656007181670702e-07,2.8995042811175153e-08
1985,1.1730338300708354e-07,5.173379946654677e-08
1986,1.0969908181834853e-07,6.174319899798775e-08
1987,9.166225289902741e-08,5.31641060064203e-08
1988,1.1213555595190883e-07,3.418035721125534e-08
1989,1.1415293954541994e-07,6.201577917863688e-08
1990,9.31719341679127e-08,4.2499478603019725e-08
1991,1.1254013543293695e-07,5.3925480081318256e-08
1992,1.0138297312778377e-07,3.30596661157756e-08
1993,1.0746062706346038e-07,4.15440561951641e-08
1994,1.2079582312196635e-07,4.5364368261857635e-08
1995,1.1332922333906481e-07,4.121062691098132e-08
1996,1.1530279131477528e-07,4.750901894112758e-08
1997,9.829533986760453e-08,4.171558254384422e-08
1998,1.206336683878817e-07,5.531029945160526e-08
1999,9.6888260969763e-08,4.4787970665538523e-08
2000,1.175196402414258e-07,4.373851059114031e-08
2001,1.1741647298890712e-07,4.950769483258455e-08
2002,1.3318913261173293e-07,3.8992872930521116e-08
2003,1.1042346059753072e-07,4.4169384594283656e-08
2004,1.1144121891959458e-07,5.946468029094376e-08
2005,1.2565461560143376e-07,4.5037496398947496e-08
2006,1.4989119101471715e-07,5.476793774050748e-08
2007,1.4619794796999486e-07,5.0330442036283785e-08
2008,1.766837414152178e-07,4.470311676385563e-08
2009,1.9454225608228626e-07,6.341695879541476e-08
2010,2.295763366078063e-07,5.432361760426829e-08
2011,2.615596912391993e-07,7.265546919654753e-08
2012,3.046806185125206e-07,7.965951098753976e-08
2013,3.001098605182051e-07,1.0012959350547135e-07
2014,3.666098820076513e-07,9.008251922182353e-08
2015,3.3514620412233853e-07,8.910633120251532e-08
2016,3.6621292309746423e-07,9.051755966993369e-08
2017,3.458965736058417e-07,6.616057746100523e-08
2018,3.5469352610562055e-07,8.647913674053598e-08
2019,3.4923021985378e-07,9.744773521447314e-08
