year,aux_ADP hommages_NOUN,aux_ADP dommages_NOUN
1848,2.6629682586820635e-07,1.0080663059852668e-06
1849,1.9775418680367807e-07,1.2267463489479269e-06
1850,2.124955749138735e-07,6.931564939804957e-07
1851,2.450786620311618e-07,1.0177213880524505e-06
1852,2.2266065502485333e-07,1.0364788067818154e-06
1853,2.137951611302924e-07,8.384592433685611e-07
1854,2.862811248616204e-07,8.806651408121979e-07
1855,2.743686344786056e-07,5.76864067625138e-07
1856,2.4798737507936153e-07,6.461132215918042e-07
1857,2.2991907844271964e-07,6.482644039351726e-07
1858,2.6964155042108473e-07,6.474333531514276e-07
1859,2.2558327805732858e-07,6.864249826321611e-07
1860,2.2336657162780327e-07,4.462754361611587e-07
1861,2.2070709571053726e-07,5.852510867043748e-07
1862,2.1415254303214226e-07,5.064662786935514e-07
1863,2.4573534318506063e-07,5.289303430799919e-07
1864,2.3014694783274336e-07,4.789933427673532e-07
1865,2.118079989177346e-07,5.591730882770207e-07
1866,2.1992570964357583e-07,5.37163657554629e-07
1867,2.1643539938054346e-07,6.978343094488082e-07
1868,1.7684748665480754e-07,4.4409466681827325e-07
1869,2.163399024368573e-07,5.235132789493946e-07
1870,1.6915444422949122e-07,4.965686457580887e-07
1871,1.540070719840969e-07,7.923398470666143e-07
1872,1.7597757562271e-07,6.464605917244626e-07
1873,1.6700952815140724e-07,5.549026127482648e-07
1874,2.073189437901135e-07,5.120240302858292e-07
1875,1.9510406923384238e-07,4.7202598807416507e-07
1876,1.6384700796123752e-07,5.779990033261129e-07
1877,1.867814489742159e-07,5.677661079062091e-07
1878,1.7573748323229665e-07,4.662176422698394e-07
1879,1.5273313325181448e-07,6.427010248444276e-07
1880,1.8483397168367333e-07,5.506512366082461e-07
1881,1.7012917852277099e-07,4.5321300490286376e-07
1882,1.8435417104001317e-07,5.344274427443452e-07
1883,1.4660866709537146e-07,6.180313221193501e-07
1884,1.8484752217773348e-07,5.017289481656917e-07
1885,1.379365994758075e-07,6.303831696641282e-07
1886,1.8973183557591256e-07,6.085616632844904e-07
1887,1.527768347386882e-07,6.437519459723262e-07
1888,1.407616470050499e-07,6.277208512983634e-07
1889,2.2178583680698694e-07,5.78272135953739e-07
1890,1.7631299709108816e-07,6.790344286855543e-07
1891,1.6381746004157094e-07,5.666681772709126e-07
1892,1.4480263721416975e-07,6.161947680993762e-07
1893,1.558079392172118e-07,6.05372349582467e-07
1894,1.6447017348042436e-07,6.774154712729796e-07
1895,2.3231851464800002e-07,5.83203757287265e-07
1896,1.297346436945901e-07,5.613971438833687e-07
1897,1.316837278109162e-07,5.908287334932538e-07
1898,1.680531359626869e-07,5.183052849133674e-07
1899,1.492446219941712e-07,5.378333867156471e-07
1900,1.4898322620027216e-07,4.770577675117238e-07
1901,1.2574662466846576e-07,5.689336148861912e-07
1902,1.7333301371991183e-07,4.556743533612462e-07
1903,1.701069392012755e-07,5.114008558848582e-07
1904,1.5425174648697748e-07,4.4340657723296317e-07
1905,1.5895137961408068e-07,5.351707272893691e-07
1906,1.589552982572684e-07,5.401393536885735e-07
1907,1.4657103575288488e-07,5.204557282922906e-07
1908,1.2376700375682503e-07,4.75913594755184e-07
1909,1.3862478986936821e-07,4.4337926397020055e-07
1910,1.4322323738102938e-07,4.5211515953269554e-07
1911,1.1332396943064538e-07,5.139481231708487e-07
1912,1.5315697865503353e-07,4.4019608935741417e-07
1913,1.24620263941555e-07,4.75678177735972e-07
1914,1.1250529247108787e-07,6.053856509424804e-07
1915,1.449033777412012e-07,5.843257895321585e-07
1916,1.5821945553717853e-07,6.7902516320828e-07
1917,1.06374320574254e-07,6.722418106619443e-07
1918,1.0452602339228179e-07,6.156697622827778e-07
1919,1.4824636340726727e-07,8.029243758755911e-07
1920,9.995345617852536e-08,6.655991455772892e-07
1921,1.249503371880678e-07,6.944209189896355e-07
1922,9.443757420513066e-08,8.314933097608446e-07
1923,1.3694573341993532e-07,6.698663241877512e-07
1924,1.4309703599835188e-07,7.06461037225381e-07
1925,1.330779524355563e-07,6.005005275255826e-07
1926,1.0923215365554739e-07,5.561923330787977e-07
1927,1.5162945921076698e-07,5.730701673201111e-07
1928,1.4054030827992392e-07,6.421435045922408e-07
1929,1.1029002600082549e-07,4.990902198187541e-07
1930,8.823026975690595e-08,6.050075853636372e-07
1931,1.0264820726746393e-07,5.235058893049427e-07
1932,1.3261039644163475e-07,4.876993671132368e-07
1933,1.0094183089393027e-07,5.414152610683232e-07
1934,1.0783422155213884e-07,5.307840069690428e-07
1935,1.3643843477240125e-07,4.72747217372671e-07
1936,1.0184760546039229e-07,4.328523175445298e-07
1937,1.0198805977523762e-07,4.545393608168524e-07
1938,1.542860523784384e-07,5.536146545637166e-07
1939,6.576441791139587e-08,3.410573299333919e-07
1940,8.36808342619122e-08,4.488335889618611e-07
1941,5.607854891565012e-08,5.19464435910777e-07
1942,9.406056733496371e-08,4.79405457554094e-07
1943,1.1903264152124393e-07,3.4548497751529794e-07
1944,8.675602281016381e-08,9.414635542270844e-07
1945,9.803267886354661e-08,5.751250569119293e-07
1946,8.770295778504078e-08,6.584682523680385e-07
1947,9.179070303844128e-08,1.1014884648830048e-06
1948,9.78469871792953e-08,5.305481067807705e-07
1949,7.362756315743013e-08,6.214166319296055e-07
1950,2.871547555294285e-08,6.668371383966587e-07
1951,1.0448174081467698e-07,8.315893182953005e-07
1952,7.381362898684074e-08,6.843577580184501e-07
1953,7.43394120705787e-08,5.990248155285371e-07
1954,8.111205018757062e-08,5.433529963738692e-07
1955,7.320774386698758e-08,5.115156227475381e-07
1956,1.0029313179948929e-07,7.212383934529498e-07
1957,1.0071942713185678e-07,5.159661782272451e-07
1958,8.106798754514699e-08,5.625125822916743e-07
1959,7.983270489120287e-08,6.223850732567371e-07
1960,6.851624689829805e-08,4.32552070606107e-07
1961,8.68519900443232e-08,4.439873748651735e-07
1962,8.37138274256688e-08,4.071536068295245e-07
1963,6.336732427669745e-08,3.776175105940638e-07
1964,5.7189303959148674e-08,4.37437336131552e-07
1965,6.675892905150249e-08,4.42688303792238e-07
1966,5.705247152487658e-08,4.375869195882842e-07
1967,8.282963864791881e-08,4.402789670621132e-07
1968,9.027746100676026e-08,3.5886412774743803e-07
1969,7.857241102193768e-08,4.491798506478517e-07
1970,8.875539525554643e-08,4.893043410447717e-07
1971,6.628532789321184e-08,4.316253807701287e-07
1972,6.104874894496959e-08,4.088726939244225e-07
1973,5.3478078076985014e-08,5.061120873506297e-07
1974,4.6129686848139784e-08,5.248658112577687e-07
1975,3.198428766282291e-08,5.431617751128215e-07
1976,6.113473988156315e-08,4.890778768640303e-07
1977,5.05403221495726e-08,3.320381836147135e-07
1978,5.2277203677064676e-08,2.8871272661490366e-07
1979,5.0326971035019596e-08,3.575555638235528e-07
1980,4.604971881594366e-08,3.973920286171051e-07
1981,3.9850961863763246e-08,3.409471105442208e-07
1982,6.579952560592517e-08,2.9423560476971033e-07
1983,5.241712253134523e-08,2.822946214564581e-07
1984,4.813176968099242e-08,3.2184496490117454e-07
1985,3.729646080863347e-08,4.3011240791202e-07
1986,4.7955882820360785e-08,3.7705314070990426e-07
1987,4.644220796823362e-08,3.3242844210690237e-07
1988,5.7566918121310096e-08,3.4180357033619657e-07
1989,5.049072238083596e-08,3.600208060561272e-07
1990,4.6313532342523445e-08,4.451547965800273e-07
1991,3.223805844498884e-08,4.16750168596991e-07
1992,4.518154228527749e-08,3.5594240443970193e-07
1993,5.483815296303263e-08,3.124112879504537e-07
1994,4.5891862643365755e-08,4.2990652104890614e-07
1995,4.7175323203418884e-08,3.600507341161574e-07
1996,3.79004558848095e-08,3.517802724672947e-07
1997,4.45925175673878e-08,3.821531038283865e-07
1998,5.626392474145092e-08,4.12443171171617e-07
1999,4.295989008973322e-08,3.386519153991685e-07
2000,4.683113297154762e-08,3.8260154155977943e-07
2001,4.425023902854264e-08,3.3034336865966907e-07
2002,5.1260290012677956e-08,4.0526299471821403e-07
2003,6.208715253031016e-08,4.0502490605831554e-07
2004,4.536934988808028e-08,3.3476413818789297e-07
2005,5.269386904593887e-08,3.3462859505561937e-07
2006,5.1061835204535555e-08,3.524913836372434e-07
2007,4.673540843214141e-08,2.768174169887061e-07
2008,4.1297164965481414e-08,3.2186244425247423e-07
2009,5.435739325321265e-08,2.66541974269785e-07
2010,4.1569378717021266e-08,2.8437233368094894e-07
2011,3.594533554140966e-08,1.9655216476621717e-07
2012,4.119145913250577e-08,1.9846793009037356e-07
2013,3.904775053298337e-08,2.524158162486856e-07
2014,5.8467020780383905e-08,2.0203603412483062e-07
2015,5.541438614919958e-08,2.73747048140649e-07
2016,7.97465952440124e-08,2.4503953000021284e-07
2017,3.4463874115653326e-08,2.9608744966935774e-07
2018,3.665682801745618e-08,2.382693793379076e-07
2019,4.9744261487738584e-08,2.2856849568597681e-07
