year,aux_ADP années_NOUN,aux_ADP damnés_NOUN
1871,7.59414184869911e-07,2.3366590440332402e-08
1872,9.089150729835183e-07,3.809823923006661e-08
1873,9.978669073262836e-07,3.651462793241578e-08
1874,9.463780825669232e-07,5.436894312538243e-08
1875,9.8524692315749e-07,3.432916173551348e-08
1876,1.0495881213046232e-06,3.869449471949338e-08
1877,1.1015157230787054e-06,5.44263798474276e-08
1878,1.1842653258042901e-06,3.744235144154118e-08
1879,1.0892926400885017e-06,3.4823152361695975e-08
1880,9.562590825851203e-07,3.3372800967157445e-08
1881,1.0681882045560087e-06,4.04405443577005e-08
1882,1.1806653659185429e-06,3.6604619557678575e-08
1883,1.139376818670712e-06,3.5388296737437486e-08
1884,1.1401130999288966e-06,3.234831424947515e-08
1885,1.0751320518309626e-06,4.0607505136236455e-08
1886,1.2009896570575052e-06,2.0005737511041843e-08
1887,1.124933742602252e-06,2.6115698048556624e-08
1888,1.1926696714681384e-06,2.9166827175686194e-08
1889,1.06695282475755e-06,2.6940087494153886e-08
1890,1.0939271062326839e-06,5.177965434199905e-08
1891,1.05110892434368e-06,3.7607897240832244e-08
1892,1.0437073498792415e-06,5.202865294151593e-08
1893,1.0857288552656996e-06,3.1407925149551374e-08
1894,1.1947718228100257e-06,2.0164925729204697e-08
1895,1.2560848920983858e-06,3.430610395760425e-08
1896,1.073848936883337e-06,2.6536630670648265e-08
1897,1.1402878259403337e-06,2.2724183423861177e-08
1898,1.2097563164559233e-06,3.5647634177848886e-08
1899,1.126520444927337e-06,2.04520400615138e-08
1900,1.1627958631521551e-06,2.699347589896206e-08
1901,1.3552691857654509e-06,3.576792906301307e-08
1902,1.0797714207200215e-06,1.865907894860186e-08
1903,1.2852524804429777e-06,3.402138815111755e-08
1904,1.142107810991888e-06,2.418581335206227e-08
1905,1.1038863583223701e-06,3.251278357652154e-08
1906,1.2397484621118338e-06,3.858138314383197e-08
1907,1.285710791165684e-06,3.291419758966185e-08
1908,1.1973966920209023e-06,5.353414134212642e-08
1909,1.303733087709702e-06,3.905698164885507e-08
1910,1.309851340280943e-06,4.008112952647025e-08
1911,1.1497328920029304e-06,2.8730019807632345e-08
1912,1.221088332670206e-06,2.604710525044851e-08
1913,1.0786280988384078e-06,3.8181524719682614e-08
1914,1.1444735203980372e-06,5.089525245693949e-08
1915,1.454924042576522e-06,2.9451905358968133e-08
1916,1.232793215066863e-06,9.888715624128963e-09
1917,1.3357105075328946e-06,9.869782324756216e-09
1918,1.3174873387811203e-06,1.4932290071101306e-08
1919,1.29094033418653e-06,4.603924352863942e-08
1920,1.3319556160240609e-06,3.028892692213958e-08
1921,1.2086104437258882e-06,3.256281250196835e-08
1922,1.282285225556734e-06,5.016996240669869e-08
1923,1.4342146403834022e-06,4.883335957828194e-08
1924,1.4799584278080147e-06,6.832560817127131e-08
1925,2.1523434945436293e-06,5.389107182729447e-08
1926,1.2583990613990181e-06,4.904300932029315e-08
1927,1.374699379219635e-06,6.020581289067906e-08
1928,1.4910983683336099e-06,3.5420729460611255e-08
1929,1.5306918230706401e-06,6.238627747734427e-08
1930,1.6375118185862902e-06,3.466189346656989e-08
1931,1.569377126031668e-06,3.193499864551086e-08
1932,1.7743490019483943e-06,3.9454333244925976e-08
1933,1.7056875236676206e-06,2.408838994938378e-08
1934,1.7241494010278302e-06,1.7972370258689807e-08
1935,1.7653218549185112e-06,5.146362003216609e-08
1936,1.5822752477134827e-06,4.1224028191066964e-08
1937,1.776606817216475e-06,2.2664012888640173e-08
1938,1.5986109094257017e-06,1.6854778905894818e-08
1939,1.6165810983181927e-06,2.9058696782158222e-08
1940,1.6330442029754977e-06,2.7893612752905028e-08
1941,1.3842546700004732e-06,3.836953554881006e-08
1942,1.420011098929308e-06,2.1239483061208375e-08
1943,1.2861332274738402e-06,4.935499853253589e-08
1944,1.4812788382556619e-06,5.1410976809052045e-08
1945,1.7449817022452407e-06,4.1391577720872874e-08
1946,1.5814374734191006e-06,5.290019533532586e-08
1947,1.4090470026317803e-06,4.8875572256079636e-08
1948,1.4970589141682922e-06,4.674911946445093e-08
1949,2.0056146947666775e-06,3.9268032825390264e-08
1950,1.75483466691162e-06,4.4668516441248585e-08
1951,1.8113721935719695e-06,3.5182626589858046e-08
1952,1.6956045190141822e-06,3.796129277588989e-08
1953,1.701187322566966e-06,3.232148060305917e-08
1954,1.8724179540186014e-06,4.5930919290171346e-08
1955,2.0094585906349494e-06,2.9095385212229985e-08
1956,1.7686475040079586e-06,4.534993536253751e-08
1957,1.885397075795936e-06,4.240817974565658e-08
1958,1.919987683507429e-06,3.391619785020339e-08
1959,1.8834317039306825e-06,2.4802393583378546e-08
1960,1.850630809485665e-06,3.5296249478733444e-08
1961,1.8016576497359438e-06,5.0026746079012696e-08
1962,2.0465492447385714e-06,5.390663115889538e-08
1963,1.9398160038264223e-06,3.879631904624148e-08
1964,1.969380643451757e-06,4.380457041541774e-08
1965,2.3628283010168616e-06,5.2531618166540284e-08
1966,2.023424078956282e-06,3.821961502836757e-08
1967,1.977064584934851e-06,4.634515393675542e-08
1968,1.9977816982930108e-06,3.727875114156731e-08
1969,2.1764104332078205e-06,4.178417145617175e-08
1970,2.183474739680946e-06,5.7024190702748e-08
1971,2.1427117076200375e-06,4.316253754410582e-08
1972,2.209554198273622e-06,3.847610030582871e-08
1973,2.252143783465499e-06,5.2375434655971276e-08
1974,2.3115475009660713e-06,4.950502896505782e-08
1975,2.3531297745904567e-06,3.426888195434685e-08
1976,2.4168218679676556e-06,2.8567634424714328e-08
1977,2.477651230847755e-06,2.938390952778036e-08
1978,2.2972266116028095e-06,3.2079193523770755e-08
1979,2.4373469216243393e-06,5.0326971923198016e-08
1980,2.6151692225084844e-06,3.581644802963524e-08
1981,2.616879831052188e-06,4.111607038170817e-08
1982,2.694055886820479e-06,5.64882709497283e-08
1983,2.876626409076266e-06,4.0418022706489865e-08
1984,3.212650810269224e-06,4.407246478876914e-08
1985,3.187644290747471e-06,5.414002224313208e-08
1986,3.2568039642910662e-06,3.596691222629289e-08
1987,3.260120893244789e-06,4.27757171905796e-08
1988,3.357470587772582e-06,4.737277503608084e-08
1989,3.170488177772768e-06,3.951447968830735e-08
1990,3.164031674884882e-06,4.032001643672345e-08
1991,3.608904123098e-06,5.7442360201775955e-08
1992,3.3070685425684587e-06,5.675242586988816e-08
1993,3.6187641292428907e-06,8.08724299194985e-08
1994,4.1123326166569996e-06,4.958431076840242e-08
1995,3.5853244479966406e-06,4.9344302865961254e-08
1996,3.6827496909808133e-06,1.7135276308977154e-07
1997,3.658504398984519e-06,4.938741149373982e-08
1998,3.753471414569276e-06,5.2449421694689136e-08
1999,3.611829875183048e-06,4.433095102118756e-08
2000,3.8732881364467175e-06,7.333932394715248e-08
2001,3.904097804152684e-06,4.556460275750851e-08
2002,3.657005657409229e-06,4.906968048556948e-08
2003,3.857320689526489e-06,5.750353704314648e-08
2004,3.922907096054473e-06,5.4619411216094704e-08
2005,3.79621046242562e-06,6.530436913454452e-08
2006,3.6669809002631837e-06,5.970940364363742e-08
2007,3.7564085282326687e-06,5.9517745398807165e-08
2008,3.489823203750575e-06,6.088138637672103e-08
2009,3.147483828236375e-06,5.054284168970469e-08
2010,2.8394718984969813e-06,5.95197915953527e-08
2011,2.2179036536229546e-06,4.3593281873199885e-08
2012,2.0643387639296407e-06,4.391485891597213e-08
2013,1.928679889573459e-06,4.5741651855113474e-08
2014,1.674105646998214e-06,6.106555519580503e-08
2015,1.6681946837238115e-06,4.654808263837573e-08
2016,1.5093855436631998e-06,4.7226553917534275e-08
2017,1.7252062800565682e-06,5.961998864045803e-08
2018,1.7120287303384885e-06,4.4659372755440074e-08
2019,1.768344654706766e-06,4.0050506244782014e-08
