year,ils_PRON iront_VERB,ils_PRON diront_VERB
1840,4.095709691398497e-07,5.694501794550888e-07
1841,3.467096298948036e-07,4.622795017894532e-07
1842,3.991417614201964e-07,5.29282118577612e-07
1843,3.603215859016018e-07,5.215802332259045e-07
1844,4.231680748034705e-07,5.065942048076977e-07
1845,4.2632940733255964e-07,4.3414172523625894e-07
1846,4.01618780898616e-07,4.900217760450687e-07
1847,4.611206207982832e-07,4.6921044827286096e-07
1848,4.400736273169059e-07,3.5398975484213224e-07
1849,3.242833486183372e-07,3.91318671688623e-07
1850,3.503121988046587e-07,3.9376176630412374e-07
1851,3.27631489938085e-07,3.592337378677257e-07
1852,3.0859984434528087e-07,4.7331666053196386e-07
1853,3.242759092358938e-07,3.9414749153365847e-07
1854,3.4758993905370517e-07,4.011052894270506e-07
1855,3.5981032908694033e-07,3.37521200322044e-07
1856,3.748285095639403e-07,5.11506300426845e-07
1857,3.153454954940571e-07,4.051652666703376e-07
1858,4.169411980115001e-07,4.502182093801821e-07
1859,3.9158812370487794e-07,4.455651634316382e-07
1860,4.0233446441106935e-07,3.670901378427516e-07
1861,4.649940237300143e-07,4.1311841414426453e-07
1862,4.76195744170127e-07,3.9622739222977543e-07
1863,5.164437908433683e-07,3.9757182435096183e-07
1864,3.902908431996366e-07,4.094697629852817e-07
1865,4.622121139163937e-07,4.4197267357048986e-07
1866,3.4156603589963197e-07,3.9119527173170354e-07
1867,3.1300635328079807e-07,2.6544879361267704e-07
1868,3.4677914584335667e-07,3.561649108974052e-07
1869,3.711474576562068e-07,3.6186877139243734e-07
1870,3.147992728713689e-07,3.2512057401845595e-07
1871,4.0254261790551027e-07,3.324428448081562e-07
1872,3.9972912446728515e-07,3.997291173618578e-07
1873,3.453924470875336e-07,3.178568377393276e-07
1874,3.178491922994908e-07,2.6348025983224943e-07
1875,4.233930113173301e-07,2.9923586453151074e-07
1876,4.07501396182397e-07,2.9867312889564346e-07
1877,3.890249402616064e-07,2.5048504426194995e-07
1878,3.3939678445449317e-07,3.659687735080297e-07
1879,3.9099680293475103e-07,4.3987141395973595e-07
1880,3.324444222130296e-07,2.547884960790725e-07
1881,3.68845654463712e-07,2.9284532132578533e-07
1882,3.414212557117935e-07,3.234517080841215e-07
1883,3.551468523710355e-07,2.6035676370383953e-07
1884,4.4165351198444114e-07,2.9707636883813393e-07
1885,3.7900337446217236e-07,2.9649923760644015e-07
1886,3.329987308120508e-07,2.2587123282846733e-07
1887,3.4864456921468445e-07,3.1991730509162153e-07
1888,3.0498357261876663e-07,2.49820224951236e-07
1889,3.909445354111085e-07,2.819311504254074e-07
1890,3.3427372159167135e-07,2.7397336310741593e-07
1891,3.6396795621840283e-07,2.683546540538373e-07
1892,3.69842229730466e-07,2.7894880361145624e-07
1893,3.5657232189123533e-07,2.531109188907976e-07
1894,3.4154343353520744e-07,1.8085417963220607e-07
1895,3.719503780530431e-07,3.1537540223780525e-07
1896,4.0925380773160214e-07,2.8305739618872394e-07
1897,4.305941274651559e-07,2.1617108103555438e-07
1898,4.1419157525979244e-07,2.1954416951075473e-07
1899,3.5652881535952474e-07,2.553741182964586e-07
1900,3.5247250451675427e-07,2.1283318574205623e-07
1901,3.079395085592296e-07,2.3416816929966444e-07
1902,3.447019309987809e-07,1.9002798268275e-07
1903,3.672149659905699e-07,2.2194905824335365e-07
1904,3.49350649742064e-07,2.4454543989804733e-07
1905,3.545441487062817e-07,2.554575644353463e-07
1906,3.1893942775695905e-07,2.1399808503019813e-07
1907,3.9342751279036747e-07,2.6845641798445286e-07
1908,3.374124233346265e-07,2.313264246822655e-07
1909,3.465619542453169e-07,2.3544210137060873e-07
1910,3.9279508712297684e-07,3.1690813528939543e-07
1911,3.037933566929496e-07,2.112188610681187e-07
1912,4.146699339457882e-07,2.6255483476234076e-07
1913,3.287853616029679e-07,1.935591313895202e-07
1914,3.314888203931332e-07,2.290286360562277e-07
1915,3.687378580252698e-07,3.157244208296106e-07
1916,5.724467797563193e-07,3.329201092583389e-07
1917,4.386569827374842e-07,2.4674454834894277e-07
1918,4.0432045977922826e-07,2.8715940203483115e-07
1919,4.28164938170994e-07,2.2835463653336774e-07
1920,4.346461111026656e-07,2.256525064581183e-07
1921,3.4531727521880384e-07,2.4157063904794995e-07
1922,3.497141349839694e-07,2.2207585459455004e-07
1923,3.8854369677210343e-07,2.5584434126812994e-07
1924,2.9521820010813826e-07,2.2689259537855833e-07
1925,3.1674751710397686e-07,2.2326300808117594e-07
1926,3.221233981776095e-07,2.519027333391932e-07
1927,3.3001705190827124e-07,2.2632925578136565e-07
1928,2.60513743910451e-07,1.6110718092932075e-07
1929,2.818522872871654e-07,2.038694333350577e-07
1930,2.510361198915234e-07,1.7435981902735875e-07
1931,2.908365885900821e-07,1.8020463699031097e-07
1932,2.663167393279764e-07,1.709687680317984e-07
1933,3.0970788600370724e-07,2.0532485933699718e-07
1934,2.9594503558882934e-07,1.5456237889566182e-07
1935,2.8843564336966665e-07,1.8072108787237084e-07
1936,2.230947444559206e-07,1.515589289624586e-07
1937,2.430085785931624e-07,1.800529858542177e-07
1938,2.5282167825935176e-07,1.7373387350971825e-07
1939,2.5694004079923616e-07,1.9576384602260077e-07
1940,2.459709413926703e-07,1.4200384157447843e-07
1941,3.187622823475067e-07,1.741386483899987e-07
1942,3.398317147684793e-07,1.9722376265463026e-07
1943,3.6290439453523504e-07,2.0322646321346838e-07
1944,3.984350769314915e-07,2.442021482806922e-07
1945,3.049905785701412e-07,1.9824386754407897e-07
1946,3.410670501580171e-07,3.3689072154174937e-07
1947,3.147110021473054e-07,3.194793407601537e-07
1948,2.848434590418947e-07,2.2069932725798935e-07
1949,2.61132417023191e-07,2.0713887494139271e-07
1950,2.860912218238809e-07,2.244061292344668e-07
1951,3.1344521289611293e-07,1.972359413571212e-07
1952,2.530752958307403e-07,2.2144087807873802e-07
1953,3.135183703761868e-07,1.7238124172536118e-07
1954,3.0588038413270624e-07,2.5310868778660733e-07
1955,2.2713171077271e-07,2.0742193385103747e-07
1956,3.017515055603326e-07,1.718064908118322e-07
1957,3.1099331465611613e-07,1.8641929955265368e-07
1958,3.011096580962658e-07,1.7537156082880756e-07
1959,2.7980199490684754e-07,2.1857108833955863e-07
1960,3.204345730978275e-07,1.9655166738630214e-07
1961,2.952967719238586e-07,2.515233745725709e-07
1962,2.9363258136072545e-07,2.365549676142109e-07
1963,3.1101716047032824e-07,1.998010432657793e-07
1964,3.6382130019774195e-07,3.0602361533738076e-07
1965,2.8290464371139024e-07,2.2927862630695017e-07
1966,3.162811594847881e-07,2.5258181324261386e-07
1967,3.096250722478544e-07,2.6377294659596373e-07
1968,3.1844137993175536e-07,2.30858780980725e-07
1969,3.097478824543032e-07,2.180043736643711e-07
1970,3.122534195654225e-07,1.7245218231209947e-07
1971,3.196083184775489e-07,2.0091133734467803e-07
1972,2.9703550552540037e-07,2.093099880084992e-07
1973,3.1149601653623904e-07,1.9020552599613438e-07
1974,3.167196780395898e-07,1.580785635724169e-07
1975,3.147025608996046e-07,2.1189591592474244e-07
1976,3.131012675794409e-07,1.5769334282822456e-07
1977,3.0911872528349704e-07,1.8746933960755996e-07
1978,2.673266052966028e-07,2.0613851603457078e-07
1979,2.896726769563429e-07,1.5741808212510477e-07
1980,2.922167539054499e-07,1.7623967352164982e-07
1981,3.0615659341037826e-07,1.847060460136163e-07
1982,2.737508495442853e-07,1.4339330078882995e-07
1983,2.917676056313212e-07,1.4083154553645727e-07
1984,2.963293326274652e-07,1.2873799093426896e-07
1985,2.995747934164683e-07,1.5700606326163324e-07
1986,3.0392040883953086e-07,1.7443952771145632e-07
1987,2.621540460268079e-07,1.5704799238847045e-07
1988,2.9503045340106837e-07,1.6070764274900284e-07
1989,3.078836527947715e-07,1.745222846238903e-07
1990,3.296433916943897e-07,1.3785086494522147e-07
1991,2.737304214406322e-07,1.8815303803876304e-07
1992,2.788031778777622e-07,1.2287175721326093e-07
1993,3.0853384913598347e-07,1.6396054292044937e-07
1994,3.070007252858886e-07,1.9358980551942295e-07
1995,2.8522091355398516e-07,1.5996229763004521e-07
1996,2.556946085974232e-07,1.4839896067542213e-07
1997,2.910500924713233e-07,1.6782130884962498e-07
1998,2.856109446724986e-07,1.797584729956725e-07
1999,2.609584797141906e-07,1.6544127845463663e-07
2000,3.3267777865830794e-07,2.0676387890716796e-07
2001,3.320958441577204e-07,1.962782931741458e-07
2002,3.0712362786289304e-07,1.8357318509742981e-07
2003,2.854342255886877e-07,1.6501014954428683e-07
2004,2.8322808276470823e-07,2.1363237578952976e-07
2005,2.936444687406947e-07,1.8825673464561987e-07
2006,2.787811439475263e-07,1.914818810178076e-07
2007,3.1156940138998834e-07,1.9972397780065876e-07
2008,3.239911663399653e-07,1.7753523451347064e-07
2009,3.3711121716351045e-07,2.875220133091716e-07
2010,3.7837582311794904e-07,2.3855155006913265e-07
2011,3.2236084024361844e-07,2.1070085409746753e-07
2012,4.3234010149717506e-07,2.4102109819068573e-07
2013,4.147429066847508e-07,3.001098463073504e-07
2014,4.783468341429398e-07,2.6375122530453154e-07
2015,4.0164346160054265e-07,2.482564411820931e-07
2016,4.360170748896053e-07,2.7238120736683413e-07
2017,5.370830109541203e-07,4.875254830949416e-07
2018,4.073554435990445e-07,2.3930196135779624e-07
2019,4.255047656442912e-07,2.556089739869094e-07
