year,les_DET essais_NOUN,les_DET décès_NOUN
2004,5.8997773422220234e-06,1.2892824088339694e-06
2005,5.156793193350495e-06,1.4411998421337557e-06
2006,5.805401123382126e-06,1.1233603771643175e-06
2007,5.345012951352146e-06,1.0193911847977688e-06
2008,5.013560929967298e-06,1.1541918922830519e-06
2009,4.503557867963082e-06,1.0013204132519604e-06
2010,3.556071506594094e-06,8.474484971543461e-07
2011,3.381156039594657e-06,8.255955492586509e-07
2012,2.967146663479525e-06,7.019569281396798e-07
2013,2.3835862368315475e-06,6.314578939736748e-07
2014,2.3906514563520886e-06,5.51972004103618e-07
2015,2.4686000017482e-06,5.452775440062396e-07
2016,2.3758270302209894e-06,5.907461968490679e-07
2017,2.2643016892587298e-06,5.821124489102658e-07
2018,2.1743693459086444e-06,5.403009737392495e-07
2019,2.121401409205248e-06,5.066261579145248e-07
