year,certains_DET yeux_NOUN,certains_DET dieux_NOUN
1851,3.5471913406581734e-08,3.7406744590740004e-08
1852,2.6042180856222785e-08,1.3021090428111393e-08
1853,3.702597650701023e-08,3.3442816516071616e-08
1854,2.3900057044556888e-08,1.610655930850413e-08
1855,4.9354515141430966e-08,4.988520885262915e-08
1856,4.4523828179876546e-08,1.7602442614617075e-08
1857,3.514686497396724e-08,5.808995973133335e-08
1858,4.942612719105455e-08,2.1532174709903984e-08
1859,5.041251660564683e-08,3.0043822984993085e-08
1860,4.119465657481669e-08,2.1055045706930287e-08
1861,3.112536212102057e-08,1.9335450573976232e-08
1862,2.5752521892741242e-08,2.0782737308877586e-08
1863,3.1466110828048954e-08,3.446288232566985e-08
1864,2.7809422320501653e-08,4.554991672733877e-08
1865,4.000817765970055e-08,1.4120533187167439e-08
1866,2.4814625021463144e-08,2.919367736442524e-08
1867,3.833720896295745e-08,3.0572712361731647e-08
1868,2.173544610961642e-08,1.8277534485910962e-08
1869,4.150991372853241e-08,4.7370136035951305e-08
1870,2.5229815125982213e-08,3.899153222519658e-08
1871,3.717412155879174e-08,3.080141297573391e-08
1872,4.837871592222598e-08,3.5679302623492504e-08
1873,2.7535620339413924e-08,4.3697831464406534e-08
1874,3.5847656565390906e-08,9.32038997092377e-08
1875,7.49520032705675e-08,4.920513319017772e-08
1876,2.720706704373299e-08,3.6880690723606335e-08
1877,6.246664119302636e-08,2.535774612510977e-08
1878,4.710489148740393e-08,5.37478903051003e-08
1879,5.6205791576502406e-08,1.5273313724861737e-08
1880,3.401458670282409e-08,2.888030747882908e-08
1881,2.998178416646624e-08,4.183504614951872e-08
1882,3.194584929921973e-08,4.1928924998657635e-08
1883,4.297150574261721e-08,2.4645421037305937e-08
1884,3.1688145440966764e-08,2.9047467542397953e-08
1885,5.027595945117369e-08,4.769770445278709e-08
1886,4.646494122795275e-08,1.484296663356588e-08
1887,3.9173548849191775e-08,3.7214870074464557e-08
1888,3.36052567995182e-08,5.2627100455282516e-08
1889,3.884384947028252e-08,4.51089832154139e-08
1890,3.342737198153145e-08,2.6872984726367122e-08
1891,4.908149509041948e-08,1.7210393998823292e-08
1892,3.447681962143179e-08,5.202865471787277e-08
1893,3.202376586131095e-08,3.325544906118694e-08
1894,3.528861869384059e-08,3.150769800619457e-08
1895,3.7315410761351586e-08,2.5880041887305083e-08
1896,3.7740985669998395e-08,3.951009269753669e-08
1897,2.6220211779559577e-08,4.253500840434299e-08
1898,4.074015658162011e-08,4.583267365632082e-08
1899,2.819064981451902e-08,5.969784666604028e-08
1900,4.256663455048937e-08,3.478005550228147e-08
1901,3.8003424518429085e-08,5.7564012445610047e-08
1902,4.9593867235131484e-08,2.6024504773403123e-08
1903,3.2401319849384436e-08,4.860198332679033e-08
1904,3.9772227289347484e-08,5.213386344848914e-08
1905,4.5930754311029887e-08,6.502556648690927e-08
1906,6.070137636982054e-08,6.275905078956256e-08
1907,4.4228454398886896e-08,2.417136363286332e-08
1908,4.9605029861510275e-08,5.5007555843644695e-08
1909,4.510806483892793e-08,5.3909638975113694e-08
1910,4.0615543372979346e-08,3.580581120488091e-08
1911,6.810078856389623e-08,4.894744276562335e-08
1912,5.46989227245831e-08,2.1358626367540268e-08
1913,5.249959678099714e-08,3.87118240241513e-08
1914,4.2859159332664376e-08,3.884111221541531e-08
1915,3.7698437704847265e-08,4.5944971382994026e-08
1916,4.9443579452912445e-08,7.58134857115067e-08
1917,6.141197417264266e-08,3.838248474608008e-08
1918,5.054005569604669e-08,2.1824114959656526e-08
1919,4.1435317399418636e-08,3.406903836822295e-08
1920,5.3005621225565847e-08,4.391894403710239e-08
1921,4.316466079012926e-08,3.937828552125211e-08
1922,4.721878654745382e-08,3.32007097370024e-08
1923,5.095655009057509e-08,2.2293490609115452e-08
1924,3.480738541838946e-08,3.6096549194120087e-08
1925,3.739380427525418e-08,3.51941706888681e-08
1926,7.133528523439736e-08,5.684530501870455e-08
1927,4.459689784130916e-08,2.4528294062520217e-08
1928,4.4561561107769876e-08,4.684676990773795e-08
1929,4.233354422567004e-08,1.7824650422326727e-08
1930,3.781297164273667e-08,3.676261395302305e-08
1931,2.737285687004487e-08,4.448089008235456e-08
1932,3.06867030674951e-08,3.507051549167528e-08
1933,5.391211210792335e-08,1.3764795081527836e-08
1934,3.9539214569117576e-08,5.6313426810561396e-08
1935,3.949533677882755e-08,3.710167906234574e-08
1936,3.3949199451654977e-08,4.1224028191066964e-08
1937,3.27369078512163e-08,3.273690818428321e-08
1938,2.7226949583791793e-08,5.186085871855539e-08
1939,3.364691281149135e-08,3.211750598808294e-08
1940,2.5357829391836617e-08,4.817987386829259e-08
1941,2.066051862925633e-08,5.017554371988808e-08
1942,4.8547388331598995e-08,3.9444753463513393e-08
1943,5.2258234184421326e-08,3.774205836748479e-08
1944,2.5705489292704442e-08,7.069009555493722e-08
1945,2.6142048970001497e-08,5.664110602765504e-08
1946,5.8468637043063154e-08,5.4292305762260185e-08
1947,4.291513522325374e-08,3.218635202806297e-08
1948,3.479004218043258e-08,3.4790041070209554e-08
1949,4.319483837278426e-08,5.693864801870063e-08
1950,4.3604982735701014e-08,3.296961992305114e-08
1951,3.091806555222121e-08,3.624876598884441e-08
1952,3.057993147592697e-08,6.115986384003236e-08
1953,2.4779802321184263e-08,6.572034561003193e-08
1954,3.811289217559022e-08,6.938500729525288e-08
1955,2.3464019616170617e-08,5.9129330765017585e-08
1956,3.4012452632126156e-08,6.192010748584664e-08
1957,3.887416683001632e-08,6.626278281629538e-08
1958,3.8052320405768114e-08,2.8125628048769613e-08
1959,2.2477167904710882e-08,4.4954337141689393e-08
1960,3.598833281381886e-08,4.913791840088777e-08
1961,4.863711611235999e-08,5.2111195525395004e-08
1962,3.361236844412474e-08,6.405375946316738e-08
1963,2.9743845164631466e-08,5.237503120092413e-08
1964,2.494427064902993e-08,4.1370985692790185e-08
1965,2.2435377999840966e-08,4.596516456345512e-08
1966,3.212663335361299e-08,4.597431968456078e-08
1967,4.289391819511934e-08,3.648448343440691e-08
1968,3.503304357721504e-08,5.075299935874966e-08
1969,1.8621207575897358e-08,4.087581917389116e-08
1970,1.9774516912818285e-08,3.862929101594581e-08
1971,3.1858063742618015e-08,3.9051820555080496e-08
1972,2.5650733759263744e-08,7.490014120037358e-08
1973,2.8117339345712367e-08,4.4656949027555015e-08
1974,1.4626486743996026e-08,3.2065760047217395e-08
1975,1.599214449754527e-08,4.454954494192975e-08
1976,1.7711933031350213e-08,6.284879505713548e-08
1977,2.2331770210826107e-08,5.05403221495726e-08
1978,2.2574247471318643e-08,5.2871263145348735e-08
1979,1.3459538261706427e-08,4.3304602237448364e-08
1980,3.0131299455504745e-08,4.604972003718899e-08
1981,1.7711538513598413e-08,4.744162157566123e-08
1982,1.9243256987877544e-08,3.910726309452883e-08
1983,1.768288515613392e-08,4.1681084694822346e-08
1984,1.4497521627632182e-08,4.1172959264201836e-08
1985,2.285912126254175e-08,6.196024759930197e-08
1986,3.117132341134976e-08,4.495864003306593e-08
1987,2.505434903987691e-08,6.538573826819771e-08
1988,1.3792074038398994e-08,5.037105255123464e-08
1989,1.5915555096057687e-08,4.664903796580688e-08
1990,1.0897302171741785e-08,4.903785999488264e-08
1991,2.2859715009815318e-08,5.040860107108358e-08
1992,1.652983172562017e-08,5.8405409508743844e-08
1993,1.938722604677423e-08,5.317639217850001e-08
1994,1.1604838756618108e-08,4.430938366217774e-08
1995,1.7351841741231055e-08,3.8499402332803356e-08
1996,1.7615703784557013e-08,4.163711797566805e-08
1997,1.2466725873849782e-08,6.041567068848508e-08
1998,1.096669710598519e-08,3.9575474009012623e-08
1999,1.0054442389773044e-08,4.3873931376836595e-08
2000,9.277866475088103e-09,4.5947527671508226e-08
2001,1.708672597855454e-08,4.73170878867446e-08
2002,5.6955880012310445e-09,4.9069679874946814e-08
2003,1.916784508892988e-08,4.000246056623524e-08
2004,1.5857248847339633e-08,3.611928967028888e-08
2005,1.5763123695222703e-08,5.134274361218161e-08
2006,2.47073390635677e-08,4.653215712746572e-08
2007,1.118454290294224e-08,4.473817175054684e-08
2008,2.086145434176956e-08,4.6831835243121844e-08
2009,2.098004658890318e-08,5.6741491283318624e-08
2010,1.1337103700270745e-08,3.542844828618996e-08
2011,1.9119860139582556e-08,4.282848720116306e-08
2012,1.565956214699682e-08,3.4042527352617924e-08
2013,1.7850400713115278e-08,3.4585149966126494e-08
2014,2.663497555843719e-08,2.9666599232758273e-08
2015,2.881547933597517e-08,3.191868591656544e-08
2016,2.5891750965456595e-08,3.148436811262201e-08
2017,1.6603034946882644e-08,3.521855795884932e-08
2018,2.0135439759982887e-08,3.510794766015124e-08
2019,2.1683395745597522e-08,3.4438334628461575e-08
