year,auriez_VERB eu_VERB,auriez_VERB dû_VERB
1855,1.6557643789383292e-07,3.444202150149067e-07
1856,1.2114622904846328e-07,2.9458206540766696e-07
1857,1.9965372644037416e-07,3.6855394114354567e-07
1858,1.928108304127818e-07,3.4842972240767267e-07
1859,2.0215928486777557e-07,3.411756210880412e-07
1860,1.7942561214567831e-07,4.1331969669045066e-07
1861,1.7449065126129426e-07,3.272878927873535e-07
1862,2.231885218861862e-07,2.9954247793284594e-07
1863,1.7281388409173815e-07,3.880820429458254e-07
1864,1.9946068618992285e-07,3.88372967563555e-07
1865,2.2592853099467902e-07,3.8219576481424156e-07
1866,1.921917061054046e-07,3.2453638709739607e-07
1867,1.4073152954097168e-07,2.8000721385978977e-07
1868,1.33870585727891e-07,3.047902339403663e-07
1869,1.9534076045601978e-07,4.077738537944242e-07
1870,1.7718210187922523e-07,3.973695754666551e-07
1871,1.317025919433945e-07,4.2803344513231423e-07
1872,1.8323437700473733e-07,3.9731020251565496e-07
1873,1.652137200380821e-07,3.651462634479685e-07
1874,1.577296870891587e-07,3.8356989762178273e-07
1875,1.556255426748976e-07,3.215498338704492e-07
1876,2.515142227821343e-07,3.2527560733797145e-07
1877,1.465801346967055e-07,3.3583549452487205e-07
1878,1.3889903982544638e-07,2.8383718131408386e-07
1879,1.6800645141756831e-07,3.1646305842514266e-07
1880,1.906100379756026e-07,2.997134060933604e-07
1881,1.520006662758533e-07,3.6047865137334156e-07
1882,1.583981656949618e-07,3.0215448987291893e-07
1883,1.8010115354627487e-07,3.254459670642973e-07
1884,1.3797546216665069e-07,2.7925179324483906e-07
1885,1.1344318551209653e-07,2.442895947751822e-07
1886,1.3745878391091537e-07,2.574932125298801e-07
1887,1.0642147429962279e-07,2.768263982488861e-07
1888,1.198376224920139e-07,2.644036385390791e-07
1889,1.0838686392844465e-07,2.587501342077303e-07
1890,1.1928983667530701e-07,2.3661334580538096e-07
1891,1.0581205600601606e-07,2.6962950983033807e-07
1892,9.528138633640992e-08,2.795756586237985e-07
1893,7.82118902975526e-08,2.3278813898741646e-07
1894,1.0964678409663975e-07,2.2622525364113244e-07
1895,1.0171458342256301e-07,2.6301344746570976e-07
1896,1.1381266062926443e-07,1.9578136800646462e-07
1897,8.79833734757085e-08,2.1791908011437044e-07
1898,1.0694290608626034e-07,2.993269845319446e-07
1899,1.2823981876408652e-07,3.067806062517775e-07
1900,1.0278284889864153e-07,2.792786517602508e-07
1901,1.0618603596412868e-07,2.3752140521082765e-07
1902,9.86967023663965e-08,2.253820241548965e-07
1903,1.2150495365403913e-07,2.8675168550762464e-07
1904,9.244355680948502e-08,2.687312701254996e-07
1905,1.1250454434730273e-07,2.9777578447465203e-07
1906,7.253299827425508e-08,2.3714690655651793e-07
1907,9.051404248339168e-08,2.8182782330077316e-07
1908,9.331639461152008e-08,2.7700235705196974e-07
1909,1.0616898293847044e-07,2.766994668945699e-07
1910,1.0634860103664323e-07,3.4095680234713654e-07
1911,9.789488331080065e-08,2.4739739501455915e-07
1912,1.0262559868579046e-07,2.641176592987904e-07
1913,9.863560990197584e-08,2.821190605573065e-07
1914,1.1317496984020181e-07,2.6184267198914313e-07
1915,5.890380805340101e-08,2.426836829272361e-07
1916,5.383856560570166e-08,2.3732917497909511e-07
1917,6.799183438488399e-08,3.0267332817857096e-07
1918,5.743188324913717e-08,2.527002891383745e-07
1919,1.0312790266198135e-07,2.3295856976801588e-07
1920,9.616734075734712e-08,3.1121871302275395e-07
1921,1.0223209301329916e-07,2.620170675982081e-07
1922,1.6379016187784146e-07,3.091354869866336e-07
1923,1.2526818693459063e-07,2.484131869096018e-07
1924,1.250487571269332e-07,3.596763349378307e-07
1925,9.128487477028102e-08,3.442429772348987e-07
1926,1.058883185578452e-07,2.998311288138211e-07
1927,1.3379069230268215e-07,4.3704960717150243e-07
1928,1.0854738974330758e-07,2.673693586530135e-07
1929,1.1586022452547695e-07,3.5760703553933126e-07
1930,1.3129503884101723e-07,2.678418979940034e-07
1931,9.238338805062085e-08,3.0566354780603433e-07
1932,8.658033578967661e-08,2.6960461241287703e-07
1933,8.02946331646126e-08,2.4547216526116244e-07
1934,9.824896096688462e-08,3.2350266110370285e-07
1935,1.1250187270661627e-07,2.9441977744681935e-07
1936,7.396075574206407e-08,2.594688908175158e-07
1937,5.162358363008934e-08,2.795228226659674e-07
1938,8.168085230408906e-08,2.969034085253952e-07
1939,7.494084997006212e-08,2.61528271039424e-07
1940,7.100192078723921e-08,1.8764794162962062e-07
1941,9.444808313219255e-08,3.217137702904438e-07
1942,7.282108072104165e-08,2.4273694521070865e-07
1943,1.3935529352693266e-07,2.8742027780026547e-07
1944,9.318240046241044e-08,3.438109104081377e-07
1945,9.149717072887142e-08,4.0084475472212944e-07
1946,9.744773166175946e-08,3.800461456648918e-07
1947,1.4424253436118306e-07,4.518010143783613e-07
1948,6.631851334759631e-08,3.60946671662532e-07
1949,8.737137591197097e-08,2.954919580133719e-07
1950,1.1592543813776501e-07,3.9244483218681125e-07
1951,1.151431376911205e-07,4.0939784184956807e-07
1952,8.119499028680366e-08,3.384882063528494e-07
1953,9.696444891460487e-08,3.2752436140981445e-07
1954,1.1140691213995524e-07,3.9285595221372205e-07
1955,1.0605737088553724e-07,3.219263362552738e-07
1956,9.854890237193104e-08,3.3838028912214213e-07
1957,9.718541349457155e-08,3.0834280551061966e-07
1958,8.685855590329083e-08,3.457797674855101e-07
1959,8.758345160231329e-08,3.4335812415520195e-07
1960,8.651041838447782e-08,3.495020735044818e-07
1961,9.17157052526818e-08,3.4810278748409473e-07
1962,9.068997997019324e-08,3.018771224105876e-07
1963,7.823924619287936e-08,3.38821195100536e-07
1964,1.320221088008111e-07,3.364434348895884e-07
1965,1.1272409494722524e-07,2.7962141757598147e-07
1966,7.477751040596559e-08,3.3234448437724495e-07
1967,1.0304401598659751e-07,3.3871404525598336e-07
1968,9.70145848100401e-08,3.179922316576267e-07
1969,8.129746476015498e-08,3.129271135549061e-07
1970,1.1174901715094165e-07,2.6626617000147235e-07
1971,8.529740114227025e-08,3.036792861621507e-07
1972,9.182962656950622e-08,2.6830667820831877e-07
1973,7.277429148189185e-08,2.425809668693546e-07
1974,6.694430254583494e-08,2.4414981680820347e-07
1975,5.8257096924307916e-08,2.0732673533530033e-07
1976,5.713526718409412e-08,2.6739306235867843e-07
1977,5.641710743020667e-08,2.2390538845229457e-07
1978,7.306927329864266e-08,2.2396029919491411e-07
1979,7.72460495568339e-08,2.3115295277875703e-07
1980,5.2871900635409474e-08,2.6833910737877886e-07
1981,8.159958753140018e-08,2.4353366256946174e-07
1982,5.710901973543514e-08,2.563698444646434e-07
1983,5.7469375036589554e-08,2.418765916445409e-07
1984,6.72685018798802e-08,2.487774679593713e-07
1985,5.233535560478231e-08,2.129507521431151e-07
1986,6.773768745915731e-08,2.6915239459412987e-07
1987,4.949761489569937e-08,2.389329267771245e-07
1988,5.696726290693732e-08,2.218724972635755e-07
1989,5.488122312158339e-08,2.584905587355024e-07
1990,4.6858399826987807e-08,2.293882062076591e-07
1991,7.561290260582609e-08,2.8369490223667526e-07
1992,6.171137556520989e-08,2.0111296805680468e-07
1993,6.536264862688768e-08,2.5978883400057384e-07
1994,6.646407513244412e-08,2.3156927397849358e-07
1995,6.073145186746842e-08,2.467214983425947e-07
1996,5.4982351116450445e-08,2.24199865783703e-07
1997,5.6100265766190205e-08,1.850829249860908e-07
1998,5.4833485307881347e-08,2.1122812654539302e-07
1999,7.129514045800533e-08,1.992607678857894e-07
2000,4.329670844072098e-08,2.0278764623071766e-07
2001,4.950769394440613e-08,2.2387992260064493e-07
2002,4.468845915539532e-08,2.3877657895354787e-07
2003,6.583738354493107e-08,2.3418107275574584e-07
2004,4.052407831522942e-08,2.2596579185574228e-07
2005,6.620511783239635e-08,2.5716408913467603e-07
2006,6.218013481884554e-08,3.080181727455056e-07
2007,7.749289920866431e-08,4.957149144502182e-07
2008,7.70596599863893e-08,5.147244337422308e-07
2009,7.629108011997232e-08,5.860108558408683e-07
2010,9.636537612323082e-08,7.458868935827923e-07
2011,1.2274949767743237e-07,8.779839504313713e-07
2012,1.3038287249855784e-07,1.1029778761439957e-06
2013,1.6790532697541494e-07,1.2668206181842834e-06
2014,1.6977089956071723e-07,1.2782622889062623e-06
2015,1.861923379919972e-07,1.2472669368435163e-06
2016,1.895276113828004e-07,1.2925162309329608e-06
2017,1.3383052532844886e-07,1.1825889032479608e-06
2018,1.719256772503286e-07,1.2584649766722578e-06
2019,1.7984463340781076e-07,1.1405466011638055e-06
