year,plusieurs_DET essais_NOUN,plusieurs_DET décès_NOUN
1910,3.382847388877508e-07,2.0307772796712698e-08
1911,2.6867888891501934e-07,2.4473721382811675e-08
1912,3.151699985437517e-07,2.917275976344058e-08
1913,3.770425607285688e-07,2.3333154297588976e-08
1914,3.569364359634619e-07,1.808120853041828e-08
1915,3.3810785637911067e-07,4.005458986711119e-08
1916,2.428229102235946e-07,1.9777431248257926e-08
1917,2.851270437531639e-07,3.838248618937001e-08
1918,3.101321652820843e-07,2.8715940736390166e-08
1919,2.817601671978309e-07,1.565334223352366e-08
1920,2.703286696714713e-07,1.514446346106979e-08
1921,2.680752633210659e-07,2.499006690470651e-08
1922,2.9216623076422366e-07,2.3609393551282665e-08
1923,3.2166323293836285e-07,2.229349149729387e-08
1924,2.7330243668188814e-07,1.804827443052659e-08
1925,2.661559079797371e-07,1.3197813286680571e-08
1926,3.243526265350738e-07,2.1177663400706592e-08
1927,2.296740309049028e-07,2.8987984013184587e-08
1928,3.313551886208188e-07,2.5137291359556002e-08
1929,3.019050112129662e-07,1.0026365515614089e-08
1930,3.2351098866456596e-07,1.575540553577781e-08
1931,3.683930174247507e-07,2.2810713318222042e-08
1932,3.353618112100776e-07,1.4247397928102146e-08
1933,3.9114956962293945e-07,2.6382522833046096e-08
1934,3.2829530383082783e-07,2.156684431042777e-08
1935,3.291278218853222e-07,1.6755597798123745e-08
1936,3.552541407714216e-07,1.8187071404440758e-08
1937,3.903246756919998e-07,1.2591118370153254e-08
1938,3.6821208482251677e-07,2.593042824905467e-08
1939,3.777630368517748e-07,2.9058695005801383e-08
1940,4.158684063781948e-07,5.0715658339584024e-09
1941,3.1581076953557385e-07,5.9030051957620344e-09
1942,3.7017382226167683e-07,3.6410541692788456e-08
1943,2.7580734496268633e-07,2.6129116648121453e-08
1944,3.630900380358071e-07,1.6065930807940276e-08
1945,2.962765570657666e-07,1.3071024262956144e-08
1946,3.716934884323564e-07,9.744772988540262e-09
1947,4.0173335236204366e-07,1.1920870957027319e-08
1948,3.761673106339458e-07,1.3046265179283978e-08
1949,3.35741688672897e-07,5.890204768377316e-09
1950,3.850000922511754e-07,1.3825969702452312e-08
1951,3.518262587931531e-07,2.2388944032059044e-08
1952,4.3444590858143783e-07,2.0035128001083535e-08
1953,3.7385182238836023e-07,2.2625037066070774e-08
1954,4.2999160143608606e-07,2.2476833949625075e-08
1955,3.9982689514772574e-07,1.3139850985055546e-08
1956,4.1425421670737705e-07,2.0930738919844316e-08
1957,4.514704201596942e-07,1.590306752952131e-08
1958,3.954132381522868e-07,1.4890038202430844e-08
1959,4.47993237173705e-07,1.4726420527466644e-08
1960,4.553908254933958e-07,1.5917916540431065e-08
1961,4.328703155920266e-07,1.667558180429296e-08
1962,4.2047170012438073e-07,1.4586499841318101e-08
1963,3.9378263139155933e-07,9.699079650538067e-09
1964,3.248839028913153e-07,1.52099203787337e-08
1965,3.720989454336632e-07,7.660860390501512e-09
1966,3.772109948840807e-07,8.862519718100259e-09
1967,3.293464203579788e-07,9.367637554547059e-09
1968,3.202379481592743e-07,1.527081389118834e-08
1969,3.188314110502688e-07,1.589615239439013e-08
1970,3.246699975534284e-07,7.81783243697376e-09
1971,3.360511975358804e-07,1.6442872174948775e-08
1972,3.165300697105522e-07,2.000757282072385e-08
1973,2.701469909993648e-07,1.1577727887512879e-08
1974,3.178448011453838e-07,1.9689500752040345e-08
1975,2.9242778509797063e-07,1.7134439644905797e-08
1976,3.348126682567454e-07,1.7711933142372516e-08
1977,2.809101751211074e-07,2.3507126911681553e-08
1978,3.1722756688168374e-07,1.6633656230169436e-08
1979,3.487776076838145e-07,1.6970722827025497e-08
1980,2.9164822734628615e-07,1.6486937370885357e-08
1981,3.14379825283595e-07,1.7078983338691955e-08
1982,3.1099587260996486e-07,1.7381006189864934e-08
1983,3.5302615586374486e-07,1.136756910824488e-08
1984,2.8647101402157205e-07,2.3196033815953143e-08
1985,3.007779021402257e-07,1.9851341237497877e-08
1986,3.14710487003822e-07,2.6975183919919488e-08
1987,2.8598622492381764e-07,1.8332451334757138e-08
1988,3.244135555746652e-07,2.3386560021876335e-08
1989,3.1007889944589806e-07,2.5245362134107552e-08
1990,3.116628413124545e-07,1.3076762561681221e-08
1991,3.15346834867114e-07,2.2273567878983158e-08
1992,3.206787475562578e-07,2.259077058752723e-08
1993,2.880387945936036e-07,2.1048988885219444e-08
1994,2.7429618043584014e-07,1.846224317869627e-08
1995,3.21009075321399e-07,2.2232048202397436e-08
1996,3.02669832308311e-07,1.3879039917341629e-08
1997,2.6132174468784797e-07,2.4933451858721867e-08
1998,3.1469653549720533e-07,2.2410207023426665e-08
1999,3.0528944705565664e-07,2.6507166683842343e-08
2000,3.1147121504204733e-07,2.164835333218207e-08
2001,3.382295368226096e-07,2.3658543901738938e-08
2002,3.0975236597896583e-07,3.417352711920785e-08
2003,3.3335383520238793e-07,2.2084691853052618e-08
2004,3.0260916261681814e-07,2.775018459466594e-08
2005,3.5354434047008e-07,2.7923247714056743e-08
2006,3.5413852117471833e-07,2.7589861728571918e-08
2007,3.2315337961108526e-07,3.0358043190403805e-08
2008,3.546447366886696e-07,3.0227821801176447e-08
2009,3.34250298550387e-07,3.0516432270033533e-08
2010,3.2405219663189655e-07,2.7397999646794347e-08
2011,3.6748369680594806e-07,3.403335013807407e-08
2012,3.421274037407329e-07,3.540422754966244e-08
2013,2.9648400357018545e-07,2.2312999448104165e-08
2014,2.955832538731329e-07,2.2520629805455883e-08
2015,2.94139567813545e-07,2.6155589250009825e-08
2016,3.0676546991514897e-07,2.0506266129594053e-08
2017,3.0061556621774344e-07,2.9684213531666614e-08
2018,3.2887886014520973e-07,2.3749493927027743e-08
2019,2.9412888036262075e-07,1.9642605098013632e-08
