year,ayons_VERB eu_VERB,ayons_VERB dû_VERB
1867,2.0236224429481808e-07,2.2808213984149006e-08
1868,2.2723421011505707e-07,1.2843672791973404e-08
1869,2.3440891538939468e-07,2.7347706321734222e-08
1870,1.9266403228357376e-07,2.2362790730312554e-08
1871,3.3775344832065457e-07,1.805600113868877e-08
1872,2.50359846631909e-07,3.9912439575573444e-08
1873,2.3824297556984675e-07,2.3944018323618366e-08
1874,2.2882753114572552e-07,4.361464789326419e-08
1875,2.2828893975201936e-07,2.1741803024610817e-08
1876,2.194703370150819e-07,2.8416270225761764e-08
1877,1.7193788437452895e-07,3.64904160221613e-08
1878,2.3250491665294248e-07,2.5968081018845623e-08
1879,2.3765275614096026e-07,1.221865097988939e-08
1880,2.5607207021494105e-07,1.2835692508872398e-08
1881,2.405515147074766e-07,9.064259565150223e-09
1882,1.6771571154095e-07,1.7969540522244642e-08
1883,2.395029525814607e-07,1.8958017378167824e-08
1884,2.237975280650062e-07,1.7164412113856997e-08
1885,2.5524718694214243e-07,2.320428826863008e-08
1886,2.426502305752365e-07,9.680196200179125e-09
1887,2.3569417351154698e-07,1.4363633837888301e-08
1888,2.5362459155076067e-07,2.8532765483646472e-08
1889,2.41834271719199e-07,1.50363277384713e-08
1890,2.497221203157096e-07,7.865263995654459e-09
1891,2.1672347827461635e-07,1.2748440525456317e-08
1892,2.33815512729052e-07,7.522214851007902e-09
1893,2.53110925996225e-07,1.6011883374744684e-08
1894,2.186634162626433e-07,1.5753848003896564e-08
1895,2.6301344746570976e-07,1.625025980445116e-08
1896,2.1642095759943913e-07,1.8280790214930676e-08
1897,2.150057270000616e-07,2.6220211779559577e-08
1898,2.1784666159874178e-07,1.9804241802034994e-08
1899,2.4652999286445265e-07,2.5426860617017155e-08
1900,1.9310718357701262e-07,9.863001082521805e-09
1901,2.777603356207692e-07,2.2913829056392387e-08
1902,1.8855490679925424e-07,7.856454153909453e-09
1903,1.852275488545274e-07,1.3500550899436803e-08
1904,2.12297692314678e-07,2.1498500757388683e-08
1905,2.1107504721840087e-07,2.0126959654476195e-08
1906,1.9753667857003165e-07,1.594697174311932e-08
1907,1.6971382876818097e-07,1.6457098794830927e-08
1908,2.0529606103991682e-07,1.276961114626829e-08
1909,1.7548137520861928e-07,1.5402754627302784e-08
1910,2.1643809589022567e-07,1.7101282168141552e-08
1911,2.0111014009671635e-07,1.4365010514438836e-08
1912,2.078559049323303e-07,1.8753915753677575e-08
1913,2.1954377871225006e-07,2.0151361468379037e-08
1914,2.0090230634650652e-07,1.875088173619588e-08
1915,3.4164210660492245e-07,3.062998032987707e-08
1916,2.7358780130271043e-07,1.8678685265172135e-08
1917,2.324882046877974e-07,2.1932848426331475e-08
1918,2.848621249995631e-07,1.9526840588923733e-08
1919,2.2559228796126263e-07,3.4069039145379065e-08
1920,2.2716695013969002e-07,1.9687803387569147e-08
1921,2.2188149273461022e-07,1.438822039290244e-08
1922,2.0805778433441446e-07,1.623145884366295e-08
1923,1.9639503534563119e-07,9.554353752605493e-09
1924,2.062659945067935e-07,1.675911143195208e-08
1925,2.1006519546062918e-07,1.5397448649423495e-08
1926,2.4298580569848127e-07,1.671920735191179e-08
1927,2.062606654362753e-07,1.7838759802657478e-08
1928,1.9538531148555194e-07,2.399468712610542e-08
1929,2.2392217147171323e-07,2.1166771446701205e-08
1930,1.6700730043339718e-07,2.7309368988426286e-08
1931,2.0073427720035397e-07,1.8248570654577634e-08
1932,1.6220114673615171e-07,2.6302888755935783e-08
1933,1.950012631368736e-07,2.408838994938378e-08
1934,2.0129054689732584e-07,1.9170528275935794e-08
1935,1.5080037485404318e-07,4.787313656606784e-09
1936,1.4549657123552606e-07,8.487299751891442e-09
1937,1.9768054926316836e-07,2.895957251780601e-08
1938,1.78919961513202e-07,1.4261735792331365e-08
1939,2.003520620519339e-07,2.5999884911698246e-08
1940,2.0032685199566913e-07,2.2822046474857416e-08
1941,1.3872062254449702e-07,1.1806010391524069e-08
1942,1.7598428314613557e-07,2.730790527039062e-08
1943,1.800005833274554e-07,1.7419411690866582e-08
1944,1.767252371109862e-07,1.927911696952833e-08
1945,3.289541155027109e-07,1.3071024262956144e-08
1946,1.8515068234137289e-07,1.3921104269343232e-08
1947,2.205361084861579e-07,1.1920871401116528e-08
1948,1.6851426209996134e-07,1.848220954059343e-08
1949,1.4823682192854903e-07,1.7670615193310368e-08
1950,1.6059395591128123e-07,3.084254984742074e-08
1951,1.7697927034987515e-07,1.5992101864981123e-08
1952,1.5289965915599169e-07,1.4762725264461096e-08
1953,1.4867882214275596e-07,2.0470272588113403e-08
1954,1.807919147722714e-07,1.9545073115523337e-08
1955,1.8677359037155838e-07,1.220129064449793e-08
1956,1.8663243395167228e-07,2.616342520411763e-08
1957,1.8465229345565604e-07,1.8553580005686854e-08
1958,1.505548254954192e-07,1.7371711180658167e-08
1959,1.5501495909120422e-07,1.2401196514133517e-08
1960,1.27343326994378e-07,2.0070416439921246e-08
1961,1.5494394745019235e-07,1.737039845295385e-08
1962,1.464991896682477e-07,2.219684702708946e-08
1963,1.6035812677728245e-07,1.939815952312074e-08
1964,1.825190452109382e-07,1.5818317322668918e-08
1965,1.3734829451550468e-07,9.302473458205895e-09
1966,1.25183092336556e-07,1.8278946356531378e-08
1967,1.3804940124373388e-07,1.9228309611207806e-08
1968,1.5854698176553939e-07,2.1558795637588446e-08
1969,1.7440349608932593e-07,1.9529558414888015e-08
1970,1.535974121225081e-07,2.345349692234322e-08
1971,1.5723496460395836e-07,1.9525909777939887e-08
1972,1.431311034139071e-07,1.0260293947794707e-08
1973,1.356248162664997e-07,2.4258095976392724e-08
1974,1.2601280729995779e-07,1.3501372464475025e-08
1975,1.1308731018289109e-07,1.8847885030481848e-08
1976,1.3369653117933922e-07,1.7140580510499603e-08
1977,1.1988635151283233e-07,2.2331770210826107e-08
1978,1.2891082690202893e-07,1.841583241457556e-08
1979,1.2581742225847847e-07,1.1703946256602649e-08
1980,1.3189549008529866e-07,1.4781392110307934e-08
1981,1.2777610436387477e-07,1.644642821929665e-08
1982,1.0242379033797988e-07,1.0552754226011984e-08
1983,1.1304415892254838e-07,1.894594880980094e-08
1984,1.1250076425994848e-07,1.275781880138993e-08
1985,1.263267250806166e-07,1.3234227935754461e-08
1986,1.3667427367636265e-07,1.019062523255343e-08
1987,1.0449496556930171e-07,1.2221633483022742e-08
1988,1.1573348501769942e-07,1.3792074149421296e-08
1989,1.1744581485118033e-07,1.1525056464734007e-08
1990,1.1333194294138593e-07,8.172976073694826e-09
1991,1.0726481036726909e-07,1.1722930182145319e-08
1992,1.1736180738353141e-07,7.162927584403178e-09
1993,1.05798861227413e-07,7.754890063438324e-09
1994,1.2712573038697883e-07,6.857404422078162e-09
1995,9.651962784573698e-08,1.3556126887692699e-08
1996,8.594328448907618e-08,1.3345230698291743e-08
1997,8.678758689484312e-08,1.2466725429760572e-08
1998,8.630313885760188e-08,1.5258013519314773e-08
1999,9.87163417676129e-08,1.4624643718263997e-08
2000,9.719668980778806e-08,1.3254094710646314e-08
2001,9.857726723794258e-08,1.095302959441824e-08
2002,9.594874939011788e-08,1.1391176002462089e-08
2003,1.1167353619612186e-07,1.2500768420409258e-08
2004,9.954828072977762e-08,9.250062049659391e-09
2005,9.592986316420138e-08,5.404499514582994e-09
2006,1.0047651244349254e-07,8.235780057930242e-09
2007,1.1264432231428145e-07,5.991719120856942e-09
2008,1.0260429661457238e-07,8.940623352771127e-09
2009,1.2349619282758795e-07,6.675469510497578e-09
2010,1.2659765502576192e-07,1.0864724231396394e-08
2011,1.498997050930484e-07,1.1471915861704929e-08
2012,1.657871138149858e-07,1.4297861561374248e-08
2013,1.6344272069090948e-07,2.4544300814000053e-08
2014,1.769168704868207e-07,1.6890473020225727e-08
2015,1.8441907911892486e-07,1.2412821881468972e-08
2016,1.8207079222065659e-07,1.6984987638579696e-08
2017,1.7307405641986406e-07,1.9873329648589788e-08
2018,1.6366499266950996e-07,2.0393587263356494e-08
2019,1.62497926226024e-07,1.3520234709574197e-08
