year,ces_DET ans_NOUN,ces_DET dents_NOUN
1867,1.4073153309368536e-08,6.298949415395327e-07
1868,3.210918098073279e-08,5.443741315502848e-07
1869,2.8324410261681976e-08,7.178772989391291e-07
1870,1.1468097138589428e-08,6.037953141913022e-07
1871,7.434823867669138e-09,7.084324948891663e-07
1872,7.861540973763681e-09,6.990724159550155e-07
1873,6.824045062359119e-08,7.967371828954128e-07
1874,7.766991494406739e-09,8.710980097248466e-07
1875,1.77367336373635e-08,5.99043886495565e-07
1876,4.111290130559553e-08,9.322954923618454e-07
1877,2.72131899237138e-08,1.3495268831320573e-06
1878,1.2078177291652281e-08,8.442645764716872e-07
1879,1.8938908663557186e-08,9.127332276648303e-07
1880,1.8611754359909582e-08,7.027541784054847e-07
1881,1.812851979643426e-08,6.017274074565648e-07
1882,1.4641846846075168e-08,8.791763832505239e-07
1883,1.2638677882037541e-08,6.249826043358553e-07
1884,1.1222884843675729e-08,7.572146216716646e-07
1885,1.2246707925545053e-08,6.71635241644708e-07
1886,1.6133659463957173e-08,6.943927246538806e-07
1887,1.697520390919749e-08,8.213387161504215e-07
1888,1.7119659467823567e-08,7.196597380243475e-07
1889,7.518164202302557e-09,6.208750420455544e-07
1890,1.9007721174801873e-08,7.812828783926307e-07
1891,3.505821055682645e-08,7.71918053033005e-07
1892,2.1312941633766513e-08,4.970930262970796e-07
1893,1.3548516419881196e-08,6.484812757889813e-07
1894,1.5123694296903523e-08,5.293292986152665e-07
1895,1.2037228547256973e-08,5.23017597231501e-07
1896,9.435246306477296e-09,8.161488125324468e-07
1897,7.574727733938857e-09,4.812865483927453e-07
1898,1.018503881233812e-08,7.57087860847605e-07
1899,1.1055156790007459e-08,4.344676654000068e-07
1900,1.7130475371551768e-08,4.614846176309584e-07
1901,5.588739082629246e-09,6.605889524280428e-07
1902,1.2766738111125164e-08,1.1995823570032371e-06
1903,6.48026410310365e-09,3.3157352419266317e-07
1904,6.987012746151322e-09,6.546293604969833e-07
1905,8.257214467732865e-09,5.000775615826569e-07
1906,5.658602919567102e-09,5.90552389212462e-07
1907,8.228549175370858e-09,5.852555915453195e-07
1908,9.822778146428846e-09,4.4595412163062065e-07
1909,5.500983557560346e-09,4.516307328117364e-07
1910,1.2825962070195374e-08,6.712253508567301e-07
1911,1.276889838308648e-08,4.474434760481927e-07
1912,6.772247596043002e-09,4.969787852360241e-07
1913,4.772690798127144e-09,3.9348184799337105e-07
1914,4.68772043404897e-09,4.265825666038836e-07
1915,1.64930663570928e-08,7.539687629787295e-07
1916,1.3184954461564757e-08,3.406113151527279e-07
1917,1.644963654179321e-08,4.6607304682311224e-07
1918,3.2161855401113826e-08,3.95131330321874e-07
1919,2.0257266697409904e-08,2.8268094709460456e-07
1920,5.300562211374427e-09,6.330385673436467e-07
1921,2.7261891411001216e-08,6.807899808336515e-07
1922,2.5084979815570563e-08,5.526073749706484e-07
1923,3.3971033541746465e-08,3.7792774776335136e-07
1924,3.222906141964188e-08,3.300255926319551e-07
1925,1.8696902470694e-08,3.948345863591385e-07
1926,1.560459417238036e-08,5.216392722218188e-07
1927,1.783875902550136e-08,3.5789012287068545e-07
1928,9.140832757381645e-09,4.090522622846038e-07
1929,3.119313785049371e-08,3.230717950941653e-07
1930,1.4705044848462023e-08,5.482881064722278e-07
1931,2.0529641986399838e-08,3.604092668751946e-07
1932,2.1919073223131136e-08,5.23865836044024e-07
1933,1.1470662197865522e-08,3.854142534009952e-07
1934,1.1981580172459871e-08,3.3788056441608205e-07
1935,1.4361940969820353e-08,4.930933030777851e-07
1936,2.667437293268904e-08,4.971132838704762e-07
1937,8.813782592653752e-09,3.2233261748615405e-07
1938,1.555825723809079e-08,4.81009458042081e-07
1939,1.988226649984881e-08,5.108212803861534e-07
1940,2.2822046030768206e-08,4.513693454555323e-07
1941,8.854508237732261e-09,5.843975117159061e-07
1942,2.730790527039062e-08,3.3983172187390664e-07
1943,3.774205858952939e-08,9.609708655489158e-07
1944,2.2492303131116387e-08,6.394240443796662e-07
1945,1.9606536838523425e-08,6.056241232954562e-07
1946,1.6705325123211878e-08,4.663569939111767e-07
1947,2.0265480182857232e-08,3.874282938909346e-07
1948,1.848220909650422e-08,4.500961523490332e-07
1949,6.8719057111366055e-09,3.4850380004058934e-07
1950,1.4889506072535141e-08,4.9029016224722e-07
1951,1.2793682113709792e-08,3.2623888301941406e-07
1952,1.0544804140977249e-08,1.1304029783332226e-06
1953,4.3095309543161875e-09,3.9108992666569975e-07
1954,7.818028890937967e-09,3.938331971653497e-07
1955,1.1262729859851106e-08,3.941955171171685e-07
1956,1.3081711935925e-08,2.3198237286692347e-07
1957,7.068030161150318e-09,4.435188856177774e-07
1958,1.2408365446248126e-08,4.847534569307754e-07
1959,1.6276571201956358e-08,3.735860403253355e-07
1960,1.5917916984520275e-08,2.865224999482052e-07
1961,1.04222386276831e-08,3.4184944297521724e-07
1962,1.0781325554543031e-08,3.5641794227103674e-07
1963,1.099229041123806e-08,4.0800794920414774e-07
1964,6.69236516204208e-09,3.2427550777924807e-07
1965,1.2038495422750373e-08,3.1464250582757813e-07
1966,8.862519385033352e-09,3.9659774841993567e-07
1967,1.3804939524852955e-08,3.406861779353676e-07
1968,2.7846778827278484e-08,2.569089936343971e-07
1969,1.2262746040825334e-08,3.438110631748259e-07
1970,1.4715919871566285e-08,2.5844835249699827e-07
1971,2.3122787906615372e-08,3.350235004973001e-07
1972,1.0260293503705498e-08,4.25802191728053e-07
1973,1.0475086797967492e-08,2.67390390717992e-07
1974,7.875800345225059e-09,2.2558542411843518e-07
1975,8.567220266542108e-09,4.4435314805468806e-07
1976,6.8562320265641574e-09,2.685357642917552e-07
1977,8.227494963097826e-09,1.8335559026638748e-07
1978,8.910887139279566e-09,2.821780888950798e-07
1979,1.1118749476679568e-08,2.2178979008913302e-07
1980,1.0801786243241907e-08,3.7294587684755243e-07
1981,1.3283654287654656e-08,2.808544010690639e-07
1982,2.483000915987077e-09,2.2409082589547324e-07
1983,6.315316158911344e-09,2.469288524764579e-07
1984,7.538711266352749e-09,1.9774618920109788e-07
1985,1.0828004826102244e-08,1.467796124643428e-07
1986,1.019062523255343e-08,2.283899007693435e-07
1987,9.166225667378569e-09,1.5643691320121889e-07
1988,7.195864348830128e-09,1.679035044332977e-07
1989,6.0369343968247335e-09,1.3939830267872821e-07
1990,7.628111586832631e-09,1.580108737186947e-07
1991,9.37834432335194e-09,1.4067516218574383e-07
1992,9.366905251440016e-09,1.4215656207738903e-07
1993,4.985286850001103e-09,1.4069586740106388e-07
1994,7.3848970827405935e-09,1.503354063459028e-07
1995,6.506941097050856e-09,1.4261045677699258e-07
1996,8.540947504798169e-09,1.0943088923909272e-07
1997,9.589788629860152e-09,1.4288785266103332e-07
1998,5.244941925219848e-09,8.725676181597919e-08
1999,8.683382124452521e-09,1.1928225340795962e-07
2000,5.743440834038438e-09,7.908276167256645e-08
2001,3.94309060403053e-09,1.3231259288204456e-07
2002,3.066854992184176e-09,8.587194244569218e-08
2003,6.667076501987168e-09,1.0042284515066058e-07
2004,7.047666006343434e-09,1.0042924003528242e-07
2005,1.0808999362232896e-08,1.0854036247565091e-07
2006,7.41220168576362e-09,1.1653628106955694e-07
2007,6.7906151812735516e-09,1.2462775700328166e-07
2008,7.663391587975354e-09,1.1111917608275235e-07
2009,9.059566208335923e-09,1.1634389629477937e-07
2010,8.0304479732618e-09,1.2187385678430473e-07
2011,5.353560678100777e-09,1.261910735905758e-07
2012,5.446804396402882e-09,1.5625520255468928e-07
2013,1.1435412616833673e-08,1.7404140528753942e-07
2014,6.929424548052232e-09,1.8406284496563785e-07
2015,5.541438599654391e-09,1.8863056006068746e-07
2016,9.528164313099552e-09,1.8124226031090984e-07
2017,9.307761950072546e-09,1.4313829055367933e-07
2018,7.744400343234759e-09,1.6392313106905476e-07
2019,3.5713829116268414e-09,1.5637555605962916e-07
