year,des_DET eaux_NOUN,des_DET do_NOUN
1861,7.572423086799063e-06,1.3676294763342867e-08
1862,7.998191151159517e-06,1.445755604123633e-08
1863,7.627784853525554e-06,1.6981711370434027e-08
1864,7.602041137033666e-06,9.589456340108882e-09
1865,7.054618528457013e-06,9.88437293125699e-09
1866,7.208892000676315e-06,1.6056522555984998e-08
1867,7.036091247414333e-06,9.7056229719783e-09
1868,7.288290028384381e-06,1.0867723387875117e-08
1869,6.767580892130809e-06,1.7580668254524312e-08
1870,7.1973782382883655e-06,1.4335121534259088e-08
1871,6.624428294799145e-06,1.6993883633631413e-08
1872,6.733107710488184e-06,1.4513614310374123e-08
1873,8.112831608286797e-06,2.3345418209697044e-08
1874,7.736521247636574e-06,1.3741600746186577e-08
1875,7.623934770606411e-06,1.8881038954532414e-08
1876,7.904559844007508e-06,1.7533443363859647e-08
1877,7.546712389228105e-06,1.3606595294923807e-08
1878,7.1859116275163615e-06,1.8721174666058715e-08
1879,7.152798069398614e-06,1.8327975581655664e-08
1880,7.279762776590815e-06,1.4119262203848848e-08
1881,7.238857200775328e-06,1.9523021921319383e-08
1882,7.0413976160921266e-06,1.4641846846075168e-08
1883,7.053014144275949e-06,1.4534479619854324e-08
1884,6.847280161537128e-06,1.9805090900604227e-08
1885,7.208154563898006e-06,1.546952527187173e-08
1886,6.695468691475526e-06,2.0005737511041843e-08
1887,7.375726312375264e-06,1.0446279397058333e-08
1888,6.678569661744405e-06,1.8387781741679987e-08
1889,6.352222271743813e-06,1.942192334736248e-08
1890,6.851300383914349e-06,2.4906668727453507e-08
1891,6.857385699277074e-06,9.561330172047633e-09
1892,7.3040705999005695e-06,1.6298132621272998e-08
1893,6.971327501048563e-06,6.774258043407144e-09
1894,7.339402820605301e-06,1.8274463498002547e-08
1895,6.161255665659837e-06,1.5648398132839247e-08
1896,6.510909507539964e-06,1.4152869098893461e-08
1897,6.841144177371916e-06,1.5149455023788505e-08
1898,6.608392482121417e-06,1.810673599944579e-08
1899,6.924950255893236e-06,2.7637891975018647e-08
1900,6.856861965331973e-06,1.7130475260529465e-08
1901,6.472318631267626e-06,1.8442838478627266e-08
1902,6.062236636239504e-06,2.0132163325303765e-08
1903,7.404242083453028e-06,1.1880484596105134e-08
1904,6.919829928619947e-06,1.5048950530172078e-08
1905,6.729629639323775e-06,1.4450125207510212e-08
1906,6.96574034719788e-06,1.594697174311932e-08
1907,6.356554379749468e-06,2.5714216533856415e-08
1908,6.3288159140029165e-06,1.9645556070813086e-08
1909,6.2133607130476776e-06,1.0451868703853506e-08
1910,7.122683996385604e-06,1.3894791983659616e-08
1911,6.413179164610483e-06,1.542908456553249e-08
1912,6.157015072005834e-06,1.40654377034366e-08
1913,5.958439423636719e-06,1.5378670392696137e-08
1914,5.755851248068211e-06,2.2099254537444324e-08
1915,5.268356662924134e-06,1.64930663570928e-08
1916,4.6861523514962755e-06,1.538244687182555e-08
1917,4.420565666407583e-06,1.4256351654751143e-08
1918,4.654279464944011e-06,1.9526840588923733e-08
1919,4.755853723281689e-06,1.3811772170413406e-08
1920,5.151389402158202e-06,7.572231730534895e-09
1921,5.319097759581837e-06,1.4388220115346684e-08
1922,5.0915132021600584e-06,1.5493664740073854e-08
1923,5.053191209469787e-06,1.2739137300599168e-08
1924,5.75997785290383e-06,1.2891624545652292e-08
1925,5.5727766365976095e-06,1.2097996160420621e-08
1926,5.224195156472433e-06,7.802296586589819e-09
1927,5.202228344103332e-06,1.0034302277972529e-08
1928,5.289114298534514e-06,1.3711249025050165e-08
1929,5.342938777630479e-06,1.3368487206122381e-08
1930,4.97450676562039e-06,2.100720719599991e-08
1931,4.785687728769972e-06,4.5621426636444085e-09
1932,5.736221488916726e-06,1.3151444377967891e-08
1933,4.8887962478261215e-06,1.1470662641954732e-08
1934,4.89088120048109e-06,8.38710612072191e-09
1935,4.832793294440307e-06,9.574627313213568e-09
1936,5.008719377030957e-06,1.4549657478823974e-08
1937,4.882835717978651e-06,7.554670666820584e-09
1938,5.153672823610123e-06,1.8151300906765755e-08
1939,5.677151669658542e-06,1.5294050470515685e-08
1940,5.773977530765251e-06,1.01431314458722e-08
1941,5.776090482356722e-06,1.4757512545315876e-08
1942,5.291665118534183e-06,2.1239483061208375e-08
1943,6.21001997913595e-06,0.0
1944,4.4920344279830715e-06,1.927911696952833e-08
1945,4.028054089388888e-06,9.367567477269745e-08
1946,4.195820942243245e-06,4.315542412314244e-08
1947,3.857593902978351e-06,3.5762614203349585e-08
1948,4.4379048134146615e-06,1.195907639583993e-08
1949,4.915376095482316e-06,1.6688914139528777e-08
1950,4.415802159485338e-06,7.444753258312176e-09
1951,4.885054256220656e-06,9.595261474260042e-09
1952,5.54867567714723e-06,2.1089607837865287e-09
1953,5.548521041731647e-06,4.3095309543161875e-09
1954,5.312350786823572e-06,8.795282724349818e-09
1955,5.132050361567053e-06,5.631364707880948e-09
1956,4.85767606051013e-06,1.0465369904011368e-08
1957,5.200303036190235e-06,7.068030161150318e-09
1958,5.048550388409012e-06,4.1361216673863055e-09
1959,4.817864891037971e-06,5.425523585955716e-09
1960,4.924864803967921e-06,7.612916519406099e-09
1961,4.858153069164928e-06,3.47407969059077e-09
1962,4.328385351470843e-06,3.1709782577493684e-09
1963,4.393036736161093e-06,9.052474325699222e-09
1964,4.560542503639908e-06,1.0951142992432494e-08
1965,4.31798943267836e-06,8.208065005455012e-09
1966,5.06160660762589e-06,7.20079718075084e-09
1967,5.0047836275268764e-06,9.86067089092657e-09
1968,4.77662083397945e-06,5.838840522187638e-09
1969,4.685277286142764e-06,1.0446043141598693e-08
1970,4.679662534812223e-06,7.357959935783143e-09
1971,4.647680352576344e-06,8.735275836002643e-09
1972,4.618158200742073e-06,7.182205663536223e-09
1973,4.508698193461669e-06,5.513203671370093e-09
1974,4.984256406714849e-06,8.438357623763437e-09
1975,4.726249731135113e-06,6.8537762132336866e-09
1976,4.724515587639644e-06,6.856232193097611e-09
1977,4.3552831421322935e-06,1.1165885105413054e-08
1978,3.976631784752271e-06,1.544553740462362e-08
1979,4.152560173054098e-06,1.2874341259738742e-08
1980,4.253629711570284e-06,1.0801786187730755e-08
1981,3.919943097230316e-06,1.2651099057237047e-08
1982,4.038600888378596e-06,1.179425412889401e-08
1983,3.4879489696493238e-06,1.136756866415567e-08
1984,3.709045756750129e-06,6.378909511717268e-09
1985,4.073134419968483e-06,3.6093347199894765e-09
1986,3.33952788267311e-06,9.591176797218992e-09
1987,3.661601468252229e-06,6.110816852533674e-09
1988,3.44262155849151e-06,7.79551995178096e-09
1989,3.4772741805966234e-06,9.329807815205982e-09
1990,3.6582242799454434e-06,1.089730194969718e-08
1991,3.1874648271923434e-06,7.033758298025106e-09
1992,3.114220390898481e-06,8.815910834680807e-09
1993,3.0160983719440537e-06,8.862731881720265e-09
1994,3.1296139688663516e-06,1.2659824244476425e-08
1995,3.113028970602727e-06,7.591431205877797e-09
1996,3.033103904925838e-06,9.074756723848054e-09
1997,2.9220088073600436e-06,8.151320840532605e-09
1998,2.8899631168144424e-06,5.721754847698435e-09
1999,3.118248304900817e-06,1.1882522965578346e-08
2000,2.7762909446948925e-06,4.859834756842929e-09
2001,2.794336861455804e-06,5.257454194218525e-09
2002,2.485466890078669e-06,8.762443159948674e-09
2003,2.755586173464053e-06,5.416999737661854e-09
2004,2.3332178891166677e-06,3.9643119897903034e-09
2005,2.4833675205115924e-06,4.954124444012109e-09
2006,2.58891749460588e-06,3.294311934354255e-09
2007,2.371921908661534e-06,3.1955834922658966e-09
2008,2.570216256714275e-06,2.1287198670449925e-09
2009,2.640624948924142e-06,2.384096253749135e-09
2010,2.650992591668455e-06,2.3618964561933353e-09
2011,3.1027709646025414e-06,2.6767803251726008e-09
2012,2.6028916657594436e-06,1.3617010852229328e-09
2013,2.386096483064648e-06,4.741512682482352e-09
2014,2.5058532671096145e-06,4.330890368553497e-10
2015,2.4663834317095734e-06,2.6598904884211905e-09
2016,2.929910493776333e-06,2.0713401271965637e-09
2017,2.845408030083263e-06,3.773417134311785e-09
2018,2.4431000227309596e-06,2.323319980845895e-09
2019,2.2912971751054556e-06,3.5713829671379926e-09
