year,gros_ADJ dommages_NOUN
1903,1.1340462791054051e-08
1904,2.042357571951925e-08
1905,1.651442893546573e-08
1906,1.5432553013283723e-08
1907,7.71426478252124e-09
1908,1.2278472460991452e-08
1909,1.1552065082298668e-08
1910,2.2979847358328698e-08
1911,1.702519725199636e-08
1912,2.1879568379290504e-08
1913,1.4318072061314524e-08
1914,2.209925398233281e-08
1915,2.591767689352764e-08
1916,4.614734194774428e-08
1917,3.5092558192673096e-08
1918,1.722956355365568e-08
1919,2.8544329566670967e-08
1920,1.0601124422748853e-08
1921,2.7261890522822796e-08
1922,1.3280283539529592e-08
1923,3.6094224498128824e-08
1924,4.640984840875717e-08
1925,3.189471442510694e-08
1926,3.343841470382358e-08
1927,2.1183527820767267e-08
1928,4.34189573184085e-08
1929,2.0052731031228177e-08
1930,2.941009036305786e-08
1931,4.676196141417677e-08
1932,1.8631212128639163e-08
1933,2.7529589274877253e-08
1934,2.7557634396657704e-08
1935,3.231436807027421e-08
1936,3.15242587589637e-08
1937,2.2664012888640173e-08
1938,2.3337385357535823e-08
1939,2.4470480752825097e-08
1940,2.028626333583361e-08
1941,3.5418032950929046e-08
1942,5.158160121254696e-08
1943,2.6129116648121453e-08
1944,4.4984606262232774e-08
1945,5.2284097051824574e-08
1946,8.909506732379668e-08
1947,4.0530959921625254e-08
1948,2.2830963786191205e-08
1949,3.8286334103077024e-08
1950,3.084254984742074e-08
1951,2.5587365115598004e-08
1952,2.6362009464264702e-08
1953,1.939288907237824e-08
1954,2.34540866728139e-08
1955,2.1586897602787758e-08
1956,2.0930739808022736e-08
1957,1.5903067307476704e-08
1958,3.060729980575161e-08
1959,2.2477168570844697e-08
1960,2.07624992754063e-08
1961,3.47407969059077e-08
1962,2.72704117065814e-08
1963,1.939815952312074e-08
1964,2.4335873760605864e-08
1965,2.134096988015699e-08
1966,8.862519607077957e-09
1967,1.7749208325312793e-08
1968,1.3474247495537384e-08
1969,1.6804504454626112e-08
1970,1.609553734738256e-08
1971,1.6956711590410123e-08
1972,2.667676390899487e-08
1973,1.4885650045926013e-08
1974,1.8564387360697765e-08
1975,7.4249242310031605e-09
1976,1.7140580510499603e-08
1977,1.704266772151186e-08
1978,1.544553818177974e-08
1979,1.580032815695631e-08
1980,2.0466542238750662e-08
1981,2.1506869174459098e-08
1982,1.0552754226011984e-08
1983,1.8314416649900522e-08
1984,1.739702604197646e-08
1985,1.0828004270990732e-08
1986,1.9182353483415682e-08
1987,1.099947066762752e-08
1988,2.278690480750356e-08
1989,1.6464365870660913e-08
1990,1.5801088437683575e-08
1991,9.96449056600568e-09
1992,1.3774860363469088e-08
1993,1.1632335983335906e-08
1994,1.9517228722065738e-08
1995,1.626735190995987e-08
1996,1.4412848692302305e-08
1997,1.6782131240233866e-08
1998,8.582632382569955e-09
1999,1.8737825513426287e-08
2000,1.1045078629479121e-08
2001,1.5334240544007116e-08
2002,1.0514931148009055e-08
2003,1.12506919336397e-08
2004,1.5416770082765652e-08
2005,2.2068373795036678e-08
2006,2.141302779534726e-08
2007,1.5578470069499417e-08
2008,1.3198063086861112e-08
2009,1.4781396551200032e-08
2010,2.5036102968556406e-08
2011,2.4855816960211996e-08
2012,2.1787217363566924e-08
2013,2.147626254611623e-08
2014,2.165445245339015e-08
2015,2.017083566840938e-08
2016,1.822779260862717e-08
2017,2.1382696502314502e-08
2018,1.8070267060465994e-08
2019,1.5561024468979667e-08
