year,tes_DET ans_NOUN,tes_DET dents_NOUN
1850,1.6972489191857676e-08,6.449546319231558e-08
1851,1.3543821397732358e-08,7.610337604546658e-08
1852,2.539112786692499e-08,3.515694646516465e-08
1853,2.9262466672008713e-08,2.38877269076454e-08
1854,2.3380490266067255e-08,3.221311895007517e-08
1855,3.874064091746732e-08,7.270503843415099e-08
1856,2.381507024917795e-08,6.989205658669562e-08
1857,4.7838790040444223e-08,6.297147003841985e-08
1858,2.055343872875426e-08,4.404308517891309e-08
1859,4.328347347204442e-08,4.786643104104371e-08
1860,1.8308735055816427e-08,8.010071894659632e-08
1861,2.9710572058139206e-08,8.771692527886898e-08
1862,3.840288445577933e-08,4.6083460825130373e-08
1863,2.2475794225762513e-08,5.544029146875573e-08
1864,3.0206785961439664e-08,6.472882874142272e-08
1865,1.647395531101381e-08,4.000817677152213e-08
1866,2.7733993990253225e-08,8.27154196803015e-08
1867,2.717574432153924e-08,5.629261323747414e-08
1868,1.0867722721741302e-08,5.63145632348494e-08
1869,2.5882651355502162e-08,5.518376555713189e-08
1870,2.408300403544672e-08,5.217984533345543e-08
1871,2.124235387590545e-08,6.266494700923886e-08
1872,2.297988976884824e-08,6.349706094255225e-08
1873,1.3169209722718733e-08,3.4120224423617174e-08
1874,2.2106053876314036e-08,3.76400364210383e-08
1875,1.4875970677508121e-08,6.236464633602168e-08
1876,1.0882827083946722e-08,4.897271832504657e-08
1877,2.1028373708986692e-08,5.56633430459641e-08
1878,9.662541766708443e-09,5.495570709612707e-08
1879,1.5884245807562536e-08,7.514470201641643e-08
1880,2.1820676820993867e-08,5.3268122579552823e-08
1881,4.183504653809678e-09,4.113779639158821e-08
1882,1.9966154729544883e-08,8.918216121145406e-08
1883,1.7062214974217227e-08,3.8547967706747954e-08
1884,2.9047466654219534e-08,4.7532219049628566e-08
1885,1.5469526104539e-08,6.252266704365184e-08
1886,2.1941776617850905e-08,3.7430090027434915e-08
1887,2.546280519766242e-08,4.700825684267329e-08
1888,1.7119660356001987e-08,5.706553229956057e-08
1889,1.3156787381785051e-08,5.513320178174297e-08
1890,3.015017774332662e-08,4.784701967963656e-08
1891,2.4222036598686714e-08,5.609313546983685e-08
1892,2.3820346362057876e-08,5.578976036701988e-08
1893,1.1085149798084615e-08,5.97366389687437e-08
1894,2.3315696040526745e-08,6.112493156074095e-08
1895,1.745398137131815e-08,3.671354686929362e-08
1896,1.1204355165883584e-08,6.250850659306195e-08
1897,1.9228155068162778e-08,5.0692406272645485e-08
1898,1.4711722506888236e-08,5.941272540610498e-08
1899,8.291367592505594e-09,6.411990938204326e-08
1900,7.267474400052265e-09,4.8276795006074735e-08
1901,2.794369402536745e-09,5.19752711980459e-08
1902,7.856454153909453e-09,6.57978049822816e-08
1903,9.720396931811592e-09,6.264255691945664e-08
1904,1.5048950530172078e-08,7.739460183842084e-08
1905,2.528772019561032e-08,4.541467824026313e-08
1906,1.6461390472954918e-08,5.19562632916859e-08
1907,2.0571373937627868e-08,6.89141010923322e-08
1908,1.1787333775714615e-08,5.5498697637546e-08
1909,1.1552065415365576e-08,7.866406281920035e-08
1910,7.481811059584231e-09,8.016225816476208e-08
1911,1.1172786140711821e-08,6.171634048257602e-08
1912,7.814131564032323e-09,5.782457712655287e-08
1913,1.6969567750990677e-08,6.204498026463057e-08
1914,1.875088229130739e-08,8.303962228950468e-08
1915,1.2958838335741518e-08,4.123266705846618e-08
1916,8.789969863087777e-09,7.251724909451696e-08
1917,9.8697816586224e-09,9.102132314531275e-08
1918,1.2635013924011673e-08,8.499918813242857e-08
1919,2.4861190661695787e-08,6.629650606271298e-08
1920,9.086677632552664e-09,8.48089989347045e-08
1921,2.4232791773215467e-08,8.935841933066513e-08
1922,2.0658220023506146e-08,7.746832242361279e-08
1923,5.095655097875351e-08,1.1040586134214436e-07
1924,3.0939897754933554e-08,1.2375959368426948e-07
1925,3.409435223034052e-08,9.898359909499277e-08
1926,2.7865347029809584e-08,8.471065449100479e-08
1927,1.0034302388994831e-08,1.2487131861860234e-07
1928,1.5996457491951332e-08,7.883968655697515e-08
1929,1.4482528065684619e-08,9.580749749105166e-08
1930,1.575540553577781e-08,7.982738958745017e-08
1931,1.710803587684495e-08,8.89617792765307e-08
1932,1.6439305028370654e-08,7.233294052610972e-08
1933,5.735331320977366e-09,6.423570830804692e-08
1934,9.585264137967897e-09,3.71428985346256e-08
1935,1.196828414151696e-08,7.899067888672562e-08
1936,1.8187071404440758e-08,5.334874320084282e-08
1937,2.7700460591972842e-08,4.2809801703569406e-08
1938,5.963998717106733e-08,8.945997986842258e-08
1939,1.6823456405745674e-08,5.199977248793175e-08
1940,1.0143131667916805e-08,2.789361186472661e-08
1941,8.854507793643052e-09,1.1215709783130023e-07
1942,2.1239482173029955e-08,1.0012899132050279e-07
1943,1.7419411024732767e-08,1.0741970202232665e-07
1944,1.6065930807940276e-08,1.2210107236398926e-07
1945,0.0,1.3288874045613852e-07
1946,3.6194869323935563e-08,1.3503471052445093e-07
1947,9.536696765621855e-09,1.3589793113055748e-07
1948,4.348755133776194e-09,9.023666880381143e-08
1949,2.2579119018928395e-08,9.522498167768845e-08
1950,4.892266147749069e-08,9.997240102421756e-08
1951,1.2793682557799002e-08,8.742349688617423e-08
1952,1.3708244983590134e-08,1.3391900743897622e-07
1953,1.4005975934594517e-08,8.511323468241017e-08
1954,8.795282502305213e-09,1.338837414266436e-07
1955,6.569925492527773e-09,7.883910324579801e-08
1956,1.3953826760726429e-08,1.1773541075399407e-07
1957,8.835037590415595e-09,8.304935761316301e-08
1958,1.3235589513271862e-08,1.01748595326967e-07
1959,1.9376869886400527e-08,8.758344938186724e-08
1960,1.5225833038812198e-08,1.1211750372552842e-07
1961,1.598076693198891e-08,1.0769646507924335e-07
1962,9.512934440181198e-09,1.0147130069526611e-07
1963,1.0992290189193454e-08,1.0798308647252952e-07
1964,9.125952216137989e-09,1.204625710293783e-07
1965,2.3529786119524942e-08,9.138312684342509e-08
1966,2.381802199913352e-08,1.2739872090605786e-07
1967,2.8102913107730387e-08,1.1142558165033734e-07
1968,3.0092486724697665e-08,1.2531050064268356e-07
1969,1.090021850558287e-08,9.946449353037679e-08
1970,1.195668489217816e-08,1.1082927198202697e-07
1971,2.2095109963871096e-08,1.3000145138164498e-07
1972,1.539044047760285e-08,8.567345588517128e-08
1973,1.5988290802404492e-08,1.427919826824109e-07
1974,6.750686232237513e-09,8.550868590972982e-08
1975,1.1994108817248161e-08,9.195483396950976e-08
1976,1.8854638683674096e-08,8.05607287546195e-08
1977,1.1753563289307323e-08,8.991476541098109e-08
1978,1.3069301196821925e-08,1.3663360221016774e-07
1979,5.851973239323627e-09,1.018243329653501e-07
1980,6.253665585376211e-09,9.664756461802426e-08
1981,8.855769562110538e-09,1.1385988862855356e-07
1982,8.690503427999374e-09,9.497478270503734e-08
1983,5.052252838311233e-09,1.0799190608423714e-07
1984,9.278413259927731e-09,9.278413326541113e-08
1985,1.0828004270990732e-08,8.361625436492659e-08
1986,1.3187867686781374e-08,1.0909963688021662e-07
1987,7.332980445085013e-09,9.044008919545377e-08
1988,1.9788627514394364e-08,8.814934115974893e-08
1989,8.232183490441969e-09,1.0537194494730784e-07
1990,1.6345952147389653e-08,1.1115247922077742e-07
1991,9.37834432335194e-09,7.502675813952919e-08
1992,1.2121877335236064e-08,1.0083197654608966e-07
1993,6.64704896680135e-09,1.0302925623761894e-07
1994,8.43988251508776e-09,1.1921333786801824e-07
1995,5.964695848348356e-09,1.051955438313712e-07
1996,9.074756945892659e-09,7.259805290260601e-08
1997,1.054876808126437e-08,1.1315951109480693e-07
1998,1.382757464085671e-08,9.870027728453579e-08
1999,1.1882523409667556e-08,8.774786497411924e-08
2000,9.277866475088103e-09,1.1575242808703479e-07
2001,1.1829271423513532e-08,1.0076787093638018e-07
2002,1.1391176002462089e-08,8.937691564625538e-08
2003,5.0003075569016175e-09,8.208837964929216e-08
2004,1.5416770082765652e-08,8.809582663360516e-08
2005,1.170974872621855e-08,7.971637039361212e-08
2006,1.1118302722934459e-08,9.965293923386298e-08
2007,1.1583990655594789e-08,9.826419367087169e-08
2008,1.404955063399882e-08,1.1537661404048549e-07
2009,9.53638501499654e-09,1.0680751394431809e-07
2010,7.558068837454357e-09,1.4549282800757624e-07
2011,5.7359579308524644e-09,1.5066449332579168e-07
2012,8.851057275993668e-09,2.073189886431237e-07
2013,6.4149877077035455e-09,2.136469809954633e-07
2014,8.012147389990787e-09,2.42746409639949e-07
2015,7.093041445860315e-09,2.365085975952752e-07
2016,9.11389658186934e-09,2.2805453347984894e-07
2017,2.7671724911471074e-09,2.3219092426529642e-07
2018,8.26069346260283e-09,2.9351277319733526e-07
2019,9.693753078021672e-09,2.4055814940027176e-07
