year,fus_VERB en_ADP,fus_VERB dans_ADP
1963,1.0151703833116699e-07,7.047997740983192e-08
1964,1.1437860791829735e-07,7.17908292813263e-08
1965,1.3297065493134141e-07,5.417322768153099e-08
1966,1.1742838523787213e-07,5.3729024784843205e-08
1967,1.2325838838478376e-07,7.247593458714618e-08
1968,1.1273453992544091e-07,8.264205320074325e-08
1969,7.403065183098079e-08,5.04135115875215e-08
1970,9.79528422817566e-08,5.840380623567398e-08
1971,1.0533715055771609e-07,5.70362104213018e-08
1972,9.593374983296599e-08,6.361381821307077e-08
1973,8.159541664554126e-08,6.836372534735347e-08
1974,6.975708544132431e-08,3.09406438248061e-08
1975,7.424924319821002e-08,3.3126585918807905e-08
1976,9.255913369088375e-08,3.485251554025126e-08
1977,9.285315627494128e-08,4.172515133404886e-08
1978,8.435639387016636e-08,1.0574252939932194e-07
1979,1.1235788832664184e-07,5.734933949952392e-08
1980,8.186616895500265e-08,5.571447658780926e-08
1981,1.0437156561238226e-07,4.427884547908434e-08
1982,8.193902800712749e-08,4.96600165433847e-08
1983,8.33621740525814e-08,4.483874249672226e-08
1984,1.0612185263880747e-07,4.755186822080759e-08
1985,8.000692020004863e-08,6.436646771135202e-08
1986,7.49310657965907e-08,4.1961399688261736e-08
1987,8.49403534175508e-08,4.6442206524943686e-08
1988,9.114761923001424e-08,4.9771397669928774e-08
1989,8.012658270217798e-08,5.1039535264862934e-08
1990,8.663354833515768e-08,4.849299273246288e-08
1991,7.795748757644105e-08,4.396098773895574e-08
1992,8.650612670635383e-08,6.171137556520989e-08
1993,8.419595332043173e-08,4.874502579355067e-08
1994,8.59813056308667e-08,5.485923537662529e-08
1995,9.218166496793856e-08,5.368226396740283e-08
1996,8.540947504798169e-08,5.071187558769452e-08
1997,1.4240836776480137e-07,4.890792482115103e-08
1998,6.961468557165063e-08,5.054216956068558e-08
1999,8.546275864773634e-08,4.707307255102933e-08
2000,1.1000898325619346e-07,5.036556061099873e-08
2001,7.623308562187958e-08,5.695575211461801e-08
2002,9.24437770777331e-08,4.5126579806265e-08
2003,9.958945668131491e-08,5.375330403012413e-08
2004,9.866732142427281e-08,4.448839163728735e-08
2005,9.007499102153815e-08,6.260211904418611e-08
2006,1.0624155777350097e-07,5.270899094966808e-08
2007,1.0665259964071083e-07,4.1942033845998594e-08
2008,9.281218638079736e-08,3.746546894944913e-08
2009,1.0680751216796125e-07,6.389377915638761e-08
2010,1.1478817185661683e-07,5.432362115698197e-08
2011,1.22367097787901e-07,6.42427266939194e-08
2012,1.4365946299221832e-07,1.0757438673181241e-07
2013,1.8408225344046514e-07,1.1017043988204023e-07
2014,1.6608964870101772e-07,8.445235977205812e-08
2015,1.5870679703766655e-07,1.1393197496545326e-07
2016,1.9947005114318017e-07,1.2987301545308583e-07
2017,1.240196354501677e-07,1.06661921961404e-07
2018,1.7218383163708495e-07,1.1668229404904196e-07
2019,1.4719199725732324e-07,9.948852408570019e-08
