year,les_DET hivers_NOUN,les_DET divers_ADJ
1846,8.19630209036859e-07,2.682005640508578e-05
1847,7.863319879675146e-07,2.6143652462451428e-05
1848,7.562508237413113e-07,2.7216180910727417e-05
1849,8.580520649559276e-07,2.6771392981572717e-05
1850,7.406794395592442e-07,2.5959084382520814e-05
1851,8.751888103120109e-07,2.7753870540436765e-05
1852,8.164224141182785e-07,2.7385306907490303e-05
1853,1.0325470185534869e-06,2.8198864924888767e-05
1854,8.806651266013432e-07,2.5608390046727436e-05
1855,9.011179358253685e-07,2.495109572464571e-05
1856,9.293054432646386e-07,2.5983277851082676e-05
1857,8.479181445864015e-07,2.527840581478813e-05
1858,1.1343541501673826e-06,2.4377358045057917e-05
1859,7.332729694553564e-07,2.4594177943981776e-05
1860,7.07632615615239e-07,2.4367554829041183e-05
1861,8.172765078029443e-07,2.5117693553511344e-05
1862,8.760375145300259e-07,2.4500135850757943e-05
1863,8.795527435268014e-07,2.4483132506247784e-05
1864,8.208574371337818e-07,2.5495486511317722e-05
1865,7.690983565566967e-07,2.538495357384818e-05
1866,7.716862100437538e-07,2.5082234969886485e-05
1867,9.424159692628109e-07,2.597855632302526e-05
1868,8.679358671770387e-07,2.776258600079018e-05
1869,7.584105361502225e-07,2.590316285022709e-05
1870,9.633201862868646e-07,2.687089897790429e-05
1871,9.516574905887865e-07,2.6358574814366875e-05
1872,8.296949545183452e-07,2.7543816486286232e-05
1873,9.433942764758285e-07,2.745540734849783e-05
1874,8.914116591540733e-07,2.8350714728730964e-05
1875,8.799708695050867e-07,2.55065680221378e-05
1876,8.929964039339211e-07,2.6447083314451447e-05
1877,1.0260609997203574e-06,2.7704264766725828e-05
1878,8.249395051507236e-07,2.6153481599067163e-05
1879,9.310611517321377e-07,2.4905885425141605e-05
1880,1.1751076982591258e-06,2.6329213824283215e-05
1881,9.398940079563545e-07,2.6280775728082517e-05
1882,8.439028107432023e-07,2.6719373977357463e-05
1883,8.69541025849685e-07,2.5765209556993796e-05
1884,8.16629942335112e-07,2.664774899585609e-05
1885,7.676751891949607e-07,2.7045242404710734e-05
1886,9.273627341599422e-07,2.7015489763471123e-05
1887,7.821651806239061e-07,2.5740938667695445e-05
1888,7.06344501111289e-07,2.632813470881956e-05
1889,7.95045867363342e-07,2.7183174893252726e-05
1890,8.081558391381805e-07,2.8040976872034662e-05
1891,1.1033774924840145e-06,2.8018520652040024e-05
1892,8.525176582452332e-07,2.7852253992932674e-05
1893,8.196852299136026e-07,2.8382294658513274e-05
1894,8.85996442434589e-07,2.682250180896517e-05
1895,9.316815265947298e-07,2.7881833602805273e-05
1896,8.014062586880755e-07,2.8293354489505873e-05
1897,7.563074042593598e-07,2.8019499268339132e-05
1898,7.757604443270338e-07,2.802922654154827e-05
1899,9.009953032546036e-07,2.7646735588859883e-05
1900,8.056514673171478e-07,2.9510618560379953e-05
1901,6.723252710116867e-07,2.9111740332155023e-05
1902,5.970905121444048e-07,3.1023173505673185e-05
1903,6.642271124235322e-07,2.9878878422096022e-05
1904,6.030329622319641e-07,2.8380708954500733e-05
1905,6.626414617016962e-07,2.893121541092114e-05
1906,6.106147161233366e-07,2.8553825131893973e-05
1907,6.469697098054894e-07,2.8795295065719984e-05
1908,6.595995785119158e-07,2.8764040962414583e-05
1909,7.063262685846894e-07,2.8382325581333134e-05
1910,6.669500152156616e-07,2.8809248078687233e-05
1911,7.432562867393244e-07,2.9220559326859075e-05
1912,6.371122083237424e-07,2.888624135266582e-05
1913,6.81434165983319e-07,2.9115003599144984e-05
1914,6.730227362083951e-07,2.7709115556717734e-05
1915,5.030385281656891e-07,2.620159239086206e-05
1916,5.60360547297023e-07,2.5401913717360003e-05
1917,7.150108771725172e-07,2.6285421881766524e-05
1918,6.133725101165055e-07,2.664379803718475e-05
1919,5.414214996335431e-07,2.6448624225849926e-05
1920,5.474723430154427e-07,2.7342570774635533e-05
1921,5.459950926933743e-07,2.773140022327425e-05
1922,5.776923721612093e-07,2.8135756565461634e-05
1923,4.809024609642165e-07,2.5408209694433026e-05
1924,6.574728672603669e-07,2.5863176233542617e-05
1925,6.664896048391711e-07,2.5765431587387866e-05
1926,6.041206930262888e-07,2.5949325163310277e-05
1927,5.920238663748023e-07,2.4489272277605778e-05
1928,7.598317566248625e-07,2.7441923975857208e-05
1929,6.116083319795962e-07,2.6020646487268095e-05
1930,6.354680266440482e-07,2.8342923542368226e-05
1931,5.314896327490715e-07,2.8965043156858883e-05
1932,5.457849070467091e-07,2.7304589366394794e-05
1933,5.620624321522882e-07,2.6712877570389537e-05
1934,6.194476895871048e-07,2.7710999120245106e-05
1935,5.672966381098377e-07,2.777719009827706e-05
1936,5.456121598967911e-07,2.815722382365493e-05
1937,6.509608283522539e-07,2.7420937612987473e-05
1938,5.224981443063825e-07,2.8777589704986895e-05
1939,5.16938897021646e-07,2.78015254480124e-05
1940,5.933732012408655e-07,2.6433000357428682e-05
1941,5.519309596024868e-07,2.3992764681679546e-05
1942,7.828266319620525e-07,2.4613526420580456e-05
1943,7.519379394693715e-07,2.5133306735369842e-05
1944,6.71555902442833e-07,2.5120689542745822e-05
1945,4.2916528997238856e-07,2.235145109352743e-05
1946,5.150808632947701e-07,2.319952034213202e-05
1947,6.020039862164595e-07,2.3201590806820604e-05
1948,5.055427934053114e-07,2.4993383703986183e-05
1949,6.214166035078961e-07,2.5398563366252347e-05
1950,4.966713689213975e-07,2.564292071838281e-05
1951,5.384007977227157e-07,2.520675275263784e-05
1952,4.745161739094783e-07,2.6307176540285582e-05
1953,4.977508254455643e-07,2.6921640028376714e-05
1954,5.31625950372927e-07,2.5671474759292323e-05
1955,4.7021895710486206e-07,2.526793377910508e-05
1956,5.049541087487341e-07,2.617825157358311e-05
1957,5.504228397512634e-07,2.6602298248690204e-05
1958,5.608580906368843e-07,2.689471875783056e-05
1959,4.689202484087218e-07,2.5708455950734788e-05
1960,4.5123833558591286e-07,2.61559048340132e-05
1961,4.057725107031729e-07,2.468055720328266e-05
1962,4.0208002261010733e-07,2.445838822495716e-05
1963,5.056453673546457e-07,2.5675405140646035e-05
1964,4.769831178919048e-07,2.4315795599250123e-05
1965,4.809925968629614e-07,2.4201754172281653e-05
1966,4.652822838124848e-07,2.4816716631903546e-05
1967,4.7528434521382223e-07,2.3077421019479516e-05
1968,4.3836218210913103e-07,2.2937659878152772e-05
1969,4.0239973841948995e-07,2.493742920250952e-05
1970,3.63759138366504e-07,2.3688951728217944e-05
1971,3.745891881123953e-07,2.290029635787505e-05
1972,3.7963087962111786e-07,2.181287084113137e-05
1973,3.6938464731406384e-07,2.1367523345361406e-05
1974,3.437224407321082e-07,2.1760273739346303e-05
1975,3.626789855104562e-07,2.090573002533347e-05
1976,3.4166891893505635e-07,2.0573268329826533e-05
1977,4.31943451673078e-07,2.0085077153453312e-05
1978,3.932671432949064e-07,1.9147120610796264e-05
1979,3.6867432129383815e-07,1.918979114634567e-05
1980,3.632811278464487e-07,1.885196002149314e-05
1981,3.352541320111868e-07,1.849970215062058e-05
1982,3.463786129032087e-07,1.911041692892468e-05
1983,3.132396884097943e-07,1.846787813519768e-05
1984,3.299635693565506e-07,1.7528663875054917e-05
1985,3.0919968097009587e-07,1.7033654103215667e-05
1986,3.4408346394343425e-07,1.6162931387952995e-05
1987,4.1370229553194804e-07,1.6651365172037913e-05
1988,3.843790850055484e-07,1.6443749927930185e-05
1989,3.7374111272470145e-07,1.5216916381177725e-05
1990,4.3916126912790787e-07,1.550522631532658e-05
1991,3.5168791256978693e-07,1.5237464708661719e-05
1992,3.6751328025275143e-07,1.501019016814098e-05
1993,4.4922971653704735e-07,1.3856327200301166e-05
1994,3.2757294121665836e-07,1.4106208595876524e-05
1995,3.204668530543131e-07,1.40511972404056e-05
1996,3.2135314853576347e-07,1.3619608012049866e-05
1997,2.8625519732372595e-07,1.2961558468305157e-05
1998,3.44735742174862e-07,1.3324537121661706e-05
1999,3.285974514710688e-07,1.32243342250149e-05
2000,2.9689170588653724e-07,1.2834381323045818e-05
2001,3.412963884841247e-07,1.2461042217637441e-05
2002,3.2902974211879155e-07,1.217366167338696e-05
2003,3.1793621602105304e-07,1.215116361663604e-05
2004,3.290378955966844e-07,1.1879281146320864e-05
2005,3.188654815744485e-07,1.1206230112748017e-05
2006,3.0884175572509776e-07,1.12418391609026e-05
2007,3.8906230770408e-07,1.0177933916111215e-05
2008,4.4234796803266363e-07,9.984547773456143e-06
2009,5.006602137314076e-07,9.58263689199157e-06
2010,5.177277131451774e-07,8.11358694363662e-06
2011,5.858325167196199e-07,8.169151385573059e-06
2012,5.947229624325701e-07,6.704675854507514e-06
2013,5.081785801053229e-07,6.850091040178086e-06
2014,5.883514688775904e-07,6.299496476458444e-06
2015,6.175379070327836e-07,6.503210670416593e-06
2016,6.518507049690925e-07,7.146744735564425e-06
2017,5.428689178188506e-07,5.397495698389321e-06
2018,5.671482483649015e-07,5.253801049320828e-06
2019,5.482072680251804e-07,5.719569657003376e-06
