year,des_DET années_NOUN,des_DET damnés_NOUN
1838,4.499309216754455e-06,4.481634974240478e-08
1839,4.833906082524209e-06,1.957613093850341e-08
1840,5.101483498748394e-06,9.17235141173478e-08
1841,4.599680984540555e-06,6.677370256724657e-08
1842,4.664256643138742e-06,6.104521199645774e-08
1843,5.135468288841594e-06,8.91943585656918e-08
1844,5.3595800686423445e-06,9.769639319756607e-08
1845,5.351996840374795e-06,5.8034370198356555e-08
1846,5.17713544567755e-06,9.601382089385879e-08
1847,4.6942620528511725e-06,2.3730184040005042e-08
1848,6.013803353965841e-06,5.470750608083108e-08
1849,5.981226230744596e-06,3.603148357456121e-08
1850,4.801856968938978e-06,7.87523504186538e-08
1851,5.301438882554521e-06,9.287191948814666e-08
1852,5.66677872626542e-06,6.705861466116403e-08
1853,5.871005981816779e-06,6.569125332589465e-08
1854,5.4684369885649176e-06,1.220981160621193e-07
1855,5.459246096961579e-06,1.0401597094755743e-07
1856,6.192953900807652e-06,1.1803991473158248e-07
1857,6.631041816973493e-06,1.0202354255861579e-07
1858,6.410715620575047e-06,5.823474369393011e-08
1859,6.671256521428859e-06,1.0235268477210013e-07
1860,6.890035095352687e-06,7.186178602180959e-08
1861,6.412295817881386e-06,7.969978832456093e-08
1862,6.692041214506617e-06,9.532951161794756e-08
1863,6.591401078281933e-06,8.590748024062123e-08
1864,6.522268435560363e-06,7.671565072087105e-08
1865,6.938829862690454e-06,6.307171673824996e-08
1866,7.178725077494619e-06,1.0315099113755721e-07
1867,6.707555861851233e-06,6.211598524430428e-08
1868,7.0511764320713155e-06,7.113418831750096e-08
1869,6.892599103025532e-06,5.909058131692291e-08
1870,7.200245001115491e-06,9.747883078503605e-08
1871,7.347730630158367e-06,3.292564798584863e-08
1872,7.565826354749561e-06,8.103434367967566e-08
1873,7.2544389126960596e-06,6.165584698347715e-08
1874,7.4348034111437755e-06,6.631815807622843e-08
1875,7.0826784117627994e-06,5.2065897815367634e-08
1876,7.26610043244591e-06,3.9903696347209916e-08
1877,7.202218149870987e-06,6.184816214727107e-08
1878,6.944347962445363e-06,6.582606787430834e-08
1879,7.293923371065603e-06,7.209003882735487e-08
1880,7.168092334808307e-06,5.455169471701993e-08
1881,7.498234509739632e-06,5.299105865219644e-08
1882,7.63039901130469e-06,5.124646662579835e-08
1883,7.854938591123073e-06,5.6242115520355185e-08
1884,8.821847615081424e-06,6.337629088193353e-08
1885,7.508520937449248e-06,5.092052118849111e-08
1886,7.887423336683241e-06,5.420909587883216e-08
1887,7.837320900705436e-06,3.264462400398571e-08
1888,7.700676690092223e-06,6.467426927336817e-08
1889,8.038170435042957e-06,4.0723389105323804e-08
1890,8.304408090964444e-06,4.7191583973926754e-08
1891,7.89447128113352e-06,4.84440718651058e-08
1892,8.154707316521126e-06,6.01777179198848e-08
1893,8.040429072764255e-06,5.049901474762919e-08
1894,7.775469782700384e-06,4.726154601009114e-08
1895,8.5650905532475e-06,6.199172886134363e-08
1896,8.400318215251446e-06,5.77908821908224e-08
1897,8.505254108115423e-06,5.360576338375722e-08
1898,8.296845898314587e-06,4.5266837389590364e-08
1899,8.383125376099088e-06,3.6482017407024614e-08
1900,8.763016410284763e-06,3.8932898682730865e-08
1901,8.854238920719126e-06,4.135666742399735e-08
1902,7.6207603783018385e-06,4.517461049680094e-08
1903,8.684634195788021e-06,3.6721496732283754e-08
1904,8.361841771886702e-06,5.320879115089383e-08
1905,8.570988654810208e-06,4.747898396662009e-08
1906,9.089259741301703e-06,6.070137636982054e-08
1907,8.718662144246991e-06,5.965698163246103e-08
1908,9.789872237320196e-06,6.826831100426034e-08
1909,9.099176708105006e-06,4.400786934866119e-08
1910,9.214919174382885e-06,4.328762204242054e-08
1911,8.952061904210495e-06,3.1922244847493175e-08
1912,9.375395123356611e-06,5.46989228356054e-08
1913,9.726213846761311e-06,5.090870225377131e-08
1914,9.866312936424038e-06,5.156492682845126e-08
1915,1.0291673518736388e-05,2.4739600590351074e-08
1916,1.0841328510480253e-05,6.812226516217379e-08
1917,1.1071702530784933e-05,5.15421945124217e-08
1918,1.1226784522477828e-05,5.054005569604669e-08
1919,1.2154359524174652e-05,6.445493627715848e-08
1920,1.064125741834232e-05,4.921950580438761e-08
1921,1.0488255568930072e-05,7.19410975236201e-08
1922,1.080867554037468e-05,8.189508543532398e-08
1923,1.0175386037758472e-05,6.900366145146108e-08
1924,9.935575349118153e-06,5.4144823180557466e-08
1925,1.0129322134844188e-05,6.048997946983548e-08
1926,1.0742648541395283e-05,7.244990030130793e-08
1927,1.1266291522815663e-05,1.0257286930936971e-07
1928,1.1261506386972542e-05,6.512843575556815e-08
1929,1.1002264926673888e-05,4.3447585085232276e-08
1930,1.0754639220067475e-05,6.407198238633782e-08
1931,1.0848775374938668e-05,3.4216069089154644e-08
1932,1.0973783574286244e-05,5.479768483418468e-08
1933,1.1082953534469198e-05,6.079450964868727e-08
1934,1.140047390890686e-05,4.4331844861744685e-08
1935,1.112930769409104e-05,7.540018831520001e-08
1936,1.1262647163334805e-05,6.668593321990102e-08
1937,1.1349633496138267e-05,3.399602022113868e-08
1938,1.1658320630658636e-05,4.667477193631697e-08
1939,1.1540890596961617e-05,6.882322622914216e-08
1940,1.0515892043372332e-05,4.057252667166722e-08
1941,1.2136578988020119e-05,6.493305537702554e-08
1942,1.1930520344094475e-05,8.192371581117186e-08
1943,1.26406861227224e-05,2.6129116648121453e-08
1944,1.2569984050969651e-05,8.032965581605822e-08
1945,1.4140670032247726e-05,5.446259976338297e-08
1946,1.31150720505957e-05,9.466350725517714e-08
1947,1.2752948094885141e-05,1.2278497374396125e-07
1948,1.2222176366094573e-05,5.979538242328886e-08
1949,1.2968267697033298e-05,5.8902048238884674e-08
1950,1.202327601390607e-05,8.082874392023598e-08
1951,1.2061243779726283e-05,5.757156806840413e-08
1952,1.1745857364076073e-05,6.959570475473242e-08
1953,1.269695565042639e-05,6.24881982824732e-08
1954,1.3920977494308318e-05,6.547599351591771e-08
1955,1.3366982528850713e-05,6.663781704219218e-08
1956,1.2869788207581223e-05,6.88970183126969e-08
1957,1.2217089988553198e-05,6.184526313290917e-08
1958,1.2750009034334653e-05,5.542403114233707e-08
1959,1.2975526544778404e-05,5.735553543217975e-08
1960,1.286790518406633e-05,6.090333215524879e-08
1961,1.316467768219809e-05,7.712456512320998e-08
1962,1.3467144270862264e-05,5.961439342172525e-08
1963,1.2771101950193042e-05,6.595373958084849e-08
1964,1.2325511704602832e-05,8.09167821635981e-08
1965,1.2485561740049889e-05,6.949495190422539e-08
1966,1.329987236431407e-05,6.868453028552324e-08
1967,1.2370704666864185e-05,6.705256233585644e-08
1968,1.3257760969054289e-05,6.782037853536593e-08
1969,1.2599289959780435e-05,5.768032534936296e-08
1970,1.2820785258327305e-05,7.863819809217354e-08
1971,1.3032517131250643e-05,7.193756468293344e-08
1972,1.3134715430851429e-05,6.002271957239458e-08
1973,1.3194198857036099e-05,6.560712745296016e-08
1974,1.3660575859830715e-05,7.707033278236963e-08
1975,1.3483091066746056e-05,6.396857754609186e-08
1976,1.4368948825449479e-05,7.484720015993318e-08
1977,1.4740144195002358e-05,5.7592461022437647e-08
1978,1.485979552739991e-05,5.940591518704963e-08
1979,1.5303495075613682e-05,6.67124966380328e-08
1980,1.5960491481337158e-05,7.674953755865133e-08
1981,1.6486280344452098e-05,7.843681104624523e-08
1982,1.7090494708327242e-05,8.504278392607034e-08
1983,1.8001807944756365e-05,5.4943251170946894e-08
1984,1.8036656229014625e-05,7.422730796680099e-08
1985,1.782590277343843e-05,7.880380925584518e-08
1986,1.8452825031545217e-05,7.672941448877424e-08
1987,1.8883647101120005e-05,9.044008875136456e-08
1988,1.961652691306881e-05,4.0776565901623485e-08
1989,1.9513566712703323e-05,5.817409354236247e-08
1990,2.097022314728747e-05,6.211462211247465e-08
1991,2.045123841298846e-05,6.330382523733746e-08
1992,2.082593562136026e-05,6.446634670531637e-08
1993,2.079750822758797e-05,9.472044465441698e-08
1994,2.1759600429049897e-05,6.118914769315253e-08
1995,2.148862961348641e-05,7.157634818177883e-08
1996,2.2431197237438028e-05,8.38080460585644e-08
1997,2.3124816777908563e-05,7.336188678763733e-08
1998,2.322078933048033e-05,6.866106028180496e-08
1999,2.3370638189135207e-05,7.266619495016613e-08
2000,2.4384883147376968e-05,7.599013929215914e-08
2001,2.425132151984144e-05,8.017617741939986e-08
2002,2.4464302896376466e-05,8.192883993451971e-08
2003,2.590534285218382e-05,8.208838209178282e-08
2004,2.6725629709289933e-05,6.651234463195266e-08
2005,2.6421697896239493e-05,7.070886598459225e-08
2006,2.8025534845710354e-05,6.670981383960495e-08
2007,2.9088998189763515e-05,6.311277633841428e-08
2008,3.0113721777524916e-05,8.174284471529347e-08
2009,3.0785835633651004e-05,7.247652944464278e-08
2010,3.346760161093698e-05,6.943975955353565e-08
2011,3.332438723191444e-05,8.680416252460077e-08
2012,3.581409976050054e-05,8.238291226980721e-08
2013,3.559955609944154e-05,9.92928514964575e-08
2014,3.6821445746682e-05,1.0957152851709395e-07
2015,3.4772525282278366e-05,8.82197036533583e-08
2016,3.3703602525747556e-05,9.341743689716964e-08
2017,3.730928312961623e-05,9.911508824789195e-08
2018,3.874884851029492e-05,1.0480754530917125e-07
2019,3.68696801160695e-05,9.004986911698154e-08
