year,vous_PRON irez_VERB,vous_PRON direz_VERB
1858,1.0413742330683817e-06,1.3795273048344825e-06
1859,9.028423164636479e-07,1.2200847265830816e-06
1860,1.2706262850770145e-06,1.3086169019516092e-06
1861,1.2087014908956917e-06,1.5548532701359363e-06
1862,1.124526761486777e-06,1.535663557206135e-06
1863,1.09631926648035e-06,1.2346702362719952e-06
1864,1.2130661843912094e-06,1.3669769032276236e-06
1865,1.0919878832282848e-06,1.182830004609059e-06
1866,8.694850208712523e-07,1.2704115590622678e-06
1867,1.2952153838341474e-06,1.1321608894832025e-06
1868,1.108013719886003e-06,1.0640488881108467e-06
1869,1.2067175987340306e-06,1.3078064284854918e-06
1870,8.813233023374778e-07,1.067679903599128e-06
1871,7.572899534125099e-07,9.293530069953704e-07
1872,8.429990856484437e-07,1.1532275721037877e-06
1873,7.446589762594158e-07,9.88289315273505e-07
1874,8.866320229117264e-07,9.218821901413321e-07
1875,1.0481837762199575e-06,1.1614699815254426e-06
1876,9.927556448019459e-07,1.1819959127024049e-06
1877,8.714405623777566e-07,1.0328642758850037e-06
1878,6.926834998921549e-07,9.475330102759472e-07
1879,9.603859183471286e-07,1.0801286975947733e-06
1880,9.447069970747179e-07,9.479158791236841e-07
1881,9.280407482492592e-07,1.0047383227629325e-06
1882,8.239366593443265e-07,1.044895469703988e-06
1883,7.374668484771973e-07,1.0376354282470857e-06
1884,7.671171999845683e-07,8.879282233920094e-07
1885,7.057971203039415e-07,8.534021844752715e-07
1886,6.789043851540555e-07,8.312061368087598e-07
1887,8.618180658004349e-07,8.507188908879471e-07
1888,6.289889569188745e-07,7.329750530971069e-07
1889,6.697431444990798e-07,8.620828282346338e-07
1890,6.108688239692128e-07,8.383060219330218e-07
1891,6.163870693853823e-07,8.305608787395613e-07
1892,6.563132473047517e-07,7.522214957589313e-07
1893,5.930555033728524e-07,7.642595107881789e-07
1894,6.648123900276914e-07,7.44841941013874e-07
1895,6.734829867127701e-07,7.246411826145049e-07
1896,5.643456830739524e-07,8.338399197782564e-07
1897,6.904655833750439e-07,8.204012829082785e-07
1898,6.116681561252335e-07,7.005043300978286e-07
1899,6.870779856171794e-07,7.572782294573699e-07
1900,6.821043569971152e-07,7.677567452901712e-07
1901,5.756401009193723e-07,5.918474528243678e-07
1902,4.831719309095206e-07,5.887430347684131e-07
1903,5.362418846743822e-07,6.80427746146961e-07
1904,5.245634113748565e-07,6.895644162341341e-07
1905,6.373537217996272e-07,7.256027174662449e-07
1906,6.723449246237578e-07,8.081513840352272e-07
1907,6.582839660040918e-07,7.405694475437485e-07
1908,6.571438717628553e-07,7.524248246681964e-07
1909,6.722202101627772e-07,7.69587614968259e-07
1910,6.642779482035621e-07,7.749018493541371e-07
1911,5.905615267920439e-07,6.842001312179491e-07
1912,6.475310669884493e-07,7.88706387311322e-07
1913,6.151468170401131e-07,7.726455919510045e-07
1914,6.321726004898665e-07,7.172212406203471e-07
1915,5.701888881048944e-07,5.348466061150248e-07
1916,5.713480106805946e-07,6.691364546895784e-07
1917,5.285816655486997e-07,6.755317372153513e-07
1918,4.893196177135906e-07,6.283047753186111e-07
1919,6.279752682303297e-07,6.767768354620785e-07
1920,6.03506862262293e-07,6.996741888087854e-07
1921,6.997218520155002e-07,6.754890762294963e-07
1922,6.802456624654951e-07,7.289400514309818e-07
1923,6.804822731965032e-07,8.046888808621588e-07
1924,7.54159998450632e-07,7.95413228615871e-07
1925,7.324786537310501e-07,7.621737267982098e-07
1926,6.999775052918267e-07,7.077797761212423e-07
1927,7.43653274071221e-07,8.584903241626307e-07
1928,6.935606933211602e-07,6.375730947638658e-07
1929,7.452931924945005e-07,7.998811781817494e-07
1930,6.69079540216444e-07,5.797989217626309e-07
1931,5.965001435015438e-07,5.6912728041425e-07
1932,5.348253750980803e-07,6.159259555715835e-07
1933,5.655036403595659e-07,5.999156371672143e-07
1934,6.242403145506614e-07,5.858992722096446e-07
1935,5.804617870808215e-07,5.972173937607295e-07
1936,4.898384702300973e-07,5.831987550664053e-07
1937,5.502318600747458e-07,5.464545154154621e-07
1938,5.36759884539606e-07,4.887885864945929e-07
1939,4.924684162688209e-07,5.505858382548467e-07
1940,5.451933304811973e-07,5.09692355876723e-07
1941,6.227670610314817e-07,6.877000942040468e-07
1942,6.25047633207032e-07,5.795344293346716e-07
1943,6.880667200448443e-07,5.777437905862826e-07
1944,7.454591752775741e-07,6.490635939826461e-07
1945,7.45048367889467e-07,6.295876744388806e-07
1946,7.628765104072954e-07,6.125285665348201e-07
1947,8.010825069959537e-07,7.367098362465185e-07
1948,7.110214568228912e-07,6.794930129672139e-07
1949,6.557761480507907e-07,5.104844262859842e-07
1950,6.99806790294133e-07,5.934531657203479e-07
1951,6.5461006215628e-07,5.906416618017829e-07
1952,6.69595038971238e-07,5.968358891550452e-07
1953,6.690546570098377e-07,5.473104351949587e-07
1954,6.684415012614409e-07,5.931929365488031e-07
1955,6.006789163848225e-07,4.899287233683935e-07
1956,6.933307616918682e-07,6.000145447160321e-07
1957,6.343557004129252e-07,5.76044442368584e-07
1958,6.90732335328903e-07,5.492769616921578e-07
1959,5.859565277432921e-07,6.580384876997414e-07
1960,7.58523327704097e-07,5.232149931089225e-07
1961,7.135759716447865e-07,5.634957034317267e-07
1962,7.293249666417978e-07,7.083965272158821e-07
1963,6.563044081531189e-07,5.353892049697606e-07
1964,7.361601603861345e-07,7.051319244055776e-07
1965,6.353042323326008e-07,5.690925064527619e-07
1966,6.945999757590471e-07,5.876958084627404e-07
1967,6.61157983472549e-07,7.444806726653042e-07
1968,6.126291225427849e-07,6.51704453957791e-07
1969,5.913368710253053e-07,5.14126995199149e-07
1970,6.272661181583317e-07,6.079514491830196e-07
1971,6.248291271049311e-07,5.991371381242061e-07
1972,5.140407068893182e-07,4.668433746246592e-07
1973,5.292675808732383e-07,3.9529672335447685e-07
1974,4.292311288622841e-07,3.718502767924292e-07
1975,4.963276154512641e-07,4.4835118728769885e-07
1976,4.410842677771143e-07,4.0451770644267526e-07
1977,4.04910267093328e-07,3.6083440591028193e-07
1978,4.6633642369897643e-07,4.336631747037245e-07
1979,5.161440554957153e-07,5.196552308461833e-07
1980,4.622027631739911e-07,3.8943281310821476e-07
1981,5.218578280619113e-07,4.5923489722099475e-07
1982,4.593551778953042e-07,4.413534213654202e-07
1983,4.313360761898366e-07,3.877604086710562e-07
1984,4.1752862500743504e-07,3.688169414317599e-07
1985,4.3432328311610036e-07,3.3145725808481075e-07
1986,4.801582775826319e-07,4.3759743562077347e-07
1987,4.503671888755889e-07,4.002585143325632e-07
1988,4.659322172528846e-07,3.7118668672064814e-07
1989,4.2148778334194503e-07,3.95693604104963e-07
1990,4.0592449579435197e-07,3.3836123236596904e-07
1991,4.48402076358434e-07,3.5286019794966705e-07
1992,4.1655178506516677e-07,3.48228468283196e-07
1993,4.763718379763304e-07,4.087935110419494e-07
1994,5.116678920558115e-07,3.787397275800686e-07
1995,4.202399352948305e-07,3.231780709711529e-07
1996,3.987554961781825e-07,3.368336223275037e-07
1997,3.730427948767101e-07,3.0687323970823854e-07
1998,3.661923173581272e-07,3.194646609472329e-07
1999,3.8755306519533406e-07,3.774986225835164e-07
2000,4.276654479440367e-07,3.158892454280249e-07
2001,3.921184656974219e-07,3.040560940803516e-07
2002,3.9956739072977143e-07,3.2946785921694755e-07
2003,4.1335874811920803e-07,3.1460268701266614e-07
2004,4.4003863308716973e-07,3.470975542541055e-07
2005,4.521764651599369e-07,3.909254644440807e-07
2006,4.87969955997869e-07,4.0190606398482487e-07
2007,5.839928860496002e-07,4.134286228918427e-07
2008,6.454278747014541e-07,4.014765693227673e-07
2009,6.317855110182791e-07,4.2103141595362104e-07
2010,7.992657771183076e-07,4.5490125444302976e-07
2011,1.1116286486867466e-06,5.552407458253583e-07
2012,1.3804244645143626e-06,1.0379566788287775e-06
2013,1.333201709030618e-06,9.580644189099985e-07
2014,1.3616319165521418e-06,8.391100152493891e-07
2015,1.5050547403916426e-06,9.555656674820057e-07
2016,1.5232634211770346e-06,9.101468094740994e-07
2017,1.2127762545333098e-06,9.453667075831618e-07
2018,1.4221300261851866e-06,8.002546678653744e-07
2019,1.4257470866141375e-06,8.724378233182506e-07
