year,petits_ADJ essais_NOUN
1895,2.8889348913097024e-08
1896,2.535722448682165e-08
1897,3.2629596469213595e-08
1898,4.1871824896233534e-08
1899,6.522542328468717e-08
1900,5.398695390734787e-08
1901,4.359216343452488e-08
1902,4.222844013357374e-08
1903,2.4841012802312434e-08
1904,3.6009990544982884e-08
1905,3.7157466103998615e-08
1906,2.8807434104827223e-08
1907,2.571421719999023e-08
1908,5.4025278695135626e-08
1909,5.611003039973639e-08
1910,4.3822037332219566e-08
1911,3.724261865567513e-08
1912,4.688478938419394e-08
1913,5.143900039250582e-08
1914,4.2859158833064015e-08
1915,3.6520361734737605e-08
1916,3.735737053034427e-08
1917,1.973956464951243e-08
1918,3.101321777165822e-08
1919,1.1049417880659718e-08
1920,4.543338905094174e-08
1921,6.739745384010121e-08
1922,3.246291679914748e-08
1923,4.989495572260694e-08
1924,3.9964035303263756e-08
1925,6.598906887589351e-08
1926,1.070029305161313e-07
1927,3.6792443314226375e-08
1928,6.741364222406787e-08
1929,6.350031744872808e-08
1930,5.671946035068487e-08
1931,5.2464642408267537e-08
1932,5.479768216964942e-08
1933,7.341223895451776e-08
1934,6.949316500026725e-08
1935,5.146362003216609e-08
1936,3.3949199451654977e-08
1937,5.162358307497783e-08
1938,4.7971293382076396e-08
1939,4.7411555570420205e-08
1940,4.817987386829259e-08
1941,4.7224043342453115e-08
1942,2.4273693721710288e-08
1943,6.677440933522405e-08
1944,4.177142010064472e-08
1945,7.1890633890348e-08
1946,5.0115973593278795e-08
1947,3.576261220494814e-08
1948,5.544662862178029e-08
1949,5.6938647241544516e-08
1950,6.2748631179943e-08
1951,6.929911178232828e-08
1952,6.748674452605741e-08
1953,5.386913626281853e-08
1954,2.931760767488356e-08
1955,3.941955295516664e-08
1956,3.314033847345854e-08
1957,4.2408182576725295e-08
1958,6.45234998208899e-08
1959,5.580538275928859e-08
1960,4.706166523149591e-08
1961,4.168895545442197e-08
1962,5.01014541520739e-08
1963,3.6856504515014876e-08
1964,5.3538921962470454e-08
1965,7.770301602150198e-08
1966,2.8803188945047964e-08
1967,5.275459002973548e-08
1968,3.772789153311251e-08
1969,3.179230501082486e-08
1970,3.449043722847378e-08
1971,3.596878228595557e-08
1972,2.8728821876988775e-08
1973,2.756601857889507e-08
1974,4.6692244737300825e-08
1975,3.541117665761817e-08
1976,4.913633222525249e-08
1977,4.3488186163287423e-08
1978,3.1485134499575906e-08
1979,4.154901134256761e-08
1980,4.43441763309238e-08
1981,4.36462932462689e-08
1982,3.9728015654993953e-08
1983,3.726036368334462e-08
1984,4.291266186839948e-08
1985,4.0905794085333014e-08
1986,2.997242776192621e-08
1987,2.444326813177966e-08
1988,2.9383114497072427e-08
1989,1.536674198998611e-08
1990,3.432650119705727e-08
1991,4.2788696585915886e-08
1992,3.416165333947063e-08
1993,4.1544054418807264e-08
1994,3.48145152706536e-08
1995,6.12736958949256e-08
1996,7.473329044493937e-08
1997,4.651047558201782e-08
1998,4.291316257898359e-08
1999,5.118625248656805e-08
2000,4.020408650440288e-08
2001,4.2497752567038916e-08
2002,4.9507801136439156e-08
2003,6.333722768481209e-08
2004,3.3476413113797676e-08
2005,4.4587121883488123e-08
2006,4.817931298362055e-08
2007,3.235528434064605e-08
2008,4.1722910459895957e-08
2009,3.8145541836343e-08
2010,3.7317966050665063e-08
2011,3.3650952691033353e-08
2012,2.042551577874363e-08
2013,2.5938863723595773e-08
2014,4.547434945267881e-08
2015,2.2609069727508313e-08
2016,2.195620490974548e-08
2017,2.138269633578105e-08
2018,2.374949292782702e-08
2019,2.7805766023014655e-08
