year,derniers_ADJ doutes_NOUN
1976,4.913633233627479e-08
1977,4.407586473575975e-08
1978,5.346532105932056e-08
1979,5.617894416332092e-08
1980,4.7186752283323585e-08
1981,5.503228095449231e-08
1982,7.014477887423709e-08
1983,4.7996401519867504e-08
1984,3.479405208395292e-08
1985,4.8726018775369084e-08
1986,4.615753823600244e-08
1987,3.299841111470414e-08
1988,4.61734650514245e-08
1989,4.225854155492925e-08
1990,4.7403261760337045e-08
1991,6.154538567670897e-08
1992,5.344645970239981e-08
1993,4.5975422580113445e-08
1994,4.8529326335255973e-08
1995,5.2055526111871586e-08
1996,4.4839975288368805e-08
1997,5.7059242664081467e-08
1998,5.769436484115431e-08
1999,5.210029385693815e-08
2000,4.5947526672307504e-08
2001,5.126017654788484e-08
2002,3.8992872930521116e-08
2003,5.291992266620582e-08
2004,4.757174565384048e-08
2005,5.4044996034008363e-08
2006,4.982646828466386e-08
2007,7.909069665856805e-08
2008,9.579239446111387e-08
2009,8.34433677709967e-08
2010,1.1195389504337072e-07
2011,1.273382679300994e-07
2012,1.4127648739759024e-07
2013,1.5200731695586e-07
2014,1.6024294779981574e-07
2015,1.7754769032762852e-07
2016,1.7668530460923648e-07
2017,1.4867262621010013e-07
2018,1.5256468088864494e-07
2019,1.5152866694734257e-07
