year,deux_DET essais_NOUN,deux_DET décès_NOUN
1866,1.6007866732170584e-07,4.622332205883595e-08
1867,1.3054062897310814e-07,3.930777303651212e-08
1868,1.615338804938915e-07,5.8290514748371436e-08
1869,1.11344233388877e-07,5.371871147907825e-08
1870,1.6284698656221508e-07,3.1537269240544674e-08
1871,1.7524942563795776e-07,2.2304472935275044e-08
1872,1.4634560585591316e-07,1.3304146784243187e-08
1873,1.5683331144877855e-07,5.088103804951061e-08
1874,1.445855420945108e-07,5.616132447983091e-08
1875,2.0711927728456203e-07,4.5200063025774284e-08
1876,1.426859523867563e-07,3.62760870231682e-08
1877,1.707009231743939e-07,4.329371172673291e-08
1878,1.600358502940047e-07,2.6571989886203795e-08
1879,1.753376404067808e-07,4.2154345569755947e-08
1880,2.07296442011895e-07,2.888030792291829e-08
1881,1.9523021421719022e-07,5.856906382106786e-08
1882,1.4908062784257936e-07,6.855046441600621e-08
1883,1.4976832929392003e-07,7.962367176705953e-08
1884,1.9673056783631182e-07,1.0628731939021918e-07
1885,1.40514856639129e-07,1.0313017018148685e-07
1886,1.6262729030103173e-07,4.969167122226281e-08
1887,2.0109087373043621e-07,9.271072620720133e-08
1888,1.813415848594957e-07,7.164894366695762e-08
1889,1.9797831507517571e-07,6.077182534980352e-08
1890,2.733179167435651e-07,1.2191159015628728e-07
1891,2.3712099217476634e-07,7.585321792902278e-08
1892,2.482330856423687e-07,8.399806583625491e-08
1893,2.3155645934025415e-07,7.759605047397145e-08
1894,1.9723818511785396e-07,1.0334524702670933e-07
1895,1.9921614224926998e-07,1.0773320013868215e-07
1896,2.181900748965404e-07,5.2483557277938075e-08
1897,2.1034436414879565e-07,6.176316258432735e-08
1898,2.857469250105993e-07,8.034863796524405e-08
1899,2.586906724388882e-07,6.135612196089824e-08
1900,2.0712301695979818e-07,6.281174425026848e-08
1901,2.526110024492212e-07,7.377135435859827e-08
1902,2.8430543330681957e-07,5.941443392831758e-08
1903,3.061924829239615e-07,7.506306332061286e-08
1904,2.52069924933096e-07,9.083116836450245e-08
1905,2.6990770152224286e-07,7.018632608435382e-08
1906,2.746994531843683e-07,9.516741172888032e-08
1907,2.149708535625905e-07,7.50855129183492e-08
1908,2.720909488829193e-07,7.416197611576081e-08
1909,2.3049121189444577e-07,5.941062397596397e-08
1910,3.185113928161343e-07,6.359539206357567e-08
1911,2.7665945112609336e-07,7.767746090792116e-08
1912,2.9849984006791175e-07,6.928530416061562e-08
1913,2.731039701053817e-07,6.734797208807208e-08
1914,2.605033360691955e-07,6.361906645935278e-08
1915,2.4975216206257755e-07,4.35888192207301e-08
1916,1.8458936312804042e-07,6.702351873499879e-08
1917,2.2261842191895198e-07,5.812205028377093e-08
1918,1.67701094788697e-07,5.858051910223594e-08
1919,2.2467150195826235e-07,4.880159742981505e-08
1920,2.2262361909497486e-07,5.906340883043981e-08
1921,2.4990066727070825e-07,6.209652969602075e-08
1922,2.715080320569996e-07,7.009038771599307e-08
1923,2.3355086442578e-07,4.777176609849221e-08
1924,2.526758315912758e-07,5.285566073709447e-08
1925,2.0346629980849684e-07,4.5092530598367375e-08
1926,2.7085115750224986e-07,5.0157622055735374e-08
1927,2.2744418415321377e-07,5.3516277631615594e-08
1928,2.9022143843704384e-07,7.769707810467708e-08
1929,2.7071187247429407e-07,4.567566724844596e-08
1930,3.7602899638500276e-07,5.04172987803031e-08
1931,4.0032800185940687e-07,6.158892595919951e-08
1932,3.4522540603987295e-07,5.37017301738274e-08
1933,4.267086373133111e-07,5.5059177217486877e-08
1934,4.181571480188495e-07,6.949316144755358e-08
1935,4.105121540476375e-07,4.6676309928272985e-08
1936,3.9405321317076414e-07,5.45612155455899e-08
1937,3.978793413628168e-07,3.5255130370615007e-08
1938,3.6302599237814093e-07,5.963998717106733e-08
1939,4.267040019101387e-07,5.6587987629086456e-08
1940,4.6658406716026946e-07,4.564409294971483e-08
1941,3.364713023756849e-07,5.607854980382854e-08
1942,3.6107120626738265e-07,3.944475324146879e-08
1943,2.7000086988415717e-07,4.645176421291808e-08
1944,3.0525267646908105e-07,5.1410978585408884e-08
1945,3.463821554028357e-07,8.278315677401338e-08
1946,3.354986128911719e-07,5.8468638819419994e-08
1947,3.0636638137515604e-07,3.695469930065087e-08
1948,3.707313764866882e-07,4.348755222594036e-08
1949,2.788030366573935e-07,4.61399398687945e-08
1950,4.371133517366843e-07,4.0414373625452527e-08
1951,3.710167970627509e-07,4.69101659739124e-08
1952,4.112473668271832e-07,3.479785237736621e-08
1953,3.9216733072056087e-07,5.2791754079350994e-08
1954,4.808087714636144e-07,4.788542717903965e-08
1955,4.495706318330406e-07,4.223523619728553e-08
1956,5.590251757059406e-07,4.44778214259145e-08
1957,4.4705290502822237e-07,5.56607373525253e-08
1958,5.070885173985573e-07,5.2942356276730607e-08
1959,3.883124725101439e-07,4.2629114460623896e-08
1960,3.9794791906189175e-07,3.8756667208872386e-08
1961,4.467666477880883e-07,4.585785084998406e-08
1962,4.32521429782895e-07,5.644341172228451e-08
1963,4.2546629774875555e-07,4.0089528141606934e-08
1964,3.6868847319571074e-07,5.1713729298796807e-08
1965,3.671741097832637e-07,4.377634610364112e-08
1966,3.5062341785518925e-07,4.26508770523526e-08
1967,3.64351797843554e-07,3.648448165805007e-08
1968,3.4628816214521407e-07,4.491415950269584e-08
1969,3.756033738477882e-07,4.9050984163301337e-08
1970,3.3892603995555604e-07,4.414775967021001e-08
1971,4.0747491913961653e-07,3.3913423180820246e-08
1972,3.69370559194504e-07,5.3866540561386955e-08
1973,3.473318328506281e-07,3.3079223360488186e-08
1974,3.892895572565891e-07,2.3627400924652875e-08
1975,3.986613279494122e-07,4.6262988995238175e-08
1976,4.2965721003263013e-07,2.399681298115297e-08
1977,3.6553582144494e-07,4.231282968447658e-08
1978,3.5524734842695693e-07,2.5544542037181373e-08
1979,3.6808913272956545e-07,2.633387952144517e-08
1980,3.3428684675929077e-07,4.15015994903456e-08
1981,3.92184062891765e-07,3.479052157473461e-08
1982,3.3023911394369776e-07,4.0969515779920584e-08
1983,3.5365768624728844e-07,3.978649054658945e-08
1984,3.682370244839639e-07,2.9574943383181562e-08
1985,3.585272652095739e-07,3.9702682030906544e-08
1986,3.1770772157546645e-07,2.5776287104761764e-08
1987,3.6114926160735195e-07,3.116516555934368e-08
1988,3.6638944966860265e-07,3.478001131540509e-08
1989,3.5508149598406646e-07,4.28073532177109e-08
1990,2.909579623899816e-07,3.214704014098402e-08
1991,3.3293121354249777e-07,2.7548887171491288e-08
1992,3.388615600341538e-07,4.573253731265936e-08
1993,3.101956196904787e-07,4.8191106216677326e-08
1994,2.975058560616972e-07,3.270454396187006e-08
1995,3.307695069509897e-07,3.036572504555579e-08
1996,2.9519649924480973e-07,3.096093514898257e-08
1997,2.939270322688259e-07,2.6851409429262674e-08
1998,2.803659967520744e-07,3.9575471788566574e-08
1999,2.892937296383735e-07,4.753009363867022e-08
2000,2.6066386427103794e-07,3.357704025930275e-08
2001,2.7514010758622476e-07,4.863144975608691e-08
2002,2.641876496456419e-07,2.9354183528340627e-08
2003,2.9418475444575876e-07,4.625284377723915e-08
2004,3.039305960239602e-07,4.536935027665834e-08
2005,3.143617109957475e-07,4.909087003568402e-08
2006,3.537267374564834e-07,3.5825643340814395e-08
2007,2.8201025231711085e-07,4.39392731088617e-08
2008,2.8652569417086937e-07,5.194076546644055e-08
2009,2.694028731209386e-07,4.6251465768420985e-08
2010,1.8186603001346668e-07,3.8735104013198907e-08
2011,2.867979026210943e-07,3.6327732821916925e-08
2012,1.9982963472831017e-07,4.493613481315606e-08
2013,2.2647695474553586e-07,3.653753832821849e-08
2014,1.8124775587324837e-07,3.919455737744215e-08
2015,1.6313995346295407e-07,3.081039867680602e-08
2016,1.6695001414657185e-07,4.619088400659166e-08
2017,1.4565389783172122e-07,3.848885388180179e-08
2018,1.3759217282194314e-07,4.130346820119257e-08
2019,1.3214116323378988e-07,2.448948288602537e-08
