year,devons_VERB étendre_VERB,devons_VERB détendre_VERB
1890,3.9326319978272295e-09,0.0
1891,7.649063604731055e-09,0.0
1892,8.775916882086676e-09,0.0
1893,7.390100087434348e-09,0.0
1894,1.3233232287745977e-08,6.301539290376468e-10
1895,9.027921521465032e-09,0.0
1896,1.0614652268259306e-08,5.89702897624278e-10
1897,1.5732126712464378e-08,5.826713556089658e-10
1898,4.52668391659472e-09,0.0
1899,8.844125432005967e-09,0.0
1900,5.710158568206225e-09,0.0
1901,5.029864968975062e-09,5.588738916095792e-10
1902,1.0802624572647801e-08,0.0
1903,2.1600881083827517e-09,5.400220270956879e-10
1904,5.374625189347171e-09,5.374625189347171e-10
1905,2.0643036169332163e-09,1.5482277682110634e-09
1906,3.0865106026567446e-09,5.144184522798412e-10
1907,3.0857059130084963e-09,0.0
1908,8.840499887696751e-09,0.0
1909,1.6502950117569526e-09,1.1001967115120692e-09
1910,3.206490406526541e-09,0.0
1911,1.5961122423746588e-09,5.320374141248863e-10
1912,5.730363294986773e-09,1.0418842455450772e-09
1913,3.181793939432964e-09,0.0
1914,3.3483718020477227e-09,0.0
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,6.592477230782379e-09,0.0
1917,0.0,0.0
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,5.524709134618888e-09,0.0
1920,3.028892692213958e-09,0.0
1921,4.543648568500203e-09,0.0
1922,6.640141769764796e-09,7.377935484775833e-10
1923,7.431163684401554e-09,0.0
1924,2.578324886925998e-09,0.0
1925,8.798542339150117e-09,0.0
1926,1.114613823460786e-08,0.0
1927,8.919379901328739e-09,0.0
1928,1.4853853258500749e-08,0.0
1929,5.570202965543558e-09,0.0
1930,1.1553964007759987e-08,0.0
1931,4.5621426636444085e-09,0.0
1932,1.4247397928102146e-08,0.0
1933,6.882397318719313e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,3.590485242455088e-09,0.0
1936,8.487299751891442e-09,0.0
1937,3.777335333410292e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,1.089252066321933e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.0728784083369192e-08,0.0
1948,6.523132700664291e-09,0.0
1949,1.0798709482173763e-08,0.0
1950,1.0635361480382244e-09,0.0
1951,4.264560704569931e-09,0.0
1952,8.435843135146115e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,4.886268278880834e-09,0.0
1955,5.631364707880948e-09,0.0
1956,9.593255967388359e-09,0.0
1957,1.1485549400447326e-08,0.0
1958,9.926692356998501e-09,0.0
1959,5.425523585955716e-09,0.0
1960,4.844583401109048e-09,0.0
1961,3.47407969059077e-09,0.0
1962,6.341956293454132e-09,0.0
1963,1.0992290633282664e-08,0.0
1964,5.475571551727398e-09,0.0
1965,3.830430195250756e-09,0.0
1966,3.8773522170743036e-09,0.0
1967,2.9582012395223956e-09,0.0
1968,4.491415683816058e-09,0.0
1969,5.904285060864822e-09,0.0
1970,1.3796174869185052e-08,0.0
1971,3.5968783507200897e-09,0.0
1972,6.669190977248718e-09,0.0
1973,8.269805285010534e-09,0.0
1974,5.625571564138454e-09,0.0
1975,1.0851811893530794e-08,0.0
1976,9.141642998145016e-09,0.0
1977,7.052138428775834e-09,0.0
1978,1.1881182704343018e-09,0.0
1979,4.681578680276743e-09,0.0
1980,2.8425752862659692e-09,0.0
1981,1.2651099057237047e-09,0.0
1982,2.483000915987077e-09,1.2415004579935385e-09
1983,2.5261264191556165e-09,0.0
1984,3.479405208395292e-09,0.0
1985,4.812446441349039e-09,0.0
1986,5.395036861699509e-09,0.0
1987,3.0554083707556856e-09,0.0
1988,2.99827696004229e-09,0.0
1989,5.488121956886971e-09,0.0
1990,4.90378582185258e-09,0.0
1991,6.4476117778156095e-09,5.861465202094962e-10
1992,2.2039776670368383e-09,0.0
1993,4.4313659408601325e-09,0.0
1994,7.912389854425328e-09,0.0
1995,4.337960657352369e-09,0.0
1996,4.804283193493575e-09,0.0
1997,1.917957792585412e-09,0.0
1998,3.814503379828693e-09,0.0
1999,2.285100553223174e-09,0.0
2000,5.743440834038438e-09,0.0
2001,7.886181485616817e-09,0.0
2002,9.63868718173444e-09,0.0
2003,7.083769126836614e-09,0.0
2004,5.726228824443069e-09,0.0
2005,4.503749373441224e-09,0.0
2006,4.117890028965121e-09,0.0
2007,4.7933754743212376e-09,0.0
2008,6.3861596011349775e-09,0.0
2009,7.629108011997232e-09,0.0
2010,5.196172381261022e-09,0.0
2011,4.206369030868018e-09,0.0
2012,6.127654827992046e-09,6.808505426114664e-10
2013,3.904775169871755e-09,8.367375126105969e-10
2014,3.031623174720721e-09,0.0
2015,2.659890530054554e-09,2.2165753954528356e-10
2016,6.628288140575478e-09,0.0
2017,4.528100561174142e-09,0.0
2018,4.64663996169179e-09,7.744400121190154e-10
2019,3.826481798085979e-09,0.0
