year,leurs_DET eaux_NOUN,leurs_DET dos_NOUN
1877,1.478171014923646e-06,5.751878973114799e-08
1878,1.2029865033014175e-06,7.246906363889138e-08
1879,1.3183924245652179e-06,3.54340856656421e-08
1880,1.2457039346713827e-06,4.364135475221076e-08
1881,1.3680059565146507e-06,4.811030152040985e-08
1882,1.1893173095245402e-06,3.7935693475432686e-08
1883,1.2802980187132107e-06,4.1707636455612374e-08
1884,1.1658596577035496e-06,5.413391335196138e-08
1885,1.3155542504250661e-06,7.154655889962669e-08
1886,1.0938621457512454e-06,6.582533274013258e-08
1887,1.1477849781726945e-06,8.618180435959744e-08
1888,1.0512739123669235e-06,7.608737928599396e-08
1889,1.122712486534283e-06,4.698852396067821e-08
1890,1.1135903026371352e-06,6.488842618779245e-08
1891,9.873666328985564e-07,4.716922807901369e-08
1892,1.2223599092919812e-06,6.644623296025998e-08
1893,1.1091308387278787e-06,5.480990605821745e-08
1894,1.182798868626378e-06,8.192001077489408e-08
1895,1.0255718585483464e-06,5.9584283285119e-08
1896,1.116897330177835e-06,5.484237064479203e-08
1897,9.142113661653184e-07,6.292850485145607e-08
1898,1.0864041177782724e-06,5.9412725517127285e-08
1899,9.535072944544254e-07,7.95971288880537e-08
1900,1.0812963360251615e-06,6.229263505019844e-08
1901,1.02273922308882e-06,4.13566674795085e-08
1902,8.376944222732163e-07,8.249276889360502e-08
1903,9.909404106167585e-07,5.454222473666448e-08
1904,9.486213539133814e-07,5.8045952933127865e-08
1905,1.0636324176971357e-06,6.657379536534336e-08
1906,1.0067168751959343e-06,1.0134043265663806e-07
1907,1.030111567601466e-06,8.331406031736321e-08
1908,1.0613511740587e-06,6.826830634132364e-08
1909,8.565031279772484e-07,5.831042615422888e-08
1910,1.091810023723383e-06,1.1329599447496008e-07
1911,9.816089772129999e-07,7.022894021879722e-08
1912,8.710152243907032e-07,6.824341686195723e-08
1913,8.452965651883915e-07,5.037840328236953e-08
1914,9.187932459298054e-07,5.558297155872083e-08
1915,8.505709878647849e-07,4.358881966481931e-08
1916,8.097759307545971e-07,7.691223391503854e-08
1917,8.246751193041746e-07,9.540789425166452e-08
1918,7.546549269932257e-07,9.64855582097357e-08
1919,6.832223444774854e-07,5.985101325656217e-08
1920,6.565124976987136e-07,8.405177309711576e-08
1921,7.345565116168018e-07,8.78438718432406e-08
1922,8.366578896357169e-07,9.960212865589568e-08
1923,7.484243660371703e-07,8.917396732144311e-08
1924,8.792087937692372e-07,1.1086797213621935e-07
1925,9.579412996174597e-07,7.4787609882776e-08
1926,7.612812815693815e-07,9.920063082091701e-08
1927,7.726413127073783e-07,9.476841134059555e-08
1928,8.032506730870637e-07,7.769708243454687e-08
1929,8.656096017745085e-07,8.132496875923323e-08
1930,7.100435919227266e-07,1.0293531715888093e-07
1931,7.00288884658562e-07,1.0606981604155408e-07
1932,8.121016694673244e-07,6.904508120797459e-08
1933,6.744749416753848e-07,7.226517495517726e-08
1934,6.110605959008808e-07,6.11060571031885e-08
1935,6.259412757003702e-07,9.933675837459077e-08
1936,7.068708445245875e-07,9.457277627689109e-08
1937,7.013253018328669e-07,8.561960551656256e-08
1938,6.210337772927232e-07,9.075650342360575e-08
1939,7.310556071615792e-07,7.035263127619373e-08
1940,7.50591727438632e-07,9.382396681800742e-08
1941,7.644391892824842e-07,8.264207540520374e-08
1942,7.555187195862345e-07,6.675266206457309e-08
1943,6.067761706418651e-07,1.33548823777474e-07
1944,5.815866721547991e-07,1.1888788797875804e-07
1945,5.315549813644793e-07,1.176392188106945e-07
1946,5.554520754458281e-07,8.352662472788097e-08
1947,4.816031857757253e-07,1.0132740402291063e-07
1948,4.7510149592255857e-07,9.458542149509697e-08
1949,6.253434357006427e-07,4.9085039810492503e-08
1950,6.26422774985258e-07,7.23204551800194e-08
1951,6.51411619756459e-07,1.0981243558916276e-07
1952,6.35851671759724e-07,6.537778096671332e-08
1953,6.572034489948919e-07,4.8482224013213226e-08
1954,5.482392735345343e-07,9.870261563627025e-08
1955,5.302868579803999e-07,6.006788977330757e-08
1956,5.119310024781498e-07,7.41296997119889e-08
1957,5.48655819443411e-07,7.686483138868994e-08
1958,5.931198465702892e-07,6.865962243196577e-08
1959,5.138746086430501e-07,6.2781055909511e-08
1960,4.830741744399347e-07,6.436374683227442e-08
1961,4.947089333739996e-07,8.268309592551759e-08
1962,4.718415551607791e-07,7.546928348922677e-08
1963,4.972395082347703e-07,6.724695422732907e-08
1964,5.305220174278702e-07,6.996563856054294e-08
1965,4.492547596157692e-07,7.551419622942035e-08
1966,4.7248308021607954e-07,7.256188006010689e-08
1967,4.5457693609307626e-07,7.740626939423123e-08
1968,5.048351185976685e-07,7.590492590026088e-08
1969,5.068601822699748e-07,8.583922106453201e-08
1970,4.796470083334725e-07,6.760125481619639e-08
1971,4.83523194816371e-07,8.94081151336934e-08
1972,5.022413542832282e-07,5.950970338730599e-08
1973,4.972909701805861e-07,5.954260173801629e-08
1974,4.7029780070317884e-07,5.6818272753389465e-08
1975,4.2836102398524645e-07,4.512069251561002e-08
1976,4.86221148676691e-07,5.2564448571601474e-08
1977,4.266543554010127e-07,4.9364967669163207e-08
1978,4.556433665925397e-07,7.603957208335288e-08
1979,3.9149702502072614e-07,5.5593745607041e-08
1980,4.349140336756818e-07,5.855705187407523e-08
1981,3.529656584788654e-07,5.8827609894507304e-08
1982,4.1714415122129367e-07,5.710902151179198e-08
1983,3.8333967289361226e-07,4.9890997555479544e-08
1984,4.0477079465972565e-07,7.712681449056902e-08
1985,3.9702681675635176e-07,6.67726935965618e-08
1986,3.3089560824706155e-07,6.593933765675075e-08
1987,3.8375929101164274e-07,7.027439119511314e-08
1988,3.1601838568207086e-07,5.396898528076122e-08
1989,3.709970526344364e-07,4.939309983242879e-08
1990,4.173666727780301e-07,5.993516039026758e-08
1991,3.1182993787126634e-07,5.4511625435793576e-08
1992,3.818391354215578e-07,5.509944145387635e-08
1993,3.1628873653488654e-07,6.37008827908403e-08
1994,3.492001487970242e-07,5.7496698735448604e-08
1995,3.134176509433928e-07,6.127369456265797e-08
1996,3.4484074618035265e-07,5.6049969554550216e-08
1997,3.2988873677197716e-07,6.137464825251016e-08
1998,3.156501664491884e-07,5.292623317387779e-08
1999,3.656160831866373e-07,5.529943403193016e-08
2000,3.127966237137514e-07,6.627047444140999e-08
2001,3.0537047379652904e-07,5.9146358477590866e-08
2002,3.369159262689436e-07,5.914648903981856e-08
2003,3.3460391435369274e-07,7.292115222767848e-08
2004,2.858709411412974e-07,5.682180637123224e-08
2005,2.940948569118973e-07,7.025849357855662e-08
2006,3.471381315733879e-07,7.082770636657187e-08
2007,3.1236829656222653e-07,9.067468065282469e-08
2008,3.2995157628334937e-07,7.961412085144559e-08
2009,3.247139055417847e-07,9.536384770747475e-08
2010,3.131874706241433e-07,1.251805139546036e-07
2011,3.5486458749289795e-07,1.2695587292554933e-07
2012,3.8570182425701205e-07,1.7906368920961313e-07
2013,2.783546673157389e-07,2.2034087621136678e-07
2014,3.109579207460911e-07,2.1806032801663378e-07
2015,3.754878585837673e-07,1.9727521660684033e-07
2016,4.2669605626599605e-07,2.0692686586443187e-07
2017,2.8350940928234536e-07,2.100535416715843e-07
2018,3.198437168450141e-07,2.3129941340016558e-07
2019,3.431078550164557e-07,2.1198708566316782e-07
