year,aviez_VERB eu_VERB,aviez_VERB dû_VERB
1843,2.0201635209105007e-07,1.9492807368237663e-08
1844,2.1460274979290261e-07,8.232841963717874e-09
1845,2.3771771395786345e-07,6.696273757711424e-09
1846,1.709514378944732e-07,1.3465353276842507e-08
1847,1.6125738966366043e-07,1.4022381478184798e-08
1848,1.7860392631519062e-07,1.850401076808339e-08
1849,1.6423653903530067e-07,5.865590679832167e-09
1850,1.5818361021047167e-07,4.752297222410107e-09
1851,1.9154833807988325e-07,1.6768540334055615e-08
1852,1.5560203792119864e-07,1.0416872697760482e-08
1853,1.8035234461422078e-07,1.5527023222716707e-08
1854,2.0159177438472398e-07,5.7152309551611324e-09
1855,1.931725108761384e-07,1.5920811335945473e-08
1856,2.2106597441506892e-07,7.765783571755946e-09
1857,1.6206610098379315e-07,1.0251168802710708e-08
1858,2.7551396897251834e-07,1.6149130033227266e-08
1859,1.6804172275897145e-07,1.7313389832906978e-08
1860,2.0688871416041366e-07,2.654766717569146e-08
1861,1.7543385411045165e-07,1.3204698667834691e-08
1862,1.9653239746730833e-07,1.7168348520613108e-08
1863,2.1227138802260015e-07,9.989241434027463e-09
1864,2.3638008883608563e-07,2.205574922697906e-08
1865,2.2686990064357815e-07,1.7886009118228685e-08
1866,1.6494428223268187e-07,1.3137154475373336e-08
1867,1.6984840556233394e-07,1.164674756637396e-08
1868,1.9067914536208264e-07,1.877152122631287e-08
1869,1.8264361756337166e-07,1.4162205630441349e-08
1870,1.9725128197478625e-07,1.1468097582678638e-08
1871,1.8162212711558823e-07,2.1242353653860846e-08
1872,1.8202491958163591e-07,2.4794090336399677e-08
1873,1.7958014097985142e-07,1.2570609442263958e-08
1874,2.359970636689468e-07,2.6885741633009275e-08
1875,2.1284080276018358e-07,2.0025344937835143e-08
1876,1.650562069244188e-07,1.3905833817773328e-08
1877,1.9667714923343738e-07,2.040989244278535e-08
1878,1.3406777554791915e-07,1.3889904337816006e-08
1879,1.6128618085531343e-07,1.4662380642960215e-08
1880,1.9510252968757413e-07,2.1820676820993867e-08
1881,1.6803743108084745e-07,1.324776466304911e-08
1882,2.1363786117944983e-07,1.1314154946262533e-08
1883,2.1991299092860572e-07,5.687405213450347e-09
1884,1.2147123129579995e-07,8.582206056928499e-09
1885,1.3987029490181158e-07,1.8047780159236027e-08
1886,1.4068551479340385e-07,7.098810428374236e-09
1887,1.325371670191089e-07,1.8933882017790893e-08
1888,1.6866034968643362e-07,1.521747527988282e-08
1889,1.7103823779507366e-07,1.4409814674820609e-08
1890,9.962667490981403e-08,1.2453334363726754e-08
1891,1.1282369172249673e-07,6.3742202627281586e-09
1892,1.2662394510698505e-07,1.0656471260972467e-08
1893,1.570396221950432e-07,1.3548516086814288e-08
1894,1.0964678409663975e-07,1.1342770278588432e-08
1895,1.1254809351157746e-07,7.824199066419624e-09
1896,1.0673622341528244e-07,8.255840455717589e-09
1897,1.1420358703162492e-07,9.905413378419325e-09
1898,1.2448380459773034e-07,1.6975064909274806e-08
1899,1.4537531001224124e-07,1.3818945987509323e-08
1900,1.0278284889864153e-07,1.1939421895590385e-08
1901,1.1456914705831878e-07,1.1736351446245408e-08
1902,8.691202424415678e-08,2.0623192042990013e-08
1903,1.1556471690710168e-07,9.720396931811592e-09
1904,1.6553845227917918e-07,6.449550227216605e-09
1905,1.2643859292893467e-07,9.28936660926638e-09
1906,1.4455159202952927e-07,1.594697174311932e-08
1907,1.0028544750184665e-07,7.71426478252124e-09
1908,1.1492650742184196e-07,1.080505640516094e-08
1909,1.0891947255231571e-07,1.5402754627302784e-08
1910,1.2184663944481144e-07,1.068830179917768e-08
1911,1.43650098038961e-07,2.2345570727111408e-08
1912,1.4065437881072285e-07,1.1981668990301841e-08
1913,1.0818099127618552e-07,7.954484182448596e-09
1914,8.571831955350717e-08,1.2723813114234872e-08
1915,1.1780761610680202e-07,7.068456930880984e-09
1916,1.3075079152713442e-07,8.789969641043172e-09
1917,1.1295416868506436e-07,6.57985488317081e-09
1918,8.614782132099208e-08,6.89182577673364e-09
1919,9.760319130691641e-08,9.207848705727883e-09
1920,1.1888403861348706e-07,1.2115570768855832e-08
1921,7.421292735898533e-08,1.9689142760626055e-08
1922,1.328028389480096e-07,2.951174193910333e-09
1923,1.0828266994167279e-07,1.5923921736771263e-08
1924,1.46964524105897e-07,1.675911143195208e-08
1925,1.4737558728938893e-07,1.7597084678300234e-08
1926,1.3263904463656218e-07,8.916910765321973e-09
1927,1.4605484466301277e-07,6.689535148041159e-09
1928,1.3596988424069423e-07,1.0283437212876834e-08
1929,1.4259720160225697e-07,2.33948540540041e-08
1930,1.2709359964446776e-07,1.575540586884472e-08
1931,1.3572373802617221e-07,7.983749661377715e-09
1932,1.2713061892100086e-07,1.3151444377967891e-08
1933,1.6403046743107552e-07,2.1794258842078307e-08
1934,9.70508011732818e-08,1.677421224144382e-08
1935,1.3643844454236387e-07,3.590485242455088e-09
1936,1.0184760412812466e-07,2.424942913137329e-08
1937,1.2213384081860568e-07,8.813782592653752e-09
1938,1.0242519721259669e-07,1.9447821131279852e-08
1939,1.0858775567612611e-07,1.5294050470515685e-08
1940,8.114505334333444e-08,5.0715658339584024e-09
1941,9.149658097840074e-08,1.1806010391524069e-08
1942,1.5777901296587515e-07,3.6410540360520827e-08
1943,1.219358836124229e-07,2.9032351633873077e-08
1944,1.5101974781828176e-07,2.2492303131116387e-08
1945,1.4160276862185128e-07,2.3963544037997053e-08
1946,1.3642682006320683e-07,1.6705325123211878e-08
1947,1.776209757053948e-07,2.9802176726434482e-08
1948,1.44596114637352e-07,2.9354097819123126e-08
1949,9.718838356320703e-08,1.47255123650325e-08
1950,1.3719616731577844e-07,2.3397795700930146e-08
1951,1.6418559312114667e-07,2.5587365115598004e-08
1952,1.1072044259208269e-07,1.5817205323287453e-08
1953,1.0666089167443715e-07,1.4005975934594517e-08
1954,1.4365627976076212e-07,5.863521668203475e-09
1955,1.4078412391427264e-07,1.5016972554349195e-08
1956,1.3866615233837365e-07,1.2209598665435806e-08
1957,1.404770983981507e-07,1.6786572132332367e-08
1958,1.5551817966752424e-07,9.099467845885556e-09
1959,1.4106360879395652e-07,1.0851047171911432e-08
1960,1.3980083224396367e-07,1.6610000486139143e-08
1961,1.3479429128437914e-07,1.80652133252579e-08
1962,1.420598181312016e-07,1.7123282347597524e-08
1963,1.131559344003108e-07,1.2285501505004959e-08
1964,1.703511145478842e-07,2.007709554163739e-08
1965,1.2530979631719674e-07,1.8057743744748223e-08
1966,1.1465884597328113e-07,8.308612464702492e-09
1967,1.385424326372231e-07,2.021437595089992e-08
1968,1.3114934915847698e-07,1.7067380397861598e-08
1969,1.1626899976135974e-07,1.7712855182594467e-08
1970,1.0485093326906281e-07,8.7375777724219e-09
1971,1.3616752880807326e-07,1.3359833239690033e-08
1972,9.593374983296599e-08,6.669190977248718e-09
1973,1.080587921364895e-07,7.1671650836435674e-09
1974,9.225937702694864e-08,1.518904291231138e-08
1975,9.138368284311582e-08,5.140332159925265e-09
1976,9.998672112487839e-08,1.7140580510499603e-08
1977,9.696690028704325e-08,1.057820764316375e-08
1978,1.0574252939932194e-07,1.0099005187669263e-08
1979,1.269878282528225e-07,1.345953837272873e-08
1980,1.193881615790815e-07,1.5349906234973787e-08
1981,1.1892033313642969e-07,8.855769451088236e-09
1982,8.566352960315271e-08,1.5518756057986138e-08
1983,1.023081210860255e-07,1.515675762675528e-08
1984,1.0206255041111945e-07,1.4497521405587577e-08
1985,9.143648327381015e-08,1.2031115659283387e-08
1986,9.950846191486562e-08,1.1988970705090196e-08
1987,9.655090593696514e-08,6.721898593298192e-09
1988,1.3012521549171652e-07,9.594486094499644e-09
1989,1.2512919056462124e-07,9.878619700032232e-09
1990,9.753085095098868e-08,9.80757164370516e-09
1991,9.378344145716255e-08,1.2309077312977479e-08
1992,7.769020982095753e-08,1.2672871640972971e-08
1993,1.052449434268965e-07,1.0524494165053966e-08
1994,9.600366723816478e-08,1.0549853435293244e-08
1995,9.706187142910494e-08,8.675921314704738e-09
1996,9.074756945892659e-08,1.0676184380997711e-08
1997,8.534912154800622e-08,5.753873377756236e-09
1998,7.199874829666442e-08,9.536258005482523e-09
1999,9.780230669775847e-08,1.0511462811280126e-08
2000,7.908276700163697e-08,5.743440834038438e-09
2001,8.674799545360656e-08,1.0076787404500465e-08
2002,7.00995457236786e-08,8.324320788233308e-09
2003,6.750415337819504e-08,1.12506919336397e-08
2004,8.94172629273271e-08,1.0571499231559756e-08
2005,9.097573894223387e-08,1.216012357474483e-08
2006,1.0665334571058338e-07,1.2765458912156191e-08
2007,1.2622555800589907e-07,2.3567428897308673e-08
2008,1.2559446815885167e-07,1.6604014163590364e-08
2009,1.4495304867523373e-07,2.6701878041990312e-08
2010,1.5777469286604173e-07,1.842279218067233e-08
2011,1.7781469807687245e-07,2.9062187323347644e-08
2012,2.0799984667974059e-07,3.16595496485661e-08
2013,2.3428650308687793e-07,3.68164521091785e-08
2014,2.468607647188037e-07,4.200963488187881e-08
2015,2.724171110912721e-07,3.9455041900282595e-08
2016,2.7610963115876075e-07,4.660515173782187e-08
2017,2.2942374755530182e-07,3.496699818583693e-08
2018,2.594373995634669e-07,4.2852345671917647e-08
2019,2.5943546688722563e-07,3.392813852087784e-08
