year,vos_DET doutes_NOUN
1960,4.983000057023901e-08
1961,3.613042709460501e-08
1962,3.61491503397815e-08
1963,4.526237251667453e-08
1964,1.0038548037272221e-07
1965,8.755269664817433e-08
1966,4.985167345594732e-08
1967,6.557346532432007e-08
1968,4.132102637832702e-08
1969,5.17760385121413e-08
1970,4.2768141472748766e-08
1971,6.731300716822375e-08
1972,4.206720372046391e-08
1973,3.8592427253902883e-08
1974,3.2065760047217395e-08
1975,3.426888017799001e-08
1976,4.056604074875736e-08
1977,2.8796231898997604e-08
1978,3.4455430730773173e-08
1979,4.6815788135035064e-08
1980,3.1268327926881057e-08
1981,2.5302197670384885e-08
1982,2.420925848678479e-08
1983,3.031351658577819e-08
1984,3.015484395518797e-08
1985,2.8874677981960417e-08
1986,3.177077290139607e-08
1987,3.544273924349639e-08
1988,2.5185526553173077e-08
1989,3.951447846706202e-08
1990,1.689081763345257e-08
1991,3.458264430378222e-08
1992,3.526364156236639e-08
1993,4.542150233710629e-08
1994,3.375953006035104e-08
1995,4.446409507252724e-08
1996,3.5231408013203236e-08
1997,2.5892429977858455e-08
1998,3.242327872854389e-08
1999,3.930373049243485e-08
2000,3.578605545229152e-08
2001,2.9792239564230272e-08
2002,3.154479494282825e-08
2003,4.750292070809792e-08
2004,5.505989211784801e-08
2005,4.8640496741469974e-08
2006,5.1885413965280236e-08
2007,4.553706678400715e-08
2008,4.725757951629106e-08
2009,8.058245315467616e-08
2010,1.0108916814743907e-07
2011,1.2389669068468834e-07
2012,1.26297771796402e-07
2013,1.4029298744944185e-07
2014,1.4291938477128951e-07
2015,1.715629331933144e-07
2016,1.891133400988565e-07
2017,2.0955042678849622e-07
2018,2.17101345789672e-07
2019,2.135176719875176e-07
