year,mieux_ADV eu_VERB,mieux_ADV dû_VERB
1892,1.1283322720601063e-08,3.1342561879199593e-09
1893,6.15841644346915e-09,6.15841644346915e-09
1894,9.452309157609307e-09,6.301539290376468e-10
1895,4.814891596538473e-09,3.0093072478365457e-09
1896,1.533227589334274e-08,1.1794058174530164e-08
1897,8.157399200570126e-09,3.4960281336537946e-09
1898,1.7540900287826844e-08,1.13167097914868e-09
1899,7.738609753005221e-09,1.6582735185011188e-09
1900,2.0245106924221545e-08,3.114631885736685e-09
1901,1.4530721514915967e-08,2.794369402536745e-09
1902,1.0311596021495006e-08,4.910283846193408e-10
1903,7.020286574288548e-09,2.7001101354784396e-09
1904,1.6123875568041512e-08,5.374625189347171e-09
1905,8.773290538499623e-09,0.0
1906,9.773950537805831e-09,5.144184633820714e-09
1907,1.337139288182243e-08,3.0857059130084963e-09
1908,8.349361202419914e-09,1.964555629285769e-09
1909,7.151278680339601e-09,6.0510818578052294e-09
1910,9.085056262847502e-09,2.67207544979442e-09
1911,6.916486494645824e-09,3.7242617878519013e-09
1912,1.2502610502451716e-08,6.772247651554153e-09
1913,9.015082902408267e-09,5.30298971401777e-10
1914,1.2054139020278853e-08,2.678697486047099e-09
1915,1.767114277129167e-08,1.1780761921542648e-09
1916,9.888715624128963e-09,3.2962386153911893e-09
1917,1.5352993543160665e-08,7.676496771580332e-09
1918,8.040463406189247e-09,4.594550517822427e-09
1919,2.762354567309444e-09,2.762354567309444e-09
1920,9.843901693784574e-09,1.514446346106979e-09
1921,7.572747762196741e-09,2.2718242842501013e-09
1922,3.6889677978990676e-09,9.591316185719734e-09
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,6.445812328337297e-09,3.867487219366694e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,1.2260752413340015e-08,7.802296586589819e-09
1927,3.3447675740205796e-09,0.0
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,0.0
1931,1.3686427990933225e-08,0.0
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,0.0
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211815133858e-08,1.2136847082899749e-08
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,0.0
1948,6.523132700664291e-09,3.2615663503321457e-09
1949,4.908504269707237e-09,2.945102384188658e-09
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,0.0,6.396841278899501e-09
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,0.0,3.232148326759443e-09
1954,1.9545072227344917e-09,8.795282724349818e-09
1955,3.754243138587299e-09,2.815682353940474e-09
1956,5.232684952005684e-09,0.0
1957,3.534015080575159e-09,5.301022731885041e-09
1958,7.445019267748876e-09,4.1361216673863055e-09
1959,3.100299128533379e-09,3.100299128533379e-09
1960,3.460416619915918e-09,5.536666680683311e-09
1961,4.86371165564492e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,1.331810839388936e-08
1963,9.69907976156037e-09,6.466053470433053e-09
1964,1.8251904432275978e-09,4.258777774879263e-09
1965,2.188817349590977e-09,6.0192477668863376e-09
1966,4.431259803538978e-09,2.769537488234164e-09
1967,5.916402479044791e-09,4.930335695263466e-09
1968,6.287982134978165e-09,3.5931326802796093e-09
1969,7.2668124850849836e-09,1.3625273131978588e-09
1970,7.3579600190498695e-09,2.2993624781975086e-09
1971,1.0276794970565106e-09,2.569198631618974e-09
1972,1.5390440033513642e-09,1.0260293725750103e-09
1973,5.513203782392395e-10,3.3079223804577396e-09
1974,2.2502286700643026e-09,2.2502286700643026e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,5.142174241967723e-09,0.0
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,5.940591352171509e-10,0.0
1979,1.7555920051037788e-09,5.851973350345929e-10
1980,1.1370301367108482e-09,2.8425752862659692e-09
1981,2.5302198114474095e-09,0.0
1982,4.966001831974154e-09,6.207502289967692e-10
1983,3.157658134966823e-09,1.89459470334441e-09
1984,5.219107812592938e-09,1.739702604197646e-09
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,1.2221633705067347e-09,1.2221633705067347e-09
1988,5.996553809062277e-10,0.0
1989,2.7440609784434855e-09,1.6464366536794728e-09
1990,0.0,5.448650863826288e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,5.539207426075166e-10,5.539207426075166e-10
1994,1.5824779264761446e-09,1.0549853213248639e-09
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,0.0,1.917957792585412e-09
1998,2.86087753487152e-09,5.2449422582867555e-09
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,1.7672125984802278e-09,0.0
2001,3.066848330846028e-09,8.762423564512289e-10
2002,1.3143663935011318e-09,5.6955880012310445e-09
2003,2.5001538617175356e-09,2.5001538617175356e-09
2004,1.3214374039449694e-09,3.0833537945085254e-09
2005,2.251874686720612e-09,3.1526248278623825e-09
2006,1.6471559671771274e-09,2.0589450144825605e-09
2007,3.1955835755326234e-09,1.1983438685803094e-09
2008,1.2772318758180745e-09,8.514879357157668e-10
2009,3.337734755248789e-09,4.76819250749827e-10
2010,2.3618964561933353e-09,1.8895172093635892e-09
2011,1.1471915639660324e-09,1.529588788962144e-09
2012,3.4042526575461807e-09,3.744677901096338e-09
2013,1.9523875849358774e-09,4.183687618564136e-09
2014,3.031623174720721e-09,3.897801192920269e-09
2015,1.994917786518613e-09,2.438232948875907e-09
2016,3.72841224560716e-09,3.1070099826280284e-09
2017,7.54683426862357e-10,1.509366853724714e-09
2018,2.581466596041082e-09,3.3559066636712487e-09
2019,5.867272001580659e-09,7.90806176098613e-09
