year,six_DET ans_NOUN,six_DET dents_NOUN
1880,9.038252812842984e-06,1.0076018464033609e-07
1881,8.993837383286518e-06,8.436734044714456e-08
1882,9.235012072394966e-06,6.921600359532931e-08
1883,9.712824123653263e-06,1.0616489581893873e-07
1884,9.60612931066862e-06,6.271612296160356e-08
1885,9.295251317098518e-06,9.668453770927954e-08
1886,8.962570746007259e-06,1.3810412524684068e-07
1887,9.25409787555509e-06,7.508263089039957e-08
1888,9.33401850033988e-06,7.672143453874014e-08
1889,8.90589154778354e-06,4.8868066926388565e-08
1890,8.727821324328033e-06,7.144281521931362e-08
1891,8.660015652139919e-06,1.7847816025096108e-07
1892,9.039194992510602e-06,7.584899752721697e-08
1893,8.597765742024421e-06,6.158416376855769e-08
1894,8.841059724318256e-06,6.742647062907281e-08
1895,8.795001605221842e-06,6.500103877371544e-08
1896,8.83846732335769e-06,8.432751608111744e-08
1897,8.67306337681839e-06,5.651912005077975e-08
1898,8.799873086218213e-06,8.204614276863254e-08
1899,9.519595380425017e-06,5.417026649467971e-08
1900,9.252533004655561e-06,7.059832241029795e-08
1901,8.830207377741317e-06,5.085752285971523e-08
1902,7.725840589500876e-06,9.427744984691344e-08
1903,8.553949015777107e-06,4.3201762167655033e-08
1904,9.039582124614753e-06,6.288311116264822e-08
1905,9.115964360262296e-06,8.721682898116256e-08
1906,9.140701195065049e-06,6.533114205176105e-08
1907,9.28437549418959e-06,6.58283951793237e-08
1908,9.266317562151016e-06,5.5007556731823115e-08
1909,9.199295163853094e-06,8.086445946187126e-08
1910,8.924197516080312e-06,4.80973554317643e-08
1911,9.115396665038134e-06,5.0543553897774984e-08
1912,9.872894793261366e-06,5.209421050089702e-08
1913,9.067052019418043e-06,7.15903638592863e-08
1914,9.057345749852175e-06,7.969124943274508e-08
1915,6.9506495208315755e-06,4.2410742917553534e-08
1916,6.81881874697865e-06,4.8344833913915863e-08
1917,6.603980949648758e-06,6.579854705535126e-08
1918,6.936622725106645e-06,3.675640414257941e-08
1919,7.513604458608825e-06,4.788081175988168e-08
1920,8.302195169562765e-06,6.057785384427916e-08
1921,7.881715504254316e-06,6.20965315833999e-08
1922,7.11675654940791e-06,6.27124503438381e-08
1923,7.289971534873985e-06,7.112685107557581e-08
1924,7.915457615581545e-06,4.512068541018266e-08
1925,8.166147040356009e-06,6.928852358534243e-08
1926,7.673001761077103e-06,4.346994164627915e-08
1927,8.101026736540007e-06,4.2367056085623744e-08
1928,7.646306698916305e-06,4.6846768242403414e-08
1929,8.35307687907516e-06,5.3473951044935575e-08
1930,8.281041317559357e-06,6.512234362876512e-08
1931,8.560860919715196e-06,3.079446297959976e-08
1932,8.659129548505007e-06,2.6302887090601246e-08
1933,7.585548985389323e-06,5.276504566609219e-08
1934,7.029593177776405e-06,3.1152108448395666e-08
1935,7.556774704653435e-06,4.787313656606784e-08
1936,7.696768733467252e-06,5.092380295224075e-08
1937,7.2235244488183525e-06,8.813782903516199e-08
1938,6.880639119799525e-06,4.019216603978748e-08
1939,6.9832632618727075e-06,4.7411555570420205e-08
1940,6.937902242043492e-06,9.128818390102822e-08
1941,6.726474225615675e-06,7.969057280732272e-08
1942,6.9089000476196816e-06,5.461581054078124e-08
1943,6.662924818101601e-06,9.580676207932015e-08
1944,6.410306468751514e-06,6.105053884652989e-08
1945,7.78161637526864e-06,9.585418148105873e-08
1946,7.978184697776669e-06,6.682130404556119e-08
1947,7.5077644510201935e-06,3.2186350917839945e-08
1948,7.035198734683945e-06,6.414413644684203e-08
1949,7.725003882796955e-06,3.9268034157657894e-08
1950,7.0055124865575635e-06,4.8922664364070556e-08
1951,7.440592469265539e-06,2.878578464482473e-08
1952,7.144104500866888e-06,1.2021076223334148e-07
1953,7.245399046951206e-06,4.740483960929964e-08
1954,6.996158447236667e-06,6.547599440409613e-08
1955,6.984769157725168e-06,4.1296674524460286e-08
1956,7.222849291110833e-06,3.1396110156123314e-08
1957,6.597122762741492e-06,3.887416755166129e-08
1958,7.1645901016381686e-06,4.7979010542320566e-08
1959,7.522875876020407e-06,3.642851353902188e-08
1960,7.4025233516294975e-06,2.560708367571607e-08
1961,7.574883341021632e-06,2.8487453451742084e-08
1962,7.210804341184485e-06,2.663621678777872e-08
1963,7.304053582402048e-06,2.069137117199915e-08
1964,7.651806782860149e-06,2.494427053800763e-08
1965,7.128431093406107e-06,4.432355160677304e-08
1966,7.239016696303224e-06,3.545007909444564e-08
1967,7.428536520137641e-06,3.894965139306095e-08
1968,7.658313080582957e-06,1.7965662957308837e-08
1969,7.3544682663850836e-06,4.5871755227633315e-08
1970,7.620087359327954e-06,2.069426266460006e-08
1971,7.716331481333327e-06,2.5178148010951418e-08
1972,7.689064261739986e-06,2.8215806913145514e-08
1973,7.4979571991207195e-06,2.59120574996885e-08
1974,7.482572868866555e-06,1.4626486799507177e-08
1975,7.6202567811378685e-06,2.227477313709869e-08
1976,7.636699990598572e-06,2.628222439682304e-08
1977,7.18083981610107e-06,2.5857840313392444e-08
1978,7.406729224612718e-06,3.9801963613861346e-08
1979,7.044020520652339e-06,2.3407894067517532e-08
1980,7.2963225079547556e-06,2.7288724169238776e-08
1981,7.269321571357068e-06,3.921840630027873e-08
1982,7.458934646820126e-06,1.6139505731871395e-08
1983,7.215879918476276e-06,9.47297440490047e-09
1984,7.240641991757002e-06,2.5515637880335618e-08
1985,7.67284419112002e-06,3.5491794059261395e-08
1986,7.674140249491757e-06,2.6975184752586756e-08
1987,7.637909988034153e-06,4.6442206524943686e-08
1988,7.595834659923639e-06,2.5785181989590455e-08
1989,8.255782063315564e-06,1.3720305780395847e-08
1990,8.078714387238506e-06,1.1987032311200352e-08
1991,7.856121783333947e-06,1.817054240405014e-08
1992,7.919993919358603e-06,1.3774860863069449e-08
1993,7.532214397087955e-06,1.1078414630105726e-08
1994,7.59694933094579e-06,1.4242301560329906e-08
1995,7.62396564368828e-06,1.6809596992128917e-08
1996,8.184897012597503e-06,1.3345230476247139e-08
1997,7.957606953823415e-06,8.151320618488e-09
1998,8.393814994178683e-06,1.2397135651376345e-08
1999,7.698960786228781e-06,8.683381846896765e-09
2000,7.680305770918494e-06,2.0322945548656435e-08
2001,7.92561212392684e-06,1.0953029233595757e-08
2002,7.602295653441615e-06,1.5334274905409728e-08
2003,7.675888923586172e-06,1.12506919336397e-08
2004,7.529990540433573e-06,3.9202642382329955e-08
2005,7.52756716337899e-06,1.5763124139311913e-08
2006,8.04553349098569e-06,1.7706926813687573e-08
2007,8.097608827029035e-06,1.1983438463758489e-08
2008,8.237293855017924e-06,1.660401449665727e-08
2009,8.09448346217323e-06,1.4781396773244637e-08
2010,8.470233694879425e-06,1.5116137341841807e-08
2011,7.940860314192832e-06,2.370862611789093e-08
2012,8.63386549099232e-06,1.8042539906559796e-08
2013,8.719083496089297e-06,1.7013662978460076e-08
2014,9.545498869556468e-06,1.364230450828785e-08
2015,9.12608402359183e-06,1.861923273893673e-08
2016,8.932861476296239e-06,1.532791626956964e-08
2017,8.926898260597227e-06,1.1320251402935355e-08
2018,8.934197921917075e-06,1.2391039860837338e-08
2019,9.003711227251188e-06,1.0969247732361964e-08
