year,quelques_DET ans_NOUN,quelques_DET dents_NOUN
1884,2.706695845233753e-08,1.0892799728878799e-07
1885,3.351730470946279e-08,1.5469525482814106e-07
1886,3.872078235822585e-08,1.4713897744655924e-07
1887,3.3950408484528793e-08,1.8150409974992954e-07
1888,2.53624587998047e-08,1.7817126884978052e-07
1889,4.510898587994916e-08,1.2780878666518447e-07
1890,2.3595791986963377e-08,1.7696843990222533e-07
1891,2.7409146508006188e-08,1.8931434109248357e-07
1892,2.820830591332424e-08,1.617276144116886e-07
1893,1.4780200174868696e-08,1.792099202369002e-07
1894,3.3398158905129094e-08,1.266609439554145e-07
1895,3.5509824414248214e-08,1.360206889344795e-07
1896,3.125425407368709e-08,1.568609642177421e-07
1897,7.982597294287075e-08,1.5848660772643797e-07
1898,1.4145887239358501e-08,1.686189747829303e-07
1899,5.638130140539488e-08,1.3708394241973565e-07
1900,3.529916137168243e-08,1.8532059353759678e-07
1901,3.688567695725453e-08,1.6263230850910304e-07
1902,3.240787266323153e-08,2.0770500341882325e-07
1903,5.4542223182352245e-08,1.3662557840632417e-07
1904,3.117282609821359e-08,1.3597801373776974e-07
1905,3.354493349760901e-08,1.4398517045322023e-07
1906,4.784091645060329e-08,1.7335901425497013e-07
1907,3.188562835987341e-08,1.799995246187791e-07
1908,5.991894691526056e-08,1.493062260493616e-07
1909,3.300590289967431e-08,1.1552065526387878e-07
1910,3.7409055186898854e-08,1.9238942972066297e-07
1911,2.128149745317387e-08,1.4098991041322506e-07
1912,2.6047105361470813e-08,9.533240996617565e-08
1913,3.4469432752537443e-08,1.3734742765336705e-07
1914,2.6117300322425763e-08,1.1652334386269558e-07
1915,1.4136914527895783e-08,2.2619062445272675e-07
1916,3.625862321499085e-08,1.2305957630687203e-07
1917,3.3995917192441993e-08,1.326937379975135e-07
1918,2.5270027848023346e-08,6.662098073206835e-08
1919,2.2098836149897494e-08,1.0589025389862172e-07
1920,3.407504101105019e-08,1.1434069691063087e-07
1921,3.104826579169995e-08,1.1283393552830034e-07
1922,3.2462917132214386e-08,1.320650522274036e-07
1923,3.927900760203329e-08,1.061594820939149e-07
1924,3.351822286390416e-08,1.1860294701904195e-07
1925,5.2791253146722283e-08,1.143810490766839e-07
1926,4.6813780962828844e-08,1.2706597285472299e-07
1927,6.912519356916391e-08,1.2821608352808767e-07
1928,5.8272810354864646e-08,9.255093669224834e-08
1929,6.015819509208598e-08,1.1363214547088774e-07
1930,6.72230648923744e-08,1.0713675990814409e-07
1931,6.158892773555635e-08,1.2545892502657807e-07
1932,5.150982262946968e-08,1.4028207573346663e-07
1933,5.964744387298992e-08,1.4911860723998416e-07
1934,6.11060571031885e-08,2.0608317718995295e-07
1935,3.2314367182095793e-08,1.639654989560313e-07
1936,4.7286387694356335e-08,1.0912242887073376e-07
1937,4.5328027109547975e-08,1.2465206777889648e-07
1938,6.871563829058402e-08,1.6595474150449263e-07
1939,5.199977159975333e-08,1.667051465759073e-07
1940,2.5357829613881222e-08,2.916150378950988e-07
1941,4.427253941230447e-08,1.3281761157557526e-07
1942,5.765002475399683e-08,1.274368912618229e-07
1943,3.774205836748479e-08,2.6129116648121453e-07
1944,2.5705489292704442e-08,1.9279116791892648e-07
1945,3.485606603348401e-08,1.3071024262956144e-07
1946,1.3921104269343232e-08,2.0185601457001212e-07
1947,2.8610090296865565e-08,1.0967201102829449e-07
1948,2.5005341797168512e-08,1.456832969815025e-07
1949,1.47255123650325e-08,9.326158023625908e-08
1950,1.914365110877725e-08,1.6059395169243373e-07
1951,2.1322803078760444e-08,1.780454050859248e-07
1952,3.690681360524195e-08,3.6274125037039084e-07
1953,1.939288907237824e-08,1.723812377285583e-07
1954,1.8567819282111486e-08,1.1629317775430081e-07
1955,2.0648337706319353e-08,2.027291277073573e-07
1956,3.750090726839517e-08,1.4564306383135772e-07
1957,3.710716001137371e-08,1.3429256995323158e-07
1958,2.481672983778438e-08,1.4310981288900848e-07
1959,3.642851353902188e-08,1.1781136599608999e-07
1960,3.045166674375821e-08,9.550750146303244e-08
1961,3.821487437605242e-08,1.5980766399081858e-07
1962,3.741754373010053e-08,1.0971584663010958e-07
1963,2.90972388405919e-08,1.370803248690322e-07
1964,3.3461826975944575e-08,1.0951142659365587e-07
1965,3.3379464525751246e-08,1.1600732197081243e-07
1966,3.323444852654234e-08,1.3792296016390537e-07
1967,3.451234892315469e-08,1.3952849498011233e-07
1968,4.626158478515663e-08,1.172259569415246e-07
1969,5.0867688172751e-08,1.285317470234304e-07
1970,3.6329927954881214e-08,9.93324631437531e-08
1971,4.830093669472291e-08,1.9217605995436315e-07
1972,3.642404422521395e-08,1.5749550641430687e-07
1973,4.465695235822409e-08,1.0530219007875985e-07
1974,3.600365872102884e-08,1.1701189173152216e-07
1975,3.369773260430975e-08,2.1703624142332956e-07
1976,2.399681336973103e-08,1.1369918428982828e-07
1977,1.82180240893004e-08,1.1577260172757065e-07
1978,1.9009891771837317e-08,1.2118806758110168e-07
1979,2.4578287849408298e-08,9.421676772092269e-08
1980,3.183684260665842e-08,1.4895094579969737e-07
1981,2.9097527054489092e-08,1.2271566074417706e-07
1982,2.9796011546956436e-08,9.683703616758521e-08
1983,1.5156758848000607e-08,1.2378019320635758e-07
1984,1.5077422255149742e-08,1.0380225390349551e-07
1985,2.285912037436333e-08,8.84287041369447e-08
1986,3.2969669661042644e-08,1.300803278425633e-07
1987,2.3832186002437084e-08,8.982900734366694e-08
1988,2.2786904585458956e-08,1.4091901245905092e-07
1989,1.7013178421620978e-08,8.780995308654838e-08
1990,2.942271454253742e-08,1.1115248188531268e-07
1991,2.9307326343541718e-08,1.0198949196293938e-07
1992,2.3141765059797592e-08,1.002809821848416e-07
1993,3.268132309219851e-08,1.224164831725716e-07
1994,1.9517228500021133e-08,1.0444354336947015e-07
1995,2.4943273557731516e-08,9.760411678882974e-08
1996,3.469759835006414e-08,1.0569422315143129e-07
1997,3.06873251254558e-08,7.480035524309869e-08
1998,2.6224710625299963e-08,7.629006981701991e-08
1999,3.244842794458691e-08,1.2248138858694801e-07
2000,2.3415566707818414e-08,7.775735078041635e-08
2001,1.883921035839009e-08,8.762423542307829e-08
2002,1.840113017514966e-08,8.324320477370861e-08
2003,2.291807565946158e-08,1.0583984177969796e-07
2004,1.4976290207968646e-08,8.325055533831005e-08
2005,2.5220997068586826e-08,7.115924605116675e-08
2006,2.635449503074483e-08,1.0335903333213992e-07
2007,3.2355283563489934e-08,1.0225867308477632e-07
2008,2.000996635054264e-08,8.557453456958797e-08
2009,1.7165492360859957e-08,7.867517659576606e-08
2010,1.5588516810716158e-08,1.2754240508172643e-07
2011,1.3001504706178224e-08,1.1280717027162268e-07
2012,1.9063814638009546e-08,1.177871424840049e-07
2013,1.7292575871241667e-08,1.310888819716638e-07
2014,2.187099648609525e-08,1.3858848912917665e-07
2015,2.1057465660057062e-08,1.5117044016577097e-07
2016,2.1127669169729302e-08,1.2966589135743334e-07
2017,1.6854595330517697e-08,1.416289236999546e-07
2018,1.626323964387666e-08,1.5024136068575444e-07
2019,2.2448692738041842e-08,1.2882488853449559e-07
