year,aux_ADP eaux_NOUN,aux_ADP dos_NOUN
1868,3.5329979581888438e-06,8.397785578040384e-09
1869,3.425300214132676e-06,4.883519366671862e-09
1870,3.923236146619047e-06,9.747882945276842e-09
1871,3.2256515467565805e-06,6.37270636261178e-09
1872,3.2159749991933495e-06,6.047339295989218e-09
1873,4.123159801139309e-06,8.380406590902112e-09
1874,3.550112662509264e-06,2.0911132381229436e-08
1875,3.733296491503779e-06,8.582291044501034e-09
1876,4.018786015080877e-06,8.464420497844571e-09
1877,3.7486169475187125e-06,1.608052180301911e-08
1878,3.6820324211817024e-06,7.850815109122777e-09
1879,3.814662775880606e-06,1.1607718231054776e-08
1880,3.3039072224738675e-06,7.701415727368044e-09
1881,3.977118396392143e-06,9.064259565150223e-09
1882,3.624522761924709e-06,1.7304001787010748e-08
1883,3.839630316804232e-06,8.215140678835553e-09
1884,3.39525268344687e-06,1.5844072720483382e-08
1885,3.6933492033597304e-06,1.0957580676151935e-08
1886,3.4371147457079587e-06,1.0325542199041138e-08
1887,3.7286687710746946e-06,1.0446279397058333e-08
1888,3.3586235552718335e-06,5.706553229956057e-09
1889,3.472138734750274e-06,1.6915869593958632e-08
1890,3.6737336674974586e-06,5.898947996740844e-09
1891,3.140578314742015e-06,2.1672347472190268e-08
1892,3.5279188104198056e-06,3.1342560991021173e-08
1893,3.449329160076786e-06,1.046930814263547e-08
1894,3.5118477423878858e-06,4.411077725308132e-09
1895,3.2873672566324785e-06,7.824198844375019e-09
1896,3.3837152635385337e-06,8.255840733273345e-09
1897,3.165653367886989e-06,1.0488084178916779e-08
1898,3.2614757063953448e-06,1.584339415217073e-08
1899,3.372928309985923e-06,7.185851913504848e-09
1900,3.1634277384284815e-06,7.786579381274805e-09
1901,3.0631878296105697e-06,1.2854099173953415e-08
1902,2.8243951923911936e-06,2.9461703132671602e-08
1903,3.4285998609107082e-06,2.1060859278776434e-08
1904,3.286045743067234e-06,1.7198800605910947e-08
1905,3.0236887518242384e-06,2.115911268418813e-08
1906,3.360181295875009e-06,1.4403716885880158e-08
1907,2.879992280213628e-06,1.5942814179936704e-08
1908,3.0941751774093973e-06,1.5225305460830896e-08
1909,3.0101382684222244e-06,9.901770681164379e-09
1910,3.3903293044090788e-06,1.2825961626106164e-08
1911,2.9544037545292667e-06,1.7025197029951755e-08
1912,3.0068778951175545e-06,3.229841283314272e-08
1913,2.7899029930722463e-06,1.484837142129436e-08
1914,2.698787728405705e-06,2.0759905794420774e-08
1915,2.220673532615791e-06,1.7671142660269368e-08
1916,2.2172698876943286e-06,1.9777431248257926e-08
1917,2.071557680949354e-06,1.6449636319748606e-08
1918,2.064101794374551e-06,1.378365155346728e-08
1919,2.204358924728922e-06,1.2890987832747669e-08
1920,2.267883445483676e-06,2.6502810168693713e-08
1921,2.3990464246281817e-06,7.572747762196741e-09
1922,2.7563966220611746e-06,1.8444838545406128e-08
1923,2.380095640575064e-06,2.229349149729387e-08
1924,2.5615658660882445e-06,1.6759111876041288e-08
1925,2.5691744021116847e-06,2.639562701745035e-08
1926,2.1980185849201916e-06,1.7833821530643945e-08
1927,2.65909023866584e-06,2.3413372796099452e-08
1928,2.3274845055709648e-06,3.3135519106330946e-08
1929,2.3829329673930033e-06,1.4482528287729224e-08
1930,2.5124620428584876e-06,2.8359728787563654e-08
1931,2.185266243515116e-06,2.5091784650044247e-08
1932,2.266432183262168e-06,1.8631212128639163e-08
1933,2.4696335252372137e-06,2.408838994938378e-08
1934,2.4358552295211666e-06,3.1152108448395666e-08
1935,2.161472160366884e-06,2.8723881939640705e-08
1936,2.2600467524114265e-06,2.424942868728408e-08
1937,2.116566883980653e-06,3.777335588761588e-08
1938,2.1651907946562687e-06,3.111651514231539e-08
1939,2.2145785747440527e-06,1.988226561167039e-08
1940,2.426744296180061e-06,2.5357829613881222e-08
1941,2.2815115485741444e-06,3.246652813260198e-08
1942,2.4273693295384646e-06,2.1239483061208375e-08
1943,2.4416208086464053e-06,1.4516175816936538e-08
1944,1.7351205627846866e-06,2.8918675454292497e-08
1945,1.8582639409459034e-06,1.5249527862692958e-08
1946,1.8501147280858277e-06,1.2528993842408909e-08
1947,1.80243573399963e-06,2.1457568166738383e-08
1948,1.9960786410422315e-06,9.784699273041042e-09
1949,1.848542678928311e-06,1.3743811422273211e-08
1950,2.0292270388466704e-06,2.6588404367089424e-08
1951,2.0757748222521855e-06,1.0661401539380222e-08
1952,2.1015794349210637e-06,1.687168627029223e-08
1953,1.87787811967155e-06,3.232148326759443e-09
1954,2.0688458768347573e-06,2.931760767488356e-08
1955,1.8911999255522005e-06,1.1262729415761896e-08
1956,1.823590656258034e-06,1.2209598665435806e-08
1957,2.0585638385028915e-06,1.4136060155767183e-08
1958,2.0589614422306113e-06,2.481673117005201e-08
1959,1.926835943244498e-06,1.9376869886400527e-08
1960,1.8630882969716822e-06,2.4222917505145602e-08
1961,1.9711927397025875e-06,1.6675582470426775e-08
1962,1.7319882541499965e-06,1.9025869324451605e-08
1963,1.8292464885050208e-06,1.4225316813387678e-08
1964,1.8750789969601556e-06,9.73434927109551e-09
1965,1.7395626281668797e-06,1.7510538130594e-08
1966,1.699942078658978e-06,1.661722348611505e-08
1967,1.5688328369733995e-06,1.9228308612007083e-08
1968,1.7224580073360585e-06,2.8745061442236874e-08
1969,1.5637272010593506e-06,2.134626098104775e-08
1970,1.7167040438081926e-06,2.1614007666981294e-08
1971,1.678200632682092e-06,1.901207080656775e-08
1972,1.6442120243098657e-06,1.539044092169206e-08
1973,1.5420430745649583e-06,1.4334329778709076e-08
1974,1.4710869749023914e-06,1.5751600912494723e-08
1975,1.5980722078978715e-06,1.6563292959403952e-08
1976,1.4443795803842363e-06,1.9997344002931072e-08
1977,1.3710532495991856e-06,2.1744093192666014e-08
1978,1.448316185648224e-06,1.782177372344762e-08
1979,1.7269173215872513e-06,2.0481907170299962e-08
1980,1.5548887062344363e-06,2.0466543182440233e-08
1981,1.3789697419497315e-06,1.1385989151513343e-08
1982,1.544426535993182e-06,2.60715092847974e-08
1983,1.343899265648929e-06,2.399820020482224e-08
1984,1.3813238100013336e-06,2.3196033815953143e-08
1985,1.6097633457334837e-06,1.5038895018193443e-08
1986,1.5879391597195536e-06,1.8582905048081244e-08
1987,1.4452081895655056e-06,1.466596055710312e-08
1988,1.2604755763589992e-06,1.9788627569905515e-08
1989,1.3753234755498056e-06,1.9757239844153673e-08
1990,1.4270017452133743e-06,1.3076762783725826e-08
1991,1.3768581208495334e-06,1.3481370075840715e-08
1992,1.428728560348702e-06,2.369276025371292e-08
1993,1.2668167705953692e-06,1.0524494165053966e-08
1994,1.433197537537012e-06,1.002236071911966e-08
1995,1.2363187735786596e-06,2.4943274112843028e-08
1996,1.254451706955706e-06,1.3345230698291743e-08
1997,1.1771465757703936e-06,1.5823152565985765e-08
1998,1.1305234552949628e-06,1.6688452286750532e-08
1999,1.268687850775052e-06,1.4624643551730543e-08
2000,1.173870980863967e-06,1.8555732950176207e-08
2001,1.1649642326361231e-06,2.1029816110740285e-08
2002,1.1776723436440761e-06,2.2782350839190002e-08
2003,1.1921566098749281e-06,2.20846910758965e-08
2004,1.191495990759961e-06,2.5547789661573006e-08
2005,1.1597155742393284e-06,1.936612259445525e-08
2006,1.1707160831875285e-06,1.93540827808647e-08
2007,1.119253095094308e-06,3.1556388835340954e-08
2008,1.3449252431740888e-06,3.448526281202291e-08
2009,1.325557462017457e-06,1.764231316592202e-08
2010,1.300460217734667e-06,2.928751607900182e-08
2011,1.3873370336980884e-06,3.4798146530956586e-08
2012,1.4781264763286117e-06,3.744677945505259e-08
2013,1.2366980790545767e-06,4.602056458136161e-08
2014,1.382203651090208e-06,5.19706843810086e-08
2015,1.5352001083712707e-06,3.54652060635674e-08
2016,1.8057942234861457e-06,3.024156464137562e-08
2017,1.313400698421674e-06,2.9684213004310678e-08
2018,1.3883128469061035e-06,3.3559068857158536e-08
2019,1.5050827668616762e-06,3.341793930466963e-08
