year,serais_VERB en_ADP,serais_VERB dans_ADP
1907,1.0851399423472685e-07,6.37712602724605e-08
1908,9.921006238755581e-08,5.255186152908209e-08
1909,1.1001966981893929e-07,7.151278680339601e-08
1910,9.459146355084158e-08,3.634022505139001e-08
1911,6.171634225893285e-08,6.331245572255284e-08
1912,1.0210465717364059e-07,5.730363383804615e-08
1913,1.0659009319624602e-07,5.833288696521777e-08
1914,6.428874144148722e-08,7.232483056895944e-08
1915,6.361611326610728e-08,3.416420923940677e-08
1916,5.6036057571873243e-08,5.273981784625903e-08
1917,4.0575770299255964e-08,2.3029491202919417e-08
1918,5.283732917860107e-08,3.5607765624945387e-08
1919,5.1563951330990676e-08,7.274200441997891e-08
1920,1.0979736231320203e-07,4.240449769099541e-08
1921,6.209653236055601e-08,5.9067428281878165e-08
1922,5.090775445637519e-08,7.009038682781465e-08
1923,1.1146745748646936e-07,4.989495749896378e-08
1924,1.1086797258030856e-07,6.445812061883771e-08
1925,9.898359820681435e-08,6.928851803422731e-08
1926,9.697140512798796e-08,5.5730691173039304e-08
1927,1.0814748208076708e-07,5.5746124161260013e-08
1928,9.940655587570291e-08,5.0274582719112004e-08
1929,1.1140406286358484e-07,7.798284684668033e-08
1930,9.768351105776674e-08,5.3568378177715203e-08
1931,1.1291302826066385e-07,7.52753521737759e-08
1932,1.0301964437076094e-07,3.9454331357546835e-08
1933,7.685343916818965e-08,5.047091278242988e-08
1934,8.626737724171107e-08,5.391711255242626e-08
1935,1.0651773152403621e-07,2.992070946561398e-08
1936,7.881064334469556e-08,3.394919900756577e-08
1937,1.5109341688912536e-07,3.5255130370615007e-08
1938,9.723910920911294e-08,3.1116513810047763e-08
1939,7.799965828780842e-08,4.282334131744392e-08
1940,4.81798743123818e-08,4.564409294971483e-08
1941,9.444808313219255e-08,3.836953510472085e-08
1942,1.0316320242509391e-07,5.158160121254696e-08
1943,1.5096823346993915e-07,3.4838823381733164e-08
1944,1.0603514510876266e-07,2.5705489292704442e-08
1945,1.3942425880486553e-07,2.3963544037997053e-08
1946,8.770295778504078e-08,5.986074569364064e-08
1947,1.2278496797080152e-07,6.556479092978407e-08
1948,1.174163912764925e-07,7.392883816237372e-08
1949,1.364564212735786e-07,5.2030145525350235e-08
1950,1.1486190487630665e-07,7.763814124928103e-08
1951,1.3539980159293918e-07,7.249753508631329e-08
1952,8.963083075741451e-08,5.061505703451985e-08
1953,1.335954635806047e-07,5.4946518446286063e-08
1954,1.338837449793573e-07,6.840775057526116e-08
1955,1.220129064449793e-07,4.974372203037092e-08
1956,9.767678932348645e-08,5.05826207586324e-08
1957,6.096176008441034e-08,5.212672249399475e-08
1958,8.354965785883905e-08,5.873292963087806e-08
1959,9.61092752049808e-08,4.727956337546857e-08
1960,1.2042249863952748e-07,7.543708591128961e-08
1961,9.17157052526818e-08,5.141637871020066e-08
1962,1.135210183633717e-07,6.024858834052793e-08
1963,9.052474325699222e-08,6.401392482757728e-08
1964,1.1985417813775712e-07,6.570685684437194e-08
1965,1.1053527515514361e-07,4.9795595202795084e-08
1966,1.1244321740377927e-07,6.702280330728172e-08
1967,1.0896041402475021e-07,4.930335606445624e-08
1968,1.266579232606091e-07,4.2668450106475575e-08
1969,1.185398801339943e-07,5.5409444144061126e-08
1970,1.0301143760216291e-07,4.3687887085752664e-08
1971,1.0893402446754408e-07,4.3162540208641076e-08
1972,9.593374983296599e-08,3.5911028817281476e-08
1973,8.600597567465229e-08,5.458071683506205e-08
1974,9.788494992335472e-08,3.1503201824989446e-08
1975,8.85279405338224e-08,3.655347313724633e-08
1976,8.913102078622614e-08,4.2280099421532213e-08
1977,8.462566114531e-08,4.525121966025836e-08
1978,8.49504573352533e-08,4.099008066305032e-08
1979,8.017203612098456e-08,4.388979846225993e-08
1980,9.835310521566498e-08,5.230338473438678e-08
1981,1.0184134424662261e-07,3.921840630027873e-08
1982,1.0056153598725359e-07,3.600351305976801e-08
1983,9.662433342327859e-08,4.357568172963511e-08
1984,9.742334583506818e-08,4.001315900836744e-08
1985,7.760069564710648e-08,4.4515129360434e-08
1986,1.0130680294651029e-07,3.6566362382473017e-08
1987,9.349550111892313e-08,3.727598141267663e-08
1988,8.93486529207621e-08,4.197587699650285e-08
1989,1.1195768934157968e-07,4.774666351181622e-08
1990,8.445409349633337e-08,5.5031375012504213e-08
1991,9.495573749518371e-08,3.868566977871524e-08
1992,9.311805371226001e-08,3.856960972825618e-08
1993,1.0247534021345928e-07,4.2651898013446043e-08
1994,9.23112182249497e-08,3.797947201178431e-08
1995,1.0736452793480566e-07,4.446409818115171e-08
1996,8.43418561657927e-08,5.818520421030371e-08
1997,1.0356971813507698e-07,4.219507232505748e-08
1998,9.870027639635737e-08,4.6727667069035306e-08
1999,9.825932778539936e-08,5.484241327735617e-08
2000,8.747702651135114e-08,3.932047931698435e-08
2001,8.80623574062156e-08,4.337399772680328e-08
2002,1.0164433916770577e-07,4.205972459203622e-08
2003,1.275078460594159e-07,5.875361352991604e-08
2004,1.211317623983632e-07,4.801222530659288e-08
2005,1.1619673756513293e-07,4.864049429897932e-08
2006,1.243602696376911e-07,4.8591100920702957e-08
2007,1.533880151782796e-07,7.19006294502833e-08
2008,1.6050547912982438e-07,6.428734167229777e-08
2009,1.8500587373182498e-07,7.056924999915282e-08
2010,2.30521095545555e-07,9.494824126932144e-08
2011,2.592653061128658e-07,9.904087505674397e-08
2012,3.571061029106204e-07,1.2527650028459902e-07
2013,3.854570707062521e-07,1.4029298256446054e-07
2014,3.8696504134350107e-07,1.61975293622163e-07
2015,3.717196932484512e-07,1.618100071709705e-07
2016,4.132323283556616e-07,1.7792811490835447e-07
2017,4.422444703777728e-07,1.698037692676735e-07
2018,4.974486387254728e-07,1.819933999058776e-07
2019,4.4234127472009277e-07,2.012729396483337e-07
