year,trois_DET hivers_NOUN,trois_DET divers_ADJ
1876,7.073837338111844e-08,2.418405919968336e-08
1877,1.9791411176584006e-08,3.7727378554563984e-08
1878,4.6500981509822736e-08,3.8650167510922984e-08
1879,2.7491964260661916e-08,5.803859082220697e-08
1880,4.235778416905589e-08,2.1820676820993867e-08
1881,3.9743293600569274e-08,2.022027167924989e-08
1882,3.593907860199863e-08,2.5956001792337702e-08
1883,3.538829879135008e-08,4.1707636455612374e-08
1884,3.1027976632458376e-08,2.8387297845711146e-08
1885,2.836079660006874e-08,2.707166935067562e-08
1886,2.258712406000285e-08,3.743009102663564e-08
1887,5.941321390423582e-08,1.7628096316002484e-08
1888,1.775372115986329e-08,2.8532765483646472e-08
1889,4.824155186433643e-08,3.947036120166558e-08
1890,2.16294753774271e-08,3.2771932723107966e-08
1891,3.1233678310371715e-08,2.6134301833735663e-08
1892,2.9462007944403013e-08,2.2566645441202127e-08
1893,3.633465794905533e-08,2.5249507373814595e-08
1894,6.23852420833515e-08,2.457600345451283e-08
1895,6.259359164317857e-08,2.467631965430428e-08
1896,5.130415203780103e-08,2.889544248318998e-08
1897,3.903898149193452e-08,2.2141511735185304e-08
1898,3.847681306901052e-08,1.6975064909274806e-08
1899,4.69844163575317e-08,1.6029977345510815e-08
1900,2.8550792507964218e-08,1.5054054003371675e-08
1901,3.576792950710228e-08,1.900171220370339e-08
1902,3.83002145554201e-08,3.093478895266344e-08
1903,3.564145245604777e-08,2.1600881083827517e-08
1904,4.2997003291134206e-08,1.6123875568041512e-08
1905,3.4577084306874895e-08,1.7546581076999246e-08
1906,3.961021910470208e-08,1.5432553013283723e-08
1907,1.131425531042396e-08,1.0799970695529737e-08
1908,4.322022562064376e-08,2.8486056180554442e-08
1909,2.4754425509421196e-08,6.60118004702781e-09
1910,3.366815093386322e-08,1.6566866989364826e-08
1911,1.915334713054051e-08,1.4365010514438836e-08
1912,3.125652747737462e-08,8.856016364688912e-09
1913,3.075734078539227e-08,3.181793939432964e-09
1914,3.080502164465315e-08,1.6072185360371805e-08
1915,1.5314990164938536e-08,2.1205371680821372e-08
1916,6.592477230782379e-09,1.4283700444650549e-08
1917,9.102132203508972e-08,6.57985488317081e-09
1918,5.858051821405752e-08,6.89182577673364e-09
1919,3.498982437122322e-08,2.2098836538475553e-08
1920,4.0890050456710014e-08,6.815008557481406e-09
1921,3.180554092319099e-08,1.741731914250977e-08
1922,5.4596724474720304e-08,1.549366501762961e-08
1923,3.503262924198225e-08,6.369568872344189e-09
1924,3.2229061641686485e-08,1.0313299547703991e-08
1925,2.7495444809844116e-08,1.6497267552040284e-08
1926,4.346993875969929e-08,4.458455382660986e-09
1927,3.4562596340492746e-08,1.2264147031260109e-08
1928,3.7705934374798744e-08,7.998228745975666e-09
1929,2.4508894469477127e-08,5.570202965543558e-09
1930,3.151081229280095e-08,1.470504518152893e-08
1931,1.710803587684495e-08,2.167017854048936e-08
1932,2.7398842306070037e-08,9.863582839386709e-09
1933,3.0970788600370724e-08,1.605892663292252e-08
1934,2.875579241390369e-08,1.3179738189705859e-08
1935,3.4708023122220766e-08,7.180970484910176e-09
1936,3.031178508194898e-08,1.33371855781661e-08
1937,2.3923124703451037e-08,6.295559185076627e-09
1938,4.1488687485546905e-08,7.779128452511941e-09
1939,7.647025235257843e-09,4.588215141154706e-09
1940,2.2822046474857416e-08,1.5214697057785997e-08
1941,4.7224042454274695e-08,8.854508237732261e-09
1942,4.5513175450651033e-08,0.0
1943,6.677440911317944e-08,0.0
1944,5.7837350908584995e-08,1.2852744646352221e-08
1945,3.7034568745042407e-08,8.714016175304096e-09
1946,2.227376771912759e-08,9.744772988540262e-09
1947,3.2186350917839945e-08,8.344609447874518e-09
1948,3.805160786463091e-08,5.435944139264848e-09
1949,4.0249735766551e-08,6.8719057111366055e-09
1950,2.5524867552917385e-08,7.444753258312176e-09
1951,3.198420650551981e-08,2.1322803522849654e-09
1952,3.057992969957013e-08,6.326882129314981e-09
1953,2.5857185836919427e-08,1.0773827163745864e-08
1954,2.34540866728139e-08,2.14995790059902e-08
1955,2.1586897158698548e-08,7.508486277174597e-09
1956,2.703553914074064e-08,1.3081712602058815e-08
1957,4.1524678806581505e-08,1.0602045463770082e-08
1958,3.14345241503311e-08,1.1581140491045971e-08
1959,3.642851531537872e-08,9.300897829689347e-09
1960,2.7683332959327345e-08,4.152500121534786e-09
1961,1.9454845900934714e-08,1.042223907177231e-08
1962,2.4099434448032753e-08,8.244543714397423e-09
1963,2.392439624188114e-08,1.2285501505004959e-08
1964,2.6161064203833462e-08,1.034274621503073e-08
1965,2.407699017936693e-08,1.094408652591028e-08
1966,2.6033651678858405e-08,9.416426749453422e-09
1967,1.1832805346667641e-08,1.627010703941778e-08
1968,2.605021209856062e-08,1.0779397818794223e-08
1969,2.5433844308420106e-08,1.2716921737876419e-08
1970,2.529298798181756e-08,1.5635665207014426e-08
1971,1.7984391087466634e-08,1.5929032315398217e-08
1972,1.692948464748767e-08,1.128632298730281e-08
1973,2.8668660112529665e-08,2.536073751002732e-08
1974,2.3627400480563665e-08,1.2376257352286757e-08
1975,2.9128549350332378e-08,6.282628195464213e-09
1976,2.0568696523781682e-08,8.570290255249802e-09
1977,1.2928919823629315e-08,9.990529292736028e-09
1978,2.198018833610149e-08,7.72276909088987e-09
1979,2.691907674545746e-08,6.437170796402825e-09
1980,1.8192481354706302e-08,9.096241093686785e-09
1981,2.9097527165511394e-08,7.590659656386833e-09
1982,3.041676122084169e-08,6.828252629986764e-09
1983,2.7155859338989785e-08,2.5261264191556165e-09
1984,2.435583495996596e-08,8.69851302098823e-09
1985,2.105445351396895e-08,9.02333674446254e-09
1986,1.558566170567488e-08,7.1933827783254856e-09
1987,3.055408442920182e-08,6.721898593298192e-09
1988,2.818380329117076e-08,1.3792074149421296e-08
1989,2.6891798676764722e-08,1.3720305780395847e-08
1990,4.195461245082299e-08,5.993515905799995e-09
1991,2.4618154625954958e-08,1.7584396161396398e-09
1992,4.0773588505516045e-08,1.3774860363469088e-08
1993,2.1048988885219444e-08,7.754890063438324e-09
1994,4.958431132351393e-08,2.1099706426497278e-09
1995,2.5485518917456318e-08,7.0491861237087505e-09
1996,2.9893316044748985e-08,1.4412848692302305e-08
1997,1.5343662340683295e-08,6.233362714880286e-09
1998,1.907251756527728e-08,6.675381136744818e-09
1999,2.0108885057101844e-08,6.8553016596695215e-09
2000,2.6508188533114208e-08,3.97622823555821e-09
2001,3.2859089449388534e-08,1.1391150245287918e-08
2002,1.2267420301803611e-08,7.448076377869484e-09
2003,1.4167538087139775e-08,7.500461585152607e-09
2004,2.026203960170392e-08,7.488145215006625e-09
2005,1.80149977158095e-08,6.305249655724765e-09
2006,2.1001238970086433e-08,4.529678854225949e-09
2007,2.1570189912001325e-08,5.592271090648637e-09
2008,2.68218709464918e-08,4.257439734089985e-09
2009,1.7165493249038377e-08,8.105927484791664e-09
2010,3.2594171361921553e-08,2.3618964561933353e-09
2011,2.44734204013497e-08,4.206369030868018e-09
2012,2.4510620200146604e-08,3.4042526575461807e-09
2013,3.486406385810881e-08,1.6734750252211938e-09
2014,4.547434873103384e-08,8.661780737106994e-10
2015,3.657349578745084e-08,5.984753581600444e-09
2016,3.355570976637523e-08,4.764082017771898e-09
2017,2.918109043292816e-08,2.0124890642847504e-09
2018,3.768941403414772e-08,4.904786798931582e-09
2019,3.239754420292229e-08,5.612172948588068e-09
