year,leurs_DET hommages_NOUN,leurs_DET dommages_NOUN
1838,6.32478645457013e-07,2.5879863585487328e-08
1839,7.117321842997626e-07,1.8876983531868063e-08
1840,7.949371365612024e-07,4.7772665823231364e-08
1841,7.094706120369665e-07,1.733548060656176e-08
1842,8.888451361599436e-07,2.4820581145945653e-08
1843,8.446882588941662e-07,2.5990408047960045e-08
1844,9.52265395426366e-07,1.4270259640625227e-08
1845,8.610291502009204e-07,1.0602432709561072e-08
1846,6.832203212070453e-07,1.9905304071698993e-08
1847,7.771635068820615e-07,3.55952778363644e-08
1848,7.200473532975593e-07,3.137636639394259e-08
1849,8.56376232150069e-07,6.703531951757213e-09
1850,7.773400625410432e-07,1.0862393651223101e-08
1851,9.119506216848094e-07,2.3217978650791338e-08
1852,6.738414413121063e-07,4.101643469311966e-08
1853,7.793370855324611e-07,2.149895550473957e-08
1854,8.593628990638535e-07,1.2989160858012383e-08
1855,7.33418687559606e-07,1.9104973603134567e-08
1856,9.210219786837115e-07,1.863788057221427e-08
1857,7.932452490422293e-07,2.880090299584026e-08
1858,8.26541906917555e-07,4.061751113226819e-08
1859,7.64844457989966e-07,4.3283474582267445e-08
1860,7.328071660595015e-07,1.6020143434047895e-08
1861,6.89002320086729e-07,2.9238975685075275e-08
1862,6.664029683633999e-07,1.400575744270327e-08
1863,6.732748829563207e-07,1.748117206545885e-08
1864,7.638001875420741e-07,2.3973639073915365e-08
1865,6.947302040316572e-07,3.2006543193574544e-08
1866,7.03567650361947e-07,1.6543083347642096e-08
1867,5.323533969203709e-07,2.8631587767335986e-08
1868,5.009032406633196e-07,2.1735445443482604e-08
1869,5.620930778604816e-07,7.325278605918584e-09
1870,5.837261483065959e-07,8.601073631098188e-09
1871,5.438042762762052e-07,9.559059321873065e-09
1872,6.095718276810658e-07,3.084143074261192e-08
1873,5.710648451895395e-07,7.183205141814142e-09
1874,7.486185040761484e-07,1.6728906260254917e-08
1875,5.177981847737101e-07,1.2587359599081083e-08
1876,5.749760134676762e-07,1.813804395567331e-08
1877,5.24472397955833e-07,4.143826615177204e-08
1878,5.513687710845261e-07,1.509772218355465e-08
1879,5.36398772510438e-07,4.2765275765077604e-08
1880,5.679793844137748e-07,6.417846254436199e-09
1881,5.675620968759176e-07,1.045876096839038e-08
1882,5.530624775929027e-07,1.6638463051776853e-08
1883,4.985958526049217e-07,2.8437025179073316e-08
1884,5.056899681221694e-07,1.650424152899177e-08
1885,5.388551471696701e-07,2.1915161241281567e-08
1886,5.48544448975008e-07,3.291266637006629e-08
1887,5.347189357962634e-07,2.0892558794116667e-08
1888,5.833365435137239e-07,3.4873380627686856e-08
1889,5.149942126081442e-07,2.192797943223468e-08
1890,5.302498493620078e-07,1.5730527991308918e-08
1891,5.76866909796081e-07,2.42220359325529e-08
1892,4.820486196877027e-07,2.8835156484774416e-08
1893,6.01061458382901e-07,1.9091091374434654e-08
1894,4.990819206796004e-07,1.1972924873759894e-08
1895,5.242213205747248e-07,1.745398137131815e-08
1896,4.5643002977158176e-07,2.299841384001411e-08
1897,4.573970215915324e-07,1.5732126712464378e-08
1898,4.1362574165759725e-07,1.584339415217073e-08
1899,4.858741249336163e-07,7.185851913504848e-09
1900,4.225517216127628e-07,2.2321527737290126e-08
1901,3.632680432019697e-07,8.38310842965484e-09
1902,3.8349315900632064e-07,1.1293653123800595e-08
1903,4.4011795807819e-07,1.4580594509538969e-08
1904,4.0793403854877397e-07,2.364835083312755e-08
1905,4.5775931312164175e-07,1.8062657147766004e-08
1906,4.331403431478975e-07,1.8519063615940468e-08
1907,4.05256059821113e-07,1.337139288182243e-08
1908,3.9487568415097485e-07,7.367083831866239e-09
1909,4.1477414924884215e-07,1.265226234892225e-08
1910,3.9707040855319065e-07,3.5271394693836555e-08
1911,4.1232900116483506e-07,1.1172785363555704e-08
1912,3.6153383575765474e-07,2.7088990606216612e-08
1913,3.93481826677089e-07,1.2196876397752021e-08
1914,3.817143863216188e-07,2.8795998474606677e-08
1915,2.5328637320853886e-07,1.6493066468115103e-08
1916,3.065501914534252e-07,1.9777431248257926e-08
1917,3.2899274060582684e-07,4.1672411299487067e-08
1918,3.893881626026996e-07,9.303964532136888e-08
1919,3.7568020161415916e-07,1.2154359296800976e-07
1920,3.6498155964181933e-07,1.0904013691970249e-07
1921,2.9912351351413236e-07,1.5675587405894476e-07
1922,3.1356225349554734e-07,1.342784230473626e-07
1923,3.2166323649107653e-07,1.7834793197835097e-07
1924,2.6427829880049103e-07,2.1786844683902018e-07
1925,2.551577154008555e-07,1.1218141793278846e-07
1926,2.452150340559456e-07,1.092321539886143e-07
1927,3.166379940466868e-07,1.0926240179287561e-07
1928,2.1366696500990656e-07,7.426926629250374e-08
1929,2.8519440320451395e-07,1.5485164794881712e-07
1930,2.7204333719055285e-07,7.772666776872938e-08
1931,2.6346373260821565e-07,6.84321435073798e-08
1932,2.575491180323297e-07,4.274219378430644e-08
1933,2.592369696685637e-07,5.5059178549754506e-08
1934,2.528113327571191e-07,2.7557634396657704e-08
1935,2.8843564336966665e-07,2.752705441366743e-08
1936,2.0733261862915242e-07,4.122403041151301e-08
1937,2.0901255481931003e-07,3.273690651894867e-08
1938,1.9707125886725407e-07,2.5930429359277696e-08
1939,1.7894039672228246e-07,3.8235125288110794e-08
1940,1.927194972495272e-07,3.0429394115571995e-08
1941,1.9479917057196872e-07,4.7224041566096275e-08
1942,2.548737825236458e-07,5.158160121254696e-08
1943,1.800005833274554e-07,2.9032351633873077e-08
1944,2.763340205547138e-07,5.1410978585408884e-08
1945,1.524952892850706e-07,9.149717072887142e-08
1946,1.6705325833754614e-07,1.1972149138728128e-07
1947,1.9192601996564917e-07,2.1934403093837318e-07
1948,1.7829896137300238e-07,1.5764237559778849e-07
1949,1.8848655258807412e-07,9.718838356320703e-08
1950,1.574033490214788e-07,1.9462711975393177e-07
1951,1.3433366063964058e-07,1.258045472241065e-07
1952,1.4340933773837605e-07,1.3919141395035695e-07
1953,1.3898237227749632e-07,9.265491485166422e-08
1954,1.417017756466521e-07,1.2997473675113724e-07
1955,1.4547691762345494e-07,1.154429796201839e-07
1956,1.351777001445953e-07,6.01758785023776e-08
1957,1.219235201688207e-07,4.682570065028813e-08
1958,1.414553594258905e-07,4.218844296133284e-08
1959,1.1548614509138133e-07,5.1930008737599564e-08
1960,1.2042249863952748e-07,4.014083287984249e-08
1961,1.3548910260396951e-07,4.7247482370949e-08
1962,1.192287868434505e-07,3.805173776072479e-08
1963,1.4160656292006024e-07,3.0390449268224984e-08
1964,1.4662363412298873e-07,2.1293889318485526e-08
1965,1.3625387396132282e-07,3.283226135408768e-08
1966,1.2961434947555972e-07,2.99110034518435e-08
1967,1.932691588990565e-07,2.5144711202074177e-08
1968,1.7247036510070757e-07,3.0092486724697665e-08
1969,2.402589984740189e-07,2.8613074576355757e-08
1970,1.5129805319702427e-07,3.449043717296263e-08
1971,1.5209656112347147e-07,2.6205826841874114e-08
1972,1.6775580036210158e-07,2.5137719461554298e-08
1973,1.4720254171152192e-07,3.0322620858669325e-08
1974,1.3445115598642587e-07,2.81278591529599e-08
1975,1.1080271633545635e-07,3.3126585918807905e-08
1976,9.941536660562633e-08,2.2282755196556536e-08
1977,1.0225600277635749e-07,3.0559267116814226e-08
1978,1.1881182615525177e-07,1.7227714366185864e-08
1979,1.1177269243489718e-07,2.4578287849408298e-08
1980,9.949013701771037e-08,1.3075846183596695e-08
1981,1.0753434054322497e-07,1.707898356073656e-08
1982,8.007678076182856e-08,1.6139505731871395e-08
1983,5.999550012347754e-08,1.4525227243211702e-08
1984,8.814492957753828e-08,2.609553817478627e-08
1985,8.421780961498371e-08,2.707001200974446e-08
1986,6.414099118501326e-08,1.7983456501724504e-08
1987,6.721898415662508e-08,2.0165694891716157e-08
1988,9.414589641210114e-08,2.6384837426007834e-08
1989,9.878620232939284e-08,1.7013178421620978e-08
1990,6.429408472286013e-08,2.6153525567451652e-08
1991,6.916528860756443e-08,3.282420379946416e-08
1992,7.052728534517883e-08,2.2039776226279173e-08
1993,5.871559949355287e-08,2.6588196533339215e-08
1994,9.969611625137986e-08,3.323203756622206e-08
1995,8.513247706787297e-08,2.4943274112843028e-08
1996,7.419948389042474e-08,2.081855932090093e-08
1997,6.616954095761685e-08,3.116681313031222e-08
1998,7.676688085211936e-08,1.5734826774860267e-08
1999,8.591977973537723e-08,2.0565904534919355e-08
2000,8.791882777359206e-08,2.2090157258958243e-08
2001,8.80623574062156e-08,3.680217730561708e-08
2002,7.798574586104223e-08,3.023042793870445e-08
2003,7.042099525733647e-08,3.333538245442469e-08
2004,7.444096894460017e-08,2.5547789661573006e-08
2005,5.314424456059896e-08,2.0717248361279417e-08
2006,7.165128579345037e-08,2.3060183096390574e-08
2007,8.308517607247268e-08,2.7162460725094206e-08
2008,6.726754975261429e-08,1.8732734474724566e-08
2009,8.964202180550274e-08,1.668867355419934e-08
2010,7.227403386877995e-08,1.2754241218715379e-08
2011,6.730190449388829e-08,2.103184648660772e-08
2012,7.761695997032803e-08,1.8042539906559796e-08
2013,9.204112672023257e-08,1.840822605458925e-08
2014,9.50630436591382e-08,1.775665126046988e-08
2015,1.4429906514124013e-07,1.9284206231873213e-08
2016,2.0319845361882471e-07,1.7813524877396958e-08
2017,7.697770598724674e-08,2.3646746782901573e-08
2018,1.0248422910308363e-07,1.987729447705533e-08
2019,1.1504954500196618e-07,1.5561024468979667e-08
