year,des_DET oies_NOUN,des_DET doigts_NOUN
1953,2.090122475095768e-07,7.153821357519519e-07
1954,1.6515585476994943e-07,7.993934829642058e-07
1955,1.4735403697230254e-07,7.264460304412523e-07
1956,1.447709490065563e-07,8.093219214799774e-07
1957,1.6433170024754418e-07,7.156380803508e-07
1958,1.5055483104653433e-07,7.676641686771291e-07
1959,1.8601795304107327e-07,8.022023791909305e-07
1960,1.6333167007775984e-07,8.07661262314241e-07
1961,1.8412622465602269e-07,7.76109398969993e-07
1962,1.3888884398127743e-07,7.470824723299074e-07
1963,1.5065903680167025e-07,7.571748632528852e-07
1964,1.8981980876020543e-07,7.410273319408134e-07
1965,1.4665075670494687e-07,7.775773802620733e-07
1966,1.5287846633071922e-07,7.200797398354553e-07
1967,1.0846737996672573e-07,7.814582048126795e-07
1968,1.4642015400134767e-07,7.999211586451338e-07
1969,1.8348700825399078e-07,6.680925821456185e-07
1970,1.292241685324491e-07,6.56697926260108e-07
1971,1.8755150177351965e-07,7.080711839080323e-07
1972,1.2671462146229828e-07,6.633279774348466e-07
1973,1.2735500609650785e-07,6.003878674221141e-07
1974,1.3895161798949118e-07,6.311891667110103e-07
1975,1.1537190047761214e-07,5.100351696540883e-07
1976,1.3826734579502897e-07,5.913500515930536e-07
1977,1.53384004442092e-07,5.941426604039179e-07
1978,1.5207913484083235e-07,6.825739511384654e-07
1979,1.3576577662099965e-07,5.974865029401144e-07
1980,1.3928618591840802e-07,6.657311537594524e-07
1981,1.448550888683009e-07,7.337637519810869e-07
1982,1.4463480058068967e-07,6.592367398638999e-07
1983,1.0925496984892646e-07,6.776333965063941e-07
1984,1.6121243034961097e-07,6.929815299372422e-07
1985,1.3354538586085596e-07,6.352429409162141e-07
1986,1.1569356783702744e-07,7.025537058780174e-07
1987,1.3504905882477658e-07,6.410246768950856e-07
1988,1.3132452536535055e-07,7.021964556486182e-07
1989,1.388494883514113e-07,6.119256372727477e-07
1990,1.482033047395248e-07,6.396715956924481e-07
1991,1.6587946483070937e-07,6.705516000238276e-07
1992,1.6089037568889353e-07,6.259296654320678e-07
1993,1.5952916765371583e-07,6.901852636076455e-07
1994,1.5455535029573753e-07,6.714981530819841e-07
1995,1.6538474323368746e-07,7.076298196295738e-07
1996,1.4306086804083407e-07,7.12101510202956e-07
1997,1.246672529653381e-07,6.396389302665284e-07
1998,1.5162651001432437e-07,6.732598443193183e-07
1999,1.3710602941863215e-07,5.721892115673199e-07
2000,1.3828438072405191e-07,6.609374842980742e-07
2001,1.5903799188698997e-07,6.536767802600707e-07
2002,1.8313505278921838e-07,7.071291356908205e-07
2003,1.6501014521441704e-07,7.492127238606372e-07
2004,1.4932242076159952e-07,7.532193073700455e-07
2005,1.5132599084921594e-07,7.886065702678025e-07
2006,1.6512738998386567e-07,8.029885378846302e-07
2007,1.4340181364591587e-07,1.084900659975574e-06
2008,1.8008970226190968e-07,1.2244396856431194e-06
2009,1.8738996199196833e-07,1.2688160779816826e-06
2010,1.9603741474583103e-07,1.8706220643593952e-06
2011,2.661484601595987e-07,2.222874996959945e-06
2012,2.6042533352033104e-07,2.876593526934812e-06
2013,2.8058596573954375e-07,3.0228537042376047e-06
2014,2.6743247116822744e-07,3.1145597745307896e-06
2015,3.189651867074872e-07,2.963782876008736e-06
2016,2.730026037733868e-07,3.034513255784077e-06
2017,2.098019905583115e-07,3.322619448908881e-06
2018,2.689888269902241e-07,3.531962732949978e-06
2019,2.9361868286725823e-07,3.3048047498596134e-06
