year,pourrions_VERB écrire_VERB,pourrions_VERB décrire_VERB
1990,9.80757164370516e-09,1.0897301727652575e-08
1991,1.641210189973208e-08,6.4476117778156095e-09
1992,9.91789939064347e-09,7.713921945651236e-09
1993,1.3294098266669607e-08,4.985286850001103e-09
1994,1.476979427650349e-08,8.967375286772494e-09
1995,1.1929391696696712e-08,1.0844901865425527e-08
1996,8.007138063703678e-09,1.7615704450690828e-08
1997,1.3425704992187093e-08,8.151320507465698e-09
1998,1.382757464085671e-08,5.72175506974304e-09
1999,6.8553016596695215e-09,1.3253583119876566e-08
2000,1.3254094710646314e-08,8.394259509714175e-09
2001,1.796296800193886e-08,1.445799924226776e-08
2002,5.257465574004527e-09,1.752488643091965e-08
2003,1.583430631058036e-08,7.083769126836614e-09
2004,1.3214373595360485e-08,6.607186797680242e-09
2005,1.7114247796712334e-08,6.7556245042510454e-09
2006,1.4824403926638752e-08,1.1530091548195287e-08
2007,1.677681460421354e-08,1.1983438241713884e-08
2008,1.8732734474724566e-08,6.3861596011349775e-09
2009,1.2397300963584712e-08,7.629108011997232e-09
2010,2.0784689525044087e-08,6.613310343794865e-09
2011,2.6767803973370974e-08,1.0324724186716594e-08
2012,1.2595735121578855e-08,6.468080293586809e-09
2013,1.3945625099154313e-08,8.925200134513034e-09
2014,1.7540106256319632e-08,4.980523993225461e-09
2015,1.551602757388082e-08,8.422986752520956e-09
2016,2.3199008936103382e-08,5.59261792432153e-09
2017,1.7106156491308866e-08,4.779661555431858e-09
2018,1.8070267060465994e-08,6.453666934191915e-09
2019,2.015280387013263e-08,6.12237061048404e-09
