year,énormes_ADJ dents_NOUN
1875,6.865832347102696e-09
1876,6.04601479992084e-09
1877,9.27722432209066e-09
1878,1.0870359723469392e-08
1879,1.832797580370027e-09
1880,5.776061406947974e-09
1881,2.091752326904839e-09
1882,1.9300616216355593e-08
1883,5.0554711528150165e-09
1884,1.7164412113856997e-08
1885,2.127059772760731e-08
1886,1.871504551331782e-08
1887,1.5016526688782506e-08
1888,1.6485598663962264e-08
1889,7.51816386923565e-09
1890,1.3764211992395303e-08
1891,8.286486163910922e-09
1892,7.522214851007902e-09
1893,6.774258043407144e-09
1894,9.452309157609307e-09
1895,1.0833506536300774e-08
1896,1.1794058174530164e-08
1897,1.3401440845939305e-08
1898,1.0185038590293516e-08
1899,4.4220627160029835e-09
1900,4.671947717582725e-09
1901,9.500856101851696e-09
1902,9.820567470342212e-09
1903,8.640352433531007e-09
1904,8.599400302955473e-09
1905,7.741138396966107e-09
1906,5.658602919567102e-09
1907,1.0799970695529737e-08
1908,1.3751889405000384e-08
1909,4.400786846048277e-09
1910,4.809735720812114e-09
1911,7.980561100850991e-09
1912,5.730363294986773e-09
1913,5.833288518886093e-09
1914,4.68772043404897e-09
1915,7.068456930880984e-09
1916,2.197492410260793e-09
1917,0.0
1918,1.1486376294556067e-09
1919,8.287063479883727e-09
1920,3.786115865267448e-09
1921,1.5145494858259667e-09
1922,1.0329110011753073e-08
1923,1.0615948120573648e-09
1924,6.445812328337297e-09
1925,1.3197813508725176e-08
1926,1.1146138456652466e-09
1927,1.0034302277972529e-08
1928,4.570416489713125e-09
1929,4.4561625500705304e-09
1930,4.201441416995522e-09
1931,2.2810713318222042e-09
1932,5.4797681947604815e-09
1933,2.2941324395731044e-09
1934,1.1981580172459871e-08
1935,8.377798899061872e-09
1936,1.091224355320719e-08
1937,7.554670666820584e-09
1938,1.2965214457594243e-09
1939,6.117620188206274e-09
1940,0.0
1941,0.0
1942,6.068423541449874e-09
1943,5.806470415592457e-09
1944,9.639558484764166e-09
1945,1.742803235060819e-08
1946,2.7842208538686464e-09
1947,9.536696765621855e-09
1948,4.348755133776194e-09
1949,9.817008539414473e-09
1950,1.1698897850465073e-08
1951,1.7058242818279723e-08
1952,1.1599284199803606e-08
1953,1.0773827163745864e-08
1954,1.7590565448699635e-08
1955,6.569925492527773e-09
1956,6.976913269340912e-09
1957,8.835037701437898e-10
1958,4.1361216673863055e-09
1959,6.975672928177801e-09
1960,1.1073333361366622e-08
1961,1.111705483225478e-08
1962,1.2683912586908264e-08
1963,8.405868889838075e-09
1964,4.867174663303331e-09
1965,3.830430195250756e-09
1966,6.092982118843793e-09
1967,3.944268467392931e-09
1968,5.3896989093971115e-09
1969,9.083515606356229e-10
1970,7.817832603507213e-09
1971,8.735275613958038e-09
1972,7.69522046084603e-09
1973,3.859242703185828e-09
1974,3.937900228123681e-09
1975,6.282628195464213e-09
1976,9.712995741040231e-09
1977,5.289103821581875e-09
1978,4.158414057542359e-09
1979,7.022368020415115e-09
1980,7.95921106799824e-09
1981,3.1627747087981106e-09
1982,3.7245013739806154e-09
1983,5.68378455412244e-09
1984,2.3196033982486597e-09
1985,9.624892882698077e-09
1986,6.593933843390687e-09
1987,4.277571630240118e-09
1988,4.797243047249822e-09
1989,3.841685636274406e-09
1990,5.993515905799995e-09
1991,5.8614650910726596e-09
1992,6.060938417817852e-09
1993,3.323524566667402e-09
1994,1.002236071911966e-08
1995,2.1689803286761844e-09
1996,8.540947504798169e-09
1997,7.671831170341648e-09
1998,4.291316191284977e-09
1999,7.769341614505265e-09
2000,4.418031274155965e-09
2001,4.381211837767296e-09
2002,3.9430991805033955e-09
2003,5.000307723435071e-09
2004,5.285749615779878e-09
2005,8.557123898356167e-09
2006,9.471146533712727e-09
2007,9.586750948642475e-09
2008,9.79211112195344e-09
2009,1.2397300963584712e-08
2010,8.030448306328708e-09
2011,1.0707121411712706e-08
2012,1.9063815415165664e-08
2013,1.6734750474256543e-08
2014,2.273717392142771e-08
2015,2.0835809522168347e-08
2016,2.195620396605591e-08
2017,2.2388940479345365e-08
2018,2.2975052971219156e-08
2019,2.3724185282958388e-08
