year,nouveaux_ADJ hommages_NOUN,nouveaux_ADJ dommages_NOUN
1856,1.501384794266869e-08,2.7956822634678247e-08
1857,1.757343248698362e-08,1.513267733344037e-08
1858,2.8872689128434104e-08,1.3702292633865909e-08
1859,1.018434669930457e-08,1.9350258284589472e-08
1860,1.830873586072812e-08,2.1055045706930287e-08
1861,9.431927239234028e-09,1.1789909493131745e-08
1862,6.325180823552046e-09,3.298130124562704e-08
1863,1.2986014041871385e-08,1.6482248454963155e-08
1864,1.342523781033833e-08,1.5343129433631475e-08
1865,1.1767110841276462e-08,1.7415323905201063e-08
1866,6.3252967308358166e-09,1.8002767276925624e-08
1867,1.261730986357179e-08,3.833721073931429e-08
1868,1.333765986544222e-08,2.321740844024589e-08
1869,9.767038733343725e-09,2.4417595723136287e-08
1870,7.454262984651905e-09,3.1537268796455464e-08
1871,3.717411889425648e-08,5.2043770182308435e-08
1872,1.2094678925045343e-08,3.507456725060365e-08
1873,1.1972009328342637e-08,1.496501056408306e-08
1874,1.0754296120296658e-08,1.5533982988813477e-08
1875,1.0298748520654044e-08,2.1169650921137873e-08
1876,7.859819017852487e-09,1.5115036333668286e-08
1877,3.710889595609501e-09,5.071549225021954e-08
1878,1.3889904337816006e-08,1.268208649207736e-08
1879,7.331190321480108e-09,1.5273313169750224e-08
1880,1.8611753915820373e-08,2.0537108014195837e-08
1881,1.1853263259808955e-08,2.998178416646624e-08
1882,8.652000893505374e-09,3.527354053289855e-08
1883,4.423537092179686e-09,1.8326082540376376e-08
1884,2.178559910248623e-08,1.650424152899177e-08
1885,1.9981471144348006e-08,2.6427105837001363e-08
1886,1.4842966855610484e-08,2.774989482645651e-08
1887,1.0446279397058333e-08,3.982643864697266e-08
1888,6.974675947901687e-09,2.0924028731883482e-08
1889,8.14467782106476e-09,4.009687515349469e-08
1890,8.520702365899524e-09,4.9813337454907014e-08
1891,1.2111018299343357e-08,1.5935549768641977e-08
1892,7.522214851007902e-09,4.199903358426127e-08
1893,1.1085149742573464e-08,2.278614097406262e-08
1894,5.041231432301174e-09,3.528862180246506e-08
1895,4.213029924926559e-09,3.8519132772307785e-08
1896,2.358811590497112e-09,1.7691087705884456e-08
1897,4.078699600285063e-09,3.554295346930303e-08
1898,8.487532454637403e-09,3.168678830434146e-08
1899,1.1055156790007459e-08,1.879376654301268e-08
1900,9.34389543516545e-09,2.491705508589348e-08
1901,7.824234593556412e-09,1.2854099340486869e-08
1902,6.874397495693074e-09,2.3078333910575566e-08
1903,5.940242298052567e-09,1.8360749587387204e-08
1904,3.2247751136083025e-09,2.042357571951925e-08
1905,2.580379465655369e-09,2.37394921498435e-08
1906,5.144184633820714e-09,2.0576738535282857e-08
1907,6.685696440911215e-09,1.9542804707839423e-08
1908,8.349361202419914e-09,1.1787333775714615e-08
1909,8.251475669407426e-09,2.475442517635429e-08
1910,5.878565634276356e-09,1.5498036631811374e-08
1911,6.916486494645824e-09,1.2236860191805476e-08
1912,5.2094213387476884e-09,1.7712032729377825e-08
1913,6.893886794756554e-09,2.3863453435524207e-08
1914,1.0045115850232378e-08,2.410827681931238e-08
1915,1.1780761921542648e-09,1.0602685840410686e-08
1916,6.592477230782379e-09,5.7134802222691405e-08
1917,1.0966424435210342e-09,2.7416061976204276e-08
1918,8.040463406189247e-09,5.054005658422511e-08
1919,2.762354567309444e-09,2.301962098716359e-08
1920,3.786115865267448e-09,2.0445025228355007e-08
1921,3.7863738810983705e-09,2.3475516641724425e-08
1922,1.1066902949607993e-08,1.549366501762961e-08
1923,2.1231896241147297e-09,1.3800733000834953e-08
1924,2.578324886925998e-09,1.675911143195208e-08
1925,1.0998178368026856e-08,6.598906754362588e-09
1926,0.0,1.671920735191179e-08
1927,2.2298449753321847e-09,1.5608915049369898e-08
1928,4.570416489713125e-09,1.0283437212876834e-08
1929,5.570203187588163e-09,3.0079096546842266e-08
1930,3.1510811737689437e-09,8.402882833991043e-09
1931,9.124285327288817e-09,1.3686427990933225e-08
1932,1.0959536500543265e-08,1.0959536389520963e-08
1933,5.735331320977366e-09,2.982372038218273e-08
1934,7.188948103475923e-09,1.3179738189705859e-08
1935,5.98414207075848e-09,2.2739740757060645e-08
1936,2.424942913137329e-09,2.3036958562983045e-08
1937,0.0,8.813782592653752e-09
1938,6.482607339819424e-09,1.4261735792331365e-08
1939,1.070583532936098e-08,1.3764645423464117e-08
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,0.0,1.4757512545315876e-08
1942,9.102635090130207e-09,1.8205270180260413e-08
1943,2.9032352077962287e-09,2.0322646232528996e-08
1944,0.0,1.2852744646352221e-08
1945,4.357008087652048e-09,2.3963544037997053e-08
1946,0.0,3.897909195416105e-08
1947,0.0,7.152522574216391e-09
1948,8.697510267552389e-09,9.784699273041042e-09
1949,2.945102384188658e-09,4.908504269707237e-09
1950,0.0,1.701657836861159e-08
1951,2.1322803522849654e-09,8.529121520162164e-09
1952,4.2179215675730575e-09,1.2653764258629963e-08
1953,1.0773827385790469e-09,8.619061908632375e-09
1954,2.9317608341017376e-09,1.2704297169818801e-08
1955,2.815682353940474e-09,1.6894095011821264e-08
1956,1.744228317335228e-09,1.5698054633972447e-08
1957,1.0602045463770082e-08,2.6505113659425206e-09
1958,6.617794756635931e-09,1.0753916868111446e-08
1959,4.650448914844674e-09,1.1626121398933265e-08
1960,7.612916519406099e-09,8.305000243069571e-09
1961,3.474079635079619e-09,1.320150300188061e-08
1962,0.0,1.1415521861124489e-08
1963,3.2330267352165265e-09,1.1638896069143811e-08
1964,9.734349326606662e-09,1.2776333768727e-08
1965,4.377634699181954e-09,1.2038495533772675e-08
1966,1.1078149508847446e-09,2.769537488234164e-09
1967,4.930335695263466e-09,1.3311906243984595e-08
1968,8.533690087908496e-09,8.533690198930799e-09
1969,4.087581828571274e-09,1.1354394757745467e-08
1970,2.2993624781975086e-09,1.5175793066646293e-08
1971,5.652237344833111e-09,6.166076982339064e-09
1972,3.5911027485013847e-09,7.69522046084603e-09
1973,4.410563081425067e-09,1.268036875501366e-08
1974,2.2502286700643026e-09,1.406392957647995e-08
1975,3.4268881066168433e-09,7.4249242310031605e-09
1976,2.285410694025103e-09,5.1421741309454205e-09
1977,1.1753563677885381e-09,9.990529126202574e-09
1978,1.128712368014817e-08,7.128709622605811e-09
1979,2.3407893401383717e-09,1.404473604083023e-08
1980,1.7055452605774235e-09,9.664756106531058e-09
1981,6.325549528618524e-10,1.3283654176632353e-08
1982,4.345251713999687e-09,7.449002747961231e-09
1983,1.89459470334441e-09,6.946847541655643e-09
1984,4.639206796497319e-09,1.4497521405587577e-08
1985,9.02333718855175e-09,6.617113967877231e-09
1986,2.997242676272549e-09,1.3787316177626963e-08
1987,4.27757174126242e-09,1.5277041853778428e-08
1988,2.338655979983173e-08,6.596209134457354e-09
1989,1.1525056464734007e-08,1.0976243913773942e-08
1990,1.3076762339636616e-08,1.2531897408685211e-08
1991,5.275318515352012e-09,1.875668864670388e-08
1992,2.2039776670368383e-09,1.5427843891302473e-08
1993,2.2156829704300662e-09,1.550978012687665e-08
1994,5.8024192117756e-09,1.2132331583813993e-08
1995,0.0,2.4943274112843028e-08
1996,9.074756945892659e-09,1.2811421257197253e-08
1997,1.438468344439059e-09,1.7741109914481967e-08
1998,4.291316413329582e-09,1.2397135762398648e-08
1999,4.113180962495022e-09,1.4624643718263997e-08
2000,1.3254094488601709e-09,1.1045078629479121e-08
2001,1.7524847129024579e-09,1.2705514501609727e-08
2002,2.6287327870022636e-09,1.0076809608960957e-08
2003,1.2500768753476166e-09,9.58392298855415e-09
2004,3.52383291990499e-09,9.250062049659391e-09
2005,1.3511248786457486e-09,1.4862373554080932e-08
2006,2.4707340062768424e-09,9.471146533712727e-09
2007,3.595031605740928e-09,1.2782334302130494e-08
2008,2.9802078582719105e-09,7.663391698997657e-09
2009,3.337734755248789e-09,1.2397300741540107e-08
2010,4.2514138876015295e-09,7.558068837454357e-09
2011,2.2943831279320648e-09,1.3001504761689375e-08
2012,6.808505426114664e-10,1.05531832161887e-08
2013,2.5102124823206395e-09,1.0319762822064149e-08
2014,1.2992671383216248e-09,1.0827226226695075e-08
2015,2.21657536769726e-09,1.1304534197620342e-08
2016,4.349814286541687e-09,9.735297901158901e-09
2017,1.2578056374223934e-09,1.0062445099379147e-08
2018,3.0977600484760615e-09,8.002547069452248e-09
2019,2.806086474294034e-09,8.928456807222318e-09
