year,quelques_DET yeux_NOUN,quelques_DET dieux_NOUN
1892,1.3163875989263829e-08,2.2566643664845287e-08
1893,1.7243566574620672e-08,1.046930819814662e-08
1894,1.9534772022211655e-08,1.0082462864602348e-08
1895,1.4444675011660024e-08,1.3842813118003505e-08
1896,1.4152869876049579e-08,2.0639601361338578e-08
1897,2.2724182091593548e-08,5.2440420894583895e-09
1898,4.0174319315688933e-08,1.4145887350380804e-08
1899,3.8693050541382945e-08,1.2713430308508578e-08
1900,1.557315876254961e-08,2.0245106813199243e-08
1901,1.7883964531506535e-08,1.5648468743023614e-08
1902,2.356936334990678e-08,1.2766737722547106e-08
1903,1.9980814780495848e-08,1.7820726228023887e-08
1904,1.5048950530172078e-08,1.8811188162715098e-08
1905,3.4577086083231734e-08,1.651442893546573e-08
1906,2.2119994169678137e-08,3.189394259806022e-08
1907,2.9314207949937554e-08,1.5942814568514763e-08
1908,1.8172138682714944e-08,1.8663278478214806e-08
1909,3.3005902677629706e-08,2.530452514193371e-08
1910,2.7255168788542505e-08,2.9927244238336925e-08
1911,1.9685383989553884e-08,2.2877609140437016e-08
1912,4.48010239462171e-08,2.448427954826471e-08
1913,4.2954218182345016e-08,1.3257474340555575e-08
1914,2.3438603280467873e-08,1.0714789611121489e-08
1915,4.005458986711119e-08,1.5314990609027745e-08
1916,1.3184954017475548e-08,1.648119329900055e-08
1917,3.070598708632133e-08,2.1932848870420685e-09
1918,2.2972752589112133e-08,1.8378202071289707e-08
1919,2.2098835428252528e-08,1.9336482248721865e-08
1920,1.514446346106979e-08,2.1202248845497706e-08
1921,2.2718242898012164e-08,9.844571879913389e-09
1922,2.4347187377316004e-08,2.0658219135327727e-08
1923,2.5478274601198336e-08,1.4862326924713898e-08
1924,3.222906019839655e-08,1.933743642990038e-08
1925,2.5295809003011982e-08,2.5295809891190402e-08
1926,2.452150527076924e-08,2.1177662290483568e-08
1927,1.6723837648058293e-08,1.8953681513167453e-08
1928,3.085031030636287e-08,1.713906150335731e-08
1929,2.2280812084218837e-08,2.116677166874581e-08
1930,1.995684684175103e-08,3.3611531891075686e-08
1931,1.4826963656844327e-08,2.623232031595535e-08
1932,1.8631212572728373e-08,6.575721855917038e-09
1933,1.0323596200123575e-08,9.176529536247813e-09
1934,1.7972370258689807e-08,2.3963160344919743e-08
1935,2.752705263731059e-08,7.180970484910176e-09
1936,2.667437204451062e-08,1.8187070960351548e-08
1937,1.76275650742852e-08,1.0072894296442314e-08
1938,1.685477846180561e-08,6.4826072287971215e-09
1939,3.8235126176289214e-08,1.8352860564618823e-08
1940,2.7893612752905028e-08,2.7893612752905028e-08
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,2.123948195098535e-08
1943,3.193558839598154e-08,8.709705845433291e-09
1944,2.5705489292704442e-08,1.927911696952833e-08
1945,5.446260242791823e-08,6.535512131478072e-09
1946,2.5057986796639398e-08,1.80974355501462e-08
1947,2.26496545963073e-08,5.960435700558264e-09
1948,2.609253013652335e-08,2.2830963786191205e-08
1949,3.043272556180199e-08,9.817008428392171e-09
1950,2.6588404367089424e-08,1.1698897628420468e-08
1951,2.6653505291740487e-08,1.2793682557799002e-08
1952,2.741649041126948e-08,2.003512733494972e-08
1953,1.7238123040108633e-08,3.3398865895151175e-08
1954,2.3454086006680086e-08,2.4431340284181147e-08
1955,1.970977647758332e-08,2.5341141185464267e-08
1956,3.0523996219500305e-08,8.72114158667614e-09
1957,1.943708272111877e-08,3.092263273218876e-08
1958,2.4816731114540858e-08,1.4062813691317899e-08
1959,1.8601795659378695e-08,7.750747821333448e-09
1960,2.4915000340630655e-08,1.5225833038812198e-08
1961,3.265634829219266e-08,2.0844478032522318e-08
1962,2.09284568564172e-08,3.741754356356708e-08
1963,2.909724061694874e-08,1.939816041129916e-08
1964,1.8251904654320583e-08,2.0685491874949946e-08
1965,1.586892572902343e-08,1.915215230852141e-08
1966,1.0524241922382771e-08,1.60633168988511e-08
1967,2.317257785655613e-08,1.7749208436335095e-08
1968,9.881114815257774e-09,1.8863946404934495e-08
1969,1.2262746373892242e-08,2.1800436678098833e-08
1970,1.8394900186402552e-08,2.069426235928873e-08
1971,1.2332154297745035e-08,1.1304474245577012e-08
1972,1.641647029426707e-08,2.2572646141139074e-08
1973,1.709093155888297e-08,1.0475087242056702e-08
1974,1.3501371631807757e-08,1.4626486244395664e-08
1975,1.1422960355389478e-08,7.4249242310031605e-09
1976,9.141642887122714e-09,2.5710871320860917e-08
1977,9.990529126202574e-09,1.5867310576567206e-08
1978,1.0693064433908717e-08,1.1287123791170472e-08
1979,1.3459538927840242e-08,8.777959803474289e-09
1980,1.591842130332921e-08,7.390695777598211e-09
1981,1.4548763971333756e-08,1.5813873488479402e-08
1982,1.551875572491923e-08,1.5518755391852324e-08
1983,1.326216381158929e-08,1.136756910824488e-08
1984,1.681712458179163e-08,1.449752107252067e-08
1985,1.5640450601317468e-08,1.7445118349890265e-08
1986,1.3187867742292525e-08,1.4386764946028308e-08
1987,1.4054878705316298e-08,1.7721368816836502e-08
1988,8.994830658082265e-09,2.098793827620682e-08
1989,8.780995708335126e-09,1.5915554429923873e-08
1990,1.4166492978695544e-08,1.4166492201539427e-08
1991,8.20605094986604e-09,1.758439527321798e-08
1992,1.487684975209902e-08,1.597883858561744e-08
1993,6.647049133334804e-09,1.5509780959543917e-08
1994,1.1604838756618108e-08,2.2682184963596086e-08
1995,1.3556126665648094e-08,2.22320488130201e-08
1996,5.3380921904988554e-09,2.3487605194105754e-08
1997,9.58978896292706e-09,1.6302641236976e-08
1998,1.0966696883940585e-08,1.1920323061964666e-08
1999,1.0968482844209149e-08,1.3253583397432322e-08
2000,1.192868515076384e-08,1.1045078851523726e-08
2001,7.448060113102173e-09,1.4019877314641604e-08
2002,1.3143664823189738e-08,2.4534840603607222e-08
2003,7.500461141063397e-09,1.5000922837238306e-08
2004,9.250061522303454e-09,1.1452457482352685e-08
2005,1.3961624190095279e-08,1.8915748078995875e-08
2006,6.588623757686207e-09,1.93540827808647e-08
2007,1.3581230029480196e-08,1.1583990489061335e-08
2008,6.811903568992861e-09,1.4475294907168035e-08
2009,6.198650037703146e-09,1.3827758271744983e-08
2010,2.1257068327784623e-08,1.4643758261545514e-08
2011,1.7590270517953144e-08,1.5295887917377016e-08
2012,2.0765941743938754e-08,1.5319136875691086e-08
2013,1.7571487820333687e-08,2.1476263156738895e-08
2014,2.1221363555312678e-08,2.100481906464058e-08
2015,2.3052384001687187e-08,1.5959343235838475e-08
2016,2.754882189037744e-08,1.5327915936502734e-08
2017,1.5596790081673362e-08,1.308117927867336e-08
2018,2.2975053859397576e-08,1.2132893578709059e-08
2019,2.0918100140931983e-08,1.7091618065290248e-08
