year,ses_DET yeux_NOUN,ses_DET dieux_NOUN
1865,3.0833125492790714e-05,1.0105595062981365e-06
1866,3.026362662694737e-05,1.2738174222093335e-06
1867,2.9755984428447846e-05,1.0229726417065876e-06
1868,2.7807538685920008e-05,1.0645428201172535e-06
1869,3.133558868739783e-05,1.1759514038089947e-06
1870,2.7837659672513837e-05,1.0906160667900622e-06
1871,2.523166926948761e-05,6.967492041098922e-07
1872,2.850897101325245e-05,1.0607032621123835e-06
1873,2.59906325936754e-05,8.290616291262154e-07
1874,2.674354573173332e-05,9.643019378557938e-07
1875,2.760522409062105e-05,8.782544318464147e-07
1876,2.577174291218398e-05,1.2998931246954726e-06
1877,2.7753742756431166e-05,1.1312028398435814e-06
1878,2.380186060690903e-05,9.119023811621219e-07
1879,2.6109422719855502e-05,1.0679100626020954e-06
1880,2.544547635352501e-05,9.97333319929794e-07
1881,2.6306573772671982e-05,1.011710816456457e-06
1882,2.7382916186979855e-05,1.1846584975216956e-06
1883,2.506439420812967e-05,1.0136219472656194e-06
1884,2.6408109079056885e-05,8.456773770149084e-07
1885,2.534423981614964e-05,9.771583808770856e-07
1886,2.5025241370713047e-05,7.918400291018202e-07
1887,2.5954434477171162e-05,9.147023227740192e-07
1888,2.543030336710217e-05,7.437541063026742e-07
1889,2.489201551725273e-05,8.150943138218736e-07
1890,2.4050009869824862e-05,8.232309607336674e-07
1891,2.3258890792021703e-05,7.802045347560238e-07
1892,2.3844168026698753e-05,7.277742959388434e-07
1893,2.403075677648303e-05,6.32469382644274e-07
1894,2.451361785915651e-05,6.685932927297245e-07
1895,2.5231236463696405e-05,6.566308297095702e-07
1896,2.5228078925465525e-05,7.005670319415458e-07
1897,2.4360906650144898e-05,5.482937428524792e-07
1898,2.444579104121658e-05,5.658354753634853e-07
1899,2.457008554301865e-05,6.295912040599205e-07
1900,2.5483398189862783e-05,6.135825074693457e-07
1901,2.4263509772026737e-05,5.924063088968978e-07
1902,2.0536279976113292e-05,4.399614459416057e-07
1903,2.296767604548222e-05,6.534266665525479e-07
1904,2.162480484457774e-05,6.282936908519332e-07
1905,2.1227749357422e-05,6.058730912528176e-07
1906,2.3070638349054207e-05,5.421970552532684e-07
1907,2.2676854200653906e-05,6.510839707374316e-07
1908,2.4040759058152616e-05,5.618629073111947e-07
1909,2.5009121486618824e-05,6.15009969173741e-07
1910,2.574544578237692e-05,6.546584661037969e-07
1911,2.3100532303033106e-05,6.45361395434918e-07
1912,2.394510534031724e-05,6.334656230677638e-07
1913,2.3600955387337308e-05,6.082529466766573e-07
1914,2.313256209163228e-05,6.241364980397179e-07
1915,2.030414259479585e-05,5.866819705602211e-07
1916,2.251770524708263e-05,4.460909668324575e-07
1917,2.385964899076498e-05,5.592876179960626e-07
1918,2.3923824073790456e-05,5.306705936902745e-07
1919,2.4282016966026276e-05,6.565195693752912e-07
1920,2.517615621400182e-05,6.974025357209257e-07
1921,2.6653041459212545e-05,5.664415194672756e-07
1922,3.0297491548481048e-05,6.263866954014929e-07
1923,2.939556088676909e-05,7.356852158579841e-07
1924,2.855623733921675e-05,6.664969678382704e-07
1925,2.9337639489313005e-05,6.818870215141715e-07
1926,2.8118362706663902e-05,7.768858338863538e-07
1927,3.374758989593829e-05,6.332759596716642e-07
1928,2.7269389647699427e-05,5.610186262217098e-07
1929,2.776300607365556e-05,6.595120805030774e-07
1930,2.4234965167124756e-05,6.323169223776404e-07
1931,2.3296581730392063e-05,6.660728431029384e-07
1932,2.393891554675065e-05,5.600323031984544e-07
1933,2.244120264549565e-05,4.037673200230074e-07
1934,2.2078457845964294e-05,4.972355647225868e-07
1935,2.3255572386915446e-05,5.110457124146706e-07
1936,2.2744752413927927e-05,6.935336998026287e-07
1937,2.2588465981243644e-05,5.263087272666667e-07
1938,2.350593445044069e-05,5.458355261112047e-07
1939,2.29762515573384e-05,5.52115213103832e-07
1940,1.739293509217532e-05,7.556632937166796e-07
1941,2.465980355736974e-05,5.519309986823373e-07
1942,2.3460526108465274e-05,6.341502398754528e-07
1943,2.7197506824450102e-05,8.245187723687764e-07
1944,2.7729797238862375e-05,8.129360811182096e-07
1945,2.97910421522829e-05,6.884072769608451e-07
1946,2.959905191346479e-05,6.528997644750234e-07
1947,3.0138346346575418e-05,6.949867747962912e-07
1948,2.7695046355802333e-05,6.512260721791563e-07
1949,2.4242120616690954e-05,5.644780038949193e-07
1950,2.7718941964849364e-05,6.562018075584319e-07
1951,2.5707837721711257e-05,6.524777695915418e-07
1952,2.4764471390881226e-05,5.124774924425424e-07
1953,2.3633466980754747e-05,5.882509794830071e-07
1954,2.6442529133419157e-05,5.941701957112855e-07
1955,2.31815120059764e-05,5.884776204112541e-07
1956,2.5506723432044964e-05,5.555366948684082e-07
1957,2.3631075919183786e-05,5.839959662523597e-07
1958,2.4361757141377893e-05,5.426591584978269e-07
1959,2.289880944772449e-05,5.433274217203632e-07
1960,2.5553100158504094e-05,5.5712708579847e-07
1961,2.5488627443337464e-05,5.892039327548559e-07
1962,2.5705852294777287e-05,5.276507852869372e-07
1963,2.5544142999933683e-05,6.427256984409269e-07
1964,2.467475110279338e-05,5.615502809419581e-07
1965,2.3595450784341665e-05,5.061640218073649e-07
1966,2.5762790528460755e-05,5.444910717855578e-07
1967,2.5816222660068888e-05,6.088964461525848e-07
1968,2.613464971545909e-05,6.364336391229131e-07
1969,2.1883551198698115e-05,5.609071163092949e-07
1970,2.1228174318821402e-05,5.909361764366849e-07
1971,2.3115081603464205e-05,6.253429933877896e-07
1972,2.1097216290399956e-05,6.658930535863306e-07
1973,1.9676624333442305e-05,4.785461005241132e-07
1974,1.6812583908176748e-05,3.5722380875569115e-07
1975,1.6530736729691853e-05,4.3807053273781094e-07
1976,1.7641657564126945e-05,3.90233892311187e-07
1977,1.7709094777274004e-05,3.9550742858551757e-07
1978,1.9831475924547703e-05,4.6158394351181187e-07
1979,2.041987602297013e-05,4.225124774492883e-07
1980,1.982355286145321e-05,4.866489016208675e-07
1981,2.0960341089448775e-05,4.402582369777974e-07
1982,2.1080677015561378e-05,4.779776690000404e-07
1983,2.0978848624508828e-05,3.6186760876688595e-07
1984,2.1018505776737584e-05,4.447839403454168e-07
1985,2.078615830214403e-05,4.39135728669271e-07
1986,2.2094474616096704e-05,4.4359191164744516e-07
1987,2.1305974087226787e-05,4.650331613120784e-07
1988,2.1288365132932086e-05,4.215577407151727e-07
1989,2.1377883058448788e-05,4.966750548618393e-07
1990,2.0478209876273468e-05,4.407958682506319e-07
1991,2.0018662212351046e-05,3.9330432155537665e-07
1992,2.095762340559304e-05,4.56223389733168e-07
1993,2.2123041162558366e-05,4.375974009818151e-07
1994,2.1615593823298695e-05,4.066968517513203e-07
1995,2.2442982299253345e-05,4.153597457090541e-07
1996,2.0995250793021114e-05,4.227768997111525e-07
1997,2.1406326141004683e-05,4.5455598485233395e-07
1998,2.237682974737254e-05,4.1005912354563634e-07
1999,2.15448421840847e-05,4.707307175166875e-07
2000,2.149902434211981e-05,4.311998615946777e-07
2001,2.216279722233594e-05,4.346162021384714e-07
2002,2.341149456697167e-05,4.806199997986482e-07
2003,2.3864384502303437e-05,4.033581415541221e-07
2004,2.387969561823411e-05,3.607524083903968e-07
2005,2.418468466203194e-05,3.481398547222625e-07
2006,2.7035594030166976e-05,4.183776081134738e-07
2007,3.5550069696910214e-05,4.2461316862585363e-07
2008,3.8624769786110846e-05,3.725259776210521e-07
2009,4.330901447247015e-05,4.491637239922852e-07
2010,5.668835001415573e-05,3.7412440168083094e-07
2011,6.225770448509138e-05,3.3880390404306127e-07
2012,7.59090453357203e-05,3.6085079013759014e-07
2013,8.730100580578437e-05,4.1725311117346564e-07
2014,9.296148164139595e-05,4.1793090943542666e-07
2015,9.480293101660209e-05,4.282423624601961e-07
2016,9.763862180989236e-05,4.859363800235883e-07
2017,9.928338113240898e-05,4.4551475664178497e-07
2018,0.00010974718134093564,3.565005552985667e-07
2019,0.00010427391862322111,3.844338460901042e-07
