year,grands_ADJ hommages_NOUN,grands_ADJ dommages_NOUN
1909,5.5009836685826485e-09,2.0353638774395222e-07
1910,5.878565634276356e-09,2.1216278867086658e-07
1911,1.0108711201439746e-08,1.9419366026340867e-07
1912,1.1460726589973547e-08,1.9847894350277784e-07
1913,0.0,1.8454403516443563e-07
1914,1.1384464038144415e-08,2.5715496576594887e-07
1915,1.1780761921542648e-09,2.344371665685685e-07
1916,6.592477230782379e-09,2.702915651298099e-07
1917,7.676496771580332e-09,1.7436614996313438e-07
1918,3.44591288836682e-09,2.2857888382077363e-07
1919,4.603924352863942e-09,2.044142348722744e-07
1920,6.057785384427916e-09,1.787046670642667e-07
1921,6.815472630705699e-09,1.7871684576675761e-07
1922,1.9920426197472807e-08,1.9625308311788103e-07
1923,7.431163684401554e-09,1.7728633849856124e-07
1924,9.02413699321869e-09,2.2044677905341814e-07
1925,1.0998178368026856e-08,1.8806883872457547e-07
1926,7.802296586589819e-09,1.8836973936231516e-07
1927,1.1149224876660924e-09,1.8842190740997466e-07
1928,1.0283437212876834e-08,2.7879539743480564e-07
1929,4.4561625500705304e-09,2.1389580240338546e-07
1930,9.453243521306831e-09,1.9431666942182346e-07
1931,7.983749661377715e-09,2.0301534675581934e-07
1932,3.287861094491973e-09,1.7425662690584431e-07
1933,5.735331320977366e-09,1.9958952179877087e-07
1934,1.0783422155213884e-08,1.9889422731012019e-07
1935,8.377798899061872e-09,1.6516231937657722e-07
1936,1.33371855781661e-08,1.964203732995884e-07
1937,8.813782592653752e-09,1.9264410866526305e-07
1938,6.482607339819424e-09,1.0242519721259669e-07
1939,3.058810094103137e-09,1.8505801335777505e-07
1940,5.0715658339584024e-09,2.561140775014792e-07
1941,2.9515025978810172e-09,1.7709015764921787e-07
1942,9.102635090130207e-09,2.032921884165262e-07
1943,2.9032352077962287e-09,1.7419411335595214e-07
1944,3.2131861615880553e-09,2.249230277584502e-07
1945,2.178504043826024e-09,2.091363882072983e-07
1946,6.960552134671616e-09,1.4617160104535287e-07
1947,3.5762612871081956e-09,1.5854757862143742e-07
1948,6.523132700664291e-09,1.3916016428083822e-07
1949,1.1780409536754632e-08,1.7376105176936107e-07
1950,1.4889506516624351e-08,1.4464092146226903e-07
1951,3.1984206394497505e-09,1.4392892921932798e-07
1952,6.326882129314981e-09,1.3181005442675087e-07
1953,3.232148326759443e-09,1.4544666271376627e-07
1954,7.818028890937967e-09,1.1042966008290023e-07
1955,5.631364707880948e-09,1.1262729060490528e-07
1956,3.488456634670456e-09,1.1163061230945459e-07
1957,3.534015080575159e-09,1.2104001712032186e-07
1958,5.790570245522986e-09,1.1002083510902594e-07
1959,3.8753737996444215e-09,1.3408794075076003e-07
1960,5.536666680683311e-09,9.827583369315107e-08
1961,2.08444772553662e-09,1.2854094677550165e-07
1962,1.4586500007851555e-08,1.3635205675655016e-07
1963,1.1638896069143811e-08,1.2673464766521647e-07
1964,9.734349326606662e-09,1.186373808081953e-07
1965,6.0192477668863376e-09,1.1874334404637921e-07
1966,3.8773522170743036e-09,1.25183092336556e-07
1967,4.930335695263466e-09,1.4051455821117997e-07
1968,4.940557296606585e-09,1.3923389019510068e-07
1969,5.904285060864822e-09,1.189940519452648e-07
1970,6.898087434592526e-09,1.053108036330741e-07
1971,6.166076982339064e-09,8.375587867703871e-08
1972,4.104117490300041e-09,1.1388925713617937e-07
1973,2.205281512956958e-09,1.102640752037587e-07
1974,2.812785782069227e-09,1.17011893507879e-07
1975,4.569184142155791e-09,1.0680467710244557e-07
1976,2.856763492431469e-09,1.1998406534985406e-07
1977,4.7014254711541525e-09,1.1048349790598877e-07
1978,2.970295565063452e-09,1.158415301460991e-07
1979,4.681578680276743e-09,1.0065394207003919e-07
1980,5.6851505725319385e-09,1.1484004147632731e-07
1981,3.795329828193417e-09,7.464148410463167e-08
1982,6.2075020679230875e-09,9.435403569568734e-08
1983,5.68378455412244e-09,8.083604541297973e-08
1984,2.8995041922996734e-09,7.828661807707249e-08
1985,3.0077789148208467e-09,9.745203755073817e-08
1986,2.997242676272549e-09,8.991727895590884e-08
1987,7.944062296871834e-09,8.249602956311719e-08
1988,4.797243047249822e-09,6.65617463369017e-08
1989,2.7440609784434855e-09,7.463846429800469e-08
1990,1.6345953479657283e-09,8.172976606601878e-08
1991,3.5168792322792797e-09,6.682070363694947e-08
1992,6.060938417817852e-09,8.430214393229107e-08
1993,1.1078414852150331e-09,7.422537606771584e-08
1994,3.164955852952289e-09,9.494868180581761e-08
1995,5.4224509327127635e-09,8.296349562897376e-08
1996,4.270473752399084e-09,8.48756656068872e-08
1997,6.233362714880286e-09,8.8705547796053e-08
1998,3.814503379828693e-09,7.00915023799098e-08
1999,9.140402323914998e-10,8.134958306982298e-08
2000,6.627047355323157e-09,7.068850038649543e-08
2001,9.638665865452367e-09,9.857726723794258e-08
2002,1.3143663935011318e-09,9.025315961253e-08
2003,2.083461403401543e-09,8.667199580258966e-08
2004,3.0833537945085254e-09,7.664336720836218e-08
2005,5.404499514582994e-09,8.467048928650911e-08
2006,9.471146533712727e-09,7.659275524929399e-08
2007,5.592271090648637e-09,8.588131095166318e-08
2008,2.9802078582719105e-09,8.21685830487695e-08
2009,5.721831008997924e-09,6.818515174700224e-08
2010,1.8895172093635892e-09,7.227403386877995e-08
2011,6.500752380844688e-09,6.730190449388829e-08
2012,4.425528388196653e-09,7.080845421114645e-08
2013,5.020424964641279e-09,6.610226677139508e-08
2014,4.547434873103384e-09,5.7817384657710136e-08
2015,4.43315073539452e-09,5.9404221985914774e-08
2016,5.799752234025846e-09,9.134609513239411e-08
2017,4.2765391228272165e-09,5.3834082081039014e-08
2018,6.453666934191915e-09,5.705041417058965e-08
2019,4.846876677788714e-09,4.9489162989857505e-08
