year,pourrons_VERB écrire_VERB,pourrons_VERB décrire_VERB
1920,4.467616676606667e-08,7.572231730534895e-10
1921,5.982470696608289e-08,3.7863738810983705e-09
1922,3.172512208493572e-08,7.377935484775833e-10
1923,4.671016995416721e-08,0.0
1924,5.672314884463958e-08,1.289162443462999e-09
1925,3.739380360912037e-08,0.0
1926,5.795991953050361e-08,0.0
1927,3.3447673075670536e-08,4.4596899506643695e-09
1928,5.9415413034002995e-08,4.570416489713125e-09
1929,3.8991423423340166e-08,1.1140406375176326e-09
1930,4.096405348263943e-08,1.0503603542488804e-09
1931,6.386999729102172e-08,4.5621426636444085e-09
1932,3.3974561830518724e-08,4.383814644626227e-09
1933,3.555905436769535e-08,4.588264879146209e-09
1934,7.7880272897346e-08,3.5944740517379614e-09
1935,1.0532090044534925e-07,7.180970484910176e-09
1936,9.214782892286166e-08,0.0
1937,8.813782415018068e-08,0.0
1938,3.5006078036303734e-08,0.0
1939,3.058810094103137e-08,1.5294050470515685e-09
1940,7.353770570261986e-08,1.0143131667916805e-08
1941,5.60785480274717e-08,0.0
1942,6.371844563091145e-08,0.0
1943,5.8064703267746154e-08,1.1612940831184915e-08
1944,6.105053529381621e-08,6.4263723231761105e-09
1945,7.189063211399116e-08,2.178504043826024e-09
1946,5.290019799986112e-08,2.7842208538686464e-09
1947,5.4836007734593295e-08,0.0
1948,3.044128504825494e-08,1.0871887834440486e-09
1949,7.657266820615405e-08,3.9268033269479474e-09
1950,6.806631347444636e-08,1.0635361480382244e-09
1951,7.036525317971609e-08,5.330700769690111e-09
1952,8.541291407482277e-08,4.2179215675730575e-09
1953,4.955960619668076e-08,1.0773827385790469e-09
1954,8.99073313576082e-08,1.9545072227344917e-09
1955,3.660387193349379e-08,4.6928039232341234e-09
1956,4.7966278060584955e-08,7.849027205963921e-09
1957,7.244730682032241e-08,7.951533653738352e-09
1958,6.121459961150322e-08,5.790570245522986e-09
1959,3.720359131875739e-08,1.5501495642666896e-09
1960,3.460416664324839e-08,2.7683333403416555e-09
1961,3.196153386397782e-08,3.47407969059077e-09
1962,2.917300001570311e-08,5.7077609305622445e-09
1963,1.939815952312074e-08,7.1126584622049904e-09
1964,3.832900219435942e-08,6.083968440151466e-09
1965,2.2435377999840966e-08,3.2832261354087677e-09
1966,1.5509408868297214e-08,6.092982118843793e-09
1967,2.070740912074598e-08,4.930335695263466e-09
1968,2.380450325745187e-08,6.737123747768692e-09
1969,1.6350327314285096e-08,1.8167031212712459e-09
1970,3.357069289222636e-08,1.8394900047624674e-09
1971,1.1304474689666222e-08,5.652237344833111e-09
1972,1.2312352026810913e-08,2.565073486948677e-09
1973,2.4258095976392724e-08,3.3079223804577396e-09
1974,1.2938814464291681e-08,1.1251143350321513e-09
1975,1.5420996035686585e-08,5.711480177694739e-10
1976,1.1427053969725876e-08,2.856763492431469e-09
1977,9.402850942308305e-09,1.1753563677885381e-09
1978,5.940591130126904e-09,2.970295565063452e-09
1979,8.777959692451986e-09,4.096381456264453e-09
1980,5.6851505725319385e-09,5.6851505725319385e-09
1981,4.427884725544118e-09,2.5302198114474095e-09
1982,9.311253101884631e-09,5.586751949948621e-09
1983,3.157658134966823e-09,3.78918940668882e-09
1984,8.69851302098823e-09,1.739702604197646e-09
1985,5.414002135495366e-09,2.4062232206745193e-09
1986,5.395036861699509e-09,5.994485463567401e-10
1987,1.9554613928107756e-08,1.2221633705067347e-09
1988,7.195864348830128e-09,1.1993107618124554e-09
1989,6.036934507847036e-09,3.841685636274406e-09
1990,7.628111475810329e-09,5.44865097484859e-10
1991,5.2753188484189195e-09,1.7584396161396398e-09
1992,2.7549720282848966e-09,5.509944167592096e-10
1993,2.7696036575264316e-09,6.093128224193833e-09
1994,2.1099706426497278e-09,3.164955852952289e-09
1995,4.337960657352369e-09,5.422450821690461e-10
1996,3.736664311304594e-09,2.6690460952494277e-09
1997,2.876936688878118e-09,3.3564262480467733e-09
1998,3.814503379828693e-09,2.86087753487152e-09
1999,2.7421207526856506e-09,5.0272213059088244e-09
2000,4.418031274155965e-09,2.6508188977203417e-09
2001,3.943090742808408e-09,6.133696661692056e-09
2002,2.1906108038649563e-09,4.381221607729913e-09
2003,6.667076668520622e-09,4.166922806803086e-09
2004,3.0833537945085254e-09,3.523833003171717e-09
2005,2.251874686720612e-09,2.702249757291497e-09
2006,1.6471559671771274e-09,2.0589450144825605e-09
2007,4.7933754743212376e-09,1.1983438685803094e-09
2008,7.663391698997657e-09,4.257439678578834e-10
2009,2.384096253749135e-09,9.53638501499654e-10
2010,3.7790344187271785e-09,6.613310343794865e-09
2011,6.118355155848576e-09,1.529588788962144e-09
2012,4.425528388196653e-09,6.808505426114664e-10
2013,5.857162754807632e-09,2.2313000336282585e-09
2014,4.330890313042346e-09,1.7323561474213989e-09
2015,6.64972610309178e-09,2.438232948875907e-09
2016,7.45682449121432e-09,1.6570720351438695e-09
2017,6.037467414898856e-09,2.264050280587071e-09
2018,3.0977600484760615e-09,7.744400121190154e-10
2019,2.5509878653906526e-09,7.65296326310505e-10
