year,mêmes_ADJ doutes_NOUN
1970,2.2993624781975086e-08
1971,3.699646144994517e-08
1972,2.6676763187349906e-08
1973,2.370677676388766e-08
1974,2.644018703978901e-08
1975,2.1703623787061588e-08
1976,1.9997344169464526e-08
1977,3.114694280270669e-08
1978,2.1386128423728223e-08
1979,2.633388052064589e-08
1980,3.581644847372445e-08
1981,2.4037088763861902e-08
1982,3.414126092948777e-08
1983,2.9050454486423405e-08
1984,3.015484423274373e-08
1985,3.3085569506319246e-08
1986,2.9372978938013716e-08
1987,2.8720839040374813e-08
1988,3.358070088665954e-08
1989,3.128229764115531e-08
1990,3.160217648678909e-08
1991,4.1616401269539693e-08
1992,4.352855903499986e-08
1993,3.101956203011014e-08
1994,4.167192096948824e-08
1995,2.1689803730851054e-08
1996,3.950188398604837e-08
1997,4.027711497656128e-08
1998,3.9575471788566574e-08
1999,3.884670976561644e-08
2000,3.225162925613034e-08
2001,3.198284712069288e-08
2002,3.943099508019188e-08
2003,2.9585153549227527e-08
2004,3.479784940751962e-08
2005,4.458712254962194e-08
2006,3.623743188851947e-08
2007,4.3939272886817093e-08
2008,4.5128859982312974e-08
2009,3.576144314010321e-08
2010,5.763027388638875e-08
2011,4.9329238444029144e-08
2012,4.595741032176193e-08
2013,5.773488709337471e-08
2014,6.19317356981286e-08
2015,5.341946636427952e-08
2016,5.965459282109009e-08
2017,5.811062087079932e-08
2018,6.582739980887098e-08
2019,5.3315645232032693e-08
