year,véritables_ADJ yeux_NOUN,véritables_ADJ dieux_NOUN
1877,6.184816214727107e-09,8.040260901509555e-09
1878,5.435179861734696e-09,4.22736201599605e-09
1879,2.443730107160036e-09,1.8327975581655664e-08
1880,1.0268554007097919e-08,6.417846254436199e-09
1881,1.2550513517339823e-08,7.669758161910067e-09
1882,4.6587693702804245e-09,4.6587693702804245e-09
1883,3.791603475633565e-09,2.274962085380139e-08
1884,9.242375753615306e-09,3.3668655419205606e-08
1885,6.445635580831777e-09,1.5469525327382883e-08
1886,3.872078213618124e-09,1.0970888586481209e-08
1887,1.1752064210668323e-08,9.140494583448344e-09
1888,5.07249175996094e-09,7.60873763994141e-09
1889,3.759081934617825e-09,1.8795409673089125e-08
1890,1.3764211992395303e-08,7.209825181320184e-09
1891,6.3742202627281586e-09,1.9122659011827636e-09
1892,3.761107425503951e-09,1.1283322720601063e-08
1893,1.1700991287000306e-08,8.005941687372342e-09
1894,1.8904617871129403e-09,3.780923574225881e-09
1895,0.0,4.814891596538473e-09
1896,4.1279202278587945e-09,7.076434771491336e-09
1897,5.826713334045053e-09,7.574727511894253e-09
1898,2.26334195829736e-09,1.2448380992680086e-08
1899,3.3165470370022376e-09,4.9748205555033564e-09
1900,5.191053142894475e-10,7.786579381274805e-09
1901,5.588738916095792e-10,3.912117296778206e-09
1902,2.9461704187383475e-09,8.838510812125833e-09
1903,3.2401321625741275e-09,2.8621168102205274e-08
1904,2.6873125946735854e-09,1.666133897515465e-08
1905,2.580379465655369e-09,1.806265698123255e-08
1906,5.144184522798412e-10,1.0802787109298606e-08
1907,0.0,6.685696440911215e-09
1908,1.4734167219643268e-09,3.437972351250096e-09
1909,9.901770070541716e-09,1.2652262071366494e-08
1910,1.068830135508847e-09,2.6720753387721174e-09
1911,1.3300935464144459e-08,5.852411444351446e-09
1912,8.335073964360618e-09,5.2094213387476884e-09
1913,1.060597942803554e-09,6.363587878865928e-09
1914,5.357394972094198e-09,5.357394972094198e-09
1915,7.068456930880984e-09,0.0
1916,9.888715624128963e-09,1.0987461607214755e-08
1917,2.9609346086090227e-08,2.1932848870420685e-09
1918,0.0,2.2972752589112133e-09
1919,2.762354567309444e-09,9.207848372660976e-10
1920,1.514446346106979e-09,3.786115865267448e-09
1921,0.0,7.572747762196741e-09
1922,0.0,5.902348387820666e-09
1923,5.307974060286824e-09,4.246379248229459e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,5.499089184013428e-09,9.898360131543882e-09
1926,1.1146138456652466e-09,1.4489979882625903e-08
1927,1.1149224876660924e-09,5.574612549352764e-09
1928,1.1426041224282812e-09,0.0
1929,2.2280812750352652e-09,0.0
1930,0.0,1.0503603542488804e-09
1931,0.0,3.4216069977333063e-09
1932,1.0959536611565568e-09,0.0
1933,0.0,2.2941324395731044e-09
1934,0.0,0.0
1935,2.393656828303392e-09,7.180970484910176e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,0.0,7.554670666820584e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,2.2492303131116387e-08
1945,8.714016175304096e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,6.523132700664291e-09,5.435944139264848e-09
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,4.2541445921528975e-09,7.444753258312176e-09
1951,2.1322803522849654e-09,7.462981121975076e-09
1952,3.1634410646574906e-09,0.0
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,6.840775279570721e-09
1955,3.754243138587299e-09,7.508486277174597e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,3.534015080575159e-09,8.835037701437898e-10
1958,8.272243445794913e-10,8.272243334772611e-09
1959,7.750747821333448e-10,2.3252243464000344e-09
1960,4.152500121534786e-09,6.920833350854139e-10
1961,1.3896318540318475e-09,9.03260666262895e-09
1962,0.0,9.512934273647744e-09
1963,1.939815863494232e-09,6.466053470433053e-09
1964,3.6503808864551957e-09,1.8251904432275978e-09
1965,1.6416130677043839e-09,4.377634810204256e-09
1966,5.539074754423723e-10,9.970334891029609e-09
1967,2.465167847631733e-09,3.944268467392931e-09
1968,2.6948494546985557e-09,5.838840411165336e-09
1969,1.3625273131978588e-09,9.991866889436096e-09
1970,4.5987250119061684e-10,3.2191074805787423e-09
1971,1.0276794970565106e-09,5.138397485282553e-09
1972,1.0260293725750103e-09,8.208234980600082e-09
1973,5.513203782392395e-10,4.410563025913916e-09
1974,3.937900228123681e-09,5.625571619649605e-09
1975,5.711480177694739e-10,5.140332159925265e-09
1976,1.142705374768127e-09,9.71299568552908e-09
1977,0.0,1.1753563455840776e-08
1978,0.0,8.316827670995508e-09
1979,5.851973350345929e-10,4.681578680276743e-09
1980,1.7055452605774235e-09,3.4110904101325445e-09
1981,5.060439622894819e-09,0.0
1982,4.966001831974154e-09,5.586752060970923e-09
1983,1.89459470334441e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,0.0,6.015557829641693e-09
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,1.8332451112712533e-09,3.0554083707556856e-09
1988,5.996553809062277e-10,5.396898483667201e-09
1989,5.488121956886971e-09,4.390497743145261e-09
1990,3.814055737905164e-09,4.90378582185258e-09
1991,0.0,2.344586080837985e-09
1992,2.7549720282848966e-09,3.856960972825618e-09
1993,2.2156829704300662e-09,4.985286850001103e-09
1994,5.274926606624319e-10,2.6374632478010085e-09
1995,2.1689803286761844e-09,4.3379608238858225e-09
1996,2.135236876199542e-09,6.939520069693117e-09
1997,4.79489448146353e-10,8.151320507465698e-09
1998,1.43043876743576e-09,4.29131630230728e-09
1999,3.656160929565999e-09,7.3123217758652714e-09
2000,0.0,6.627047466345459e-09
2001,1.7524847129024579e-09,5.257454027685071e-09
2002,3.066854992184176e-09,3.9430991805033955e-09
2003,2.9168460979889232e-09,7.083769126836614e-09
2004,3.0833537945085254e-09,5.285749615779878e-09
2005,1.3511248786457486e-09,2.702249757291497e-09
2006,1.6471559671771274e-09,2.8825228315376705e-09
2007,1.1983438685803094e-09,5.991719120856942e-09
2008,1.2772318758180745e-09,6.386159684401704e-09
2009,2.384096253749135e-09,8.582746513496886e-09
2010,9.447586046817946e-10,6.140930874920514e-09
2011,3.059177577924288e-09,5.353560705856353e-09
2012,5.1063788752969685e-09,4.425528637996834e-09
2013,4.183687618564136e-09,6.414987374636638e-09
2014,2.815078836704288e-09,7.145969066479907e-09
2015,5.098123256885856e-09,7.093041376471376e-09
2016,8.078226088059637e-09,8.492494485423663e-09
2017,6.037467414898856e-09,4.2765391228272165e-09
2018,6.195520096952123e-09,6.711813327342497e-09
2019,5.3570743396846865e-09,5.101975730781305e-09
