year,nos_DET oies_NOUN,nos_DET doigts_NOUN
1858,9.29798454896158e-09,1.0325656107923464e-07
1859,1.171199848215565e-08,1.1151859968805411e-07
1860,1.830873536112776e-09,1.6981351613765128e-07
1861,1.1789909493131745e-08,1.5845637690858894e-07
1862,3.162590467287174e-09,1.2831081641628828e-07
1863,3.496234635136375e-09,1.4234670064894317e-07
1864,7.192092144059359e-09,1.0788138204986808e-07
1865,1.0355057922240007e-08,1.9156856723157034e-07
1866,2.919367858567057e-09,1.250462502433436e-07
1867,5.82337378318698e-09,1.2083500600112984e-07
1868,1.2843672791973404e-08,1.0373735204183276e-07
1869,1.0255390092694938e-08,1.220879810581721e-07
1870,4.587239033071455e-09,1.1640118913192055e-07
1871,0.0,1.0621177182201791e-07
1872,5.442605477412599e-09,1.4029827699602038e-07
1873,1.1373408437265198e-08,1.0834668306980433e-07
1874,5.974609251779839e-09,1.2247949054966512e-07
1875,2.8607636259891933e-09,1.5905844952257553e-07
1876,1.209202959984168e-09,1.1426967994054849e-07
1877,1.2988113695655557e-08,9.091679298300903e-08
1878,4.831270938865373e-09,1.10515324780458e-07
1879,6.720257905712401e-09,1.1790997445082496e-07
1880,1.7328185109022343e-08,1.1423766377305355e-07
1881,2.091752326904839e-09,9.691785773924266e-08
1882,3.9932310791357395e-09,1.2911447155872224e-07
1883,6.319338829996468e-09,1.3776158791500848e-07
1884,8.582206056928499e-09,9.77051186623612e-08
1885,3.86738152613475e-09,1.0377473147471505e-07
1886,1.0970888419947755e-08,9.16391869054678e-08
1887,1.1752063988623718e-08,1.4755369992514034e-07
1888,8.87686035788704e-09,9.51092193890446e-08
1889,8.14467782106476e-09,1.0086870305681117e-07
1890,9.176141124722648e-09,1.1470176453087788e-07
1891,7.649064048820264e-09,9.943783518817639e-08
1892,7.522214851007902e-09,1.2411654637389802e-07
1893,6.158416665513755e-09,9.176040594027768e-08
1894,3.150769645188234e-09,1.272910958860507e-07
1895,1.083350631425617e-08,1.3662255193835904e-07
1896,2.9485144326102386e-09,1.5627126170869587e-07
1897,6.992056267307589e-09,9.672344281064227e-08
1898,5.658354784721098e-09,9.732370243042965e-08
1899,4.4220627160029835e-09,9.949640933371029e-08
1900,4.671947717582725e-09,1.3081453964502998e-07
1901,3.912117296778206e-09,1.2351112932407204e-07
1902,6.8743973291596205e-09,1.5909319595053262e-07
1903,2.214090244478939e-08,1.5336625858175523e-07
1904,3.7622376325430196e-09,1.4081517463182536e-07
1905,1.9094808956232612e-08,1.3469581650049633e-07
1906,8.745113411201544e-09,1.512390199742697e-07
1907,1.1314255032868203e-08,1.8771377963133773e-07
1908,1.964555629285769e-09,1.4930622338482635e-07
1909,5.500983391026892e-09,1.7658156581390472e-07
1910,4.275320542035388e-09,1.9719915389515563e-07
1911,2.128149656499545e-09,1.622714060900421e-07
1912,1.0418842455450772e-09,1.4169625606186287e-07
1913,3.71209285532359e-09,1.5325640445595923e-07
1914,6.696743715117748e-10,1.4464966113791888e-07
1915,4.712304768617059e-09,1.8142373992002803e-07
1916,0.0,2.0216930796124188e-07
1917,7.676497215669542e-09,2.4016469257759354e-07
1918,0.0,1.711470112297775e-07
1919,5.524709134618888e-09,1.933648157148582e-07
1920,9.086678076641874e-09,1.9157746322662206e-07
1921,4.543648568500203e-09,1.968914347116879e-07
1922,3.6889677978990676e-09,1.9625307867698893e-07
1923,6.369568872344189e-09,1.910870679466825e-07
1924,3.867487219366694e-09,2.3849505037532026e-07
1925,5.499088961968823e-09,2.1226482793679224e-07
1926,1.1146138456652466e-09,1.9840126430636928e-07
1927,7.804457635707251e-09,2.1406511852006815e-07
1928,9.14083297942625e-09,1.7710363620082603e-07
1929,3.342121912552898e-09,1.8158862502559714e-07
1930,4.201441416995522e-09,1.4915117230174246e-07
1931,0.0,1.0835088559701944e-07
1932,2.1919073223131136e-09,1.2384276582011466e-07
1933,2.2941324395731044e-09,1.4682447124769737e-07
1934,2.3963160344919743e-09,1.2341027577633668e-07
1935,1.196828414151696e-09,1.304542989188917e-07
1936,0.0,1.3700926881909936e-07
1937,5.036447148221157e-09,1.3724318170815764e-07
1938,0.0,1.4002431703019624e-07
1939,3.058810094103137e-09,1.988226561167039e-07
1940,0.0,9.382396992663189e-08
1941,5.9030051957620344e-09,1.741386572717829e-07
1942,3.034211770724937e-09,2.63976417613776e-07
1943,5.806470415592457e-09,2.5548469473335444e-07
1944,0.0,2.4741533799499393e-07
1945,4.357008087652048e-09,2.1785040171806713e-07
1946,0.0,2.1995344567926622e-07
1947,1.1920870957027319e-09,2.3007281058085027e-07
1948,1.4133454406817236e-08,1.9678116314203464e-07
1949,2.945102384188658e-09,1.2565770468597748e-07
1950,1.0635361480382244e-09,1.935635811634029e-07
1951,4.264560815592233e-09,1.5885487947286947e-07
1952,2.1089607837865287e-09,1.7820719078187608e-07
1953,6.464296431474281e-09,1.508335811806205e-07
1954,4.886268056836229e-09,1.700421243810979e-07
1955,1.8771215692936494e-09,1.7551086806122385e-07
1956,3.488456634670456e-09,1.7006226560312143e-07
1957,1.7670075402875796e-09,1.5549666931846673e-07
1958,8.272243445794913e-10,1.6958099102737378e-07
1959,3.8753740216890264e-09,1.3951345589902076e-07
1960,6.228750015768725e-09,1.771733266764386e-07
1961,4.86371165564492e-09,1.7717805445016666e-07
1962,2.5367825617905737e-09,1.794773734076216e-07
1963,2.5864212993553792e-09,2.0044764781346203e-07
1964,1.2167936658258327e-09,2.117220985198287e-07
1965,1.6416130677043839e-09,2.0137119216556698e-07
1966,1.6617224263271169e-09,2.0771530806484861e-07
1967,1.9721342336964653e-09,1.8439454851915116e-07
1968,1.1228539820162808e-08,2.4837529011279e-07
1969,4.995933444718048e-09,1.8712042404445128e-07
1970,2.7592350626548523e-09,1.9176683707655684e-07
1971,6.166076982339064e-09,1.9320375166387294e-07
1972,4.104117490300041e-09,1.5185234492065547e-07
1973,2.205281512956958e-09,1.6374215405789982e-07
1974,2.2502286700643026e-09,1.3557628086857676e-07
1975,2.2845920710778955e-09,1.8505196131002322e-07
1976,3.4281161798155324e-09,1.7083444969756556e-07
1977,7.052138428775834e-09,1.4750722687750795e-07
1978,2.3762365408686037e-09,1.8653456734796237e-07
1979,2.9259866751729646e-09,1.4922531832439745e-07
1980,2.8425752862659692e-09,1.739656125820943e-07
1981,5.692994575756671e-09,1.764828247985406e-07
1982,2.483000915987077e-09,1.595328047443445e-07
1983,1.89459470334441e-09,1.6925047496840762e-07
1984,1.739702604197646e-09,1.7860946321945903e-07
1985,2.4062232206745193e-09,1.744511859413933e-07
1986,2.3977942409381114e-09,1.5705551703604215e-07
1987,2.4443267410134695e-09,1.7415828335032302e-07
1988,4.797243047249822e-09,1.7689833775591524e-07
1989,5.488122178931576e-10,1.8494971865123944e-07
1990,3.8140557934163155e-09,1.8852332051011444e-07
1991,5.861465035561508e-09,1.875668873552172e-07
1992,1.65298330578878e-09,1.5538042941187769e-07
1993,2.2156829704300662e-09,1.5177428736024012e-07
1994,1.5824779264761446e-09,1.6616018960746715e-07
1995,3.795715575183323e-09,1.648425040912116e-07
1996,2.6690460952494277e-09,1.7989370704185603e-07
1997,1.438468344439059e-09,1.6734182040067935e-07
1998,5.2449422582867555e-09,1.5973232425636752e-07
1999,3.1991408688814005e-09,1.658982986540991e-07
2000,2.6508188977203417e-09,1.4491143307537868e-07
2001,6.1336963841363e-09,1.5027556532487552e-07
2002,4.819343757400674e-09,1.7963008236421274e-07
2003,4.583615376141381e-09,1.5834306665851727e-07
2004,6.607187019724847e-09,1.7134637886329074e-07
2005,5.854874363109275e-09,1.7924923234602375e-07
2006,1.2353669753828456e-09,2.0260019084616943e-07
2007,1.1983438685803094e-09,2.0611514717217005e-07
2008,8.514879357157668e-10,2.0861454608223085e-07
2009,5.245011536203492e-09,2.078931986559951e-07
2010,2.3618964561933353e-09,2.706733450708043e-07
2011,5.353560705856353e-09,3.238904113800345e-07
2012,7.489356135259584e-09,3.8944650881944654e-07
2013,9.761937924679387e-09,4.5323281483433675e-07
2014,6.71287994635783e-09,5.186241196497576e-07
2015,5.098123256885856e-09,5.321997633700448e-07
2016,4.55694829093467e-09,6.249232740174193e-07
2017,3.018733624182701e-09,7.73550468124995e-07
2018,4.388493513030056e-09,9.146136648041647e-07
2019,6.377469385920875e-09,8.471830170719841e-07
