year,grands_ADJ doutes_NOUN
1896,6.427761434224522e-08
1897,3.787363667129284e-08
1898,4.0740154361174064e-08
1899,4.366786754417262e-08
1900,4.464305547458025e-08
1901,4.191554126009578e-08
1902,4.812078202576231e-08
1903,4.590187074882124e-08
1904,3.815983973254333e-08
1905,2.8900251081154238e-08
1906,4.012463961089452e-08
1907,5.708556116701402e-08
1908,5.6480974564010467e-08
1909,3.300590023513905e-08
1910,3.847788576649691e-08
1911,2.2345570727111408e-08
1912,2.3963337980603683e-08
1913,2.0681659052002033e-08
1914,1.9420557606508737e-08
1915,2.1205371680821372e-08
1916,4.1752354462687435e-08
1917,8.773139548168274e-09
1918,3.101321510712296e-08
1919,3.314825391953491e-08
1920,2.8017257847068322e-08
1921,3.862101038976107e-08
1922,3.24629176873259e-08
1923,2.9724654737606215e-08
1924,7.477142105472012e-08
1925,4.179307566687385e-08
1926,2.452150482668003e-08
1927,4.5711821883287485e-08
1928,4.570416578530967e-08
1929,3.119313873867213e-08
1930,5.7769820926978355e-08
1931,5.1324104077821175e-08
1932,5.2605777511871565e-08
1933,2.2941325283909464e-08
1934,4.912448048344231e-08
1935,3.7101681726881e-08
1936,4.00115567344983e-08
1937,2.2664012888640173e-08
1938,2.9819993585533666e-08
1939,3.5176316970364496e-08
1940,3.0429394115571995e-08
1941,1.7709016475464523e-08
1942,9.102635090130207e-09
1943,4.935499831049128e-08
1944,3.213186161588055e-08
1945,3.921307367704685e-08
1946,4.037120149291695e-08
1947,8.583027266695353e-08
1948,3.152847583010043e-08
1949,3.435953033203987e-08
1950,2.5524867552917385e-08
1951,5.010858927789741e-08
1952,4.8506098693223976e-08
1953,2.5857186614075545e-08
1954,4.202190595492539e-08
1955,3.191106756617046e-08
1956,2.2674967681268754e-08
1957,3.710716001137371e-08
1958,2.4816730004317833e-08
1959,4.4954337141689393e-08
1960,3.391208380776334e-08
1961,3.335116360858592e-08
1962,2.7904608401740916e-08
1963,4.2029345337368795e-08
1964,2.311907998375773e-08
1965,3.173785145804686e-08
1966,3.4342264143560897e-08
1967,3.204718268534634e-08
1968,3.233819256820425e-08
1969,2.497966811176866e-08
1970,3.449043717296263e-08
1971,4.419021948365298e-08
1972,3.1293897251316594e-08
1973,2.866866033457427e-08
1974,2.2502286256553816e-08
1975,2.513051278185685e-08
1976,2.5710871653927825e-08
1977,2.11564152863275e-08
1978,1.7821774278559133e-08
1979,3.3941446986318624e-08
1980,3.2973872521324665e-08
1981,2.340453342242199e-08
1982,2.9175261317959666e-08
1983,3.2839643893112225e-08
1984,2.9574943383181562e-08
1985,3.7296459254321235e-08
1986,2.6375735373562748e-08
1987,3.177624918748734e-08
1988,2.398621568033832e-08
1989,4.061210390204906e-08
1990,2.6153525567451652e-08
1991,3.223805933316726e-08
1992,3.581463658974826e-08
1993,3.489700617365088e-08
1994,3.006708126918056e-08
1995,2.76544991351102e-08
1996,4.3238546965085334e-08
1997,3.5961708277909565e-08
1998,3.2900093316357015e-08
1999,3.519054914136177e-08
2000,2.87172046142814e-08
2001,3.5487815353008045e-08
2002,3.023042793870445e-08
2003,3.541884652236149e-08
2004,5.065509967039361e-08
2005,3.648037250059133e-08
2006,3.3766696105885785e-08
2007,3.1156940138998834e-08
2008,2.4693150635357597e-08
2009,3.2423709939166656e-08
2010,3.495607003856094e-08
2011,2.7150200310188666e-08
2012,3.744677812278496e-08
2013,3.2632762270168314e-08
2014,3.334785603215096e-08
2015,3.3026974932681696e-08
2016,3.645558521725434e-08
2017,3.3960752432449226e-08
2018,4.001273268272598e-08
2019,3.239754420292229e-08
