year,êtes_VERB dans_ADP,etes_VERB dans_ADP
1990,4.353472036200401e-07,1.6345953479657283e-09
1991,4.993968332200893e-07,1.1722930404189924e-09
1992,4.407955316310108e-07,7.713921945651236e-09
1993,5.145923864802171e-07,7.754890063438324e-09
1994,5.06392950683221e-07,1.5824779264761446e-09
1995,4.842248699787888e-07,5.422450821690461e-10
1996,4.115669014481682e-07,8.007138063703678e-09
1997,4.775715183313878e-07,2.876936688878118e-09
1998,4.892100378128816e-07,0.0
1999,4.643324302833207e-07,1.3710603763428253e-09
2000,4.7317118401224434e-07,4.4180314962005696e-10
2001,4.6791342356300447e-07,8.762423564512289e-10
2002,4.863155709244893e-07,4.38122149670761e-10
2003,5.48783759768412e-07,4.1669229178253886e-10
2004,5.880396543034294e-07,2.2023955992267474e-09
2005,5.431522254184529e-07,5.404499514582994e-09
2006,7.111596005415777e-07,1.6471559671771274e-09
2007,8.288544677270693e-07,3.1955835755326234e-09
2008,9.153495170721726e-07,2.9802078582719105e-09
2009,1.1190948043804383e-06,8.105927484791664e-09
2010,1.2626699117390672e-06,1.8895172093635892e-09
2011,1.8236522691950086e-06,7.64794394481072e-10
2012,2.0500410755630583e-06,1.3617010852229328e-09
2013,1.8999519397766562e-06,2.2313000336282585e-09
2014,1.9075407635682495e-06,3.2481677347817595e-09
2015,1.96166911337059e-06,1.329945265027277e-09
2016,2.0725829017465003e-06,3.5212781579474495e-09
2017,2.1043088054284453e-06,2.7671724911471074e-09
2018,2.0499426227615913e-06,4.3884935685412074e-09
2019,2.1203809410508256e-06,2.55098775436835e-10
