year,beaux_ADJ essais_NOUN
1910,1.7635697235895975e-08
1911,1.276889793899727e-08
1912,1.40654377034366e-08
1913,2.2802855603742955e-08
1914,1.808120808632907e-08
1915,2.5917676005349222e-08
1916,2.0876177231343718e-08
1917,1.0966424213165737e-08
1918,9.189101035644853e-09
1919,3.1306683911935806e-08
1920,1.590168663412328e-08
1921,2.6504615391331754e-08
1922,6.6401419362982494e-09
1923,1.8047111804975202e-08
1924,2.1915761649893284e-08
1925,1.4297631523163545e-08
1926,4.458455382660986e-09
1927,2.2298450641500267e-08
1928,1.5996457491951332e-08
1929,4.4561625500705304e-09
1930,4.201441416995522e-09
1931,1.3686427990933225e-08
1932,9.863582950409011e-09
1933,1.0323596200123575e-08
1934,8.38710612072191e-09
1935,1.555876938397205e-08
1936,6.0623572828433225e-09
1937,1.76275650742852e-08
1938,1.0372171566075394e-08
1939,2.5999884911698246e-08
1940,1.0143131667916805e-08
1941,8.854508237732261e-09
1942,2.123948195098535e-08
1943,1.7419411690866582e-08
1944,6.4263723231761105e-09
1945,1.3071024262956144e-08
1946,1.2528993842408909e-08
1947,1.7881307101674793e-08
1948,1.0871888278529696e-08
1949,8.835307152565974e-09
1950,7.444753258312176e-09
1951,5.330700991734716e-09
1952,6.326882129314981e-09
1953,7.54167928107563e-09
1954,1.172704333640695e-08
1955,8.447047505910632e-09
1956,5.232684952005684e-09
1957,8.835037590415595e-09
1958,5.790570245522986e-09
1959,2.3252243464000344e-09
1960,1.5225833704946012e-08
1961,1.737039845295385e-08
1962,9.512934440181198e-09
1963,1.0345685086399214e-08
1964,9.125952327160292e-09
1965,1.3132904541635071e-08
1966,6.6468897053084675e-09
1967,4.437302025817047e-09
1968,1.9762230019093607e-08
1969,8.62933943746036e-09
1970,5.058597540852361e-09
1971,1.1304474689666222e-08
1972,3.0780880067027283e-09
1973,6.615844760915479e-09
1974,5.063014507644681e-09
1975,4.569184142155791e-09
1976,1.7140580066410394e-09
1977,2.938390863960194e-09
1978,8.910887139279566e-09
1979,9.948355028654987e-09
1980,4.548120546843393e-09
1981,4.427884725544118e-09
1982,4.345251602977385e-09
1983,1.0736036948344463e-08
1984,6.378909400694965e-09
1985,1.0828004826102244e-08
1986,5.994485352545098e-09
1987,9.777306964053878e-09
1988,7.795519785247507e-09
1989,6.585746614717891e-09
1990,1.0897301727652575e-08
1991,9.964491121117192e-09
1992,1.046889380740268e-08
1993,3.323524566667402e-09
1994,6.85740436656701e-09
1995,9.21816667442954e-09
1996,1.2277611816102763e-08
1997,3.835915585170824e-09
1998,5.721754847698435e-09
1999,7.312321692598545e-09
2000,4.418031274155965e-09
2001,8.324302136486494e-09
2002,7.886198805096e-09
2003,5.8336921959778465e-09
2004,6.166707589017051e-09
2005,6.755624615273348e-09
2006,1.1118302722934459e-08
2007,4.393927444112933e-09
2008,4.6831836186811415e-09
2009,7.629108011997232e-09
2010,8.030448139795254e-09
2011,5.353560705856353e-09
2012,3.744677901096338e-09
2013,5.857162754807632e-09
2014,4.330890313042346e-09
2015,5.098123437297097e-09
2016,6.214019965256057e-09
2017,3.5218559180094644e-09
2018,3.0977599929649102e-09
2019,6.122370777017494e-09
