year,divers_DET yeux_NOUN,divers_DET dieux_NOUN
1887,6.528924623161458e-10,4.570247291724172e-09
1888,0.0,6.974675947901687e-09
1889,6.265136742733546e-10,7.51816386923565e-09
1890,6.554386478008212e-10,6.554386478008212e-10
1891,0.0,3.1871101313640793e-09
1892,0.0,8.149066310636499e-09
1893,0.0,3.079208221734575e-09
1894,0.0,3.150769645188234e-09
1895,6.018614495673091e-10,2.4074457982692365e-09
1896,0.0,3.5382172747233653e-09
1897,0.0,0.0
1898,0.0,6.7900258748920805e-09
1899,5.527578395003729e-10,5.527578395003729e-09
1900,0.0,2.1802423533223703e-08
1901,0.0,5.029864968975062e-09
1902,2.455141867585553e-09,1.9641135384773634e-09
1903,0.0,6.48026410310365e-09
1904,0.0,7.524475265086039e-09
1905,5.160759042333041e-10,1.0321517696088023e-08
1906,2.572092316910357e-09,7.201858220895474e-09
1907,0.0,2.5714216866923323e-09
1908,0.0,7.858222517143076e-09
1909,0.0,9.901770070541716e-09
1910,1.068830135508847e-09,3.206490406526541e-09
1911,0.0,1.3300935464144459e-08
1912,0.0,1.3544495303108306e-08
1913,0.0,5.302989602995467e-09
1914,0.0,1.0714789944188396e-08
1915,0.0,2.3561523843085297e-09
1916,0.0,2.197492410260793e-09
1917,0.0,3.289927441585405e-09
1918,0.0,2.067547733020092e-08
1919,0.0,0.0
1920,0.0,9.843901693784574e-09
1921,0.0,3.0290989716519334e-09
1922,0.0,1.4755870969551665e-09
1923,0.0,7.431163684401554e-09
1924,2.578324886925998e-09,1.4180787211159895e-08
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,2.2298449753321847e-09,1.0034302277972529e-08
1928,1.1426041224282812e-09,6.8556245125250825e-09
1929,0.0,8.912325100141061e-09
1930,0.0,7.352522701786768e-09
1931,0.0,1.8248571542756054e-08
1932,0.0,1.53433514782364e-08
1933,0.0,8.02946331646126e-09
1934,3.5944740517379614e-09,8.38710612072191e-09
1935,2.393656828303392e-09,1.0771455727365264e-08
1936,0.0,2.424942913137329e-09
1937,0.0,8.813782592653752e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,1.5294050470515685e-09,2.141167065872196e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,1.1806010391524069e-08
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,0.0,5.960435700558264e-09
1948,0.0,8.697510267552389e-09
1949,0.0,2.945102384188658e-09
1950,1.0635361480382244e-09,1.0635361036293034e-08
1951,0.0,1.4925962910083967e-08
1952,0.0,8.435843135146115e-09
1953,0.0,1.2928593307037772e-08
1954,0.0,1.4658803948464083e-08
1955,1.8771215692936494e-09,1.783265446420046e-08
1956,0.0,1.1337483840634377e-08
1957,8.835037701437898e-10,1.501956425897788e-08
1958,0.0,4.9633461784992505e-09
1959,0.0,5.425523585955716e-09
1960,0.0,1.3149583755200922e-08
1961,0.0,9.03260666262895e-09
1962,0.0,1.2049716779927166e-08
1963,6.466053248388448e-10,1.1638895958121509e-08
1964,1.2167936658258327e-09,9.734349326606662e-09
1965,0.0,4.924839203113152e-09
1966,1.6617224263271169e-09,8.862519607077957e-09
1967,0.0,7.3955032653394426e-09
1968,0.0,8.982831367632116e-09
1969,0.0,4.995933444718048e-09
1970,0.0,1.2876429700270364e-08
1971,0.0,5.652237122788506e-09
1972,1.5390440033513642e-09,1.898154378121575e-08
1973,0.0,9.923766697284009e-09
1974,0.0,7.313243344242437e-09
1975,0.0,7.4249242310031605e-09
1976,3.4281160132820787e-09,9.141642776100412e-09
1977,5.876781838942691e-10,9.990529126202574e-09
1978,0.0,5.940591241149207e-09
1979,0.0,4.681578680276743e-09
1980,0.0,9.664756273064512e-09
1981,0.0,1.2651099334792804e-08
1982,0.0,5.586751949948621e-09
1983,0.0,4.4207211225000265e-09
1984,0.0,6.378909400694965e-09
1985,1.2031116103372597e-09,7.218669662023558e-09
1986,0.0,1.1389522214244607e-08
1987,6.110816852533674e-10,7.332980445085013e-09
1988,5.996553809062277e-10,1.3192418657492766e-08
1989,0.0,1.0976244468885454e-08
1990,0.0,8.172976628806339e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,1.1019888335184191e-09,1.1019888612739948e-08
1993,0.0,7.200969598386564e-09
1994,5.274926606624319e-10,1.0549853379782093e-08
1995,0.0,9.21816667442954e-09
1996,0.0,6.4057104065540216e-09
1997,0.0,1.0069278078006505e-08
1998,0.0,7.1521940592234046e-09
1999,0.0,9.140402046359242e-09
2000,0.0,7.510653543540968e-09
2001,0.0,1.3143635513301888e-08
2002,0.0,9.63868718173444e-09
2003,0.0,5.41700001521761e-09
2004,0.0,6.166707589017051e-09
2005,0.0,1.170974872621855e-08
2006,0.0,7.000412693969338e-09
2007,0.0,8.388406969039863e-09
2008,0.0,8.089135583588813e-09
2009,4.76819250749827e-10,1.1443661573906638e-08
2010,0.0,7.085689368580006e-09
2011,0.0,2.2943831279320648e-09
2012,0.0,8.851056776393307e-09
2013,0.0,6.693900156395927e-09
2014,0.0,6.279790909502481e-09
2015,0.0,6.871383823048305e-09
2016,4.1426800878596737e-10,6.006886210663254e-09
2017,0.0,6.289028409156572e-09
2018,0.0,4.3884935685412074e-09
2019,7.65296326310505e-10,7.142765656720229e-09
