year,aurez_VERB eu_VERB,aurez_VERB dû_VERB
1889,9.523007804546069e-08,1.0024218788373673e-08
1890,7.603088647556433e-08,9.176140736144589e-09
1891,1.0644947678883909e-07,1.1473596295275001e-08
1892,9.528138633640992e-08,6.268512375839919e-09
1893,8.683367269668452e-08,7.390100087434348e-09
1894,1.2035940244459198e-07,4.411077725308132e-09
1895,6.921406736637437e-08,2.4074457982692365e-09
1896,9.49421661289307e-08,5.89702897624278e-10
1897,6.23458333848248e-08,5.826713556089658e-10
1898,7.355861697533328e-08,1.6975064687230201e-09
1899,9.286331703606265e-08,8.291367592505594e-09
1900,6.644548022904928e-08,2.07642125715779e-09
1901,5.7005138387467014e-08,8.38310842965484e-09
1902,6.236060556830125e-08,8.838511256215043e-09
1903,5.994244389739833e-08,9.720396931811592e-09
1904,6.557042553367864e-08,3.2247751136083025e-09
1905,5.883265430384199e-08,7.741138396966107e-09
1906,6.481672443214848e-08,9.259531807970234e-09
1907,5.657127744029822e-08,8.742834012309686e-09
1908,7.072399910157401e-08,1.4734167663732478e-08
1909,7.206288188399412e-08,1.320236009405562e-08
1910,8.390316708073442e-08,5.34415089958884e-09
1911,5.4267815130515373e-08,2.6601871816467337e-09
1912,6.824341625133457e-08,1.40654377034366e-08
1913,4.2423916823963737e-08,1.4318072061314524e-08
1914,6.227971738326232e-08,4.68772043404897e-09
1915,3.2986132936230206e-08,1.1780761921542648e-09
1916,7.1418504887788e-08,1.4283700444650549e-08
1917,4.605898240583883e-08,5.483212106582869e-09
1918,6.891825421462272e-08,0.0
1919,4.880159565345821e-08,1.8415696745321952e-09
1920,6.512119199442168e-08,6.815008557481406e-09
1921,3.937828552125211e-08,4.543648568500203e-09
1922,4.795657915224183e-08,6.640141769764796e-09
1923,5.944930947521243e-08,2.1231896241147297e-09
1924,4.383152329978657e-08,2.578324886925998e-09
1925,6.378942885021388e-08,8.798542339150117e-09
1926,5.795991953050361e-08,3.343841648018042e-09
1927,7.358488574027433e-08,2.2298449753321847e-09
1928,6.055801549109674e-08,2.2852082448565625e-09
1929,9.580749349424877e-08,3.342121912552898e-09
1930,3.676261073337628e-08,3.1510811737689437e-09
1931,5.816731984964463e-08,0.0
1932,6.13734059129456e-08,2.1919073223131136e-09
1933,7.570636739728798e-08,1.4911860191091364e-08
1934,4.553000465534751e-08,1.0783422155213884e-08
1935,6.223507398317452e-08,3.590485242455088e-09
1936,4.243650053581405e-08,1.2124714565686645e-09
1937,5.288269733227935e-08,2.5182236296217297e-09
1938,4.537825049055755e-08,6.482607339819424e-09
1939,5.8117393564316444e-08,6.117620188206274e-09
1940,6.085878823114399e-08,0.0
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,3.6410540360520827e-08,1.8205270180260413e-08
1943,3.774205836748479e-08,1.4516175816936538e-08
1944,3.855823393905666e-08,3.2131861615880553e-09
1945,3.485606470121638e-08,0.0
1946,4.037120149291695e-08,5.568441707737293e-09
1947,6.198852986472048e-08,9.536696765621855e-09
1948,5.870819563824625e-08,0.0
1949,5.104844191805569e-08,0.0
1950,6.38121662177582e-08,5.317680518146517e-09
1951,7.782823274737893e-08,6.396841278899501e-09
1952,6.85412260281737e-08,1.0544803918932644e-09
1953,8.295847209183194e-08,7.54167928107563e-09
1954,2.443134050622575e-08,6.840775057526116e-09
1955,3.472674947602172e-08,9.385607846468247e-09
1956,4.883839466174322e-08,3.488456634670456e-09
1957,4.8592706747285774e-08,7.951533653738352e-09
1958,6.4523497655955e-08,4.1361216673863055e-09
1959,5.968075811324525e-08,7.750747821333448e-10
1960,5.9519166484278685e-08,2.076250060767393e-09
1961,4.794229724325305e-08,1.042223907177231e-08
1962,7.673767044025226e-08,3.170978146727066e-09
1963,3.879631904624148e-08,1.939815863494232e-09
1964,6.996563683969725e-08,2.4335873316516654e-09
1965,7.551420111440166e-08,2.73602163147757e-09
1966,3.7665706997813686e-08,5.539074754423723e-10
1967,5.768492528090974e-08,9.367637332502454e-09
1968,5.1202139417227954e-08,2.6948494546985557e-09
1969,5.313856732414024e-08,6.8126366770115965e-09
1970,5.5184699476740207e-08,4.1388523719376735e-09
1971,6.782684636164049e-08,6.166076982339064e-09
1972,5.4379555081141007e-08,5.130146862875051e-10
1973,5.402939606824475e-08,3.3079223804577396e-09
1974,3.09406438248061e-08,5.625571675160757e-10
1975,5.197447094928975e-08,1.7134440533084216e-09
1976,4.056603941648973e-08,7.998937512354587e-09
1977,3.349765620441758e-08,3.526069214387917e-09
1978,4.158414057542359e-08,2.970295565063452e-09
1979,5.559374827157626e-08,3.5111840102075575e-09
1980,4.0933084477501325e-08,1.1370301367108482e-09
1981,4.1748627666038374e-08,6.958104314946922e-09
1982,3.662426451001011e-08,3.1037510339615437e-09
1983,3.978649232294629e-08,0.0
1984,4.1752862500743504e-08,5.219107812592938e-09
1985,4.571824163690508e-08,6.015558051686298e-10
1986,4.375974427262008e-08,4.7955883708539204e-09
1987,3.0554083707556856e-08,2.4443267410134695e-09
1988,3.897759981441595e-08,5.99655392008458e-09
1989,3.1831110192115375e-08,6.585746614717891e-09
1990,2.942271493111548e-08,1.6345953479657283e-09
1991,2.5790447111262438e-08,2.9307325455363298e-09
1992,4.1324582866764104e-08,3.30596661157756e-09
1993,4.2097976660215863e-08,6.647049133334804e-09
1994,3.006708126918056e-08,3.6924485691258724e-09
1995,3.849940100053573e-08,5.964695848348356e-09
1996,3.3629980578098184e-08,2.6690460952494277e-09
1997,3.068732468136659e-08,3.835915585170824e-09
1998,3.9575471788566574e-08,4.291316191284977e-09
1999,2.8792268125243936e-08,3.1991407301035224e-09
2000,3.004261373007466e-08,2.6508188977203417e-09
2001,3.680217730561708e-08,5.257454027685071e-09
2002,2.234422957769766e-08,5.257465574004527e-09
2003,2.4584844382502524e-08,1.2500769308587678e-09
2004,2.5107310008820605e-08,6.166707589017051e-09
2005,4.1434496722558833e-08,4.503749373441224e-09
2006,4.323784352777693e-08,3.294311934354255e-09
2007,2.915970043204652e-08,5.592271090648637e-09
2008,3.661398295662366e-08,2.554463751636149e-09
2009,4.339055337254649e-08,4.291373478793048e-09
2010,4.487603533220863e-08,2.3618964561933353e-09
2011,5.162362270993981e-08,4.206369030868018e-09
2012,7.251058065094185e-08,5.1063788752969685e-09
2013,7.056486595047318e-08,3.904775169871755e-09
2014,6.691225706845216e-08,3.031623174720721e-09
2015,8.799804618320195e-08,6.871383906315032e-09
2016,9.46602369822358e-08,6.214019965256057e-09
2017,6.112935579949408e-08,4.024978128569501e-09
2018,6.556925313816464e-08,4.3884935685412074e-09
2019,9.438655013127573e-08,3.826481798085979e-09
