year,pouvais_VERB écrire_VERB,pouvais_VERB décrire_VERB
1871,1.911811864374613e-08,0.0
1872,9.071008832961525e-09,4.23313739617015e-09
1873,1.3169209722718733e-08,5.986004469882289e-10
1874,2.3898437007119355e-08,7.766991494406739e-09
1875,8.58229043387837e-09,2.8607636259891933e-09
1876,1.0882827083946722e-08,0.0
1877,1.6699003069220453e-08,0.0
1878,1.872117572077059e-08,0.0
1879,1.5273313280772527e-08,3.0546627449723474e-09
1880,1.9253539207397807e-08,0.0
1881,1.4642266066289267e-08,1.3945015142624584e-09
1882,3.128031167420886e-08,0.0
1883,1.7062214752172622e-08,0.0
1884,1.0562715146988921e-08,6.601696966868076e-10
1885,9.023890079618013e-09,1.933690763067375e-09
1886,7.744156427236248e-09,0.0
1887,1.1752064210668323e-08,6.528924623161458e-10
1888,1.9655905347804037e-08,0.0
1889,1.7542383545787743e-08,6.265136742733546e-10
1890,2.4906668727453507e-08,0.0
1891,2.1672347472190268e-08,0.0
1892,1.191017329205124e-08,1.2537024751679837e-09
1893,9.23762488724833e-09,3.079208221734575e-09
1894,1.071261657159539e-08,6.301539290376468e-10
1895,6.6204757231957956e-09,1.2037228991346183e-09
1896,1.0614652268259306e-08,0.0
1897,5.826713334045053e-09,0.0
1898,1.3580051749784161e-08,1.13167097914868e-09
1899,1.879376654301268e-08,0.0
1900,7.786579381274805e-09,0.0
1901,1.0618603774048552e-08,0.0
1902,1.3257766440233354e-08,5.892340837476695e-09
1903,9.1803746826713e-09,5.400220270956879e-10
1904,2.203596238814498e-08,5.374625189347171e-10
1905,3.4061010012464976e-08,0.0
1906,5.658602919567102e-09,5.144184522798412e-10
1907,2.108565766434367e-08,0.0
1908,2.504808449543816e-08,0.0
1909,1.2102163715610459e-08,0.0
1910,2.7255168788542505e-08,1.6032452032632705e-09
1911,2.500575924102577e-08,3.7242617878519013e-09
1912,1.1981668990301841e-08,1.0418842455450772e-09
1913,2.2802856491921375e-08,0.0
1914,2.209925398233281e-08,4.68772043404897e-09
1915,7.068456930880984e-09,0.0
1916,6.592477230782379e-09,0.0
1917,1.5352993543160665e-08,0.0
1918,2.412139110674616e-08,1.1486376294556067e-09
1919,1.8415697411455767e-08,0.0
1920,6.057785384427916e-09,2.2716695191604686e-09
1921,1.5902768879527684e-08,1.5145494858259667e-09
1922,2.2133805899215986e-08,0.0
1923,8.492758496458919e-09,0.0
1924,3.609654797287476e-08,2.578324886925998e-09
1925,1.9796720707176974e-08,1.0998177923937646e-09
1926,1.5604593173179637e-08,3.343841648018042e-09
1927,3.2332753363562006e-08,0.0
1928,2.2852082892654835e-08,4.570416489713125e-09
1929,2.8965056131369238e-08,3.342121912552898e-09
1930,2.7309368988426286e-08,2.100720708497761e-09
1931,2.2810713318222042e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,2.523545639121494e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,2.992070946561398e-08,0.0
1936,2.424942913137329e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,2.074434313215079e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,0.0,0.0
1941,2.9515025090631752e-08,0.0
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,2.178504132643866e-08,0.0
1946,2.5057987684817817e-08,0.0
1947,3.2186353138285995e-08,1.1920870957027319e-09
1948,4.566192757238241e-08,1.0871887834440486e-09
1949,1.1780409536754632e-08,0.0
1950,1.4889506516624351e-08,1.0635361480382244e-09
1951,3.5182626589858046e-08,1.0661401761424827e-09
1952,2.741649041126948e-08,0.0
1953,1.8315507332999914e-08,2.1547654771580937e-09
1954,2.9317607896928166e-08,9.772536113672459e-10
1955,1.1262729415761896e-08,1.8771215692936494e-09
1956,2.441919733087161e-08,0.0
1957,2.297109880089465e-08,8.835037701437898e-10
1958,1.7371711180658167e-08,1.6544486891589827e-09
1959,2.325224279786653e-08,1.5501495642666896e-09
1960,2.9759583242139342e-08,6.920833350854139e-10
1961,1.876002997391879e-08,4.16889545107324e-09
1962,3.0441391629665304e-08,1.9025869768540815e-09
1963,3.36234755593523e-08,1.2932106496776896e-09
1964,3.1636634645337836e-08,3.6503808864551957e-09
1965,2.9001830270658502e-08,0.0
1966,2.547974453648294e-08,1.1078149508847446e-09
1967,1.9721342781053863e-08,4.437302081328198e-09
1968,3.323647845832056e-08,3.1439910674890825e-09
1969,2.5433843475752838e-08,1.8167031212712459e-09
1970,2.483311511980446e-08,4.5987250119061684e-10
1971,2.5178147566862208e-08,2.0553589941130213e-09
1972,2.3085661382538092e-08,3.5911027485013847e-09
1973,2.7566018800939673e-08,5.513203782392395e-10
1974,1.406392957647995e-08,3.3753431161187564e-09
1975,1.8847885030481848e-08,1.1422960355389478e-09
1976,1.5997875024709174e-08,1.7140580066410394e-09
1977,2.291944944943225e-08,1.1753563677885381e-09
1978,3.029701645118621e-08,0.0
1979,2.4578287849408298e-08,1.1703946700691858e-09
1980,2.5583178242527538e-08,1.7055452605774235e-09
1981,3.479052068655619e-08,3.1627747087981106e-09
1982,3.1037512115972277e-08,1.2415004579935385e-09
1983,3.6628833299801045e-08,2.5261264191556165e-09
1984,2.7835241667162336e-08,5.799008495621649e-10
1985,2.1054452403745927e-08,1.2031116103372597e-09
1986,2.517683839187157e-08,2.997242676272549e-09
1987,2.3832186002437084e-08,1.2221633705067347e-09
1988,2.7584148298842592e-08,1.1993107618124554e-09
1989,3.128229764115531e-08,1.6464366536794728e-09
1990,3.5416231725093894e-08,3.814055737905164e-09
1991,3.57549367890897e-08,1.1722930404189924e-09
1992,1.8733810946969243e-08,1.65298330578878e-09
1993,3.157348160698348e-08,4.985286850001103e-09
1994,2.9012095836833396e-08,2.637463358823311e-09
1995,3.741491028108612e-08,1.626735190995987e-09
1996,2.882569738460461e-08,2.135236876199542e-09
1997,3.356426248046773e-08,1.438468344439059e-09
1998,3.814503202193009e-08,4.7681290027412615e-09
1999,3.290544725587097e-08,2.285100553223174e-09
2000,3.6227859823156905e-08,1.7672125984802278e-09
2001,3.0230360437144554e-08,3.066848330846028e-09
2002,2.891606243338174e-08,2.6287327870022636e-09
2003,3.500215228768866e-08,4.166922806803086e-09
2004,3.7000248198637564e-08,3.0833537945085254e-09
2005,3.0625496805214425e-08,2.251874686720612e-09
2006,2.9648807853277503e-08,3.706100981659688e-09
2007,3.674920989737984e-08,1.5977917877663117e-09
2008,3.022782024686421e-08,2.554463751636149e-09
2009,4.196009228962794e-08,4.291373478793048e-09
2010,4.156937905008817e-08,3.7790344187271785e-09
2011,4.3210881983668514e-08,5.7359579308524644e-09
2012,4.765953676155732e-08,7.829781267787439e-09
2013,4.490491178898992e-08,8.367375237128272e-09
2014,4.655707286360666e-08,9.744502982300673e-09
2015,4.7434713934535466e-08,6.64972610309178e-09
2016,4.4119541797726924e-08,6.214019965256057e-09
2017,5.4840327834426716e-08,9.30776167251679e-09
2018,4.9822308056945985e-08,9.809573597863164e-09
2019,4.5662680747682316e-08,1.2754938438774843e-08
