year,plusieurs_DET ans_NOUN,plusieurs_DET dents_NOUN
1838,2.3354999711955315e-08,1.4707336992714204e-07
1839,1.677954131196202e-08,2.1743487810255147e-07
1840,1.6561189752906103e-08,1.6433796723447358e-07
1841,1.6051371787284552e-08,2.4526494701859747e-07
1842,5.366612043644636e-08,1.9521051930482258e-07
1843,5.906910960362666e-09,1.742538713322972e-07
1844,3.0735943568060975e-08,1.361163182167502e-07
1845,1.5066614622583074e-08,1.5736242708896953e-07
1846,2.2247105491146613e-08,2.3476549948497905e-07
1847,1.1325769655456952e-08,1.6125738255823308e-07
1848,3.218088684420195e-09,1.5446825729625857e-07
1849,1.005529792763582e-08,1.2401533577843793e-07
1850,1.2899092460827433e-08,1.615781082264789e-07
1851,1.0319102239364497e-08,1.4511237611536387e-07
1852,1.4323199959420663e-08,2.9492771336236956e-07
1853,3.1651239851271384e-08,1.749776021853222e-07
1854,2.6497887994914038e-08,1.2625465029003635e-07
1855,3.8209947206269135e-08,1.4700215089646917e-07
1856,1.5531567587601103e-08,8.904765635975309e-08
1857,3.807577053649425e-08,1.0544059358963409e-07
1858,1.761723389392955e-08,1.1500138774600543e-07
1859,2.6988518975201714e-08,1.5327442426382731e-07
1860,1.7393299245327398e-08,1.4967391270825914e-07
1861,8.488734437595014e-09,1.325185833289666e-07
1862,7.6805766469068e-09,7.725756751009172e-08
1863,9.989241933627824e-09,1.1937143895579538e-07
1864,3.548098703731739e-08,2.0089909646969772e-07
1865,2.3534221293974866e-08,2.0145293788687013e-07
1866,2.238181906477621e-08,1.4986087215618227e-07
1867,9.220341823379385e-09,1.6353974530147752e-07
1868,1.7289560005906424e-08,1.432563490055827e-07
1869,2.0510780074367574e-08,2.2806034927214114e-07
1870,1.77755516972411e-08,1.4449802865357242e-07
1871,1.3807530230280918e-08,1.9330542344597745e-07
1872,6.652073114565837e-09,2.007716677354665e-07
1873,2.3944018323618366e-08,2.1489756640846736e-07
1874,1.6131444624534197e-08,2.2225546469911706e-07
1875,1.3731664694205392e-08,1.6992935591986225e-07
1876,1.0278224937820823e-08,1.5659178265181595e-07
1877,9.27722432209066e-09,1.5833128497177995e-07
1878,1.8117265465633636e-09,1.2319740738675478e-07
1879,2.2604503158163425e-08,1.3012862132288916e-07
1880,1.8611753915820373e-08,1.3862547554310822e-07
1881,6.9725074602899895e-09,1.4433090100851587e-07
1882,1.0648615988984034e-08,2.2694863588412773e-07
1883,8.21514056781325e-09,1.061648964295614e-07
1884,1.5183903023796574e-08,1.5381953932802617e-07
1885,1.4180398244523218e-08,2.1077229117594243e-07
1886,7.098810428374236e-09,1.8263303158683186e-07
1887,1.828098877831863e-08,1.7954542386178218e-07
1888,7.608737417896805e-09,1.4456600960777166e-07
1889,2.318100555953606e-08,1.027482445792316e-07
1890,1.1797895660414781e-08,1.2191158527130597e-07
1891,5.736798147637501e-09,1.389580031041504e-07
1892,1.6298132621272998e-08,1.5107114847978664e-07
1893,9.23762488724833e-09,1.6135051383869836e-07
1894,3.150769645188234e-09,1.2981170716130919e-07
1895,1.9259566386153892e-08,1.378262766138505e-07
1896,1.533227589334274e-08,1.3799048392826307e-07
1897,1.5732126712464378e-08,1.2877036992264834e-07
1898,6.7900258748920805e-09,1.2561548023981572e-07
1899,1.0502398950507086e-08,1.221594860822961e-07
1900,1.661137005726232e-08,1.2510437974455613e-07
1901,7.265360757457984e-09,1.095392861971689e-07
1902,1.276673788908056e-08,3.432288409044304e-07
1903,5.400220270956879e-09,1.3230539863684498e-07
1904,9.674325340824907e-09,1.209290694248466e-07
1905,9.805442513499685e-09,1.2953505468260573e-07
1906,9.773950537805831e-09,2.0268087297381499e-07
1907,4.6285588695127444e-09,1.4502818501682668e-07
1908,1.6698722404839828e-08,1.1345308692511935e-07
1909,7.15127862482845e-09,1.7878196789666845e-07
1910,6.947395991829808e-09,1.3039727386754407e-07
1911,1.0640748726586935e-08,1.2077249555986214e-07
1912,6.251305251225858e-09,1.3700778200842478e-07
1913,1.0075680734189518e-08,1.0128710631329696e-07
1914,1.7411533548283842e-08,9.375440979120242e-08
1915,1.4136913861761968e-08,1.0131455474571283e-07
1916,3.2962386153911893e-09,8.680095131552434e-08
1917,1.64496359866817e-08,9.86978208050715e-08
1918,9.189101035644853e-09,1.1716103642811504e-07
1919,6.4454939163738345e-09,1.0220712010067246e-07
1920,5.300562211374427e-09,9.768178799163252e-08
1921,8.330022005509363e-09,1.6357134091649073e-07
1922,8.115729421831475e-09,9.517536925240933e-08
1923,3.715581797791856e-08,7.643483002084395e-08
1924,6.4458122173149945e-09,1.0957880958173405e-07
1925,7.698724546756353e-09,1.0668232586219517e-07
1926,1.0031524610987219e-08,1.1034676750121264e-07
1927,8.919380123373344e-09,9.811317980279455e-08
1928,1.3711249025050165e-08,9.483614560323872e-08
1929,7.798284684668033e-09,8.578112709045627e-08
1930,1.3654684494213143e-08,1.0503603498079883e-07
1931,9.124285327288817e-09,7.983749394924189e-08
1932,1.6439305028370654e-08,1.1288322854241528e-07
1933,1.3764794637438627e-08,8.832410092196596e-08
1934,7.188948103475923e-09,7.069132657022692e-08
1935,1.3165112555668657e-08,1.2686381367643662e-07
1936,8.487300195980652e-09,1.0427254704126199e-07
1937,6.295559185076627e-09,7.932404766375356e-08
1938,0.0,1.1927996990124257e-07
1939,1.6823456405745674e-08,9.176430371127253e-08
1940,7.607348528892999e-09,8.1145051344933e-08
1941,8.854508237732261e-09,1.0035108788386538e-07
1942,2.4273694165799498e-08,7.58552971547033e-08
1943,2.0322646676618206e-08,5.2258233296242906e-08
1944,3.213186161588055e-08,7.069009200222354e-08
1945,2.178504043826024e-09,5.446260020747218e-08
1946,1.1136883415474585e-08,7.795818124378684e-08
1947,2.3841741914054637e-09,9.894323249604042e-08
1948,5.435944139264848e-09,6.305695166020087e-08
1949,6.871905600114303e-09,1.0307858611113829e-07
1950,1.1698897850465073e-08,1.1273483280227481e-07
1951,9.595261474260042e-09,6.610068781220946e-08
1952,1.0544804140977249e-08,1.0861147958785011e-07
1953,9.69644453618912e-09,9.265491585086494e-08
1954,6.840775057526116e-09,1.1336141714224368e-07
1955,4.6928039232341234e-09,1.0324168675523993e-07
1956,5.232684729961079e-09,6.71527911055847e-08
1957,4.417518795207798e-09,8.216585190012893e-08
1958,1.1581141046157484e-08,1.0423027019257347e-07
1959,1.2401196514133517e-08,7.905762977600261e-08
1960,8.305000021024966e-09,7.612916408383796e-08
1961,4.86371165564492e-09,8.68519879904106e-08
1962,1.0147130080628841e-08,7.293249737472252e-08
1963,5.1728425987107585e-09,7.30664031500794e-08
1964,7.30076216148845e-09,6.753205084031322e-08
1965,9.302473458205895e-09,7.004215518691126e-08
1966,9.416427082520329e-09,8.197830325684663e-08
1967,1.3804939413830652e-08,8.578783838864013e-08
1968,9.431973424511852e-09,7.770149490493594e-08
1969,2.0437910364101697e-08,7.175976990403399e-08
1970,1.2876429700270364e-08,6.990061721112717e-08
1971,1.9012070140433934e-08,5.241165457192665e-08
1972,7.182205663536223e-09,7.028301207689935e-08
1973,8.269805840122046e-09,6.836372851148909e-08
1974,8.438357623763437e-09,5.906850253367679e-08
1975,9.138368284311582e-09,7.539153745739213e-08
1976,5.713526984862938e-09,5.2564448571601474e-08
1977,5.289103655048422e-09,5.3478715233978846e-08
1978,9.504946496541322e-09,6.178215117280672e-08
1979,5.851973128301324e-09,4.330460334767139e-08
1980,2.8425753972882717e-09,7.504398791269296e-08
1981,7.590659656386833e-09,5.756250076593972e-08
1982,1.0552754226011984e-08,5.648827050563909e-08
1983,4.420721011477724e-09,8.273063656361046e-08
1984,5.799008384599347e-09,5.741018382909857e-08
1985,3.609334831011779e-09,4.692135258110852e-08
1986,5.994485352545098e-09,6.833713350751225e-08
1987,3.6664902225425067e-09,5.3164104951708424e-08
1988,1.2592763276586538e-08,6.296381349635283e-08
1989,1.042743191792539e-08,4.390497743145261e-08
1990,1.089730194969718e-09,4.358920779878872e-08
1991,5.275318681885466e-09,4.396098884917876e-08
1992,7.162927584403178e-09,4.407955400687058e-08
1993,1.2186256725943423e-08,3.5450926916258396e-08
1994,5.802419322797903e-09,3.2704544739026176e-08
1995,8.133675954979935e-09,4.175287260377303e-08
1996,1.8683323110835204e-08,3.256236213999841e-08
1997,4.075660342550691e-08,3.308477347641059e-08
1998,8.582632937681467e-09,5.054216922761867e-08
1999,3.6561608462992723e-09,3.8389688983286874e-08
2000,6.627047355323157e-09,3.622785837986697e-08
2001,8.762423675534592e-09,3.4611572052867245e-08
2002,7.009954283709874e-09,3.6802260516832774e-08
2003,5.8336921959778465e-09,3.333538212135778e-08
2004,1.1011977996133737e-08,5.3297973812149735e-08
2005,6.7556245042510454e-09,4.773974682237281e-08
2006,8.647569216257978e-09,3.170775142447013e-08
2007,7.1900629894372514e-09,5.272712821913217e-08
2008,2.554463751636149e-09,4.5980348584162556e-08
2009,3.337734755248789e-09,4.339055026392202e-08
2010,1.4171378737160012e-08,4.251413765476997e-08
2011,2.6767803529281764e-09,8.489217662166482e-08
2012,3.0638274417515987e-09,7.148930475375792e-08
2013,3.3469500504423877e-09,7.642202692892397e-08
2014,2.815078836704288e-09,7.557403680635844e-08
2015,5.54143841924315e-09,7.29253279985187e-08
2016,3.935546250000144e-09,6.938989294269504e-08
2017,2.0124891197959016e-09,6.389652473792751e-08
2018,1.8070267504555204e-09,6.969960231195671e-08
2019,2.5509878653906526e-09,5.204015152138197e-08
