year,derniers_ADJ hommages_NOUN,derniers_ADJ dommages_NOUN
2000,1.1486881668076876e-08,8.836062992401139e-10
2001,7.886181485616817e-09,8.762423564512289e-10
2002,1.3143664823189738e-08,4.38122149670761e-10
2003,7.083769126836614e-09,0.0
2004,1.1011977996133737e-08,1.7619165015858584e-09
2005,6.305249655724765e-09,0.0
2006,1.4824403926638752e-08,1.2353669198716943e-09
2007,8.787854888225866e-09,3.994479469415779e-10
2008,1.2772319202269955e-08,4.257439734089985e-09
2009,1.0966842545201416e-08,9.53638501499654e-10
2010,1.1809482280966677e-08,0.0
2011,1.3001504761689375e-08,7.64794394481072e-10
2012,1.1574459612972987e-08,6.808505426114664e-10
2013,1.0319762822064149e-08,8.367375126105969e-10
2014,1.2343037703033133e-08,8.661780737106994e-10
2015,1.2412821881468972e-08,8.866301581811342e-10
2016,1.5949318310504168e-08,1.2428040818690533e-09
2017,1.2326495379966218e-08,1.0062445321423752e-09
2018,1.4456214003644163e-08,7.744400121190154e-10
2019,1.0969247732361964e-08,0.0
