year,plusieurs_DET hommages_NOUN,plusieurs_DET dommages_NOUN
1887,3.9173548849191775e-09,2.6115698492645834e-09
1888,1.014498351992188e-08,7.60873763994141e-09
1889,1.2530273485467092e-09,5.6386229019267375e-09
1890,5.898947996740844e-09,6.554386478008212e-10
1891,7.649063604731055e-09,2.5496880162734215e-09
1892,1.0656471260972467e-08,6.8953633913793055e-09
1893,3.695050043717174e-09,4.926733243593162e-09
1894,5.671385139294216e-09,3.150769645188234e-09
1895,2.4074457982692365e-09,2.4074457982692365e-09
1896,6.486732040400511e-09,5.307326134129653e-09
1897,1.0488084178916779e-08,4.661370844871726e-09
1898,5.092519517191363e-09,3.3950129374460403e-09
1899,9.949641111006713e-09,6.080336234504102e-09
1900,8.824790342920608e-09,7.26747462209687e-09
1901,4.470991132876634e-09,7.824234593556412e-09
1902,9.820567470342212e-09,3.437198747846537e-09
1903,8.640352433531007e-09,5.400220270956879e-09
1904,5.912087708281888e-09,0.0
1905,1.0321517862621477e-08,3.6125313851442797e-09
1906,1.1317205839134203e-08,5.144184633820714e-09
1907,1.5428530120153994e-09,0.0
1908,6.384805573134145e-09,1.7189861978295085e-08
1909,1.6502950117569526e-09,5.5009836685826485e-09
1910,2.137660271017694e-09,1.6032452032632705e-09
1911,4.788336838146279e-09,2.128149656499545e-09
1912,7.814131564032323e-09,5.209421227725386e-10
1913,2.6514948014977335e-09,2.121195885607108e-09
1914,8.036092680185902e-09,6.696743604095445e-09
1915,3.534228465440492e-09,2.3561523843085297e-09
1916,8.789969641043172e-09,0.0
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,5.743188147278033e-09,5.743188147278033e-09
1919,5.524709134618888e-09,0.0
1920,3.028892692213958e-09,1.514446346106979e-09
1921,2.2718242842501013e-09,7.572747429129834e-10
1922,4.426761179843197e-09,1.4755870969551665e-09
1923,3.1847844361720945e-09,3.1847844361720945e-09
1924,1.289162443462999e-09,3.867487219366694e-09
1925,7.698724324711748e-09,1.0998177923937646e-09
1926,8.916910765321973e-09,2.229227691330493e-09
1927,0.0,7.804457524684949e-09
1928,2.2852082448565625e-09,0.0
1929,4.4561625500705304e-09,7.798284684668033e-09
1930,2.100720708497761e-09,0.0
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,0.0,1.0959536611565568e-09
1933,1.1470662197865522e-09,5.735331320977366e-09
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,1.196828414151696e-09
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516176261025748e-08,0.0
1944,0.0,9.639558484764166e-09
1945,8.714016175304096e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,6.8719057111366055e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,0.0,6.464296653518886e-09
1954,1.0749790169128914e-08,1.9545072227344917e-09
1955,1.595553378308523e-08,9.385607846468247e-10
1956,6.104799332717903e-09,3.488456634670456e-09
1957,5.301022620862739e-09,5.301022731885041e-09
1958,4.9633461784992505e-09,0.0
1959,1.0851047171911432e-08,5.425523585955716e-09
1960,1.038124963770315e-08,6.920833350854139e-10
1961,9.03260666262895e-09,0.0
1962,2.5367825617905737e-09,3.805173953708163e-09
1963,1.8751554975438012e-08,2.5864212993553792e-09
1964,5.475571440705096e-09,4.867174663303331e-09
1965,1.5321721669181443e-08,2.73602163147757e-09
1966,1.606331601067268e-08,6.6468897053084675e-09
1967,1.1832804958089582e-08,7.395503320850594e-09
1968,2.0660513716519446e-08,3.5931326802796093e-09
1969,1.5896152283367826e-08,3.1792304344691047e-09
1970,1.931464446713882e-08,3.6789800095249348e-09
1971,2.569198631618974e-09,2.569198631618974e-09
1972,1.539044092169206e-08,2.0520587451500205e-09
1973,1.2129048099218664e-08,2.205281512956958e-09
1974,3.937900283634832e-09,5.625571564138454e-09
1975,1.028066431985053e-08,2.2845920710778955e-09
1976,9.141642998145016e-09,3.4281160132820787e-09
1977,7.052138428775834e-09,2.3507127355770763e-09
1978,8.910887250301869e-09,1.7821774056514528e-09
1979,5.851973128301324e-09,1.7555920051037788e-09
1980,1.1938816268930452e-08,1.7055452605774235e-09
1981,4.427884725544118e-09,0.0
1982,1.6760256071890467e-08,3.1037510339615437e-09
1983,6.315316047889041e-09,2.5261264191556165e-09
1984,8.118612115914914e-09,1.739702604197646e-09
1985,6.015558051686298e-09,1.8046674155058895e-09
1986,5.994485352545098e-09,2.3977941854269602e-09
1987,6.721898593298192e-09,2.4443267410134695e-09
1988,4.197587610832443e-09,4.197587610832443e-09
1989,5.488121956886971e-09,0.0
1990,7.083246100769713e-09,1.6345953479657283e-09
1991,5.861465202094962e-09,1.1722930404189924e-09
1992,8.264916362410446e-09,1.65298330578878e-09
1993,1.661762283333701e-08,2.7696036575264316e-09
1994,8.967375286772494e-09,2.637463358823311e-09
1995,2.7112253553340793e-09,2.1689803286761844e-09
1996,8.007138063703678e-09,3.2028553142993132e-09
1997,6.233362825902589e-09,9.58978851883785e-09
1998,1.0013071483072622e-08,1.43043876743576e-09
1999,1.0511462728013399e-08,3.1991407301035224e-09
2000,1.1045078629479121e-08,1.7672125984802278e-09
2001,8.762423842068046e-09,1.7524847129024579e-09
2002,7.448076377869484e-09,3.066854992184176e-09
2003,7.91715359937939e-09,3.7502307925763034e-09
2004,5.285749615779878e-09,3.0833537945085254e-09
2005,1.1709749059285457e-08,2.251874686720612e-09
2006,8.64756888319107e-09,5.353256948836815e-09
2007,5.59227120167094e-09,1.1983438685803094e-09
2008,7.237647536850744e-09,6.811903485726134e-09
2009,1.0490023738540799e-08,3.337734755248789e-09
2010,7.558068837454357e-09,2.3618964561933353e-09
2011,6.883149494818497e-09,3.4415748029203996e-09
2012,4.7659536595023866e-09,2.7234021704458655e-09
2013,3.068037490727704e-09,3.6258624991347688e-09
2014,3.2481678735596375e-09,2.815078836704288e-09
2015,3.103205609145121e-09,2.659890530054554e-09
2016,2.6927421681310904e-09,4.556948152156792e-09
2017,4.024978184080652e-09,2.264050280587071e-09
2018,3.872200005083926e-09,2.323319980845895e-09
2019,4.08158040698936e-09,2.2958890344426663e-09
