year,ces_DET eaux_NOUN,ces_DET dos_NOUN
1872,3.91928051612922e-06,1.8142017887967654e-09
1873,4.588870922361821e-06,4.788803575905831e-09
1874,4.160717878676223e-06,3.5847653734322193e-09
1875,3.6360304989102588e-06,9.7265964171811e-09
1876,4.221932044856658e-06,1.6928841217733748e-08
1877,3.7238776258163853e-06,1.36065949618569e-08
1878,3.415708647480642e-06,6.039088784604019e-09
1879,3.5617366052065336e-06,3.0546627449723474e-09
1880,3.207639565516729e-06,1.1552123257985158e-08
1881,3.521116354932019e-06,1.3945014920579979e-08
1882,3.758961440780695e-06,1.3310770263785798e-08
1883,3.7631662621606665e-06,1.1374810426900694e-08
1884,3.479094345948397e-06,7.2618666635548834e-09
1885,4.2618543147909804e-06,3.86738152613475e-09
1886,3.419045071950677e-06,2.065108462012688e-08
1887,3.862511846364214e-06,8.48760173255414e-09
1888,3.7301836641745467e-06,7.60873763994141e-09
1889,3.4614880064509634e-06,2.0674951972665667e-08
1890,3.2221363426288008e-06,1.3108772733971819e-08
1891,2.9417025189104606e-06,1.2748439970344805e-08
1892,3.253357959920322e-06,1.191017329205124e-08
1893,3.053343021974797e-06,1.4780200174868696e-08
1894,3.5269714544483577e-06,1.5123694296903523e-08
1895,2.967176840229513e-06,1.3842813118003505e-08
1896,2.8229078736785596e-06,2.004989796411394e-08
1897,2.7915785665300064e-06,1.1653426668090106e-08
1898,2.7675014280248433e-06,2.2633418805817485e-08
1899,2.9848924043562874e-06,1.4371703827009696e-08
1900,2.9080280512516765e-06,1.8687791980553925e-08
1901,2.5568481589743897e-06,1.2295225393366138e-08
1902,2.4934422242495202e-06,1.816805017540446e-08
1903,3.43129988777946e-06,1.1340462791054051e-08
1904,2.6733385709576396e-06,2.0961038238453966e-08
1905,2.7976474541446805e-06,1.4966201167254667e-08
1906,3.0885684054737794e-06,1.491813494958194e-08
1907,2.3749649642468285e-06,2.4685647914690634e-08
1908,2.5421349789667147e-06,1.7680999775393502e-08
1909,2.4836941747707897e-06,9.901770403608623e-09
1910,3.2572597774560563e-06,1.0688301577133075e-08
1911,2.4878068813904974e-06,3.724261943283125e-08
1912,2.426548405765061e-06,1.0939784189645252e-08
1913,2.496117161854272e-06,2.5454350183196084e-08
1914,2.4161852252291283e-06,1.1384464038144415e-08
1915,2.4197685775106947e-06,3.7698438148936475e-08
1916,1.8436961539691765e-06,2.307367097387214e-08
1917,1.8083634216736755e-06,3.289927263949721e-08
1918,1.6138358915895878e-06,1.8378202071289707e-08
1919,1.8047382468466822e-06,1.2890987832747669e-08
1920,1.7431277967716596e-06,2.4988365154854364e-08
1921,1.7886829937197035e-06,2.0446418114161702e-08
1922,1.8894892406251529e-06,1.696925089333945e-08
1923,2.1380519683589227e-06,2.866306036963806e-08
1924,2.1993111829488043e-06,3.0939899087201184e-08
1925,2.2469277496384166e-06,4.5092527933832116e-08
1926,1.992929526295484e-06,2.2292276136148814e-08
1927,2.012435089682185e-06,4.3481976685910695e-08
1928,1.9767051071539754e-06,5.598760188796348e-08
1929,1.8615619410411455e-06,1.8938690837799754e-08
1930,1.9463176670342364e-06,1.8906487042613662e-08
1931,1.933207926185787e-06,2.167017676413252e-08
1932,2.095463457862934e-06,1.643930525041526e-08
1933,2.1289549181346956e-06,2.1794258175944492e-08
1934,1.7157622664853989e-06,2.3963160344919743e-08
1935,1.6827407449682141e-06,1.555876849579363e-08
1936,1.7495963220426347e-06,8.487300195980652e-09
1937,1.7186875993502326e-06,1.5109342110797286e-08
1938,1.7127047868825684e-06,2.0744342577039276e-08
1939,1.9224621610192116e-06,1.3764645423464117e-08
1940,1.856193136973161e-06,7.607348528892999e-09
1941,1.6705504322089837e-06,1.1806010391524069e-08
1942,1.7325349119801103e-06,3.3376331032286544e-08
1943,1.6083923242149467e-06,1.1612940831184915e-08
1944,1.542329385983976e-06,3.213186161588055e-08
1945,1.1959987205045763e-06,3.267756110147957e-08
1946,1.364268172210359e-06,4.454753455007676e-08
1947,1.2528835497960245e-06,3.4570526219468434e-08
1948,1.5111924085431383e-06,3.152847538601122e-08
1949,1.4607708038738565e-06,9.817008539414473e-09
1950,1.54531807083913e-06,2.552486688678357e-08
1951,1.6077394207059115e-06,2.1322803522849654e-08
1952,1.7936711174115771e-06,1.5817205767376663e-08
1953,1.7475147728873708e-06,2.3702420914872846e-08
1954,1.6183320070695117e-06,2.8340354951694735e-08
1955,1.7269518082230206e-06,3.566531026066855e-08
1956,1.370091368357862e-06,1.3081712157969605e-08
1957,1.803231185704135e-06,1.5903068195655123e-08
1958,1.6221869429955404e-06,1.7371711180658167e-08
1959,1.6276570136142254e-06,2.712761659751095e-08
1960,1.5073575383439675e-06,1.0381249748725452e-08
1961,1.483432058080325e-06,1.876002997391879e-08
1962,1.490993952302233e-06,1.7123282347597524e-08
1963,1.3889081884599364e-06,1.1638895958121509e-08
1964,1.3494241386524664e-06,1.7035110877472448e-08
1965,1.313837643124316e-06,1.5321721669181443e-08
1966,1.270663730679189e-06,2.1602390987141007e-08
1967,1.4095829925508951e-06,2.07074100089244e-08
1968,1.3034089221264367e-06,1.616909695023594e-08
1969,1.3575314454783438e-06,1.7258680040654895e-08
1970,1.6265690021555201e-06,1.655541059797372e-08
1971,1.172582244635123e-06,1.0790634386026454e-08
1972,1.2240530224971735e-06,1.641647029426707e-08
1973,1.139579254072487e-06,8.821126051827832e-09
1974,1.3748897487175782e-06,1.6876714692415362e-08
1975,1.2885099351933604e-06,1.2565256835017635e-08
1976,1.20098334832619e-06,1.5997875024709174e-08
1977,1.1935744339552912e-06,1.527963250369524e-08
1978,1.1625737812437364e-06,1.663365545301332e-08
1979,1.0919782198470784e-06,9.36315702748658e-09
1980,1.2041149375363602e-06,1.6486936260662333e-08
1981,1.1234175900654009e-06,1.3916209129494206e-08
1982,1.1937027153408053e-06,2.2347008910017507e-08
1983,9.997145085094417e-07,1.5788289231544184e-08
1984,1.1151493026773096e-06,1.333771981748555e-08
1985,1.13333112494729e-06,1.0226448687866707e-08
1986,9.878911768623766e-07,1.798345583559069e-08
1987,9.820082667033603e-07,1.8332450224534114e-08
1988,8.239265198994872e-07,2.338655979983173e-08
1989,1.0564635175569492e-06,1.5366742545097622e-08
1990,1.007455573187599e-06,1.4166492479095183e-08
1991,8.674968583477494e-07,9.964491121117192e-09
1992,9.080387783910737e-07,1.1019888612739948e-08
1993,8.818418422151808e-07,1.661762283333701e-08
1994,9.632016144678346e-07,1.6352272202979634e-08
1995,8.50782512884507e-07,1.4640617052030791e-08
1996,8.220661911195748e-07,1.4946658133396795e-08
1997,7.216316006974921e-07,1.5823152121896555e-08
1998,7.776818620186532e-07,1.8118890610097083e-08
1999,8.628539731603269e-07,1.3253583786010381e-08
2000,9.255775808014732e-07,9.277866475088103e-09
2001,7.272811615166574e-07,1.708672597855454e-08
2002,7.29911484143031e-07,1.9715495902516977e-08
2003,7.550464431460568e-07,1.6250999657074772e-08
2004,6.87587913716925e-07,1.1452457315819231e-08
2005,7.305082050379497e-07,1.0808998585076779e-08
2006,7.655157219232933e-07,1.6471560115860484e-08
2007,7.014305865027382e-07,2.157018963444557e-08
2008,7.518638440728864e-07,1.6178270362265934e-08
2009,7.762617286743989e-07,1.430457752249481e-08
2010,9.041339552595673e-07,1.4171378737160012e-08
2011,8.932798465366432e-07,1.5295888000643743e-08
2012,9.821269344456596e-07,1.9404239881559704e-08
2013,8.863839155992537e-07,2.036061336196937e-08
2014,1.0214405179453934e-06,2.5119163415965318e-08
2015,9.730766024063087e-07,1.9062548650694566e-08
2016,1.2668315463315594e-06,2.5891750521367385e-08
2017,9.199590635944332e-07,1.534522930946025e-08
2018,9.626289099173846e-07,1.9619146973681723e-08
2019,9.295799188180354e-07,1.7346717395838596e-08
