year,des_DET hivers_NOUN,des_DET divers_ADJ
1837,1.1410941080924886e-07,1.864714818111679e-07
1838,1.357114838285156e-07,1.912585076979667e-07
1839,1.2304996399592483e-07,1.4612183107942656e-07
1840,1.5478343007302442e-07,1.7898825532824958e-07
1841,1.5088289728737436e-07,2.1380426673545117e-07
1842,1.4087357325109906e-07,1.905147328784551e-07
1843,1.83114238438975e-07,1.6421212478689995e-07
1844,2.45338694249142e-07,2.1350502876771316e-07
1845,1.445279100842356e-07,1.9307588772221607e-07
1846,2.0842024328615594e-07,1.7856229206358876e-07
1847,1.564034874945719e-07,1.876841757564307e-07
1848,1.078059739256787e-07,1.4883660526265885e-07
1849,1.0474268696825106e-07,1.8937478429847943e-07
1850,1.5139461506663565e-07,1.575047043900213e-07
1851,1.4511237611536387e-07,1.61880912230572e-07
1852,1.0677294826066941e-07,2.0247796150840713e-07
1853,1.6900566413013962e-07,1.8453269845508657e-07
1854,1.6210473285926952e-07,1.8288739234151308e-07
1855,1.7512892114268652e-07,1.6080019449304928e-07
1856,1.6515234224634412e-07,1.5738655889663278e-07
1857,1.5181493845384253e-07,1.2154957396148802e-07
1858,1.4925711511182271e-07,1.8498095499808187e-07
1859,1.3290572020707714e-07,1.4461772313012489e-07
1860,1.5653968821194297e-07,1.423504167874512e-07
1861,1.466664678595464e-07,1.5987117230054082e-07
1862,1.274072123358394e-07,2.159597460860141e-07
1863,1.3485475902630384e-07,1.8679881819139155e-07
1864,1.893917527251432e-07,1.4623920385758993e-07
1865,1.2379000491336e-07,1.7132912866202332e-07
1866,1.3769684592546128e-07,1.8975890725414502e-07
1867,1.3636400453265196e-07,1.6353974174876384e-07
1868,1.427623537164635e-07,1.5758198834703308e-07
1869,1.069490673799578e-07,1.5676095976857596e-07
1870,1.897970083319933e-07,1.0378627912643879e-07
1871,1.81622125561276e-07,1.4444800733315333e-07
1872,1.3908880935886714e-07,1.650923699969553e-07
1873,1.62819318916263e-07,1.5503751349399408e-07
1874,1.1769980046150152e-07,1.3024647316228766e-07
1875,1.3102296730904683e-07,1.6306351824368903e-07
1876,9.129482236858166e-08,1.8924026701228058e-07
1877,2.0780982046275653e-07,1.620421858916643e-07
1878,1.4252248869972561e-07,9.420978130947333e-08
1879,1.7717043943044075e-07,1.454019447066912e-07
1880,1.976696681893486e-07,1.5659544416735116e-07
1881,1.8546870084179545e-07,1.35266648548793e-07
1882,1.4375631618435136e-07,1.2978000674124246e-07
1883,1.744137558823411e-07,1.333380472701151e-07
1884,1.1354918960648774e-07,1.2345173594496828e-07
1885,1.327800895900566e-07,1.682310912798357e-07
1886,1.3552274680250775e-07,1.7617955894166926e-07
1887,1.1360328655563023e-07,1.5081816329143294e-07
1888,1.2110574232337967e-07,1.2934853632629029e-07
1889,9.272402667903634e-08,1.3282089739163894e-07
1890,1.0224843249861948e-07,1.6648142064923377e-07
1891,1.6190518437042556e-07,1.5999292024559963e-07
1892,1.3728042635996474e-07,1.2098229085211187e-07
1893,1.1146733691624888e-07,1.5088120708384167e-07
1894,1.726621710052001e-07,1.3737355297749332e-07
1895,1.4384488200569479e-07,1.6250259093908426e-07
1896,1.2914494085247696e-07,1.4919482804742756e-07
1897,1.0837686947873237e-07,1.4625051347749718e-07
1898,1.0298206043479752e-07,1.855940439110526e-07
1899,1.188429319398665e-07,1.249232681743706e-07
1900,1.4015843941006523e-07,1.655945887080179e-07
1901,1.1121590426377281e-07,1.274232492853855e-07
1902,9.57505386089963e-08,1.5172776457461623e-07
1903,1.2474508626070246e-07,1.4958609595439043e-07
1904,9.88931017076311e-08,1.488771212976303e-07
1905,1.1560100565688458e-07,1.8733555506855737e-07
1906,1.224315910874907e-07,1.3889298333680244e-07
1907,1.1314255488059644e-07,1.4605675136003526e-07
1908,1.0805055872253888e-07,1.6453152973383567e-07
1909,1.2597252130319703e-07,1.364243971124779e-07
1910,1.400167453091683e-07,1.65668667229113e-07
1911,1.2609286592635272e-07,1.4631028522060774e-07
1912,1.1096067120686115e-07,1.297145817424905e-07
1913,8.431753317772461e-08,1.5537760433836922e-07
1914,1.3326519932022052e-07,1.3393486986146286e-07
1915,1.0484878032457345e-07,1.5314990498005443e-07
1916,1.0657838345196069e-07,1.3514578167672653e-07
1917,1.4585343921513783e-07,2.204251317028394e-07
1918,1.3094469331065284e-07,1.4817425686430852e-07
1919,8.287063302248043e-08,1.3903851714403004e-07
1920,1.0979735831639914e-07,1.2418460482166438e-07
1921,1.0677574113771016e-07,1.4388220237471216e-07
1922,1.2542490779310356e-07,1.497720920617951e-07
1923,1.1783702369427829e-07,1.1996021331839302e-07
1924,1.289162443462999e-07,1.1344629746723456e-07
1925,1.4187649521879564e-07,1.363774060347822e-07
1926,1.2149290218310682e-07,1.2483674471930328e-07
1927,1.1706686464663107e-07,1.1149225231932292e-07
1928,1.73675829273634e-07,1.188308309529873e-07
1929,1.5930780650208476e-07,1.3257083142370618e-07
1930,1.4389936531244985e-07,1.1869072125136881e-07
1931,1.0492928215199981e-07,1.5397231400982037e-07
1932,1.0740345690596342e-07,1.4356993294217801e-07
1933,1.3191260861411536e-07,1.1814782396868395e-07
1934,2.1207396727618288e-07,1.3539185239608287e-07
1935,1.2207649913165142e-07,1.1728918192233095e-07
1936,1.7095847359982486e-07,9.699771785776079e-08
1937,1.2087473399979842e-07,1.057653946645587e-07
1938,1.0761128166336675e-07,1.465069252581941e-07
1939,1.1317597614635133e-07,1.1470537941704606e-07
1940,1.6736167651743017e-07,1.1411023392859931e-07
1941,9.149658186657916e-08,8.264207451702532e-08
1942,1.699158551637936e-07,1.1833425617169269e-07
1943,2.1483940315647487e-07,1.4225852851268428e-07
1944,2.217098398205053e-07,1.0924833304670756e-07
1945,1.35067256046284e-07,1.2635323676235544e-07
1946,1.433873704215216e-07,1.1415305678497134e-07
1947,1.4662670855258852e-07,9.775114073740099e-08
1948,1.3046265134875057e-07,1.2937546500779717e-07
1949,1.9634015924197001e-07,9.718837956640414e-08
1950,1.4889505761672694e-07,1.2017958406218554e-07
1951,1.481934890357195e-07,1.4712733786836907e-07
1952,1.3602797710454695e-07,1.381369258979248e-07
1953,1.583752587963616e-07,1.1312518921613446e-07
1954,1.7395114082496832e-07,1.4267902925801934e-07
1955,1.2389001868839955e-07,1.4266124059858498e-07
1956,1.1947963773906167e-07,1.203517521197739e-07
1957,1.8288527758869577e-07,1.2545753380610591e-07
1958,1.803349025664147e-07,1.1912030828398201e-07
1959,1.0153479879093652e-07,1.2711226471395776e-07
1960,1.5364249517091366e-07,1.2526707948712357e-07
1961,1.2159279050294458e-07,1.1047573167388691e-07
1962,1.2176556030141228e-07,1.1605780092516227e-07
1963,1.3902014517341854e-07,1.2156180151379203e-07
1964,1.3567249990131813e-07,9.795188815608924e-08
1965,1.1327130033933486e-07,1.3461226677780047e-07
1966,1.246291785328424e-07,1.1244321485026632e-07
1967,1.4495186029250817e-07,1.0945344758317432e-07
1968,1.230647916905525e-07,1.0554827589714932e-07
1969,1.267150411266016e-07,1.430653688849759e-07
1970,9.28942476274841e-08,1.2600506105187037e-07
1971,1.1201706617836038e-07,1.2332154186722732e-07
1972,1.2466257137688785e-07,1.1491529078311302e-07
1973,1.1357199669603801e-07,1.1577728131761944e-07
1974,9.282193080828449e-08,1.1363654467411166e-07
1975,1.1879879124876425e-07,1.267948559480203e-07
1976,1.0227212809965636e-07,1.0512889758729216e-07
1977,1.240000999658264e-07,1.1636028363071205e-07
1978,1.1168311653264595e-07,9.504946363314559e-08
1979,1.0884670587074652e-07,1.2172104701946296e-07
1980,1.1313450043459738e-07,1.0119568116806477e-07
1981,1.0879945455677387e-07,1.0310645692790388e-07
1982,1.0180303622320253e-07,1.0614828827026912e-07
1983,1.023081210860255e-07,9.47297400522018e-08
1984,1.275781826848288e-07,8.002631651793379e-08
1985,9.745204199163027e-08,7.940536761452677e-08
1986,1.1569357249996415e-07,9.531231542903029e-08
1987,1.1427227519789085e-07,8.61625153447676e-08
1988,1.2232969437420138e-07,8.575072024674668e-08
1989,1.174458179598048e-07,8.287064190426463e-08
1990,1.5583142509711934e-07,8.06400328734469e-08
1991,9.49557370510945e-08,7.385446415542063e-08
1992,1.1570882385569803e-07,8.15471727921846e-08
1993,1.2241648139621475e-07,7.090185799585313e-08
1994,1.0971847030916138e-07,7.859640738239193e-08
1995,9.977309289865843e-08,7.103410837316915e-08
1996,1.1530278931637383e-07,9.395041900006618e-08
1997,1.0356971813507698e-07,6.137464936273318e-08
1998,1.1491191287404945e-07,6.675380925802443e-08
1999,1.0831377061926162e-07,7.723639941503713e-08
2000,1.1707783453829279e-07,7.510653432518666e-08
2001,1.0558720298092794e-07,7.798556822535829e-08
2002,1.1566424529263486e-07,7.229015758225543e-08
2003,9.125561506451163e-08,7.25044557725596e-08
2004,1.0086971657941035e-07,6.342899183664485e-08
2005,9.818173785092199e-08,6.575474487124922e-08
2006,1.3094890150000538e-07,6.176834793647501e-08
2007,1.3980677948666198e-07,5.9118295370197416e-08
2008,1.473074124902496e-07,6.215862055625188e-08
2009,1.4638351419904438e-07,5.292693816549843e-08
2010,1.6722226892085246e-07,6.377120681522186e-08
2011,1.7360832860191522e-07,3.74749262732621e-08
2012,1.889360214946123e-07,3.234040235611246e-08
2013,1.4642906709383396e-07,3.848992435884213e-08
2014,1.5569550448901737e-07,4.114345793226892e-08
2015,1.5737685910011123e-07,4.233659130215006e-08
2016,1.5825038479633236e-07,3.624845223981765e-08
2017,1.3886175187494132e-07,3.5721679836342446e-08
2018,1.4817618909646058e-07,3.123574643382199e-08
2019,1.5969182909358892e-07,2.7550667525133576e-08
