year,vos_DET yeux_NOUN,vos_DET dieux_NOUN
1918,2.8394322555413964e-06,5.513460443751228e-08
1919,2.9934716110346926e-06,1.4916714002888298e-07
1920,2.7366046495558294e-06,3.331781961435354e-08
1921,2.944284133832298e-06,4.770830730471687e-08
1922,2.9895395528001245e-06,4.721878799074375e-08
1923,2.8949690289437058e-06,5.201814445854325e-08
1924,3.105592426777548e-06,5.543398584606507e-08
1925,3.0882883663707617e-06,6.048997946983548e-08
1926,3.0596150395467703e-06,5.127223556833371e-08
1927,2.992451925365458e-06,4.2367053421088485e-08
1928,2.314915960255348e-06,3.8848541605851494e-08
1929,2.6848379803823264e-06,1.8493073850045505e-07
1930,2.483051815715953e-06,4.621585425468311e-08
1931,2.0746343594169048e-06,4.904303185782055e-08
1932,2.1699883347992e-06,3.397456271869714e-08
1933,1.889218118833469e-06,4.932384722877714e-08
1934,2.2070070855306767e-06,5.99079026386562e-08
1935,1.992719305121682e-06,4.188899449530936e-08
1936,2.0502891544538215e-06,5.092380117588391e-08
1937,1.9440686571670085e-06,3.399601811171493e-08
1938,2.061469189129639e-06,4.797129482536633e-08
1939,1.9530502441966746e-06,3.6705721129237645e-08
1940,1.5823285721694447e-06,2.5357829613881222e-08
1941,1.950943186557197e-06,7.083606057278757e-08
1942,2.5457036301190783e-06,6.371844696317908e-08
1943,2.560653413752334e-06,3.193558839598154e-08
1944,2.522351053357852e-06,7.711646610175649e-08
1945,2.1806826211445696e-06,5.2284097940002994e-08
1946,2.582364942327331e-06,4.5939644088832665e-08
1947,2.5772923777367396e-06,2.9802177392568296e-08
1948,2.2939682509104387e-06,6.849289402310887e-08
1949,1.8328354443042372e-06,7.068246310470983e-08
1950,3.259738321048644e-06,5.8494489252325366e-08
1951,2.519289267866043e-06,4.477788728696197e-08
1952,2.0667815476826945e-06,4.95605774197827e-08
1953,1.7733720056867242e-06,3.124409886368085e-08
1954,1.98577933474553e-06,2.8340354951694735e-08
1955,1.761678561251756e-06,5.255940438431139e-08
1956,1.9125463168734314e-06,5.494319132992587e-08
1957,1.8244352304463973e-06,4.770920281060853e-08
1958,2.0597885992401643e-06,4.632456401809648e-08
1959,1.8601794522510318e-06,3.720358865422213e-08
1960,2.3994528532966797e-06,5.3982500358706886e-08
1961,2.315821440390664e-06,8.893643954621666e-08
1962,2.3630129390994625e-06,3.1709782188915625e-08
1963,2.2560059846910008e-06,5.043521511538529e-08
1964,2.5686513822620327e-06,5.9014494069309364e-08
1965,2.313032823053618e-06,3.775710011311162e-08
1966,1.9508621065256193e-06,6.923843653972028e-08
1967,2.431148359960389e-06,5.028942495766131e-08
1968,3.0375445447816674e-06,8.893003355936457e-08
1969,2.507504412108119e-06,3.769658890595551e-08
1970,2.1223115425073047e-06,4.782673879155652e-08
1971,2.2336613056950227e-06,4.881477733142958e-08
1972,2.0135826872547113e-06,5.591860174902763e-08
1973,1.6853864011068254e-06,3.19765823819651e-08
1974,1.3450742137877114e-06,4.6129686515072876e-08
1975,1.503832763205537e-06,3.3126585474718695e-08
1976,1.383816190525522e-06,2.5710871098816312e-08
1977,1.267034129170952e-06,3.7023725307783195e-08
1978,1.6645536931036986e-06,3.742572562970281e-08
1979,1.6806868003982345e-06,3.160065653595723e-08
1980,1.5600053728803687e-06,3.752199445594684e-08
1981,1.4713228182472449e-06,4.238118223032217e-08
1982,1.4811100754741346e-06,5.338451991576676e-08
1983,1.3590560428156095e-06,1.7051352441121992e-08
1984,1.4172776339194115e-06,3.4214149402522764e-08
1985,1.369141049423206e-06,2.5265344372193965e-08
1986,1.751588705189988e-06,5.335092079228332e-08
1987,1.6933073609948224e-06,3.605381931892637e-08
1988,1.1885170003722578e-06,2.6984492418336004e-08
1989,1.4362416038693482e-06,2.7989422557439525e-08
1990,1.2956891950466343e-06,1.9615143509454924e-08
1991,1.4108546935176491e-06,2.6962740484748338e-08
1992,1.3510382999015746e-06,3.03046938654461e-08
1993,1.5122036352011037e-06,2.4372513451886846e-08
1994,1.4448024288071792e-06,2.479215538420121e-08
1995,1.6549319710179589e-06,3.145021465478237e-08
1996,1.3505373601674364e-06,2.9893315600659776e-08
1997,1.2524264043634048e-06,2.8289878328813245e-08
1998,1.3613008817969785e-06,3.3376904129411855e-08
1999,1.6215073443959227e-06,2.8335247703736854e-08
2000,1.3280602715326495e-06,2.739179616462195e-08
2001,1.391910949166686e-06,2.5411029003219454e-08
2002,1.5123977092912355e-06,4.644094842021218e-08
2003,1.3880020262035941e-06,4.54194582499845e-08
2004,1.390152064573158e-06,4.052407875931863e-08
2005,1.5204658083689537e-06,3.1075871653740705e-08
2006,1.5108537851915571e-06,3.129596337636542e-08
2007,1.842253880113276e-06,4.873264969340596e-08
2008,1.9413924476907596e-06,2.7247613054726116e-08
2009,2.0250513443897944e-06,5.054284102357087e-08
2010,2.2513597670581476e-06,8.408351392930058e-08
2011,3.1406281379986467e-06,4.894684274558969e-08
2012,3.7664652694502365e-06,6.434037680413951e-08
2013,3.535215881811382e-06,6.10818371438171e-08
2014,3.775670236905171e-06,5.651811885165614e-08
2015,4.3178888802231086e-06,9.398279487982109e-08
2016,4.47119474245028e-06,8.596061373822295e-08
2017,3.895172596912744e-06,8.980732735253127e-08
2018,4.045674572239477e-06,6.118076067984646e-08
2019,4.163467266948828e-06,6.224410165067695e-08
