year,mêmes_ADJ ans_NOUN,mêmes_ADJ dents_NOUN
1859,1.5276520048956854e-09,5.906921174414492e-08
1860,3.661747072225552e-09,2.746310379109218e-08
1861,2.3579819208308095e-09,3.254015012998934e-08
1862,1.8071945051545413e-09,1.7168348520613108e-08
1863,3.4962345241140724e-09,9.989241434027463e-09
1864,2.8768367688059016e-09,6.712619438076217e-08
1865,3.765475597994339e-09,2.9182434246877165e-08
1866,9.731225825149181e-10,9.244664589402873e-09
1867,9.7056229719783e-10,2.0867089389753346e-08
1868,2.9639244392143382e-09,2.2723421366777075e-08
1869,4.8835191446272574e-09,3.711474505507795e-08
1870,4.587239033071455e-09,1.548193218070537e-08
1871,4.248470908407853e-09,2.3366590440332402e-08
1872,1.2094678591978436e-09,3.507456725060365e-08
1873,5.986004469882289e-10,4.309923085088485e-08
1874,0.0,5.197910013521323e-08
1875,1.716458086775674e-09,1.6592428764283795e-08
1876,6.04601479992084e-10,4.897271921322499e-08
1877,1.2369631985365004e-09,8.720590471966716e-08
1878,6.039088673581716e-10,2.3552445327368332e-08
1879,5.498392741110081e-09,4.154341226580982e-08
1880,6.417846254436199e-10,4.6208491255583795e-08
1881,0.0,4.113779539238749e-08
1882,0.0,4.858431168486277e-08
1883,1.8958017378167824e-09,2.401348808689363e-08
1884,1.3203393933736152e-09,4.423137056619453e-08
1885,1.9336907075562237e-09,7.090199005688191e-08
1886,1.2906927748801422e-09,1.613365974151293e-08
1887,0.0,2.8727267675776602e-08
1888,0.0,1.2047167707862627e-08
1889,2.5060546970934183e-09,1.8168895721260014e-08
1890,6.554386478008212e-10,2.2284913470116408e-08
1891,5.0993759215245404e-09,3.6970476458009216e-08
1892,1.8805537127519756e-09,1.817868522380195e-08
1893,4.310891532632866e-09,3.202376674948937e-08
1894,6.301539290376468e-10,2.7726773765834878e-08
1895,3.611168697403855e-09,2.2268872967856623e-08
1896,2.94851448812139e-09,2.94851449922362e-08
1897,4.07869948926276e-09,1.9228155068162778e-08
1898,4.52668391659472e-09,9.05336783318944e-09
1899,2.7637891975018647e-09,1.9899282222013426e-08
1900,3.114631885736685e-09,2.28406342728249e-08
1901,1.1177477832191585e-09,1.676621685930968e-08
1902,1.4730852093691738e-09,3.437198614619774e-08
1903,2.1600881083827517e-09,7.020286574288548e-09
1904,5.374625189347171e-10,1.666133897515465e-08
1905,6.708986699521802e-09,2.167518786677647e-08
1906,1.5432553568395235e-09,2.7264178470431943e-08
1907,1.5428530120153994e-09,2.0057088434555226e-08
1908,1.4734167219643268e-09,2.504808449543816e-08
1909,1.1001967115120692e-09,2.4204327431220918e-08
1910,2.137660271017694e-09,2.8323999146095957e-08
1911,2.128149656499545e-09,1.702519725199636e-08
1912,1.5628263683176158e-09,1.4586379215586476e-08
1913,0.0,2.1742257771961704e-08
1914,3.348371913070025e-09,3.080502253283157e-08
1915,0.0,6.361611326610728e-08
1916,7.69122321386817e-09,6.702352095544484e-08
1917,4.3865698851064394e-09,9.869782324756216e-09
1918,0.0,2.5270027848023346e-08
1919,2.762354567309444e-09,9.207848705727883e-09
1920,5.300562211374427e-09,4.921950491620919e-08
1921,5.300923255902035e-09,3.7863738810983705e-08
1922,3.688967686876765e-09,1.475587119159627e-08
1923,5.307974060286824e-09,8.492758496458919e-09
1924,1.289162443462999e-09,1.804827398643738e-08
1925,2.1996355847875293e-09,1.0998178368026856e-08
1926,0.0,1.3375366592072169e-08
1927,3.3447675740205796e-09,1.7838759802657478e-08
1928,3.4278122562625413e-09,1.4853853258500749e-08
1929,1.1140406375176326e-09,1.4482528065684619e-08
1930,1.0503603542488804e-09,2.7309368988426286e-08
1931,3.4216069977333063e-09,1.3686427990933225e-08
1932,0.0,7.342889318806556e-08
1933,5.735331320977366e-09,2.523545639121494e-08
1934,1.1981580172459871e-09,1.7972370258689807e-08
1935,3.590485242455088e-09,1.3165112555668657e-08
1936,0.0,7.274828739411987e-09
1937,1.2591118148108649e-09,1.2591118370153254e-08
1938,2.5930428915188486e-09,1.2965214679638848e-08
1939,4.588215141154706e-09,9.176430282309411e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.4757512545315876e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,4.3548528338988035e-08
1944,3.2131861615880553e-09,2.5705489292704442e-08
1945,0.0,1.089252066321933e-08
1946,1.3921104269343232e-09,1.1136883415474585e-08
1947,0.0,1.549713246618012e-08
1948,4.348755133776194e-09,5.435944139264848e-09
1949,1.9634016634739737e-09,1.9634017078828947e-08
1950,2.1270722960764488e-09,1.2762433776458693e-08
1951,1.0661401761424827e-09,2.3455083209000804e-08
1952,1.0544803918932644e-09,2.9525450528922192e-08
1953,2.1547654771580937e-09,2.3702419582605216e-08
1954,2.9317608341017376e-09,1.2704297169818801e-08
1955,2.815682353940474e-09,2.2525458831523792e-08
1956,1.744228317335228e-09,1.9186511934776718e-08
1957,2.6505113659425206e-09,1.6786572132332367e-08
1958,4.136121778408608e-09,2.7298403537656668e-08
1959,4.650448914844674e-09,1.007597205671118e-08
1960,1.3841666701708277e-09,1.1765417085030094e-08
1961,6.948159270159238e-10,1.459113452284555e-08
1962,6.341956404476434e-10,3.0441391629665304e-08
1963,6.466053248388448e-10,1.8104948651398445e-08
1964,2.433587276140514e-09,1.6426714211092985e-08
1965,1.0944086747954884e-09,1.1491291473930687e-08
1966,2.769537488234164e-09,1.6617224929404983e-08
1967,1.972134178185314e-09,1.7749208325312793e-08
1968,0.0,1.527081394669949e-08
1969,2.2708788738334817e-09,3.0429777808649305e-08
1970,1.8394900047624674e-09,1.0117195081704722e-08
1971,1.0276794970565106e-09,1.6956711590410123e-08
1972,5.130146862875051e-10,1.4364410994005539e-08
1973,0.0,5.513203671370093e-09
1974,1.1251143350321513e-09,7.313243344242437e-09
1975,1.7134440533084216e-09,1.7134439644905797e-08
1976,5.713526873840635e-10,1.428381679602353e-08
1977,1.1753563677885381e-09,9.402850942308305e-09
1978,5.940591352171509e-10,1.128712323605896e-08
1979,4.096381456264453e-09,1.521513048885481e-08
1980,1.1370301367108482e-09,1.7055452161685025e-08
1981,3.795329717171114e-09,1.2651098835192442e-08
1982,1.2415004579935385e-09,8.069752865935698e-09
1983,1.2630632095778083e-09,1.2630632539867293e-08
1984,2.8995042478108246e-09,8.118611560803402e-09
1985,6.015558051686298e-10,1.2031115659283387e-08
1986,1.1988970927134801e-09,1.2588419195935785e-08
1987,6.110816852533674e-10,9.777306964053878e-09
1988,0.0,9.594486094499644e-09
1989,1.0976244357863152e-09,1.8110803523541108e-08
1990,2.1794604454505873e-09,1.198703181159999e-08
1991,0.0,4.68917216167597e-09
1992,1.65298330578878e-09,1.597883780846132e-08
1993,1.1078414852150331e-09,1.2186256448387667e-08
1994,5.274926606624319e-10,5.274926717646622e-09
1995,5.422450821690461e-10,5.964695848348356e-09
1996,1.067618438099771e-09,1.1209993822092201e-08
1997,0.0,3.835915585170824e-09
1998,0.0,1.9072516899143466e-09
1999,9.140402323914998e-10,3.656160929565999e-09
2000,8.836062992401139e-10,5.3016377954406835e-09
2001,0.0,4.381211837767296e-09
2002,8.76244299341522e-10,7.009954394732176e-09
2003,8.333845835650777e-10,1.0000615446870142e-08
2004,1.7619165015858584e-09,4.845270407116686e-09
2005,0.0,6.7556245042510454e-09
2006,4.1178899179428186e-10,9.882935358973555e-09
2007,0.0,6.391167151065247e-09
2008,0.0,5.108927503272298e-09
2009,0.0,6.675469510497578e-09
2010,0.0,1.5116137674908714e-08
2011,3.82397197240536e-10,1.0324724186716594e-08
2012,0.0,8.170206733382201e-09
2013,5.578250084070646e-10,1.4782362889320666e-08
2014,8.661780737106994e-10,1.4941571535587173e-08
2015,2.2165753954528356e-10,1.9284206231873213e-08
2016,2.0713400439298368e-10,1.491364898242864e-08
2017,0.0,9.559323110863716e-09
2018,0.0,1.3681773936013997e-08
2019,0.0,1.2754938438774843e-08
