year,trois_DET yeux_NOUN,trois_DET dieux_NOUN
1922,7.525494538640487e-08,4.574320067174398e-08
1923,4.352538596208433e-08,7.961961046021315e-08
1924,5.1566498626698376e-08,7.477142360823308e-08
1925,6.488924952918751e-08,6.268961350031077e-08
1926,9.808601930672012e-08,3.6782256351841625e-08
1927,8.696395203955376e-08,3.790736535780326e-08
1928,7.198406271058388e-08,5.0274581830933585e-08
1929,5.01318300205611e-08,3.119313829458292e-08
1930,4.516549678701409e-08,9.453243099422082e-08
1931,1.0150767337790967e-07,3.307553519960038e-08
1932,7.781270738860258e-08,5.808554526254284e-08
1933,4.3588517684156614e-08,3.211785370993425e-08
1934,4.193553060360955e-08,4.7926318913482646e-08
1935,4.547948151412129e-08,4.6676308151916146e-08
1936,6.062357016389797e-08,1.2488455958248323e-07
1937,4.406891207509034e-08,5.288269644410093e-08
1938,1.2446605524019105e-07,5.186085871855539e-08
1939,5.6587985852729616e-08,7.341144225847529e-08
1940,5.0715659227762444e-08,9.635975084520965e-08
1941,2.9515025090631752e-08,2.9515026422899382e-08
1942,4.2478965012193726e-08,6.978686961645053e-08
1943,2.322588166236983e-08,9.000029255190611e-08
1944,7.069009200222354e-08,8.996921430082239e-08
1945,9.803267886354661e-08,5.8819608295124226e-08
1946,7.79581839083221e-08,6.542918828955635e-08
1947,6.914105199484766e-08,7.271731283786664e-08
1948,6.523132767277673e-08,7.392883638601688e-08
1949,4.712163892417465e-08,5.693864846278984e-08
1950,6.912984962248458e-08,1.0848068399127442e-07
1951,7.78282311930667e-08,3.838104634112938e-08
1952,5.272401781830638e-08,4.5342655408120436e-08
1953,4.7404840164411155e-08,5.171437111872734e-08
1954,5.863521534976712e-08,7.13395111873183e-08
1955,3.941955295516664e-08,7.320774386698758e-08
1956,5.05826207586324e-08,6.017587761419918e-08
1957,7.774833293838768e-08,7.244730992894688e-08
1958,3.3088973339090444e-08,6.36962751432435e-08
1959,4.107896245386655e-08,1.2943748650684483e-07
1960,5.6058749753340464e-08,4.706166611967433e-08
1961,4.863711566827078e-08,7.226085729783449e-08
1962,3.1709782577493684e-08,5.073565090274457e-08
1963,5.43148490628198e-08,7.694603310071102e-08
1964,2.6161064425878067e-08,5.414731663044847e-08
1965,5.143720827049947e-08,7.277817681838883e-08
1966,5.871419106462383e-08,9.970334868825148e-08
1967,5.2261556859889424e-08,5.916402567862633e-08
1968,3.638046830456432e-08,6.153239717754388e-08
1969,4.9050982775522556e-08,8.038911214480748e-08
1970,4.184839710874577e-08,6.760125836891007e-08
1971,4.316254043068568e-08,4.778709550290472e-08
1972,5.7970657940664694e-08,5.540558650762861e-08
1973,3.638714418663369e-08,5.4580717057106654e-08
1974,3.544110260822464e-08,4.725480096112733e-08
1975,4.1693804408993174e-08,5.197447006111133e-08
1976,5.313579964916215e-08,6.456285528422256e-08
1977,6.17062094754317e-08,5.818014159331142e-08
1978,5.8217794141057766e-08,7.425739267929998e-08
1979,4.7986181250792015e-08,5.266776126333639e-08
1980,5.344041487109763e-08,5.1166356984655437e-08
1981,6.135782992799932e-08,6.325549573027445e-08
1982,1.030445382355083e-07,4.966001709849621e-08
1983,3.2839641672666176e-08,4.673334030869114e-08
1984,3.1314647153113384e-08,6.320919282432058e-08
1985,4.3913573222198465e-08,6.737425062297575e-08
1986,3.296967077126567e-08,5.8146507608825004e-08
1987,3.360949141217873e-08,5.7441677192571206e-08
1988,2.6984492806914062e-08,6.116485029572516e-08
1989,2.9635860432364325e-08,6.421102738407569e-08
1990,3.05124451260852e-08,4.24994774927967e-08
1991,3.985796181993351e-08,9.319729699086565e-08
1992,2.9202704032726956e-08,5.8956403981014205e-08
1993,3.711268847794713e-08,5.4284232442469715e-08
1994,2.6374632144943178e-08,5.8024194116157446e-08
1995,3.958389216407454e-08,7.266084156576369e-08
1996,4.911044904076789e-08,5.765139476920922e-08
1997,5.753873311142854e-08,5.130537195086049e-08
1998,3.909866108653404e-08,5.9601616864135565e-08
1999,4.021777011420369e-08,6.809599800705612e-08
2000,4.0204085394179856e-08,5.831801397349068e-08
2001,3.2859090004500047e-08,6.22132070304815e-08
2002,3.066855125410939e-08,7.053766526432526e-08
2003,2.9168461090911535e-08,7.125438483690516e-08
2004,3.4797851933277e-08,5.81432456070452e-08
2005,2.8823997633153908e-08,5.17931191268417e-08
2006,3.9531742102028034e-08,6.753339421017301e-08
2007,3.7947554432093966e-08,6.990339063150941e-08
2008,5.06635322028437e-08,8.685176666745065e-08
2009,4.958920318820503e-08,5.769512778641683e-08
2010,4.7237929123866707e-08,4.015224208675505e-08
2011,4.7417253901116396e-08,5.4300400398332727e-08
2012,7.114888056491964e-08,4.5957411543007254e-08
2013,7.16805113043506e-08,4.9367512189313345e-08
2014,7.081005981568467e-08,6.258136719949903e-08
2015,5.319781037904647e-08,6.184245293638924e-08
2016,9.30031680557164e-08,8.7617685107233e-08
2017,7.370740862100433e-08,5.2324715005269695e-08
2018,8.209064339403938e-08,4.207790604837669e-08
2019,8.826417641216722e-08,3.979540830201245e-08
