year,leurs_DET ans_NOUN,leurs_DET dents_NOUN
1850,1.2220192857625989e-08,7.087711839659505e-07
1851,1.1608989769484879e-08,7.281416340987334e-07
1852,3.7761164861649377e-08,9.336122133163371e-07
1853,1.7318602996141408e-08,1.5652433802415544e-06
1854,2.701745477340367e-08,1.1092743577023612e-06
1855,2.4411910715116392e-08,1.0459972514809124e-06
1856,1.9673318418789165e-08,8.878879622642444e-07
1857,4.3445430475408386e-08,9.343208624557064e-07
1858,3.523446845399292e-08,7.213278454543115e-07
1859,2.698851964133553e-08,9.12008264464248e-07
1860,2.1055045262841077e-08,8.527293751114939e-07
1861,2.5937799741360124e-08,7.649292896871884e-07
1862,2.078273733663316e-08,6.650475601333028e-07
1863,2.0477945228414285e-08,7.142307580920715e-07
1864,2.8288894005079612e-08,7.647591147019739e-07
1865,1.5532586550293104e-08,6.919061181775987e-07
1866,3.795178094012641e-08,7.00161674416222e-07
1867,2.232293283555009e-08,7.46847712562726e-07
1868,2.5193357400254968e-08,7.207276233600624e-07
1869,1.4162205408396744e-08,7.618290069899558e-07
1870,2.5229814681893004e-08,7.138890794067265e-07
1871,1.805600113868877e-08,8.624395988476863e-07
1872,1.7537283514279522e-08,7.613600381262131e-07
1873,1.7359413795325906e-08,7.201163150227785e-07
1874,1.911874852877915e-08,7.856611041745509e-07
1875,1.0870901512305409e-08,6.636971754403476e-07
1876,2.5997864083748823e-08,7.067791365500398e-07
1877,1.9172929910382663e-08,7.941303472591699e-07
1878,4.589707236490881e-08,7.524704290773343e-07
1879,2.260450293611882e-08,7.428939454712236e-07
1880,3.2731015897624616e-08,7.130227146490142e-07
1881,2.161477419271307e-08,8.171779128929302e-07
1882,1.6638463051776853e-08,7.387477509723794e-07
1883,1.7694149478941767e-08,7.241962265425173e-07
1884,2.442627877741188e-08,7.248663536074673e-07
1885,1.5469525438405185e-08,7.87656675882431e-07
1886,2.5168509276696227e-08,6.234046168174245e-07
1887,2.4157020495074732e-08,7.162230204471598e-07
1888,7.60873763994141e-09,5.979199517724965e-07
1889,1.9421923069806724e-08,6.503211800179542e-07
1890,2.4906667839275087e-08,6.239775860450436e-07
1891,1.7847816891070067e-08,6.093754389979722e-07
1892,1.2537024973724442e-08,5.723152014525112e-07
1893,1.4164357742263434e-08,5.246971035433035e-07
1894,1.7014155417882648e-08,5.532751643499978e-07
1895,1.444467478961542e-08,4.935263859806582e-07
1896,3.125425407368709e-08,4.929916350704389e-07
1897,1.5149455467877715e-08,5.646085581290095e-07
1898,1.0750874412934763e-08,4.962377406769747e-07
1899,8.844125432005967e-09,5.01351374637693e-07
1900,1.2458527431924438e-08,4.677138978337325e-07
1901,1.0059729993461275e-08,4.772782933315511e-07
1902,8.838510812125833e-09,5.897250776598639e-07
1903,1.8900770726304472e-08,4.7035918981919167e-07
1904,1.5048950530172078e-08,4.20295692471484e-07
1905,2.0126960542654615e-08,5.088508654438328e-07
1906,9.773950260250075e-09,4.77894744221885e-07
1907,1.645709940545359e-08,4.952558274595731e-07
1908,2.7503779254089977e-08,5.373059579483197e-07
1909,1.4852655993990993e-08,4.75284983814106e-07
1910,9.085056040802897e-09,6.252656064020812e-07
1911,6.916486383623521e-09,4.6021236954629785e-07
1912,1.9274858487072777e-08,4.5374058466052247e-07
1913,1.6969566696278804e-08,4.1098170022735303e-07
1914,2.6117300322425763e-08,4.6207531312347783e-07
1915,2.1205371458776767e-08,4.618058699890071e-07
1916,5.493731025651982e-09,4.559796780156944e-07
1917,6.57985488317081e-09,5.154219433478602e-07
1918,1.2635013924011673e-08,3.5722629654344473e-07
1919,1.4732557174212957e-08,4.419767289931542e-07
1920,2.8017257402979112e-08,4.528194565978083e-07
1921,9.0872969149558e-09,4.255884160642154e-07
1922,8.853522359686394e-09,5.776923455158567e-07
1923,2.229349105320466e-08,5.16996659261082e-07
1924,1.5469948877466777e-08,4.4862853254556967e-07
1925,7.698724768800957e-09,5.048163638221581e-07
1926,1.0031524610987219e-08,5.561923277497272e-07
1927,1.1149224876660924e-08,4.827614414892878e-07
1928,4.570416489713125e-09,4.0219664931839816e-07
1929,1.1140406153131721e-08,4.1219504787193273e-07
1930,5.2518016602221e-09,3.9598586365485744e-07
1931,1.596749932275543e-08,4.311224692798987e-07
1932,9.863582950409011e-09,4.339976626965836e-07
1933,0.0,4.381792884089464e-07
1934,1.1981580172459871e-09,4.3612951472482564e-07
1935,1.9149255514605557e-08,3.865755768828194e-07
1936,1.2124714565686645e-08,4.740763337451881e-07
1937,6.295558963032022e-09,3.852882040078498e-07
1938,2.2040864577910213e-08,4.3952078421227725e-07
1939,1.988226472349197e-08,4.481156876678938e-07
1940,1.2678914584896006e-08,3.2204442224070817e-07
1941,1.4757512545315876e-08,5.283189654647913e-07
1942,2.1239483061208375e-08,4.2175543057965115e-07
1943,1.7419411024732767e-08,5.661308826176992e-07
1944,2.2492303131116387e-08,5.462416439172557e-07
1945,2.178504043826024e-09,4.966989042287651e-07
1946,1.3921104269343232e-08,5.150808490839154e-07
1947,2.1457568166738383e-08,4.5895352762670427e-07
1948,2.5005341797168512e-08,5.751228435713074e-07
1949,1.178041031391075e-08,3.475220839987969e-07
1950,2.8715476219076663e-08,4.0733434047979244e-07
1951,6.396841056854896e-09,4.6803554853980245e-07
1952,9.49032352703938e-09,5.736373545062179e-07
1953,7.541679392097933e-09,3.9970900367336526e-07
1954,1.0749790169128914e-08,4.6517271456991693e-07
1955,7.508486277174597e-09,4.092125074350861e-07
1956,1.0465369681966763e-08,3.575668081623462e-07
1957,3.5340151360863103e-09,3.693045886876689e-07
1958,1.4062813691317899e-08,4.409105702762872e-07
1959,1.1626122287111684e-08,3.301818569667603e-07
1960,1.2457499698470542e-08,3.21818756532366e-07
1961,8.33779090214648e-09,3.5783019125545934e-07
1962,7.610347574349419e-09,4.5471827370136e-07
1963,1.3578711488548834e-08,3.9572246990360327e-07
1964,1.4601524378488051e-08,4.301365654768574e-07
1965,1.9699356812452606e-08,3.6498530153750153e-07
1966,1.2185964237687585e-08,3.6724066276860867e-07
1967,2.4158644196248247e-08,4.013293164462084e-07
1968,1.4372531054185345e-08,4.4869245652279233e-07
1969,1.0446042669753908e-08,5.050434630504697e-07
1970,1.5175792733579385e-08,4.056075466607467e-07
1971,2.0553589163974095e-08,4.0285035396436797e-07
1972,1.1286323153836264e-08,3.6731852892657457e-07
1973,1.1577728109557484e-08,3.4071598520313273e-07
1974,6.750686232237513e-09,3.0546854201674023e-07
1975,1.3707552426467373e-08,3.3640617402852513e-07
1976,7.4275851025262796e-09,2.8110552641180675e-07
1977,5.289103821581875e-09,3.13232469295599e-07
1978,8.910887139279566e-09,3.273265853920293e-07
1979,5.851973239323627e-09,3.3941444765872575e-07
1980,5.116635615198817e-09,3.8374767363791307e-07
1981,1.3283654176632353e-08,3.023612800134856e-07
1982,6.828252629986764e-09,3.1472035821877853e-07
1983,8.841442245000053e-09,3.3913246788586093e-07
1984,6.958810416790584e-09,3.3518268871546297e-07
1985,6.015557940663996e-09,3.404805779538833e-07
1986,9.591176797218992e-09,3.4168566287462454e-07
1987,7.33298027855156e-09,3.0065217604402505e-07
1988,3.597932174415064e-09,3.028259660808885e-07
1989,1.0427432250992297e-08,2.8428472553798656e-07
1990,9.807571754727462e-09,2.8224012815769584e-07
1991,1.2895223555631219e-08,2.661105265033825e-07
1992,9.91789939064347e-09,2.892720800673487e-07
1993,9.970573700002205e-09,3.0797992600639645e-07
1994,2.1099706426497278e-09,3.1596809346723376e-07
1995,9.760411145975922e-09,3.1775563247293803e-07
1996,1.0676184380997711e-08,3.112107851421797e-07
1997,7.671831170341648e-09,3.0735273259807627e-07
1998,7.152193948201102e-09,3.1374290898611434e-07
1999,6.8553016596695215e-09,3.4413614624639877e-07
2000,1.1045078629479121e-08,2.9689170677471566e-07
2001,4.381211837767296e-09,3.264002756964146e-07
2002,7.448076377869484e-09,3.5531706821245734e-07
2003,3.333538389771462e-09,3.6960605065416985e-07
2004,1.7619165015858584e-09,3.1538304945399886e-07
2005,6.7556245042510454e-09,3.134609771748842e-07
2006,3.706100981659688e-09,3.4549097804870144e-07
2007,1.2782334662952977e-08,3.5790537022961644e-07
2008,7.2376473703172906e-09,3.554962031415698e-07
2009,9.059565542202108e-09,4.086341043318953e-07
2010,3.3066551718974324e-09,4.407298881403676e-07
2011,3.059177577924288e-09,5.330616978937996e-07
2012,4.765953853791416e-09,6.675739392392188e-07
2013,5.578249862026041e-09,6.889139072541184e-07
2014,3.897801192920269e-09,7.178450793787761e-07
2015,5.098123256885856e-09,7.308049312371168e-07
2016,1.0356700386182638e-08,7.819308507350797e-07
2017,4.024978128569501e-09,6.565745565012548e-07
2018,3.0977600484760615e-09,6.742791214264798e-07
2019,3.5713827450933877e-09,6.512672001690589e-07
