year,leurs_DET eaux_NOUN,leurs_DET do_NOUN
1878,1.2029865033014175e-06,3.0195443923020093e-09
1879,1.3183924245652179e-06,1.2829582729523281e-08
1880,1.2457039346713827e-06,4.492492600149944e-09
1881,1.3680059565146507e-06,4.183504653809678e-09
1882,1.1893173095245402e-06,3.3276925659464496e-09
1883,1.2802980187132107e-06,8.847074184359371e-09
1884,1.1658596577035496e-06,7.2618666635548834e-09
1885,1.3155542504250661e-06,7.090199094506033e-09
1886,1.0938621457512454e-06,5.808117542471791e-09
1887,1.1477849781726945e-06,5.876032105334161e-09
1888,1.0512739123669235e-06,5.07249175996094e-09
1889,1.122712486534283e-06,7.51816386923565e-09
1890,1.1135903026371352e-06,2.6217545912032847e-09
1891,9.873666328985564e-07,3.824531802365527e-09
1892,1.2223599092919812e-06,3.1342561879199593e-09
1893,1.1091308387278787e-06,1.2316833108982905e-09
1894,1.182798868626378e-06,1.2603078580752936e-09
1895,1.0255718585483464e-06,4.213029924926559e-09
1896,1.116897330177835e-06,5.897029087265082e-09
1897,9.142113661653184e-07,4.078699600285063e-09
1898,1.0864041177782724e-06,5.092519295146758e-09
1899,9.535072944544254e-07,3.3165470370022376e-09
1900,1.0812963360251615e-06,2.595526460424935e-09
1901,1.02273922308882e-06,1.1177477832191585e-09
1902,8.376944222732163e-07,4.419255628107521e-09
1903,9.909404106167585e-07,2.7001101354784396e-09
1904,9.486213539133814e-07,3.2247751136083025e-09
1905,1.0636324176971357e-06,1.5482277682110634e-09
1906,1.0067168751959343e-06,0.0
1907,1.030111567601466e-06,5.65712765521198e-09
1908,1.0613511740587e-06,3.929111258571538e-09
1909,8.565031279772484e-07,2.2003934230241384e-09
1910,1.091810023723383e-06,6.947395991829808e-09
1911,9.816089772129999e-07,2.128149656499545e-09
1912,8.710152243907032e-07,4.167536982180309e-09
1913,8.452965651883915e-07,5.302989602995467e-09
1914,9.187932459298054e-07,2.0090231700464756e-09
1915,8.505709878647849e-07,3.534228465440492e-09
1916,8.097759307545971e-07,6.592477230782379e-09
1917,8.246751193041746e-07,5.483212106582869e-09
1918,7.546549269932257e-07,5.743188147278033e-09
1919,6.832223444774854e-07,5.524709134618888e-09
1920,6.565124976987136e-07,3.028892692213958e-09
1921,7.345565116168018e-07,7.572747429129834e-10
1922,8.366578896357169e-07,2.951174193910333e-09
1923,7.484243660371703e-07,5.307974060286824e-09
1924,8.792087937692372e-07,0.0
1925,9.579412996174597e-07,2.1996355847875293e-09
1926,7.612812815693815e-07,2.229227691330493e-09
1927,7.726413127073783e-07,3.3447675740205796e-09
1928,8.032506730870637e-07,0.0
1929,8.656096017745085e-07,1.1140406375176326e-09
1930,7.100435919227266e-07,6.302162347537887e-09
1931,7.00288884658562e-07,1.1405356659111021e-09
1932,8.121016694673244e-07,1.0959536611565568e-09
1933,6.744749416753848e-07,2.2941324395731044e-09
1934,6.110605959008808e-07,3.5944740517379614e-09
1935,6.259412757003702e-07,0.0
1936,7.068708445245875e-07,0.0
1937,7.013253018328669e-07,0.0
1938,6.210337772927232e-07,1.2965214457594243e-09
1939,7.310556071615792e-07,0.0
1940,7.50591727438632e-07,0.0
1941,7.644391892824842e-07,8.854508237732261e-09
1942,7.555187195862345e-07,3.034211770724937e-09
1943,6.067761706418651e-07,5.806470415592457e-09
1944,5.815866721547991e-07,3.2131861615880553e-09
1945,5.315549813644793e-07,2.178504043826024e-09
1946,5.554520754458281e-07,1.3921104269343232e-09
1947,4.816031857757253e-07,1.1920870957027319e-09
1948,4.7510149592255857e-07,6.523132700664291e-09
1949,6.253434357006427e-07,3.9268033269479474e-09
1950,6.26422774985258e-07,1.0635361480382244e-09
1951,6.51411619756459e-07,1.0661401761424827e-09
1952,6.35851671759724e-07,2.1089607837865287e-09
1953,6.572034489948919e-07,1.0773827385790469e-09
1954,5.482392735345343e-07,1.9545072227344917e-09
1955,5.302868579803999e-07,0.0
1956,5.119310024781498e-07,0.0
1957,5.48655819443411e-07,0.0
1958,5.931198465702892e-07,0.0
1959,5.138746086430501e-07,1.5501495642666896e-09
1960,4.830741744399347e-07,0.0
1961,4.947089333739996e-07,2.08444772553662e-09
1962,4.718415551607791e-07,1.9025869768540815e-09
1963,4.972395082347703e-07,2.5864212993553792e-09
1964,5.305220174278702e-07,0.0
1965,4.492547596157692e-07,5.472043373977442e-10
1966,4.7248308021607954e-07,5.539074754423723e-10
1967,4.5457693609307626e-07,1.4791006197611978e-09
1968,5.048351185976685e-07,2.245707841908029e-09
1969,5.068601822699748e-07,1.8167031212712459e-09
1970,4.796470083334725e-07,1.3796175313274261e-09
1971,4.83523194816371e-07,5.138397485282553e-10
1972,5.022413542832282e-07,1.0260293725750103e-09
1973,4.972909701805861e-07,5.513203782392395e-10
1974,4.7029780070317884e-07,5.625571675160757e-10
1975,4.2836102398524645e-07,5.711480177694739e-10
1976,4.86221148676691e-07,1.7140580066410394e-09
1977,4.266543554010127e-07,0.0
1978,4.556433665925397e-07,5.940591352171509e-10
1979,3.9149702502072614e-07,5.851973350345929e-10
1980,4.349140336756818e-07,1.7055452605774235e-09
1981,3.529656584788654e-07,6.325549528618524e-10
1982,4.1714415122129367e-07,0.0
1983,3.8333967289361226e-07,0.0
1984,4.0477079465972565e-07,0.0
1985,3.9702681675635176e-07,1.8046674155058895e-09
1986,3.3089560824706155e-07,1.1988970927134801e-09
1987,3.8375929101164274e-07,6.110816852533674e-10
1988,3.1601838568207086e-07,5.996553809062277e-10
1989,3.709970526344364e-07,0.0
1990,4.173666727780301e-07,0.0
1991,3.1182993787126634e-07,0.0
1992,3.818391354215578e-07,0.0
1993,3.1628873653488654e-07,0.0
1994,3.492001487970242e-07,5.274926606624319e-10
1995,3.134176509433928e-07,5.422450821690461e-10
1996,3.4484074618035265e-07,1.067618438099771e-09
1997,3.2988873677197716e-07,0.0
1998,3.156501664491884e-07,9.536258449571733e-10
1999,3.656160831866373e-07,9.140402323914998e-10
2000,3.127966237137514e-07,4.4180314962005696e-10
2001,3.0537047379652904e-07,0.0
2002,3.369159262689436e-07,4.38122149670761e-10
2003,3.3460391435369274e-07,0.0
2004,2.858709411412974e-07,8.809582507929292e-10
2005,2.940948569118973e-07,0.0
2006,3.471381315733879e-07,0.0
2007,3.1236829656222653e-07,0.0
2008,3.2995157628334937e-07,8.514879357157668e-10
2009,3.247139055417847e-07,1.430457752249481e-09
2010,3.131874706241433e-07,0.0
2011,3.5486458749289795e-07,0.0
2012,3.8570182425701205e-07,1.0212758416727752e-09
2013,2.783546673157389e-07,0.0
2014,3.109579207460911e-07,0.0
2015,3.754878585837673e-07,0.0
2016,4.2669605626599605e-07,0.0
2017,2.8350940928234536e-07,2.515611330355938e-10
2018,3.198437168450141e-07,0.0
2019,3.431078550164557e-07,7.65296326310505e-10
